Date,colony_id,Chamber.Channel,Position,Bin.ID,Run,Fragment.Number,Temp.Cat,Chamber.Vol.L,Notes
20200104,ACR-243,5,4,2,1,4,28.5,0.62,NA
20200104,ACR-247,4,6,1,1,1,28.5,0.615,NA
20200104,BK-1,10,5,2,1,NA,28.5,0.605,NA
20200104,POC-219,6,3,2,1,2,28.5,0.605,NA
20200104,POC-239,1,12,1,1,9,28.5,0.6,NA
20200104,POC-254,3,11,1,1,8,28.5,0.615,NA
20200104,POR-214,7,10,1,1,6,28.5,0.615,NA
20200104,POR-221,9,9,1,1,7,28.5,0.59,NA
20200104,POR-242,8,1,2,1,3,28.5,0.595,NA
20200104,POR-262,2,7,1,1,5,28.5,0.59,NA
20200104,ACR-228,3,11,2,2,8,28.5,0.61,NA
20200104,ACR-244,8,1,1,2,3,28.5,0.605,NA
20200104,ACR-256,4,6,1,2,1,28.5,0.61,NA
20200104,ACR-267,6,3,1,2,2,28.5,0.61,NA
20200104,BK-2,1,12,2,2,9,28.5,0.575,NA
20200104,POC-201,10,5,1,2,NA,28.5,0.605,NA
20200104,POC-248,5,4,1,2,4,28.5,0.615,NA
20200104,POC-255,9,9,2,2,7,28.5,0.615,NA
20200104,POR-235,7,10,2,2,6,28.5,0.61,NA
20200104,POR-236,2,7,2,2,5,28.5,0.615,NA
20200105,ACR-229,6,9,2,3,6,28.5,0.61,NA
20200105,ACR-234,2,10,2,3,2,28.5,0.615,NA
20200105,ACR-258,3,6,1,3,3,28.5,0.595,NA
20200105,BK-3,10,2,1,3,NA,28.5,0.58,NA
20200105,POC-217,9,8,2,3,9,28.5,0.605,NA
20200105,POC-238,8,4,1,3,8,28.5,0.61,NA
20200105,POC-259,4,3,1,3,4,28.5,0.58,NA
20200105,POR-209,5,7,2,3,5,28.5,0.61,NA
20200105,POR-245,7,1,1,3,7,28.5,0.615,NA
20200105,POR-266,1,12,2,3,1,28.5,0.595,NA
20200105,ACR-231,3,4,1,4,3,28.5,0.605,NA
20200105,ACR-246,7,10,1,4,7,28.5,0.61,NA
20200105,ACR-265,8,3,1,4,8,28.5,0.61,NA
20200105,BK-4,10,11,1,4,NA,28.5,0.605,NA
20200105,POC-200,2,1,2,4,2,28.5,0.61,NA
20200105,POC-205,6,2,2,4,6,28.5,0.605,NA
20200105,POC-207,9,12,2,4,9,28.5,0.61,NA
20200105,POR-224,5,7,2,4,5,28.5,0.605,NA
20200105,POR-240,4,6,1,4,4,28.5,0.6,NA
20200105,POR-253,1,9,2,4,1,28.5,0.595,NA
20200106,ACR-225,9,5,1,5,5,28.5,0.605,NA
20200106,ACR-237,3,8,2,5,2,28.5,0.615,NA
20200106,BK-5.1,4,4,1,5,NA,28.5,0.61,NA
20200106,BK-5.2,7,9,2,5,NA,28.5,0.615,NA
20200106,POC-222,6,11,2,5,3,28.5,0.6,NA
20200106,POR-216,2,3,1,5,1,28.5,0.605,NA
20200106,POR-251,10,10,2,5,6,28.5,0.595,NA
20200106,POR-260,8,2,1,5,4,28.5,0.59,NA
20200106,ACR-350,7,3,1,6,6,28.5,0.61,NA
20200106,ACR-389,3,9,2,6,2,28.5,0.605,NA
20200106,ACR-393,6,1,1,6,5,28.5,0.6,NA
20200106,BK-6,2,4,1,6,NA,28.5,0.61,NA
20200106,POC-371,5,7,2,6,4,28.5,0.58,NA
20200106,POC-377,1,10,2,6,1,28.5,0.6,NA
20200106,POC-395,9,6,1,6,8,28.5,0.605,NA
20200106,POR-353,4,8,2,6,3,28.5,0.58,NA
20200106,POR-355,10,12,2,6,9,28.5,0.59,NA
20200106,POR-362,8,2,1,6,7,28.5,0.595,NA
20200107,ACR-343,8,12,2,7,7,28.5,0.595,NA
20200107,ACR-345,9,9,2,7,8,28.5,0.605,NA
20200107,ACR-379,6,6,1,7,5,28.5,0.6,NA
20200107,BK-7,4,4,1,7,NA,28.5,0.615,NA
20200107,POC-358,7,8,2,7,6,28.5,0.605,NA
20200107,POC-369,5,10,2,7,4,28.5,0.6,NA
20200107,POC-378,1,1,1,7,1,28.5,0.585,NA
20200107,POR-340,10,7,2,7,9,28.5,0.59,NA
20200107,POR-383,3,2,1,7,3,28.5,0.605,NA
20200107,POR-384,2,3,1,7,2,28.5,0.595,NA
20200107,ACR-363,3,1,1,8,3,28.5,0.61,NA
20200107,ACR-364,4,11,2,8,4,28.5,0.61,NA
20200107,ACR-368,5,3,1,8,5,28.5,0.61,NA
20200107,BK-8,9,9,2,8,NA,28.5,0.615,NA
20200107,POC-373,1,10,2,8,1,28.5,0.59,NA
20200107,POC-391,6,5,1,8,6,28.5,0.6,NA
20200107,POC-394,8,2,1,8,8,28.5,0.61,NA
20200107,POR-341,7,6,1,8,7,28.5,0.6,NA
20200107,POR-357,10,8,2,8,9,28.5,0.595,NA
20200107,POR-381,2,12,2,8,2,28.5,0.6,NA
20200108,ACR-390,8,4,2,9,7,28.5,0.605,NA
20200108,ACR-396,6,2,2,9,5,28.5,0.6,NA
20200108,BK-9,2,12,1,9,NA,28.5,0.61,NA
20200108,POC-346,9,11,1,9,8,28.5,0.605,NA
20200108,POC-366,5,6,2,9,4,28.5,0.605,NA
20200108,POC-372,7,3,2,9,6,28.5,0.61,NA
20200108,POR-354,3,10,1,9,2,28.5,0.6,NA
20200108,POR-385,4,5,2,9,3,28.5,0.605,NA
20200108,ACR-351,10,6,1,10,9,28.5,0.6,NA
20200108,ACR-374,3,12,1,10,3,28.5,0.61,NA
20200108,BK-10,5,3,2,10,NA,28.5,0.615,NA
20200108,POC-359,7,10,1,10,6,28.5,0.61,NA
20200108,POC-375,9,8,2,10,8,28.5,0.61,NA
20200108,POC-386,8,2,2,10,7,28.5,0.6,NA
20200108,POR-338,4,1,2,10,4,28.5,0.56,NA
20200108,POR-349,2,7,2,10,2,28.5,0.605,NA
20200108,POR-365,1,11,1,10,1,28.5,0.605,NA
20200108,POR-367,6,5,2,10,5,28.5,0.59,NA
20200109,ACR-150,3,8,2,11,2,28.5,0.605,NA
20200109,ACR-180,2,5,1,11,1,28.5,0.615,NA
20200109,ACR-51,6,11,2,11,5,28.5,0.61,NA
20200109,BK-11,1,1,1,11,NA,28.5,0.61,NA
20200109,POC-40,4,9,2,11,3,28.5,0.61,NA
20200109,POC-42,8,2,1,11,7,28.5,0.605,NA
20200109,POC-44,7,12,2,11,6,28.5,0.61,NA
20200109,POR-70,9,10,2,11,8,28.5,0.59,NA
20200109,POR-76,10,3,1,11,9,28.5,0.595,NA
20200109,POR-80,5,6,1,11,4,28.5,0.61,NA
20200110,ACR-140,2,5,1,12,2,28.5,0.61,NA
20200110,ACR-176,1,8,2,12,1,28.5,0.6,NA
20200110,ACR-193,8,9,2,12,7,28.5,0.61,NA
20200110,BK-12,5,2,1,12,NA,28.5,0.615,NA
20200110,POC-47,4,12,2,12,4,28.5,0.6,NA
20200110,POC-48,10,3,1,12,9,28.5,0.6,NA
20200110,POC-56,9,6,1,12,8,28.5,0.605,NA
20200110,POR-69,3,10,2,12,3,28.5,0.61,NA
20200110,POR-75,7,1,1,12,6,28.5,0.605,NA
20200110,POR-78,6,11,2,12,5,28.5,0.595,NA
20200110,ACR-139,1,2,1,13,1,28.5,0.605,NA
20200110,ACR-187,7,4,1,13,6,28.5,0.61,NA
20200110,ACR-190,10,10,2,13,9,28.5,0.6,NA
20200110,BK-13,4,8,2,13,NA,28.5,0.615,NA
20200110,POC-41,9,3,1,13,8,28.5,0.6,NA
20200110,POC-43,5,5,1,13,4,28.5,0.605,NA
20200110,POC-52,8,12,2,13,7,28.5,0.595,NA
20200110,POR-71,3,9,2,13,3,28.5,0.6,NA
20200110,POR-79,6,6,1,13,5,28.5,0.575,NA
20200110,POR-81,2,11,2,13,2,28.5,0.61,NA
20200111,ACR-145,4,10,2,14,3,28.5,0.61,NA
20200111,ACR-165,8,3,1,14,7,28.5,0.605,NA
20200111,ACR-185,6,5,1,14,5,28.5,0.605,NA
20200111,BK-14,3,11,2,14,NA,28.5,0.61,NA
20200111,POC-53,5,2,1,14,4,28.5,0.61,NA
20200111,POC-55,1,8,1,14,1,28.5,0.605,NA
20200111,POC-57,9,1,1,14,8,28.5,0.59,NA
20200111,POR-73,2,12,2,14,2,28.5,0.605,NA
20200111,POR-74,7,9,2,14,6,28.5,0.59,NA
20200111,POR-82,10,6,1,14,9,28.5,0.595,NA
20200111,ACR-173,7,6,2,15,7,28.5,0.61,NA
20200111,ACR-175,10,10,1,15,9,28.5,0.605,NA
20200111,ACR-186,2,9,1,15,2,28.5,0.615,NA
20200111,BK-15,8,12,1,15,NA,28.5,0.61,NA
20200111,POC-45,6,2,2,15,6,28.5,0.6,NA
20200111,POC-50,5,8,1,15,5,28.5,0.605,NA
20200111,POC-68,4,1,2,15,4,28.5,0.61,NA
20200111,POR-72,9,11,1,15,8,28.5,0.59,NA
20200111,POR-77,3,3,2,15,3,28.5,0.605,NA
20200111,POR-83,1,5,2,15,1,28.5,0.585,NA
