"Plot Title: Site1_Mahana"
"#","Date Time, GMT-10:00","Temp, °C (LGR S/N: 20444035, SEN S/N: 20444035)","Coupler Detached (LGR S/N: 20444035)","Coupler Attached (LGR S/N: 20444035)","Host Connected (LGR S/N: 20444035)","End Of File (LGR S/N: 20444035)"
1,09/22/20 09:00:00 AM,26.280,Logged,,,
2,09/22/20 09:10:00 AM,27.554,,,,
3,09/22/20 09:20:00 AM,27.875,,,,
4,09/22/20 09:30:00 AM,27.949,,,,
5,09/22/20 09:40:00 AM,27.949,,,,
6,09/22/20 09:50:00 AM,27.949,,,,
7,09/22/20 10:00:00 AM,27.974,,,,
8,09/22/20 10:10:00 AM,27.974,,,,
9,09/22/20 10:20:00 AM,28.048,,,,
10,09/22/20 10:30:00 AM,28.072,,,,
11,09/22/20 10:40:00 AM,28.072,,,,
12,09/22/20 10:50:00 AM,28.097,,,,
13,09/22/20 11:00:00 AM,28.122,,,,
14,09/22/20 11:10:00 AM,27.998,,,,
15,09/22/20 11:20:00 AM,28.171,,,,
16,09/22/20 11:30:00 AM,28.221,,,,
17,09/22/20 11:40:00 AM,28.221,,,,
18,09/22/20 11:50:00 AM,28.245,,,,
19,09/22/20 12:00:00 PM,28.270,,,,
20,09/22/20 12:10:00 PM,28.295,,,,
21,09/22/20 12:20:00 PM,28.345,,,,
22,09/22/20 12:30:00 PM,28.394,,,,
23,09/22/20 12:40:00 PM,28.369,,,,
24,09/22/20 12:50:00 PM,28.419,,,,
25,09/22/20 01:00:00 PM,28.394,,,,
26,09/22/20 01:10:00 PM,28.345,,,,
27,09/22/20 01:20:00 PM,28.320,,,,
28,09/22/20 01:30:00 PM,28.345,,,,
29,09/22/20 01:40:00 PM,28.419,,,,
30,09/22/20 01:50:00 PM,28.369,,,,
31,09/22/20 02:00:00 PM,28.444,,,,
32,09/22/20 02:10:00 PM,28.468,,,,
33,09/22/20 02:20:00 PM,28.493,,,,
34,09/22/20 02:30:00 PM,28.468,,,,
35,09/22/20 02:40:00 PM,28.419,,,,
36,09/22/20 02:50:00 PM,28.345,,,,
37,09/22/20 03:00:00 PM,28.369,,,,
38,09/22/20 03:10:00 PM,28.369,,,,
39,09/22/20 03:20:00 PM,28.320,,,,
40,09/22/20 03:30:00 PM,28.295,,,,
41,09/22/20 03:40:00 PM,28.320,,,,
42,09/22/20 03:50:00 PM,28.295,,,,
43,09/22/20 04:00:00 PM,28.196,,,,
44,09/22/20 04:10:00 PM,28.097,,,,
45,09/22/20 04:20:00 PM,27.998,,,,
46,09/22/20 04:30:00 PM,27.949,,,,
47,09/22/20 04:40:00 PM,27.924,,,,
48,09/22/20 04:50:00 PM,27.850,,,,
49,09/22/20 05:00:00 PM,27.850,,,,
50,09/22/20 05:10:00 PM,27.801,,,,
51,09/22/20 05:20:00 PM,27.776,,,,
52,09/22/20 05:30:00 PM,27.776,,,,
53,09/22/20 05:40:00 PM,27.751,,,,
54,09/22/20 05:50:00 PM,27.702,,,,
55,09/22/20 06:00:00 PM,27.653,,,,
56,09/22/20 06:10:00 PM,27.579,,,,
57,09/22/20 06:20:00 PM,27.530,,,,
58,09/22/20 06:30:00 PM,27.505,,,,
59,09/22/20 06:40:00 PM,27.431,,,,
60,09/22/20 06:50:00 PM,27.407,,,,
61,09/22/20 07:00:00 PM,27.407,,,,
62,09/22/20 07:10:00 PM,27.382,,,,
63,09/22/20 07:20:00 PM,27.382,,,,
64,09/22/20 07:30:00 PM,27.358,,,,
65,09/22/20 07:40:00 PM,27.358,,,,
66,09/22/20 07:50:00 PM,27.333,,,,
67,09/22/20 08:00:00 PM,27.333,,,,
68,09/22/20 08:10:00 PM,27.333,,,,
69,09/22/20 08:20:00 PM,27.308,,,,
70,09/22/20 08:30:00 PM,27.308,,,,
71,09/22/20 08:40:00 PM,27.308,,,,
72,09/22/20 08:50:00 PM,27.308,,,,
73,09/22/20 09:00:00 PM,27.333,,,,
74,09/22/20 09:10:00 PM,27.284,,,,
75,09/22/20 09:20:00 PM,27.284,,,,
76,09/22/20 09:30:00 PM,27.284,,,,
77,09/22/20 09:40:00 PM,27.259,,,,
78,09/22/20 09:50:00 PM,27.259,,,,
79,09/22/20 10:00:00 PM,27.259,,,,
80,09/22/20 10:10:00 PM,27.259,,,,
81,09/22/20 10:20:00 PM,27.210,,,,
82,09/22/20 10:30:00 PM,27.210,,,,
83,09/22/20 10:40:00 PM,27.186,,,,
84,09/22/20 10:50:00 PM,27.136,,,,
85,09/22/20 11:00:00 PM,27.136,,,,
86,09/22/20 11:10:00 PM,27.136,,,,
87,09/22/20 11:20:00 PM,27.161,,,,
88,09/22/20 11:30:00 PM,27.161,,,,
89,09/22/20 11:40:00 PM,27.161,,,,
90,09/22/20 11:50:00 PM,27.161,,,,
91,09/23/20 12:00:00 AM,27.136,,,,
92,09/23/20 12:10:00 AM,27.112,,,,
93,09/23/20 12:20:00 AM,27.087,,,,
94,09/23/20 12:30:00 AM,27.063,,,,
95,09/23/20 12:40:00 AM,27.087,,,,
96,09/23/20 12:50:00 AM,27.063,,,,
97,09/23/20 01:00:00 AM,27.063,,,,
98,09/23/20 01:10:00 AM,27.063,,,,
99,09/23/20 01:20:00 AM,27.063,,,,
100,09/23/20 01:30:00 AM,27.063,,,,
101,09/23/20 01:40:00 AM,27.063,,,,
102,09/23/20 01:50:00 AM,27.038,,,,
103,09/23/20 02:00:00 AM,27.063,,,,
104,09/23/20 02:10:00 AM,27.038,,,,
105,09/23/20 02:20:00 AM,26.989,,,,
106,09/23/20 02:30:00 AM,26.989,,,,
107,09/23/20 02:40:00 AM,26.989,,,,
108,09/23/20 02:50:00 AM,26.989,,,,
109,09/23/20 03:00:00 AM,26.989,,,,
110,09/23/20 03:10:00 AM,26.965,,,,
111,09/23/20 03:20:00 AM,26.965,,,,
112,09/23/20 03:30:00 AM,26.940,,,,
113,09/23/20 03:40:00 AM,26.940,,,,
114,09/23/20 03:50:00 AM,26.891,,,,
115,09/23/20 04:00:00 AM,26.916,,,,
116,09/23/20 04:10:00 AM,26.916,,,,
117,09/23/20 04:20:00 AM,26.867,,,,
118,09/23/20 04:30:00 AM,26.867,,,,
119,09/23/20 04:40:00 AM,26.867,,,,
120,09/23/20 04:50:00 AM,26.867,,,,
121,09/23/20 05:00:00 AM,26.867,,,,
122,09/23/20 05:10:00 AM,26.891,,,,
123,09/23/20 05:20:00 AM,26.867,,,,
124,09/23/20 05:30:00 AM,26.867,,,,
125,09/23/20 05:40:00 AM,26.867,,,,
126,09/23/20 05:50:00 AM,26.891,,,,
127,09/23/20 06:00:00 AM,26.891,,,,
128,09/23/20 06:10:00 AM,26.867,,,,
129,09/23/20 06:20:00 AM,26.867,,,,
130,09/23/20 06:30:00 AM,26.867,,,,
131,09/23/20 06:40:00 AM,26.867,,,,
132,09/23/20 06:50:00 AM,26.916,,,,
133,09/23/20 07:00:00 AM,26.965,,,,
134,09/23/20 07:10:00 AM,27.014,,,,
135,09/23/20 07:20:00 AM,27.112,,,,
136,09/23/20 07:30:00 AM,27.112,,,,
137,09/23/20 07:40:00 AM,27.333,,,,
138,09/23/20 07:50:00 AM,27.358,,,,
139,09/23/20 08:00:00 AM,27.431,,,,
140,09/23/20 08:10:00 AM,27.604,,,,
141,09/23/20 08:20:00 AM,27.751,,,,
142,09/23/20 08:30:00 AM,27.801,,,,
143,09/23/20 08:40:00 AM,27.875,,,,
144,09/23/20 08:50:00 AM,27.974,,,,
145,09/23/20 09:00:00 AM,28.023,,,,
146,09/23/20 09:10:00 AM,28.048,,,,
147,09/23/20 09:20:00 AM,27.998,,,,
148,09/23/20 09:30:00 AM,28.048,,,,
149,09/23/20 09:40:00 AM,28.072,,,,
150,09/23/20 09:50:00 AM,28.122,,,,
151,09/23/20 10:00:00 AM,28.171,,,,
152,09/23/20 10:10:00 AM,28.270,,,,
