"Plot Title: 20715883"
"#","Date Time, GMT-10:00","High Range, μS/cm","Temp, °C","Specific Conductance, μS/cm","Coupler Detached","Coupler Attached","Host Connected","End Of File"
34,10/24/19 10:30:00 PM,48745.8,27.33,57523.8,,,,
35,10/24/19 10:40:00 PM,48626.3,27.28,57441.2,,,,
36,10/24/19 10:50:00 PM,48526.1,27.22,57392.9,,,,
37,10/24/19 11:00:00 PM,48488.6,27.17,57407.1,,,,
38,10/24/19 11:10:00 PM,48357.6,27.12,57310.4,,,,
39,10/24/19 11:20:00 PM,48338.9,27.13,57276.6,,,,
40,10/24/19 11:30:00 PM,48320.3,27.19,57184.5,,,,
41,10/24/19 11:40:00 PM,48376.3,27.29,57134.2,,,,
42,10/24/19 11:50:00 PM,48307.9,27.34,56995.4,,,,
43,10/25/19 12:00:00 AM,48258.2,27.36,56913.6,,,,
44,10/25/19 12:10:00 AM,48177.7,27.31,56876.5,,,,
45,10/25/19 12:20:00 AM,48146.8,27.24,56921.1,,,,
46,10/25/19 12:30:00 AM,48097.3,27.18,56932.2,,,,
47,10/25/19 12:40:00 AM,47968.0,27.12,56848.7,,,,
48,10/25/19 12:50:00 AM,47937.3,27.12,56812.3,,,,
49,10/25/19 01:00:00 AM,47925.1,27.18,56728.4,,,,
50,10/25/19 01:10:00 AM,47906.7,27.26,56614.2,,,,
51,10/25/19 01:20:00 AM,47894.4,27.34,56507.6,,,,
52,10/25/19 01:30:00 AM,47931.2,27.36,56528.0,,,,
53,10/25/19 01:40:00 AM,47851.5,27.36,56434.0,,,,
54,10/25/19 01:50:00 AM,47741.5,27.29,56384.5,,,,
55,10/25/19 02:00:00 AM,47711.0,27.22,56428.9,,,,
56,10/25/19 02:10:00 AM,47583.4,27.13,56381.4,,,,
57,10/25/19 02:20:00 AM,47553.0,27.12,56356.9,,,,
58,10/25/19 02:30:00 AM,47589.4,27.19,56319.5,,,,
59,10/25/19 02:40:00 AM,47547.0,27.19,56269.3,,,,
60,10/25/19 02:50:00 AM,47534.9,27.26,56174.8,,,,
61,10/25/19 03:00:00 AM,47565.2,27.31,56153.4,,,,
62,10/25/19 03:10:00 AM,47553.0,27.36,56081.9,,,,
63,10/25/19 03:20:00 AM,47540.9,27.37,56056.3,,,,
64,10/25/19 03:30:00 AM,47480.4,27.30,56064.7,,,,
65,10/25/19 03:40:00 AM,47359.7,27.20,56036.3,,,,
66,10/25/19 03:50:00 AM,47281.5,27.11,56046.5,,,,
67,10/25/19 04:00:00 AM,47209.5,27.11,55961.2,,,,
68,10/25/19 04:10:00 AM,47197.5,27.13,55924.1,,,,
69,10/25/19 04:20:00 AM,47137.7,27.18,55796.3,,,,
70,10/25/19 04:30:00 AM,47185.5,27.20,55830.1,,,,
71,10/25/19 04:40:00 AM,47221.5,27.28,55781.7,,,,
72,10/25/19 04:50:00 AM,47131.7,27.30,55653.0,,,,
73,10/25/19 05:00:00 AM,47185.5,27.36,55648.5,,,,
74,10/25/19 05:10:00 AM,47143.7,27.34,55621.9,,,,
75,10/25/19 05:20:00 AM,47066.0,27.29,55586.7,,,,
76,10/25/19 05:30:00 AM,47024.3,27.19,55650.7,,,,
77,10/25/19 05:40:00 AM,46917.3,27.11,55614.8,,,,
78,10/25/19 05:50:00 AM,46893.6,27.08,55620.8,,,,
79,10/25/19 06:00:00 AM,46893.6,27.13,55564.0,,,,
80,10/25/19 06:10:00 AM,46899.5,27.17,55525.7,,,,
81,10/25/19 06:20:00 AM,46875.8,27.19,55475.0,,,,
82,10/25/19 06:30:00 AM,46893.6,27.24,55439.5,,,,
83,10/25/19 06:40:00 AM,46869.9,27.33,55310.1,,,,
84,10/25/19 06:50:00 AM,46858.0,27.34,55284.8,,,,
85,10/25/19 07:00:00 AM,46875.8,27.31,55339.6,,,,
86,10/25/19 07:10:00 AM,46787.0,27.26,55291.0,,,,
87,10/25/19 07:20:00 AM,46745.7,27.20,55309.8,,,,
88,10/25/19 07:30:00 AM,46763.4,27.18,55353.3,,,,
89,10/25/19 07:40:00 AM,46680.9,27.14,55300.7,,,,
90,10/25/19 07:50:00 AM,46651.5,27.13,55277.2,,,,
91,10/25/19 08:00:00 AM,46569.3,27.12,55191.0,,,,
92,10/25/19 08:10:00 AM,46586.9,27.11,55223.2,,,,
93,10/25/19 08:20:00 AM,46545.8,27.09,55197.0,,,,
94,10/25/19 08:30:00 AM,46545.8,27.12,55163.2,,,,
95,10/25/19 08:40:00 AM,46581.0,27.13,55193.6,,,,
96,10/25/19 08:50:00 AM,46539.9,27.13,55144.9,,,,
97,10/25/19 09:00:00 AM,46458.0,27.12,55059.1,,,,
98,10/25/19 09:10:00 AM,46434.7,27.12,55031.5,,,,
99,10/25/19 09:20:00 AM,46469.7,27.12,55073.0,,,,
100,10/25/19 09:30:00 AM,46428.8,27.11,55035.8,,,,
101,10/25/19 09:40:00 AM,46370.5,27.11,54966.7,,,,
102,10/25/19 09:50:00 AM,46405.5,27.11,55008.1,,,,
103,10/25/19 10:00:00 AM,46382.2,27.11,54980.5,,,,
104,10/25/19 10:10:00 AM,46324.0,27.11,54911.5,,,,
105,10/25/19 10:20:00 AM,46370.5,27.12,54955.4,,,,
106,10/25/19 10:30:00 AM,46265.9,27.14,54809.1,,,,
107,10/25/19 10:40:00 AM,46324.0,27.14,54877.9,,,,
108,10/25/19 10:50:00 AM,46329.8,27.16,54862.4,,,,
109,10/25/19 11:00:00 AM,46277.5,27.17,54789.3,,,,
110,10/25/19 11:10:00 AM,46265.9,27.19,54753.2,,,,
111,10/25/19 11:20:00 AM,46260.1,27.19,54746.4,,,,
112,10/25/19 11:30:00 AM,46271.7,27.20,54748.9,,,,
113,10/25/19 11:40:00 AM,46225.3,27.22,54671.7,,,,
114,10/25/19 11:50:00 AM,46213.7,27.22,54658.0,,,,
115,10/25/19 12:00:00 PM,46161.6,27.23,54585.3,,,,
116,10/25/19 12:10:00 PM,46184.8,27.23,54612.7,,,,
117,10/25/19 12:20:00 PM,46144.3,27.23,54564.8,,,,
118,10/25/19 12:30:00 PM,46121.2,27.23,54537.5,,,,
119,10/25/19 12:40:00 PM,46167.4,27.25,54569.9,,,,
120,10/25/19 12:50:00 PM,46155.8,27.28,54522.8,,,,
121,10/25/19 01:00:00 PM,46167.4,27.30,54514.3,,,,
122,10/25/19 01:10:00 PM,46046.2,27.34,54327.0,,,,
123,10/25/19 01:20:00 PM,46138.5,27.37,54402.7,,,,
124,10/25/19 01:30:00 PM,46126.9,27.41,54344.8,,,,
125,10/25/19 01:40:00 PM,46121.2,27.45,54293.9,,,,
126,10/25/19 01:50:00 PM,46184.8,27.50,54313.6,,,,
127,10/25/19 02:00:00 PM,46115.4,27.53,54199.0,,,,
128,10/25/19 02:10:00 PM,46086.5,27.52,54176.0,,,,
129,10/25/19 02:20:00 PM,46121.2,27.53,54205.8,,,,
130,10/25/19 02:30:00 PM,46115.4,27.53,54199.0,,,,
131,10/25/19 02:40:00 PM,46005.9,27.53,54070.3,,,,
132,10/25/19 02:50:00 PM,45982.9,27.52,54054.3,,,,
133,10/25/19 03:00:00 PM,45959.9,27.52,54027.2,,,,
134,10/25/19 03:10:00 PM,46023.2,27.51,54112.6,,,,
135,10/25/19 03:20:00 PM,45959.9,27.52,54027.2,,,,
136,10/25/19 03:30:00 PM,45925.5,27.54,53964.9,,,,
137,10/25/19 03:40:00 PM,45971.4,27.53,54029.8,,,,
138,10/25/19 03:50:00 PM,45879.7,27.52,53932.9,,,,
139,10/25/19 04:00:00 PM,45908.3,27.51,53977.5,,,,
140,10/25/19 04:10:00 PM,45879.7,27.53,53922.0,,,,
141,10/25/19 04:20:00 PM,45896.8,27.52,53953.0,,,,
142,10/25/19 04:30:00 PM,45862.5,27.52,53912.7,,,,
143,10/25/19 04:40:00 PM,45799.6,27.52,53838.8,,,,
144,10/25/19 04:50:00 PM,45776.8,27.51,53822.9,,,,
145,10/25/19 05:00:00 PM,45771.1,27.52,53805.3,,,,
146,10/25/19 05:10:00 PM,45799.6,27.50,53860.6,,,,
147,10/25/19 05:20:00 PM,45748.3,27.50,53800.3,,,,
148,10/25/19 05:30:00 PM,45680.0,27.47,53752.7,,,,
149,10/25/19 05:40:00 PM,45731.2,27.45,53834.8,,,,
150,10/25/19 05:50:00 PM,45685.6,27.43,53803.0,,,,
151,10/25/19 06:00:00 PM,45725.5,27.42,53860.9,,,,
152,10/25/19 06:10:00 PM,45640.2,27.41,53771.4,,,,
153,10/25/19 06:20:00 PM,45566.5,27.39,53706.4,,,,
154,10/25/19 06:30:00 PM,45594.8,27.36,53772.5,,,,
155,10/25/19 06:40:00 PM,45532.5,27.35,53710.0,,,,
156,10/25/19 06:50:00 PM,45549.5,27.31,53773.8,,,,
157,10/25/19 07:00:00 PM,45476.0,27.29,53708.9,,,,
158,10/25/19 07:10:00 PM,45436.5,27.26,53695.0,,,,
159,10/25/19 07:20:00 PM,45476.0,27.23,53774.6,,,,
160,10/25/19 07:30:00 PM,45425.2,27.20,53747.3,,,,
161,10/25/19 07:40:00 PM,45357.7,27.17,53700.3,,,,
162,10/25/19 07:50:00 PM,45391.4,27.13,53784.1,,,,
163,10/25/19 08:00:00 PM,45380.2,27.11,53792.8,,,,
164,10/25/19 08:10:00 PM,45385.8,27.11,53799.4,,,,
165,10/25/19 08:20:00 PM,45307.1,27.20,53607.6,,,,
166,10/25/19 08:30:00 PM,45368.9,27.25,53626.1,,,,
167,10/25/19 08:40:00 PM,45459.1,27.39,53579.8,,,,
168,10/25/19 08:50:00 PM,45397.1,27.36,53539.4,,,,
169,10/25/19 09:00:00 PM,45385.8,27.33,53558.7,,,,
170,10/25/19 09:10:00 PM,45391.4,27.28,53619.9,,,,
171,10/25/19 09:20:00 PM,45329.6,27.23,53601.4,,,,
172,10/25/19 09:30:00 PM,45228.7,27.18,53536.7,,,,
173,10/25/19 09:40:00 PM,45239.9,27.13,53604.6,,,,
174,10/25/19 09:50:00 PM,45251.1,27.08,53672.6,,,,
175,10/25/19 10:00:00 PM,45239.9,27.14,53593.6,,,,
176,10/25/19 10:10:00 PM,45223.1,27.19,53519.1,,,,
177,10/25/19 10:20:00 PM,45262.3,27.29,53456.5,,,,
178,10/25/19 10:30:00 PM,45324.0,27.33,53485.8,,,,
179,10/25/19 10:40:00 PM,45284.7,27.31,53461.2,,,,
180,10/25/19 10:50:00 PM,45273.5,27.26,53502.4,,,,
181,10/25/19 11:00:00 PM,45195.1,27.19,53486.0,,,,
182,10/25/19 11:10:00 PM,45195.1,27.13,53551.5,,,,
183,10/25/19 11:20:00 PM,45144.9,27.08,53546.6,,,,
184,10/25/19 11:30:00 PM,45150.5,27.11,53520.5,,,,
185,10/25/19 11:40:00 PM,45172.8,27.17,53481.4,,,,
186,10/25/19 11:50:00 PM,45156.0,27.23,53396.2,,,,
187,10/26/19 12:00:00 AM,45200.7,27.31,53362.0,,,,
188,10/26/19 12:10:00 AM,45256.7,27.34,53395.5,,,,
189,10/26/19 12:20:00 AM,45217.5,27.28,53414.5,,,,
190,10/26/19 12:30:00 AM,45167.2,27.20,53442.1,,,,
191,10/26/19 12:40:00 AM,45089.2,27.13,53426.0,,,,
192,10/26/19 12:50:00 AM,45050.2,27.08,53434.3,,,,
193,10/26/19 01:00:00 AM,45105.9,27.11,53467.6,,,,
194,10/26/19 01:10:00 AM,45055.8,27.19,53321.1,,,,
195,10/26/19 01:20:00 AM,45156.0,27.20,53428.8,,,,
196,10/26/19 01:30:00 AM,45184.0,27.30,53353.1,,,,
197,10/26/19 01:40:00 AM,45211.9,27.33,53353.5,,,,
198,10/26/19 01:50:00 AM,45122.6,27.26,53324.1,,,,
199,10/26/19 02:00:00 AM,45094.7,27.19,53367.2,,,,
200,10/26/19 02:10:00 AM,45028.0,27.12,53364.4,,,,
201,10/26/19 02:20:00 AM,45066.9,27.07,53465.0,,,,
202,10/26/19 02:30:00 AM,45022.4,27.12,53357.7,,,,
203,10/26/19 02:40:00 AM,44978.0,27.17,53250.8,,,,
204,10/26/19 02:50:00 AM,45022.4,27.24,53227.3,,,,
205,10/26/19 03:00:00 AM,45078.0,27.26,53271.4,,,,
206,10/26/19 03:10:00 AM,45133.7,27.33,53261.2,,,,
207,10/26/19 03:20:00 AM,45117.0,27.33,53241.5,,,,
208,10/26/19 03:30:00 AM,45078.0,27.24,53293.1,,,,
209,10/26/19 03:40:00 AM,45033.5,27.17,53316.5,,,,
210,10/26/19 03:50:00 AM,44978.0,27.08,53348.7,,,,
211,10/26/19 04:00:00 AM,44944.8,27.08,53309.3,,,,
212,10/26/19 04:10:00 AM,45028.0,27.14,53342.6,,,,
213,10/26/19 04:20:00 AM,45061.3,27.17,53349.4,,,,
214,10/26/19 04:30:00 AM,45016.9,27.22,53242.5,,,,
215,10/26/19 04:40:00 AM,45072.5,27.30,53221.5,,,,
216,10/26/19 04:50:00 AM,45050.2,27.33,53162.7,,,,
217,10/26/19 05:00:00 AM,45072.5,27.26,53264.9,,,,
218,10/26/19 05:10:00 AM,45022.4,27.19,53281.6,,,,
219,10/26/19 05:20:00 AM,44928.2,27.11,53257.0,,,,
220,10/26/19 05:30:00 AM,44878.4,27.06,53252.3,,,,
221,10/26/19 05:40:00 AM,44933.7,27.08,53296.1,,,,
222,10/26/19 05:50:00 AM,44978.0,27.16,53261.6,,,,
223,10/26/19 06:00:00 AM,44989.1,27.22,53209.6,,,,
224,10/26/19 06:10:00 AM,44966.9,27.24,53161.7,,,,
225,10/26/19 06:20:00 AM,45033.5,27.33,53143.0,,,,
226,10/26/19 06:30:00 AM,45050.2,27.33,53162.7,,,,
227,10/26/19 06:40:00 AM,44961.4,27.25,53144.4,,,,
228,10/26/19 06:50:00 AM,44955.9,27.19,53202.9,,,,
229,10/26/19 07:00:00 AM,44933.7,27.14,53230.9,,,,
230,10/26/19 07:10:00 AM,44922.6,27.11,53250.3,,,,
231,10/26/19 07:20:00 AM,44922.6,27.08,53283.0,,,,
232,10/26/19 07:30:00 AM,44911.6,27.14,53204.7,,,,
233,10/26/19 07:40:00 AM,45050.2,27.30,53195.2,,,,
234,10/26/19 07:50:00 AM,45061.3,27.36,53143.3,,,,
235,10/26/19 08:00:00 AM,45011.3,27.35,53095.2,,,,
236,10/26/19 08:10:00 AM,45000.2,27.34,53092.9,,,,
237,10/26/19 08:20:00 AM,45078.0,27.33,53195.5,,,,
238,10/26/19 08:30:00 AM,45055.8,27.34,53158.5,,,,
239,10/26/19 08:40:00 AM,45033.5,27.34,53132.2,,,,
240,10/26/19 08:50:00 AM,45011.3,27.34,53106.0,,,,
241,10/26/19 09:00:00 AM,45022.4,27.35,53108.3,,,,
242,10/26/19 09:10:00 AM,44978.0,27.35,53055.9,,,,
243,10/26/19 09:20:00 AM,45005.8,27.36,53077.9,,,,
244,10/26/19 09:30:00 AM,45033.5,27.37,53099.8,,,,
245,10/26/19 09:40:00 AM,44983.6,27.39,53019.4,,,,
246,10/26/19 09:50:00 AM,45000.2,27.39,53038.9,,,,
247,10/26/19 10:00:00 AM,45000.2,27.37,53060.5,,,,
248,10/26/19 10:10:00 AM,44978.0,27.37,53034.3,,,,
249,10/26/19 10:20:00 AM,45083.6,27.37,53158.8,,,,
250,10/26/19 10:30:00 AM,45061.3,27.37,53132.5,,,,
251,10/26/19 10:40:00 AM,45016.9,27.37,53080.2,,,,
252,10/26/19 10:50:00 AM,45011.3,27.37,53073.6,,,,
253,10/26/19 11:00:00 AM,44989.1,27.37,53047.4,,,,
254,10/26/19 11:10:00 AM,45039.1,27.39,53084.8,,,,
255,10/26/19 11:20:00 AM,45005.8,27.40,53034.7,,,,
256,10/26/19 11:30:00 AM,44955.9,27.42,52954.4,,,,
257,10/26/19 11:40:00 AM,45039.1,27.45,53020.1,,,,
258,10/26/19 11:50:00 AM,45066.9,27.47,53031.3,,,,
259,10/26/19 12:00:00 PM,45044.7,27.48,52994.4,,,,
260,10/26/19 12:10:00 PM,45033.5,27.52,52938.2,,,,
261,10/26/19 12:20:00 PM,45061.3,27.53,52960.1,,,,
262,10/26/19 12:30:00 PM,45061.3,27.52,52970.9,,,,
263,10/26/19 12:40:00 PM,45061.3,27.51,52981.6,,,,
264,10/26/19 12:50:00 PM,45055.8,27.53,52953.7,,,,
265,10/26/19 01:00:00 PM,45066.9,27.51,52988.2,,,,
266,10/26/19 01:10:00 PM,0.0,23.06,0.0,,,,
267,10/26/19 01:10:02 PM,,,,,Logged,,
268,10/26/19 01:10:06 PM,,,,,,Logged,
269,10/26/19 01:11:10 PM,,,,Logged,,,
270,10/26/19 01:20:00 PM,0.0,22.58,0.0,,,,
271,10/26/19 01:30:00 PM,0.0,22.49,0.0,,,,
272,10/26/19 01:40:00 PM,45161.6,29.33,51198.8,,,,
273,10/26/19 01:50:00 PM,45788.2,29.54,51866.3,,,,
274,10/26/19 02:00:00 PM,45725.5,29.51,51997.7,,,,
275,10/26/19 02:10:00 PM,45105.9,29.42,51554.1,,,,
276,10/26/19 02:20:00 PM,45464.7,29.32,52238.4,,,,
277,10/26/19 02:30:00 PM,45189.6,29.23,52185.6,,,,
278,10/26/19 02:40:00 PM,44972.5,29.17,52166.7,,,,
279,10/26/19 02:50:00 PM,44636.3,29.08,52038.4,,,,
280,10/26/19 03:00:00 PM,44570.7,29.04,52172.2,,,,
281,10/26/19 03:10:00 PM,44707.6,28.99,52554.1,,,,
282,10/26/19 03:20:00 PM,44669.2,28.95,52720.4,,,,
283,10/26/19 03:30:00 PM,44527.0,28.92,52753.2,,,,
284,10/26/19 03:40:00 PM,44401.8,28.88,52815.7,,,,
285,10/26/19 03:50:00 PM,44293.5,28.88,52855.4,,,,
286,10/26/19 04:00:00 PM,44325.9,28.92,53020.5,,,,
287,10/26/19 04:10:00 PM,44423.6,29.04,53179.2,,,,
288,10/26/19 04:20:00 PM,44450.8,29.12,53295.7,,,,
289,10/26/19 04:30:00 PM,44516.1,29.15,53510.7,,,,
290,10/26/19 04:40:00 PM,44401.8,29.06,53637.0,,,,
291,10/26/19 04:50:00 PM,44277.2,28.95,53771.7,,,,
292,10/26/19 05:00:00 PM,44180.1,28.84,53939.5,,,,
293,10/26/19 05:10:00 PM,44180.1,28.76,54194.0,,,,
294,10/26/19 05:20:00 PM,44142.4,28.66,54424.5,,,,
295,10/26/19 05:30:00 PM,44153.2,28.57,54704.8,,,,
296,10/26/19 05:40:00 PM,44126.3,28.48,54939.2,,,,
297,10/26/19 05:50:00 PM,44040.5,28.40,55089.4,,,,
298,10/26/19 06:00:00 PM,44072.6,28.31,55398.7,,,,
299,10/26/19 06:10:00 PM,44067.3,28.25,55628.5,,,,
300,10/26/19 06:20:00 PM,44147.8,28.18,55978.9,,,,
301,10/26/19 06:30:00 PM,44126.3,28.12,56189.6,,,,
302,10/26/19 06:40:00 PM,44158.6,28.07,56458.1,,,,
303,10/26/19 06:50:00 PM,44003.0,28.02,56486.1,,,,
304,10/26/19 07:00:00 PM,43997.6,27.97,56706.6,,,,
305,10/26/19 07:10:00 PM,43938.9,27.93,56847.0,,,,
306,10/26/19 07:20:00 PM,43901.5,27.91,56991.8,,,,
307,10/26/19 07:30:00 PM,43837.6,27.87,57125.0,,,,
308,10/26/19 07:40:00 PM,43827.0,27.84,57316.1,,,,
309,10/26/19 07:50:00 PM,43763.3,27.76,57495.6,,,,
310,10/26/19 08:00:00 PM,43976.2,27.54,58205.2,,,,
311,10/26/19 08:10:00 PM,43689.2,27.46,58090.3,,,,
312,10/26/19 08:20:00 PM,43821.7,27.41,58497.5,,,,
313,10/26/19 08:30:00 PM,43800.4,27.34,58724.2,,,,
314,10/26/19 08:40:00 PM,43789.8,27.28,58953.8,,,,
315,10/26/19 08:50:00 PM,43705.0,27.16,59155.8,,,,
316,10/26/19 09:00:00 PM,43641.6,27.09,59326.6,,,,
317,10/26/19 09:10:00 PM,43594.2,27.06,59470.5,,,,
318,10/26/19 09:20:00 PM,43525.8,27.02,59597.7,,,,
319,10/26/19 09:30:00 PM,43478.5,26.97,59765.7,,,,
320,10/26/19 09:40:00 PM,43410.4,26.91,59917.2,,,,
321,10/26/19 09:50:00 PM,43373.8,26.86,60099.9,,,,
322,10/26/19 10:00:00 PM,43326.8,26.82,60255.9,,,,
323,10/26/19 10:10:00 PM,43248.7,26.79,60355.9,,,,
324,10/26/19 10:20:00 PM,43337.3,26.77,60676.4,,,,
325,10/26/19 10:30:00 PM,43363.4,26.73,60935.1,,,,
326,10/26/19 10:40:00 PM,43368.6,26.71,61139.8,,,,
327,10/26/19 10:50:00 PM,43316.4,26.69,61263.6,,,,
328,10/26/19 11:00:00 PM,43150.1,26.67,61225.1,,,,
329,10/26/19 11:10:00 PM,43108.7,26.64,61375.7,,,,
330,10/26/19 11:20:00 PM,43062.2,26.63,61493.6,,,,
331,10/26/19 11:30:00 PM,43067.4,26.61,61697.8,,,,
332,10/26/19 11:40:00 PM,43062.2,26.57,61912.8,,,,
333,10/26/19 11:50:00 PM,42959.2,26.52,61999.8,,,,
334,10/27/19 12:00:00 AM,42861.7,26.33,62273.6,,,,
335,10/27/19 12:10:00 AM,42882.2,26.28,62539.7,,,,
336,10/27/19 12:20:00 AM,42959.2,26.33,62759.4,,,,
337,10/27/19 12:30:00 AM,42923.2,26.35,62852.8,,,,
338,10/27/19 12:40:00 AM,42923.2,26.33,63050.8,,,,
339,10/27/19 12:50:00 AM,42974.6,26.30,63337.7,,,,
340,10/27/19 01:00:00 AM,42877.1,26.29,63378.9,,,,
341,10/27/19 01:10:00 AM,42954.1,26.27,63691.3,,,,
342,10/27/19 01:20:00 AM,42866.8,26.23,63786.5,,,,
343,10/27/19 01:30:00 AM,42882.2,26.21,64008.0,,,,
344,10/27/19 01:40:00 AM,42774.8,26.18,64059.3,,,,
345,10/27/19 01:50:00 AM,42759.5,26.15,64248.1,,,,
346,10/27/19 02:00:00 AM,42728.9,26.13,64400.6,,,,
347,10/27/19 02:10:00 AM,42728.9,26.09,64626.0,,,,
348,10/27/19 02:20:00 AM,42693.2,26.06,64784.2,,,,
349,10/27/19 02:30:00 AM,42728.9,26.01,65077.9,,,,
350,10/27/19 02:40:00 AM,42632.2,26.01,65102.6,,,,
351,10/27/19 02:50:00 AM,42703.4,25.99,65410.7,,,,
352,10/27/19 03:00:00 AM,42683.0,25.96,65592.5,,,,
353,10/27/19 03:10:00 AM,42805.4,25.98,65926.0,,,,
354,10/27/19 03:20:00 AM,42698.3,25.94,65988.1,,,,
355,10/27/19 03:30:00 AM,42728.9,25.90,66263.0,,,,
356,10/27/19 03:40:00 AM,42739.1,25.90,66451.6,,,,
357,10/27/19 03:50:00 AM,42652.5,25.83,66586.2,,,,
358,10/27/19 04:00:00 AM,42556.2,25.67,66830.4,,,,
359,10/27/19 04:10:00 AM,42445.1,25.62,66898.1,,,,
360,10/27/19 04:20:00 AM,42591.7,25.73,67148.1,,,,
361,10/27/19 04:30:00 AM,42622.1,25.78,67298.8,,,,
362,10/27/19 04:40:00 AM,42586.6,25.78,67415.3,,,,
363,10/27/19 04:50:00 AM,42566.3,25.78,67555.7,,,,
364,10/27/19 05:00:00 AM,42556.2,25.76,67740.3,,,,
365,10/27/19 05:10:00 AM,42571.4,25.75,67951.2,,,,
366,10/27/19 05:20:00 AM,42606.9,25.72,68223.3,,,,
367,10/27/19 05:30:00 AM,42556.2,25.70,68343.2,,,,
368,10/27/19 05:40:00 AM,42536.0,25.68,68512.0,,,,
369,10/27/19 05:50:00 AM,42470.3,25.68,68578.6,,,,
370,10/27/19 06:00:00 AM,42500.6,25.64,68857.5,,,,
371,10/27/19 06:10:00 AM,42505.6,25.66,69009.6,,,,
372,10/27/19 06:20:00 AM,42601.8,25.75,69208.9,,,,
373,10/27/19 06:30:00 AM,42606.9,25.94,69116.2,,,,
374,10/27/19 06:40:00 AM,42820.7,26.11,69390.9,,,,
375,10/27/19 06:50:00 AM,43155.3,26.32,69802.9,,,,
376,10/27/19 07:00:00 AM,43311.2,26.50,69968.3,,,,
377,10/27/19 07:10:00 AM,43384.3,26.71,69956.8,,,,
378,10/27/19 07:20:00 AM,43316.4,26.94,69690.2,,,,
379,10/27/19 07:30:00 AM,43504.8,27.16,69850.7,,,,
380,10/27/19 07:40:00 AM,43858.9,27.20,70534.4,,,,
381,10/27/19 07:50:00 AM,43960.2,27.19,70884.8,,,,
382,10/27/19 08:00:00 AM,44180.1,27.40,71108.6,,,,
383,10/27/19 08:10:00 AM,44342.2,27.51,71383.6,,,,
384,10/27/19 08:20:00 AM,44603.5,27.82,71528.3,,,,
385,10/27/19 08:30:00 AM,44570.7,27.99,71403.5,,,,
386,10/27/19 08:40:00 AM,44554.3,28.12,71362.8,,,,
387,10/27/19 08:50:00 AM,44609.0,28.48,71107.3,,,,
388,10/27/19 09:00:00 AM,44565.2,28.75,70825.4,,,,
389,10/27/19 09:10:00 AM,44889.4,28.83,71398.0,,,,
390,10/27/19 09:20:00 AM,44713.1,29.09,70920.4,,,,
391,10/27/19 09:30:00 AM,45033.5,29.23,71400.9,,,,
392,10/27/19 09:40:00 AM,45839.6,29.31,72736.9,,,,
393,10/27/19 09:50:00 AM,45538.2,29.34,72387.5,,,,
394,10/27/19 10:00:00 AM,45217.5,29.33,72062.4,,,,
395,10/27/19 10:10:00 AM,45178.4,29.31,72199.0,,,,
