colony_id,Light_Value,Run,micromol.cm2.s,micromol.cm2.h,timepoint
ACR-258,499,1,1.0496210269329247e-4,0.3778635696958529,timepoint2
ACR-258,68,1,-6.400275711157668e-5,-0.23040992560167606,timepoint2
ACR-258,709,1,1.4240606075079015e-4,0.5126618187028446,timepoint2
ACR-258,844,1,1.3107814291204e-4,0.47188131448334397,timepoint2
ACR-265,0,3,-1.182763866351975e-4,-0.425794991886711,timepoint2
ACR-265,1025,3,2.2149129770163454e-4,0.7973686717258843,timepoint2
ACR-265,113,3,-2.0622168949830383e-5,-0.07423980821938939,timepoint2
ACR-265,169,3,2.152574454527983e-6,0.007749268036300739,timepoint2
ACR-265,18,3,-9.366141334441146e-5,-0.3371810880398812,timepoint2
ACR-265,243,3,3.903016609372822e-5,0.1405085979374216,timepoint2
ACR-265,499,3,1.417512054654569e-4,0.5103043396756448,timepoint2
ACR-265,68,3,-5.0270337935007104e-5,-0.18097321656602558,timepoint2
ACR-265,709,3,1.844917523036868e-4,0.6641703082932725,timepoint2
ACR-265,844,3,2.1971388032365614e-4,0.790969969165162,timepoint2
ACR-343,0,6,-1.372234449415993e-4,-0.4940044017897575,timepoint2
ACR-343,1025,6,1.8412331825406152e-4,0.6628439457146215,timepoint2
ACR-343,113,6,-1.3051752403272245e-5,-0.046986308651780086,timepoint2
ACR-343,169,6,2.330932648276805e-5,0.08391357533796498,timepoint2
ACR-343,18,6,-1.1339283365702093e-4,-0.40821420116527535,timepoint2
ACR-343,243,6,6.0183028070543865e-5,0.2166589010539579,timepoint2
ACR-343,499,6,1.327524624290379e-4,0.4779088647445365,timepoint2
ACR-343,68,6,-6.383898719319516e-5,-0.22982035389550257,timepoint2
ACR-343,709,6,1.8384609260868964e-4,0.6618459333912827,timepoint2
ACR-343,844,6,1.94173988148366e-4,0.6990263573341176,timepoint2
ACR-347,0,7,-9.767509058063447e-5,-0.3516303260902841,timepoint2
ACR-347,1025,7,0.00011406497475537454,0.4106339091193484,timepoint2
ACR-347,113,7,-3.047705892099464e-5,-0.1097174121155807,timepoint2
ACR-347,169,7,-1.3892236562226656e-5,-0.05001205162401596,timepoint2
ACR-347,18,7,-7.626791763461653e-5,-0.2745645034846195,timepoint2
ACR-347,243,7,9.527593015657108e-7,0.0034299334856365588,timepoint2
ACR-347,499,7,4.2224326708032285e-5,0.15200757614891622,timepoint2
ACR-347,68,7,-4.261596341504692e-5,-0.1534174682941689,timepoint2
ACR-347,709,7,6.895429898070759e-5,0.24823547633054732,timepoint2
ACR-347,844,7,9.512916052309992e-5,0.3424649778831597,timepoint2
ACR-350,0,6,-9.833965233324163e-5,-0.35402274839966985,timepoint2
ACR-350,1025,6,1.381559681465309e-4,0.49736148532751123,timepoint2
ACR-350,113,6,-1.525078166718193e-5,-0.05490281400185495,timepoint2
ACR-350,169,6,1.1305981233665566e-5,0.04070153244119604,timepoint2
ACR-350,18,6,-8.587847586509233e-5,-0.3091625131143324,timepoint2
ACR-350,243,6,3.5350528729003456e-5,0.12726190342441243,timepoint2
ACR-350,499,6,1.2270085102049005e-4,0.4417230636737642,timepoint2
ACR-350,68,6,-5.382700225409706e-5,-0.1937772081147494,timepoint2
ACR-350,709,6,1.2278921601582366e-4,0.44204117765696516,timepoint2
ACR-350,844,6,1.4276789200283856e-4,0.5139644112102189,timepoint2
ACR-351,0,5,-6.694660747787226e-5,-0.24100778692034014,timepoint2
ACR-351,1025,5,1.6448284183693867e-4,0.5921382306129792,timepoint2
ACR-351,113,5,-3.511014004472228e-6,-0.012639650416100021,timepoint2
ACR-351,169,5,1.1634521531946394e-5,0.04188427751500702,timepoint2
ACR-351,18,5,-5.1442943849324394e-5,-0.1851945978575678,timepoint2
ACR-351,243,5,1.0176629703441211e-5,0.03663586693238836,timepoint2
ACR-351,499,5,1.0956474571862813e-4,0.3944330845870613,timepoint2
ACR-351,68,5,-3.3146143105758394e-5,-0.11932611518073022,timepoint2
ACR-351,709,5,1.521603257010782e-4,0.5477771725238815,timepoint2
ACR-351,844,5,1.5000809436648682e-4,0.5400291397193525,timepoint2
ACR-360,0,5,-9.772798069786953e-5,-0.3518207305123303,timepoint2
ACR-360,1025,5,1.7496257578807179e-4,0.6298652728370584,timepoint2
ACR-360,113,5,-1.1707996623106534e-5,-0.04214878784318352,timepoint2
ACR-360,169,5,1.1741055860886663e-5,0.04226780109919199,timepoint2
ACR-360,18,5,-7.0560904777042e-5,-0.2540192571973512,timepoint2
ACR-360,243,5,2.9503147680096798e-5,0.10621133164834848,timepoint2
ACR-360,499,5,1.0195227899251768e-4,0.36702820437306366,timepoint2
ACR-360,68,5,-5.037112666348738e-5,-0.18133605598855457,timepoint2
ACR-360,709,5,1.5614452467372096e-4,0.5621202888253954,timepoint2
ACR-360,844,5,1.5970342937535537e-4,0.5749323457512793,timepoint2
ACR-364,0,7,-1.0295278077062342e-4,-0.3706300107742443,timepoint2
ACR-364,1025,7,2.7711840345238454e-4,0.9976262524285844,timepoint2
ACR-364,113,7,6.9458878123546376e-6,0.025005196124476697,timepoint2
ACR-364,169,7,1.2384749893936198e-5,0.04458509961817032,timepoint2
ACR-364,18,7,-7.475148606277792e-5,-0.26910534982600054,timepoint2
ACR-364,243,7,4.8589674803920016e-5,0.17492282929411207,timepoint2
ACR-364,499,7,1.4390541744958873e-4,0.5180595028185194,timepoint2
ACR-364,68,7,-2.864831432324977e-5,-0.10313393156369918,timepoint2
ACR-364,709,7,1.969247285711856e-4,0.7089290228562681,timepoint2
ACR-364,844,7,2.3191171908609214e-4,0.8348821887099317,timepoint2
ACR-368,0,5,-8.895442483315394e-5,-0.3202359293993542,timepoint2
ACR-368,1025,5,1.6896018034741854e-4,0.6082566492507068,timepoint2
ACR-368,113,5,1.177550240583962e-6,0.004239180866102263,timepoint2
ACR-368,169,5,2.3097397173862893e-5,0.08315062982590642,timepoint2
ACR-368,18,5,-5.7335985019291914e-5,-0.2064095460694509,timepoint2
ACR-368,243,5,4.12406399347977e-5,0.14846630376527173,timepoint2
ACR-368,499,5,1.0572889339446437e-4,0.3806240162200717,timepoint2
ACR-368,68,5,-3.441308974371275e-5,-0.12388712307736591,timepoint2
ACR-368,709,5,1.597019061359715e-4,0.5749268620894974,timepoint2
ACR-368,844,5,1.4842192858936307e-4,0.534318942921707,timepoint2
ACR-393,0,8,-1.1818064636946079e-4,-0.42545032693005885,timepoint2
ACR-393,1025,8,1.53557774767718e-4,0.5528079891637848,timepoint2
ACR-393,113,8,-3.7550393757312364e-5,-0.1351814175263245,timepoint2
ACR-393,169,8,-1.076401707319511e-5,-0.038750461463502396,timepoint2
ACR-393,18,8,-9.620405447666907e-5,-0.34633459611600864,timepoint2
ACR-393,243,8,2.153945663671059e-5,0.07754204389215812,timepoint2
ACR-393,499,8,9.290529111475931e-5,0.33445904801313353,timepoint2
ACR-393,68,8,-6.303341121325844e-5,-0.22692028036773038,timepoint2
ACR-393,709,8,1.2652140753182165e-4,0.45547706711455793,timepoint2
ACR-393,844,8,1.495496403262185e-4,0.5383787051743866,timepoint2
ACR-396,0,6,-9.377477475170352e-5,-0.33758918910613267,timepoint2
ACR-396,1025,6,1.889193920228813e-4,0.6801098112823727,timepoint2
ACR-396,113,6,-8.598251129776916e-6,-0.030953704067196896,timepoint2
ACR-396,169,6,2.4573838614908432e-5,0.08846581901367036,timepoint2
ACR-396,18,6,-5.3414418703232513e-5,-0.19229190733163704,timepoint2
ACR-396,243,6,5.073342119155544e-5,0.1826403162895996,timepoint2
ACR-396,499,6,1.3833351663540157e-4,0.49800065988744563,timepoint2
ACR-396,68,6,-5.826714447539227e-5,-0.20976172011141217,timepoint2
ACR-396,709,6,1.7728016253059018e-4,0.6382085851101247,timepoint2
ACR-396,844,6,1.9040250431528086e-4,0.6854490155350111,timepoint2
ACR-51,0,12,-9.711072902816781e-5,-0.3495986245014041,timepoint2
ACR-51,1025,12,1.8344383709788015e-4,0.6603978135523685,timepoint2
ACR-51,113,12,-1.658340281111302e-5,-0.059700250120006876,timepoint2
ACR-51,169,12,5.258305587990536e-6,0.01892990011676593,timepoint2
ACR-51,18,12,-6.686876855401578e-5,-0.2407275667944568,timepoint2
ACR-51,243,12,4.5428193660379684e-5,0.16354149717736685,timepoint2
ACR-51,499,12,1.1334276412576838e-4,0.40803395085276617,timepoint2
ACR-51,68,12,-3.98104124623268e-5,-0.14331748486437648,timepoint2
ACR-51,709,12,1.524740543446251e-4,0.5489065956406504,timepoint2
ACR-51,844,12,1.5119009139040148e-4,0.5442843290054453,timepoint2
POC-200,0,1,-1.092289018850151e-4,-0.3932240467860543,timepoint2
POC-200,1025,1,1.6520386650896267e-4,0.5947339194322656,timepoint2
POC-200,113,1,-2.9461819538711066e-5,-0.10606255033935984,timepoint2
POC-200,169,1,4.830090433280131e-6,0.01738832555980847,timepoint2
POC-200,18,1,-9.605292301617735e-5,-0.34579052285823847,timepoint2
POC-200,243,1,4.085886857974975e-5,0.1470919268870991,timepoint2
POC-200,499,1,1.0387897268288274e-4,0.37396430165837785,timepoint2
POC-200,68,1,-5.273484941844144e-5,-0.18984545790638918,timepoint2
POC-200,709,1,1.4617269054010667e-4,0.526221685944384,timepoint2
POC-200,844,1,1.582512786779364e-4,0.569704603240571,timepoint2
POC-201,0,2,-2.086215382610805e-4,-0.7510375377398898,timepoint2
POC-201,1025,2,3.3175097020691834e-6,0.01194303492744906,timepoint2
POC-201,113,2,-1.2801804538927625e-4,-0.4608649634013945,timepoint2
POC-201,169,2,-1.2421349896570293e-4,-0.44716859627653055,timepoint2
POC-201,18,2,-1.809594343628074e-4,-0.6514539637061066,timepoint2
POC-201,243,2,-1.2631859172471978e-4,-0.4547469302089912,timepoint2
POC-201,499,2,-5.912084461406063e-5,-0.21283504061061828,timepoint2
POC-201,68,2,-1.529181907742824e-4,-0.5505054867874166,timepoint2
POC-201,709,2,-1.7707785782960074e-5,-0.06374802881865627,timepoint2
POC-201,844,2,-2.2239773377354858e-5,-0.08006318415847749,timepoint2
POC-205,0,4,-1.2064989360211422e-4,-0.4343396169676112,timepoint2
POC-205,1025,4,1.495928384746321e-4,0.5385342185086756,timepoint2
POC-205,113,4,1.1658422315093004e-5,0.041970320334334815,timepoint2
POC-205,169,4,5.2725867663968825e-5,0.18981312359028776,timepoint2
POC-205,18,4,-9.442347366419326e-5,-0.33992450519109574,timepoint2
POC-205,243,4,7.927324420046234e-5,0.2853836791216644,timepoint2
POC-205,499,4,1.1252068029027217e-4,0.4050744490449798,timepoint2
POC-205,68,4,-3.6531777786888565e-5,-0.13151440003279882,timepoint2
POC-205,709,4,1.5582052858074223e-4,0.560953902890672,timepoint2
POC-205,844,4,1.6350132254278047e-4,0.5886047611540097,timepoint2
POC-207,0,3,-5.604293710665123e-5,-0.20175457358394444,timepoint2
POC-207,1025,3,1.6585091237731096e-4,0.5970632845583195,timepoint2
POC-207,113,3,3.963925328149914e-5,0.1427013118133969,timepoint2
POC-207,169,3,6.020307831369004e-5,0.21673108192928414,timepoint2
POC-207,18,3,-3.110786580080895e-5,-0.11198831688291222,timepoint2
POC-207,243,3,7.465310326486158e-5,0.26875117175350166,timepoint2
POC-207,499,3,1.5093445687514454e-4,0.5433640447505204,timepoint2
POC-207,68,3,5.596771257509692e-6,0.02014837652703489,timepoint2
POC-207,709,3,1.6137049876906447e-4,0.5809337955686321,timepoint2
POC-207,844,3,1.8161041818228737e-4,0.6537975054562345,timepoint2
POC-215,0,1,-1.0577731969901307e-4,-0.38079835091644704,timepoint2
POC-215,1025,1,1.4934057896423157e-4,0.5376260842712336,timepoint2
POC-215,113,1,-4.6284028509649414e-5,-0.16662250263473788,timepoint2
POC-215,169,1,-2.0718533069916893e-5,-0.07458671905170082,timepoint2
POC-215,18,1,-8.540513151942882e-5,-0.30745847346994376,timepoint2
POC-215,243,1,1.1165700956929669e-5,0.040196523444946806,timepoint2
POC-215,499,1,8.106441084141657e-5,0.2918318790290997,timepoint2
POC-215,68,1,-5.616506624846376e-5,-0.20219423849446955,timepoint2
POC-215,709,1,1.2168844118474204e-4,0.43807838826507134,timepoint2
POC-215,844,1,1.3071607596841584e-4,0.47057787348629704,timepoint2
POC-217,0,3,-1.0212329192460776e-4,-0.3676438509285879,timepoint2
POC-217,1025,3,1.2765925833423442e-4,0.4595733300032439,timepoint2
POC-217,113,3,-2.758641724515676e-5,-0.09931110208256434,timepoint2
POC-217,169,3,-2.2914510150229587e-5,-0.08249223654082652,timepoint2
POC-217,18,3,-8.41554173782652e-5,-0.30295950256175475,timepoint2
POC-217,243,3,1.1349442694408655e-5,0.04085799369987116,timepoint2
POC-217,499,3,1.0203131984061978e-4,0.3673127514262312,timepoint2
POC-217,68,3,-5.953906446454024e-5,-0.21434063207234486,timepoint2
POC-217,709,3,1.0393155939639836e-4,0.3741536138270341,timepoint2
POC-217,844,3,1.397464908296611e-4,0.5030873669867799,timepoint2
POC-219,0,4,-1.4990793694037588e-4,-0.5396685729853532,timepoint2
POC-219,1025,4,9.271940771453125e-5,0.3337898677723125,timepoint2
POC-219,113,4,-7.240393031232389e-5,-0.26065414912436596,timepoint2
POC-219,169,4,-4.385604671127296e-5,-0.15788176816058266,timepoint2
POC-219,18,4,-1.3200493762639001e-4,-0.47521777545500404,timepoint2
POC-219,243,4,-2.9129827071567654e-5,-0.10486737745764356,timepoint2
POC-219,499,4,2.0479809983571607e-5,0.07372731594085778,timepoint2
POC-219,68,4,-1.0803209405237148e-4,-0.38891553858853734,timepoint2
POC-219,709,4,6.986788276400656e-5,0.2515243779504236,timepoint2
POC-219,844,4,7.203522755398706e-5,0.2593268191943534,timepoint2
POC-222,0,4,-1.2029731384693538e-4,-0.4330703298489674,timepoint2
POC-222,1025,4,1.1731956513141126e-4,0.42235043447308057,timepoint2
POC-222,113,4,-2.0275122394074217e-5,-0.07299044061866718,timepoint2
POC-222,169,4,2.222016313359611e-5,0.07999258728094599,timepoint2
POC-222,18,4,-9.997289069798741e-5,-0.3599024065127547,timepoint2
POC-222,243,4,4.201061066667619e-5,0.15123819840003427,timepoint2
POC-222,499,4,6.873375465713254e-5,0.24744151676567716,timepoint2
POC-222,68,4,-5.109170517827988e-5,-0.18393013864180757,timepoint2
POC-222,709,4,1.0423049582244064e-4,0.3752297849607863,timepoint2
POC-222,844,4,1.1315587522321057e-4,0.40736115080355806,timepoint2
POC-238,1025,4,8.405965220506623e-5,0.30261474793823845,timepoint2
POC-238,1025,6,8.717533334424902e-5,0.3138312000392965,timepoint2
POC-238,113,4,-3.712409556876031e-5,-0.13364674404753712,timepoint2
POC-238,113,6,-3.4404748757230586e-5,-0.12385709552603011,timepoint2
POC-238,169,4,-3.216598675802011e-5,-0.1157975523288724,timepoint2
POC-238,169,6,-2.9455066567079914e-5,-0.10603823964148769,timepoint2
POC-238,18,4,-2.2439995393940475e-4,-0.8078398341818571,timepoint2
POC-238,18,6,-2.2257654717735057e-4,-0.801275569838462,timepoint2
POC-238,243,4,-7.651856782039491e-6,-0.02754668441534217,timepoint2
POC-238,243,6,-3.0573308795612015e-6,-0.011006391166420326,timepoint2
POC-238,499,4,1.3827833247343535e-5,0.049780199690436726,timepoint2
POC-238,499,6,2.2730938486461793e-5,0.08183137855126245,timepoint2
POC-238,68,4,-0.0010829480636167796,-3.8986130290204066,timepoint2
POC-238,68,6,-0.0010739961654373357,-3.8663861955744085,timepoint2
POC-238,709,4,5.879903337406205e-5,0.2116765201466234,timepoint2
POC-238,709,6,6.260606697579377e-5,0.22538184111285758,timepoint2
POC-238,844,4,7.677821572155893e-5,0.27640157659761216,timepoint2
POC-238,844,6,7.91913567648406e-5,0.28508888435342616,timepoint2
POC-238,0,4,-1.1472766659802152e-5,-0.041301959975287746,timepoint2
POC-238,0,6,-1.449802654668456e-5,-0.05219289556806442,timepoint2
POC-238,1025,4,7.909419815746565e-5,0.28473911336687635,timepoint2
POC-238,1025,6,8.225125808037843e-5,0.29610452908936236,timepoint2
POC-238,113,4,-5.951554119397275e-5,-0.21425594829830188,timepoint2
POC-238,113,6,-5.660959900223293e-5,-0.20379455640803856,timepoint2
POC-238,169,4,-3.639728452687368e-5,-0.13103022429674524,timepoint2
POC-238,169,6,-3.365110352119303e-5,-0.1211439726762949,timepoint2
POC-238,18,4,-9.84773847556575e-5,-0.354518585120367,timepoint2
POC-238,18,6,-9.770333273680119e-5,-0.35173199785248427,timepoint2
POC-238,243,4,-1.237025463329192e-5,-0.04453291667985091,timepoint2
POC-238,243,6,-7.73640874871986e-6,-0.027851071495391497,timepoint2
POC-238,499,4,4.5089688282018105e-5,0.1623228778152652,timepoint2
POC-238,499,6,5.3732278062514074e-5,0.19343620102505066,timepoint2
POC-238,68,4,-7.909533991979855e-5,-0.2847432237112748,timepoint2
POC-238,68,6,-7.850888110449629e-5,-0.28263197197618667,timepoint2
POC-238,709,4,7.251381792777655e-5,0.2610497445399956,timepoint2
POC-238,709,6,7.620656165822731e-5,0.2743436219696183,timepoint2
POC-238,844,4,8.334488939734109e-5,0.30004160183042794,timepoint2
POC-238,844,6,8.570330815999125e-5,0.30853190937596847,timepoint2
POC-239,0,3,-9.526189124417387e-5,-0.342942808479026,timepoint2
POC-239,1025,3,1.470831922489299e-4,0.5294994920961477,timepoint2
POC-239,113,3,-1.163199777593757e-6,-0.0041875191993375254,timepoint2
POC-239,169,3,1.8618668258234868e-5,0.06702720572964553,timepoint2
POC-239,18,3,-7.017543370072599e-5,-0.25263156132261355,timepoint2
POC-239,243,3,4.845305426447932e-5,0.17443099535212556,timepoint2
POC-239,499,3,1.2940321603054805e-4,0.465851577709973,timepoint2
POC-239,68,3,-3.1589721306751184e-5,-0.11372299670430426,timepoint2
POC-239,709,3,1.4931074409215559e-4,0.5375186787317601,timepoint2
POC-239,844,3,1.622289326765299e-4,0.5840241576355076,timepoint2
POC-248,0,4,-8.611033369990656e-5,-0.30999720131966363,timepoint2
POC-248,1025,4,1.318341564341709e-4,0.47460296316301526,timepoint2
POC-248,113,4,-2.6416616037544052e-5,-0.09509981773515859,timepoint2
POC-248,169,4,1.7992022488364524e-6,0.006477128095811228,timepoint2
POC-248,18,4,-7.870935175126632e-5,-0.28335366630455877,timepoint2
POC-248,243,4,1.7273064553156137e-5,0.062183032391362095,timepoint2
POC-248,499,4,7.563508747068406e-5,0.27228631489446264,timepoint2
