colony_id,Light_Value,Run,micromol.cm2.s,micromol.cm2.h,timepoint
ACR-139,0,10,-8.849028018345818e-5,-0.31856500866044946,timepoint2
ACR-139,1025,10,1.1143926055084091e-4,0.4011813379830273,timepoint2
ACR-139,113,10,-2.5355223038073413e-5,-0.0912788029370643,timepoint2
ACR-139,169,10,-4.102437438003336e-6,-0.014768774776812009,timepoint2
ACR-139,18,10,-8.350718718672837e-5,-0.3006258738722221,timepoint2
ACR-139,243,10,1.1189050723062707e-5,0.04028058260302574,timepoint2
ACR-139,499,10,6.730635253374042e-5,0.2423028691214655,timepoint2
ACR-139,68,10,-4.9570663624878426e-5,-0.17845438904956235,timepoint2
ACR-139,709,10,9.892352304473247e-5,0.3561246829610369,timepoint2
ACR-139,844,10,9.283135901818197e-5,0.3341928924654551,timepoint2
ACR-140,0,12,-1.460805865132978e-4,-0.525890111447872,timepoint2
ACR-140,1025,12,1.6106353077517406e-4,0.5798287107906266,timepoint2
ACR-140,113,12,-6.392737833870977e-5,-0.23013856201935515,timepoint2
ACR-140,169,12,-3.9772976672989165e-5,-0.143182716022761,timepoint2
ACR-140,18,12,-1.1883133228989024e-4,-0.42779279624360483,timepoint2
ACR-140,243,12,3.107362269918402e-6,0.011186504171706248,timepoint2
ACR-140,499,12,7.555405452527517e-5,0.2719945962909906,timepoint2
ACR-140,68,12,-1.0004273511348552e-4,-0.36015384640854786,timepoint2
ACR-140,709,12,1.4106041778275225e-4,0.50781750401790815,timepoint2
ACR-140,844,12,1.5968891870958349e-4,0.5748801073545006,timepoint2
ACR-145,0,10,-1.3044428846168137e-4,-0.46959943846205293,timepoint2
ACR-145,1025,10,2.210744431748071e-4,0.7958679954293055,timepoint2
ACR-145,113,10,4.4000377608828065e-6,0.015840135939178105,timepoint2
ACR-145,169,10,4.281357427176216e-5,0.15412886737834378,timepoint2
ACR-145,18,10,-1.1554657539205156e-4,-0.41596767141138563,timepoint2
ACR-145,243,10,7.746136915670521e-5,0.2788609289641388,timepoint2
ACR-145,499,10,1.6936128359143886e-4,0.6097006209291799,timepoint2
ACR-145,68,10,-7.004512192957432e-5,-0.25216243894646756,timepoint2
ACR-145,709,10,1.8645627610638067e-4,0.6712425939829704,timepoint2
ACR-145,844,10,2.5782413806827597e-4,0.9281668970457935,timepoint2
ACR-150,0,9,-1.2885743633595507e-4,-0.46388677080943824,timepoint2
ACR-150,1025,9,2.2271094281406186e-4,0.8017593941306227,timepoint2
ACR-150,113,9,-3.724431659685054e-5,-0.13407953974866194,timepoint2
ACR-150,169,9,-5.224018954337342e-6,-0.01880646823561443,timepoint2
ACR-150,18,9,-1.1394518193927629e-4,-0.41020265498139463,timepoint2
ACR-150,243,9,1.7371926426796455e-6,0.006253893513646724,timepoint2
ACR-150,499,9,1.232094450861219e-4,0.44355400231003883,timepoint2
ACR-150,68,9,-7.174931447978265e-5,-0.2582975321272175,timepoint2
ACR-150,709,9,1.4077607510718516e-4,0.5067938703858665,timepoint2
ACR-150,844,9,1.8779137131934529e-4,0.6760489367496431,timepoint2
ACR-173,0,9,-1.2095176891993327e-4,-0.4354263681117598,timepoint2
ACR-173,1025,9,1.986207566966067e-4,0.7150347241077841,timepoint2
ACR-173,113,9,-3.18284440987193e-5,-0.11458239875538948,timepoint2
ACR-173,169,9,-1.464769390483289e-6,-0.00527316980573984,timepoint2
ACR-173,18,9,-1.1176267314664095e-4,-0.4023456233279074,timepoint2
ACR-173,243,9,3.619057760157458e-5,0.1302860793656685,timepoint2
ACR-173,499,9,9.605046202922257e-5,0.34578166330520127,timepoint2
ACR-173,68,9,-7.094725949134676e-5,-0.25541013416884834,timepoint2
ACR-173,709,9,1.3936846996492804e-4,0.501726491873741,timepoint2
ACR-173,844,9,1.7148772179250462e-4,0.6173557984530167,timepoint2
ACR-178,0,11,-1.4828203119903984e-4,-0.5338153123165434,timepoint2
ACR-178,1025,11,1.086915195863892e-4,0.39128947051100116,timepoint2
ACR-178,113,11,-5.9458075778617016e-5,-0.21404907280302127,timepoint2
ACR-178,169,11,-4.5823360718326545e-5,-0.16496409858597555,timepoint2
ACR-178,18,11,-1.3386828982523135e-4,-0.48192584337083283,timepoint2
ACR-178,243,11,-2.20678269483577e-5,-0.07944417701408771,timepoint2
ACR-178,499,11,5.178394285282015e-5,0.18642219427015255,timepoint2
ACR-178,68,11,-9.228155784012406e-5,-0.3322136082244466,timepoint2
ACR-178,709,11,8.205881625545053e-5,0.2954117385196219,timepoint2
ACR-178,844,11,9.197715015141473e-5,0.331117740545093,timepoint2
ACR-186,0,9,-8.333781208317865e-5,-0.3000161234994431,timepoint2
ACR-186,1025,9,1.5984200089877096e-4,0.5754312032355755,timepoint2
ACR-186,113,9,-8.960067026990726e-6,-0.032256241297166616,timepoint2
ACR-186,169,9,2.0165770187936815e-5,0.07259677267657254,timepoint2
ACR-186,18,9,-6.597375073833857e-5,-0.23750550265801887,timepoint2
ACR-186,243,9,3.481354525219702e-5,0.12532876290790926,timepoint2
ACR-186,499,9,9.180029811778595e-5,0.3304810732240294,timepoint2
ACR-186,68,9,-2.6330258795039273e-5,-0.09478893166214138,timepoint2
ACR-186,709,9,1.0802620986585821e-4,0.38889435551708956,timepoint2
ACR-186,844,9,1.396045366277553e-4,0.502576331859919,timepoint2
ACR-190,0,11,-1.5039486965922946e-4,-0.5414215307732261,timepoint2
ACR-190,1025,11,9.701326268382639e-5,0.349247745661775,timepoint2
ACR-190,113,11,-1.0284087728742636e-4,-0.3702271582347349,timepoint2
ACR-190,169,11,-7.775643241841803e-5,-0.2799231567063049,timepoint2
ACR-190,18,11,-1.4749756533634345e-4,-0.5309912352108365,timepoint2
ACR-190,243,11,-4.886403865824759e-5,-0.17591053916969132,timepoint2
ACR-190,499,11,3.2133513404691446e-5,0.1156806482568892,timepoint2
ACR-190,68,11,-1.3208178858943468e-4,-0.47549443892196486,timepoint2
ACR-190,709,11,6.0135252763716654e-5,0.21648690994937997,timepoint2
ACR-190,844,11,8.071095528424063e-5,0.29055943902326625,timepoint2
ACR-225,0,1,-1.3258798334783527e-4,-0.477316740052207,timepoint2
ACR-225,1025,1,7.457468877842962e-5,0.2684688796023466,timepoint2
ACR-225,113,1,-8.928009742964062e-5,-0.32140835074670626,timepoint2
ACR-225,169,1,-5.6336108646649766e-5,-0.20280999112793915,timepoint2
ACR-225,18,1,-1.2023530088599775e-4,-0.43284708318959186,timepoint2
ACR-225,243,1,-4.256837970325633e-5,-0.15324616693172277,timepoint2
ACR-225,499,1,1.7139634798245185e-5,0.06170268527368267,timepoint2
ACR-225,68,1,-1.0021728332129213e-4,-0.36078221995665166,timepoint2
ACR-225,709,1,6.324176149315522e-5,0.2276703413753588,timepoint2
ACR-225,844,1,7.613069448401994e-5,0.27407050014247175,timepoint2
ACR-229,0,2,-1.7261977129326078e-4,-0.6214311766557388,timepoint2
ACR-229,1025,2,1.375056772008803e-5,0.04950204379231691,timepoint2
ACR-229,113,2,-8.86140151311804e-5,-0.3190104544722494,timepoint2
ACR-229,169,2,-7.601881392024369e-5,-0.2736677301128773,timepoint2
ACR-229,18,2,-1.4311974511432068e-4,-0.5152310824115545,timepoint2
ACR-229,243,2,-5.890847757260623e-5,-0.21207051926138243,timepoint2
ACR-229,499,2,-4.523821017049273e-5,-0.16285755661377382,timepoint2
ACR-229,68,2,-9.832233146559533e-5,-0.35396039327614315,timepoint2
ACR-229,709,2,-1.0395644008671408e-5,-0.03742431843121707,timepoint2
ACR-229,844,2,1.914392692589813e-6,0.006891813693323328,timepoint2
ACR-237,0,1,-1.3579461522640672e-4,-0.4888606148150642,timepoint2
ACR-237,1025,1,2.5998772356863544e-4,0.9359558048470876,timepoint2
ACR-237,113,1,-1.6120737075367424e-5,-0.05803465347132272,timepoint2
ACR-237,169,1,3.0994505196605044e-5,0.11158021870777816,timepoint2
ACR-237,18,1,-1.029906499108041e-4,-0.3707663396788948,timepoint2
ACR-237,243,1,6.541217300391027e-5,0.23548382281407698,timepoint2
ACR-237,499,1,1.7141087828172053e-4,0.6170791618141939,timepoint2
ACR-237,68,1,-4.773104605848816e-5,-0.17183176581055737,timepoint2
ACR-237,709,1,2.180017206841591e-4,0.7848061944629728,timepoint2
ACR-237,844,1,2.4300773996767383e-4,0.8748278638836258,timepoint2
ACR-244,0,2,-1.566934421139496e-4,-0.5640963916102185,timepoint2
ACR-244,1025,2,1.0420690993774313e-4,0.37514487577587524,timepoint2
ACR-244,113,2,-9.749619815928332e-5,-0.35098631337341996,timepoint2
ACR-244,169,2,-8.430214049780959e-5,-0.30348770579211454,timepoint2
ACR-244,18,2,-1.357012216302201e-4,-0.48852439786879237,timepoint2
ACR-244,243,2,-5.5196878637738966e-5,-0.19870876309586027,timepoint2
ACR-244,499,2,2.335593863673977e-5,0.08408137909226318,timepoint2
ACR-244,68,2,-9.992162086806264e-5,-0.35971783512502553,timepoint2
ACR-244,709,2,7.583317804493252e-5,0.2729994409617571,timepoint2
ACR-244,844,2,7.9076151564956115e-05,0.284674145633842,timepoint2
ACR-258,0,1,-1.2773352456551203e-4,-0.4598406884358433,timepoint2
ACR-258,1025,1,1.5684246705443972e-4,0.564632881395983,timepoint2
ACR-258,113,1,-4.9646185543126055e-5,-0.1787262679552538,timepoint2
ACR-258,169,1,-7.0966767907403915e-6,-0.02554803644666541,timepoint2
ACR-258,18,1,-1.006673334086569e-4,-0.3624024002711648,timepoint2
ACR-258,243,1,1.0795621358178769e-5,0.03886423688944357,timepoint2
