colony_id,uae.mmol,uae.mmol.cm2,uae.mmol.ugprot,CRE.mmol,CRE.mmol.cm2,CRE.mmol.ugprot,CRE.umol.mgprot
ACR-139,-2.5816066024021646e-4,-1.6689518240519724e-5,-4.4048850136238425e-8,-0.5651136852658338,-0.03653335542849768,-9.642293294822591e-5,-96.4229329482259
ACR-140,3.701962115678793e-4,1.4698720794386977e-5,4.9465101221774146e-8,0.8103595071220879,0.03217549981891309,1.0827910657446362e-4,108.27910657446361
ACR-145,-7.436358140619556e-4,-7.574321198805413e-5,-1.6787337159221106e-7,-1.6278187969816207,-0.16580189104185045,-3.674748104153499e-4,-367.4748104153499
ACR-150,-7.218766478657748e-4,-2.035168849780878e-5,-4.980898785237191e-8,-1.580187982178181,-0.044549846121703415,-1.0903187440884209e-4,-109.0318744088421
ACR-173,0.0021771331477510886,9.377788540166416e-5,1.1729774716275241e-7,4.765744460427133,0.2052797911442428,2.56764768539265e-4,256.764768539265
ACR-178,0.00041265516545128283,NA,NA,0.9033021571728581,NA,NA,NA
ACR-186,3.1458775976047715e-4,1.1729810501778398e-5,3.1057502201838746e-8,0.6886326061156844,0.025676555188392913,6.798487231982502e-5,67.98487231982502
ACR-190,0.0011032795345589437,6.0182283927164936e-5,1.2547014505704184e-7,2.4150789011495277,0.13173901951656403,2.7465414752986456e-4,274.65414752986453
ACR-225,-7.485054886755513e-4,-3.403077213014884e-5,-1.0476949181011942e-7,-1.6384785147107817,-0.0744933601928958,-2.293404175723514e-4,-229.3404175723514
ACR-229,-7.59060273858592e-4,-4.028849227416834e-5,-1.3688057733004114e-7,-1.6615829394764579,-0.08819150958815448,-2.9963158377546e-4,-299.63158377546
ACR-237,-5.954760152504343e-4,-2.8576977703457666e-5,-7.1943690840537e-8,-1.3034969973832007,-0.06255500419286883,-1.574847392499355e-4,-157.4847392499355
ACR-244,0.00012583510390419086,1.179212440788959e-5,1.326241918553714e-8,0.2754530424462738,0.025812960328870312,2.90314355971408e-5,29.0314355971408
ACR-258,8.357989430414278e-5,5.843927796342045e-6,1.2355103228804603e-8,0.18295638863176855,0.012792357946192738,2.7045320967853278e-5,27.04532096785328
ACR-265,9.98229203105785e-4,2.7547132214134442e-5,8.709313994757455e-8,2.1851237255985634,0.060300672416740295,1.906468833452407e-4,190.6468833452407
ACR-343,-6.617219428925364e-4,-2.0677125271710684e-5,-1.1767204048839976e-7,-1.4485093329917624,-0.045262227219774694,-2.575840966291071e-4,-257.5840966291071
ACR-347,-6.596109858559282e-4,NA,NA,-1.4438884480386267,NA,NA,NA
ACR-350,3.361130774970099e-5,6.088061914428272e-7,8.809782818544507e-9,0.07357515266409545,0.0013326767530683487,1.9284614589793923e-5,19.284614589793925
ACR-351,-0.0010422673600703819,-4.8941899491397535e-5,-2.1556339913911929e-7,-2.281523251194066,-0.10713381798666921,-4.7186828071553216e-4,-471.86828071553214
ACR-360,-4.5332428963368743e-4,NA,NA,-0.9923268700081418,NA,NA,NA
ACR-364,-5.036583311953636e-4,-2.0357379772946345e-5,-1.0645979611790241e-7,-1.102508086986651,-0.04456230432297956,-2.330404937020884e-4,-233.0404937020884
ACR-368,2.9656354017615295e-4,1.8400149217451312e-5,8.546970129212907e-8,0.6491775894455989,0.04027792663700092,1.8709317612847055e-4,187.09317612847053
ACR-393,-9.14809643058232e-4,-2.9244927105478247e-5,-1.8473335904150413e-7,-2.00251830865447,-0.06401714543389188,-4.0438132294185256e-4,-404.3813229418526
ACR-396,-7.663670798911359e-4,-1.9980020911904226e-5,-2.445430397357007e-7,-1.6775775378816966,-0.043736265776158356,-5.353047139814488e-4,-535.3047139814488
ACR-51,-5.876013863945909e-4,-3.397032058490267e-5,-8.611603932939199e-8,-1.2862594348177594,-0.07436103176035194,-1.8850801009203907e-4,-188.5080100920391
POC-200,-2.922561825166968e-4,-5.6336144287191055e-6,-1.687967332461689e-8,-0.6397487835290493,-0.012331981984466122,-3.694960490758637e-5,-36.94960490758637
POC-201,-1.9482369033823042e-5,-3.4475275397924944e-7,-1.019266441608014e-9,-0.04264690581503864,-7.54663778460577e-4,-2.2311742406799426e-6,-2.231174240679943
POC-205,-7.742814481943041e-4,-2.677239514435438e-5,-8.3780317311421e-8,-1.6949020900973315,-0.05860477297099174,-1.8339511459470055e-4,-183.39511459470057
POC-207,4.556417438882302e-4,1.2004069720478652e-5,7.841218158980861e-8,0.9973997773713359,0.026276908618127766,1.7164426550009103e-4,171.64426550009102
POC-215,-4.054852937313976e-5,NA,NA,-0.08876073079780293,NA,NA,NA
POC-217,4.091811378224468e-5,9.960631230700967e-7,7.523183656862848e-9,0.0895697510693336,0.002180382176400442,1.6468249024872777e-5,16.46824902487278
POC-219,3.7628559894702394e-4,9.059765541992692e-6,4.940109026261263e-8,0.8236891760950353,0.019831826771422,1.0813898658485903e-4,108.13898658485903
POC-222,-4.8466109433317983e-4,-9.661118194536838e-6,-5.628731677096319e-8,-1.0609231354953306,-0.021148187727841137,-1.232129364116384e-4,-123.2129364116384
POC-238,0.0037699083000337827,1.3503574735117848e-4,8.842678805364661e-8,8.25232926877395,0.2955932509517297,1.9356623904943243e-4,193.56623904943243
POC-239,9.558515634067519e-4,1.6779630292730683e-5,1.0424334649793862e-7,2.09235907229738,0.036730610710787474,2.2818868548398768e-4,228.18868548398768
POC-248,6.142329801389475e-4,3.4251738597195673e-5,5.022752043995978e-8,1.344555993524156,0.07497705578926132,1.0994804224307197e-4,109.94804224307197
POC-254,3.6849228427555063e-4,1.0341175390862703e-5,1.7855577412065222e-8,0.8066296102791803,0.02263683293059846,3.908585895501077e-5,39.08585895501077
POC-255,-2.683888122184875e-4,-4.008797782400945e-6,-2.532531177463942e-8,-0.5875031099462692,-0.00877525834567567,-5.5437107474685704e-5,-55.4371074746857
POC-257,-0.001448465847845565,NA,NA,-3.170691740933942,NA,NA,NA
POC-259,1.9265023083688346e-4,1.5576172869220074e-6,6.770387733404277e-9,0.42171135530193793,0.0034096242410722745,1.4820378748421964e-5,14.820378748421964
POC-346,3.5071292488919603e-4,7.612226694016793e-6,4.0882562120468436e-8,0.7677105925824502,0.016663164233202764,8.949192848170543e-5,89.49192848170544
POC-359,-0.001013406049769872,-3.6615051852248685e-5,-9.094101419251756e-8,-2.2183458429462495,-0.08015034850457237,-1.9906988006742092e-4,-199.0698800674209
POC-366,-0.0015197445372924327,-1.0612837809061386e-5,-1.7188234189186762e-7,-3.3267207921331354,-0.023231501964035374,-3.762504464012982e-4,-376.25044640129823
POC-369,-9.163925167188662e-4,-1.3067616756506164e-5,-1.0530300468809068e-7,-2.0059832190975984,-0.028605013079991998,-2.3050827726223052e-4,-230.50827726223054
POC-371,-2.0579743464873171e-4,-4.695815977459612e-6,-2.5146135501558826e-8,-0.4504905844460737,-0.010279141174659091,-5.504489061291227e-5,-55.044890612912276
POC-372,-1.7657158698584707e-4,-6.537235493868054e-6,-1.6737238422023938e-8,-0.3865152039120192,-0.014310008496077171,-3.66378149058104e-5,-36.6378149058104
POC-373,-6.946009641604782e-4,-1.1726329586379235e-5,-1.0364547128508603e-7,-1.5204815105472869,-0.025668935464584146,-2.2687993664305333e-4,-226.87993664305333
POC-375,0.0014988044776315418,4.1134320087500006e-5,7.990637226373733e-8,3.2808830015354453,0.09004302667153752,1.7491504888532102e-4,174.91504888532103
POC-377,9.449738155983808e-4,1.1445517164691186e-5,8.210691638490128e-8,2.068547682344856,0.02505423707350901,1.7973203996654894e-4,179.73203996654894
POC-378,0.0011519900453678018,1.7206734889749993e-5,8.299069026877928e-8,2.521706209310118,0.03766554267366273,1.8166662099835786e-4,181.66662099835787
POC-386,-0.001574948712290135,-4.86405837991723e-5,-1.2364454972210506e-7,-3.447562731203105,-0.10647423793638817,-2.70657919341688e-4,-270.657919341688
POC-391,0.0026960944262889625,4.809535526897557e-5,1.6453805375618291e-7,5.901750699146538,0.1052807326837875,3.601737996722843e-4,360.1737996722843
POC-394,-7.228524180782137e-4,-2.5076771579520262e-5,-7.57242978214841e-8,-1.58232394317321,-0.05489305298756985,-1.657604879312287e-4,-165.76048793122868
POC-395,8.119947876243085e-6,1.8713871204889387e-7,1.1075749634017779e-9,0.017774565901096117,4.0964664067502876e-4,2.4244815948864926e-6,2.4244815948864926
POC-40,0.0015627768198682962,5.7262348300233796e-5,8.267817350601983e-8,3.4209184586917005,0.12534728042921178,1.8098252180467743e-4,180.98252180467742
POC-41,6.119219493984236e-4,8.80282516135846e-6,3.2420980289133575e-8,1.339497147233149,0.019269384278213664,7.096952585291337e-5,70.96952585291336
POC-42,-5.660071426792997e-4,-8.793991529892505e-6,-7.274477199291023e-8,-1.2389896353249872,-0.019250047458934695,-1.592383058924805e-4,-159.2383058924805
POC-43,-3.5541813584433223e-4,-1.0431318090599493e-5,-4.09377082770981e-8,-0.7780102993632433,-0.022834155300322293,-8.961264341856776e-5,-89.61264341856776
POC-44,2.1919592217256996e-4,7.741960882296832e-6,2.6123783689179096e-8,0.4798198736357556,0.01694715237134776,5.718496249561303e-5,57.18496249561303
POC-45,6.079024031412741e-4,2.342353438445451e-5,6.533862201310187e-8,1.3306983604762488,0.05127411676757091,1.4302624358667997e-4,143.02624358667998
POC-47,2.744014736375626e-4,3.9647559046427725e-6,3.1629805328453946e-8,0.6006648257926245,0.008678850675263028,6.923764386398567e-5,69.23764386398568
POC-48,-9.135104513980335e-4,-2.747714776126869e-5,-1.1046241344877504e-7,-1.9996743781102952,-0.060147476449417155,-2.4180222303936852e-4,-241.80222303936853
POC-50,-4.4293350928667605e-4,-9.042022725629046e-6,-7.424450129107417e-8,-0.9695814518285338,-0.01979298774640198,-1.6252121332616134e-4,-162.52121332616136
POC-52,-0.0016459839180063233,-3.215037471645884e-5,-2.22557306099484e-7,-3.603058796515842,-0.07037717025432841,-4.871779430517705e-4,-487.17794305177046
POC-53,-6.551455880520322e-4,-2.4001467508940455e-5,-7.732749369999802e-8,-1.4341136922458986,-0.05253921237707066,-1.692698837092957e-4,-169.26988370929573
POC-55,-0.001827996673008506,-5.533871083583718e-5,-1.8964762557452643e-7,-4.00148471721562,-0.12113643801964759,-4.151386523826384e-4,-415.13865238263844
POC-56,-2.441966440052285e-4,-1.4862292555033177e-5,-1.8483860573506815e-8,-0.5345464537274451,-0.03253355840296762,-4.0461170795406414e-5,-40.46117079540641
POC-57,5.699079294169063e-4,1.1800254814168577e-5,6.705704651577809e-8,1.2475284574936079,0.025830757788215013,1.4678787482303823e-4,146.78787482303824
POC-68,-2.547103132736544e-4,-9.63250013831494e-6,-3.2728387983943536e-8,-0.5575608757560295,-0.021085542802771404,-7.16424412968524e-5,-71.64244129685241
POR-206,0.009665870113924752,NA,NA,21.158589679381283,NA,NA,NA
POR-209,0.0017791304161673587,2.23847865910119e-4,1.3120543241819033e-7,3.894516480990348,0.49000297847725044,2.8720869156341857e-4,287.20869156341854
POR-214,0.004520888365463457,0.0011702474018741857,1.6363068463353116e-7,9.896224631999509,2.561671562702593,3.5818756866279973e-4,358.1875686627997
POR-216,0.023923650034356238,0.004344881024522478,3.3357842014959834e-7,52.36886992520581,9.510944562679704,7.302031617074708e-4,730.2031617074708
POR-221,0.004220551974517844,3.6450568504358864e-4,1.9378041145537536e-7,9.23878827221956,0.7979029445604154,4.241853206758166e-4,424.1853206758166
POR-224,9.120162330806496e-4,9.772765804382087e-5,6.761403715804055e-8,1.996403534213542,0.2139258434579239,1.4800712733895077e-4,148.00712733895077
POR-235,0.013199158952135814,5.434668703791814e-4,2.1168984559542039e-7,28.8929589462253,1.1896489792600282,4.6338907200837526e-4,463.38907200837525
POR-236,0.02667880188295188,0.0026111522730116175,4.0587149388667217e-7,58.399897321781665,5.715812325622431,8.884527001179254e-4,888.4527001179255
POR-240,0.004304252004808819,4.567817519013422e-4,2.538984729391567e-7,9.422007638526503,0.999895254912038,5.55783757263814e-4,555.7837572638139
POR-242,0.003924079842619518,2.304868862899461e-4,9.951766825670769e-8,8.589810775494124,0.504535794088692,2.1784417581393312e-4,217.8441758139331
POR-245,0.01904361133937118,0.0011815521559914062,2.97679639881533e-7,41.68646522188351,2.5864176694651877,6.516207317006755e-4,651.6207317006755
POR-253,0.010297921275252513,3.5379569719542526e-4,3.1036553829137844e-7,22.54214967152775,0.7744587811607858,6.793901633198274e-4,679.3901633198274
POR-260,0.020820628963212205,5.218228911877345e-4,3.9275930636442994e-7,45.576356800471515,1.1422703088099508,8.597501216317372e-4,859.7501216317371
POR-262,0.012031136884700748,2.1815476418821558e-4,1.864791054597404e-7,26.336158640609934,0.4775407788080039,4.082027618513717e-4,408.2027618513717
POR-266,0.0024871312443189644,1.1067928560887286e-4,1.1210064935653809e-7,5.444330293814213,0.24227695619782266,2.4538832144146186e-4,245.38832144146187
POR-338,0.009656733738743881,2.991602880790071e-4,3.458811764954507e-7,21.138590154110354,0.6548618706049465,7.571338953485416e-4,757.1338953485416
POR-340,0.014366169180490555,0.0014714323556978734,3.6632935567742515e-7,31.447544336093824,3.220965426622645,8.018949595778836e-4,801.8949595778836
POR-341,0.005784785567368347,8.21676661476259e-4,3.213961074259793e-7,12.662895606969311,1.7986502119715309,7.035360791554686e-4,703.5360791554685
POR-349,0.005989693134213308,3.1116747179609096e-4,2.5251671002172853e-7,13.111438270792933,0.6811455957616432,5.527590782375639e-4,552.7590782375639
POR-353,0.007334898939129145,2.0909187180200963e-4,2.827741436979143e-7,16.0560937777537,0.45770210737459904,6.189926005547343e-4,618.9926005547343
POR-354,0.007815094635658429,1.6016019352636018e-4,3.9521409821374627e-7,17.1072421574563,0.3505906636292025,8.651236609898907e-4,865.1236609898907
POR-355,0.014604847471696944,6.006716883602865e-4,2.618410846185712e-7,31.97001111554461,1.3148703258206673,5.731701342300524e-4,573.1701342300524
POR-357,0.012862734382574225,0.0012589230306352566,5.902063299940761e-7,28.156525563454977,2.7557825140605767,0.0012919616563570326,1291.9616563570326
POR-365,0.0059413914884384545,5.301656185425643e-4,1.8446129441159145e-7,13.005705968191776,1.160532538989673,4.037857734669736e-4,403.7857734669736
POR-367,0.016553076828691855,9.872723257299328e-4,3.4739137989416865e-7,36.23468517800647,2.161139121022823,7.604397305883351e-4,760.439730588335
POR-381,0.004749215156947733,3.1224848890810687e-4,2.822405811575887e-7,10.396031978558588,0.683511942219846,6.178246321539618e-4,617.8246321539618
POR-383,0.009848325508716671,9.228957262720693e-4,3.543682551534326e-7,21.557984538580794,2.0202187448095597,7.75712110530864e-4,775.7121105308639
POR-384,0.008499076935703835,4.6223894333544466e-4,1.1589709122696672e-7,18.604479412255692,1.0118410469612882,2.536987326958301e-4,253.6987326958301
POR-385,0.01713248108242771,0.0017547675153582625,4.548390801774242e-7,37.50300108943426,3.841186091119237,9.956427465083817e-4,995.6427465083817
POR-69,0.026116607330489372,0.0023061684384836374,4.470658377346323e-7,57.16925344644124,5.048202711840682,9.786271188011102e-4,978.6271188011102
POR-70,0.026085760705008246,9.32556291221396e-4,3.042692552710171e-7,57.10173018326305,2.0413657214836363,6.660453997882565e-4,666.0453997882565
POR-71,0.019915360430966974,0.0010887797551473186,3.100511011168481e-7,43.59472398338671,2.3833388840174803,6.787018603447804e-4,678.7018603447805
POR-72,0.004768698443626417,1.8497547399458006e-4,2.6916752016491485e-7,10.438680893098226,0.4049113125741357,5.892077016409985e-4,589.2077016409985
POR-73,0.04204107875659572,0.002746063605710213,3.9297162721620805e-7,92.02792139818803,6.011133232899656,8.602148919762794e-4,860.2148919762794
POR-74,0.015708120123919436,7.602932376125028e-4,4.5143069124261367e-7,34.38507495125965,1.6642818971337687,9.881817831300813e-4,988.1817831300813
POR-75,0.01697620362985209,0.001228298242814476,2.2218745637758271e-7,37.160909745746224,2.688744853520888,4.8636834201052856e-4,486.3683420105285
POR-76,0.03367605699857632,0.0021758061204801985,3.533115825805893e-7,73.71688876988357,4.762839597731155,7.7339905426891e-4,773.3990542689099
POR-77,0.01744422284573523,0.0015342242305409616,2.9960403878931336e-7,38.18540380931442,3.358416840654165,6.55833240909807e-4,655.833240909807
POR-78,0.02475370898624071,9.138496804400974e-4,3.2052897189572437e-7,54.18586897088091,2.0004169504833733,7.016379194797407e-4,701.6379194797406
POR-79,0.01569147962193669,4.5761000973150754e-4,4.048367158785198e-7,34.34864889241941,1.00170831130227,8.861875710580798e-4,886.1875710580798
POR-80,0.010345571948729987,9.944475769066115e-4,2.92028631958978e-7,22.646456995769938,2.176845745848573,6.392506753582029e-4,639.2506753582029
POR-81,0.013284075942257757,0.0015759896066439606,3.1623842043283205e-7,29.078842237602228,3.449841248943629,6.922459023274691e-4,692.245902327469
POR-82,0.012863870487043252,0.001437146825514631,4.283944441394237e-7,28.15901249613768,3.145914401051528,9.377554382211987e-4,937.7554382211987
POR-83,0.03833637031154555,0.0028267047809638016,3.5068781488776955e-7,83.91831461197322,6.187656765529762,7.676556267893276e-4,767.6556267893276
