colony_id,umol.cm2.hr,timepoint
POR-214,0,timepoint2
ACR-225,0,timepoint2
POC-255,0,timepoint2
POC-200,0,timepoint2
ACR-237,0,timepoint2
POR-224,0,timepoint2
POC-215,0,timepoint2
POR-253,0,timepoint2
ACR-258,0,timepoint2
POR-235,0.16475170283008367,timepoint2
POR-262,1.100056310505234,timepoint2
POR-262,1.100056310505234,timepoint2
POC-254,0.26173643485272924,timepoint2
POC-254,0.26173643485272924,timepoint2
POR-245,0.36860688648250556,timepoint2
POR-240,1.412474352503304,timepoint2
POR-240,1.412474352503304,timepoint2
ACR-229,0.5100733032358052,timepoint2
POC-257,0.45522391465296125,timepoint2
POC-257,0.45522391465296125,timepoint2
ACR-244,0.27972303820232725,timepoint2
POC-201,0.10108354420182651,timepoint2
POC-259,0.06633596693711094,timepoint2
POC-207,0.06494546911508771,timepoint2
POC-239,0.09447421243190438,timepoint2
POR-209,0.7948485588332693,timepoint2
POC-217,0.10786350845165063,timepoint2
POR-221,1.1667427295122463,timepoint2
POR-206,2.111202540024393,timepoint2
POR-236,1.278575133047927,timepoint2
ACR-265,0.17918471357174354,timepoint2
ACR-265,0.17918471357174354,timepoint2
POC-248,0.25121051792240345,timepoint2
POC-248,0.25121051792240345,timepoint2
POC-205,0.14107089532514283,timepoint2
POC-205,0.14107089532514283,timepoint2
POC-205,0.14107089532514283,timepoint2
POC-205,0.14107089532514283,timepoint2
POR-266,1.898234974756913,timepoint2
POR-266,1.898234974756913,timepoint2
POC-222,0.2734772105528089,timepoint2
POC-222,0.2734772105528089,timepoint2
POC-219,0.08947531418320112,timepoint2
POC-219,0.08947531418320112,timepoint2
POC-219,0.08947531418320112,timepoint2
POC-219,0.08947531418320112,timepoint2
POR-260,0.717700507940793,timepoint2
POR-260,0.717700507940793,timepoint2
POR-216,1.0679682982853869,timepoint2
POR-216,1.0679682982853869,timepoint2
POR-216,1.0679682982853869,timepoint2
POR-216,1.0679682982853869,timepoint2
POR-242,1.317094873821748,timepoint2
POR-242,1.317094873821748,timepoint2
ACR-360,0.3495420477912359,timepoint2
POR-349,0.39452011339355314,timepoint2
ACR-368,0.05626620374444219,timepoint2
POR-355,0.4570144342711518,timepoint2
POC-394,0.08191260505452101,timepoint2
