colony_id,umol.cm2.hr,timepoint
POR-367,0.7171464636735518,timepoint2
ACR-351,0.3233065463924485,timepoint2
POR-353,1.0251857491248686,timepoint2
POC-359,0.15598425279217096,timepoint2
POR-383,0.19098626239167882,timepoint2
POR-383,0.19098626239167882,timepoint2
POR-381,0.7048287527955879,timepoint2
POR-381,0.7048287527955879,timepoint2
POR-341,0.4346177697649245,timepoint2
ACR-343,0,timepoint2
ACR-343,0,timepoint2
ACR-396,0.18410325851048245,timepoint2
ACR-350,0,timepoint2
ACR-350,0,timepoint2
POC-378,0.08592137979819825,timepoint2
POC-366,0.1144350810187536,timepoint2
POC-238,0.08193943777212864,timepoint2
POC-373,0.13665514274705526,timepoint2
POC-373,0.13665514274705526,timepoint2
POC-391,0.08283086511376596,timepoint2
POC-391,0.08283086511376596,timepoint2
POC-391,0.08283086511376596,timepoint2
POC-391,0.08283086511376596,timepoint2
ACR-347,0.310571062241474,timepoint2
ACR-347,0.310571062241474,timepoint2
ACR-347,0.310571062241474,timepoint2
ACR-347,0.310571062241474,timepoint2
POR-357,0.3579134362764091,timepoint2
POR-357,0.3579134362764091,timepoint2
POR-357,0.3579134362764091,timepoint2
POR-357,0.3579134362764091,timepoint2
POR-384,0.9199934142908889,timepoint2
POR-384,0.9199934142908889,timepoint2
POR-384,0.9199934142908889,timepoint2
POR-384,0.9199934142908889,timepoint2
POR-338,0.4322617947438786,timepoint2
POR-338,0.4322617947438786,timepoint2
POC-377,0.07566154664232864,timepoint2
POC-377,0.07566154664232864,timepoint2
POC-377,0.07566154664232864,timepoint2
POC-377,0.07566154664232864,timepoint2
ACR-364,0.18763176698399223,timepoint2
ACR-364,0.18763176698399223,timepoint2
POC-371,0,timepoint2
POC-371,0,timepoint2
ACR-393,0.08929830072905735,timepoint2
ACR-393,0.08929830072905735,timepoint2
POC-395,0.09709608642723604,timepoint2
POC-395,0.09709608642723604,timepoint2
POR-365,0.39128541987609483,timepoint2
POC-346,0.00757973693903157,timepoint2
POC-346,0.00757973693903157,timepoint2
POC-369,0.01641586004475199,timepoint2
POR-385,0.6852788950977111,timepoint2
POC-372,0,timepoint2
POR-340,0.6199651119508259,timepoint2
POC-375,0.09460267485143765,timepoint2
ACR-150,0.4470249124246424,timepoint2
POR-73,0.7381755766898508,timepoint2
ACR-186,0.2800385785246229,timepoint2
POC-42,0.199053157306921,timepoint2
POC-386,0.08442606638604472,timepoint2
POC-386,0.08442606638604472,timepoint2
POR-354,0.3317750009568232,timepoint2
POR-354,0.3317750009568232,timepoint2
POC-48,0.2751842462141067,timepoint2
POC-48,0.2751842462141067,timepoint2
POC-50,0.19744451294705928,timepoint2
ACR-173,0.3980311844762613,timepoint2
POC-45,0,timepoint2
POC-45,0,timepoint2
POC-45,0,timepoint2
POC-45,0,timepoint2
ACR-145,0,timepoint2
ACR-145,0,timepoint2
ACR-145,0,timepoint2
ACR-145,0,timepoint2
POC-44,0,timepoint2
POC-44,0,timepoint2
POC-44,0,timepoint2
POC-44,0,timepoint2
ACR-139,0,timepoint2
ACR-139,0,timepoint2
ACR-139,0,timepoint2
ACR-139,0,timepoint2
POR-71,0,timepoint2
POR-71,0,timepoint2
POR-71,0,timepoint2
POR-71,0,timepoint2
POC-68,0,timepoint2
POC-68,0,timepoint2
POC-68,0,timepoint2
POC-68,0,timepoint2
POR-79,0,timepoint2
POR-79,0,timepoint2
POR-79,0,timepoint2
POR-79,0,timepoint2
POR-69,0,timepoint2
POR-69,0,timepoint2
POR-69,0,timepoint2
POR-69,0,timepoint2
POR-77,0,timepoint2
POR-77,0,timepoint2
POR-77,0,timepoint2
POR-77,0,timepoint2
POR-70,1.1287846880546102,timepoint2
POR-81,0.7398947630339949,timepoint2
POR-80,1.6883474536207144,timepoint2
POR-80,1.6883474536207144,timepoint2
ACR-178,0.4298863311746303,timepoint2
POC-40,0.1558214633676366,timepoint2
POC-56,0.1411895009976095,timepoint2
POR-78,1.0892952238232367,timepoint2
ACR-190,0.3451354446540029,timepoint2
POC-55,0.7588287904135119,timepoint2
POC-55,0.7588287904135119,timepoint2
POC-47,0,timepoint2
ACR-140,0,timepoint2
POC-41,0,timepoint2
ACR-51,0.04627908564133145,timepoint2
POC-57,0.12604503171665443,timepoint2
POR-76,0,timepoint2
POR-74,0,timepoint2
POC-43,0.11553772166375853,timepoint2
POR-82,0.02759544228260115,timepoint2
POR-83,0.8047468117541491,timepoint2
POR-72,0.5845192624815598,timepoint2
POR-75,0.8948904854896983,timepoint2
POC-52,2.0370835085845713,timepoint2
POC-53,0.19338618081177472,timepoint2
