colony_id,chla.ug.cm2,chlc2.ug.cm2
ACR-225,0.853249998007383,0.560255609544598
ACR-229,0.8574656969898854,0.18255766234819076
ACR-237,1.7363876659293358,0.30014593618856533
ACR-244,3.428475226372325,0.4481116028067973
ACR-258,1.7415757159205583,0.5236300174110708
ACR-265,1.164775311521984,0.17338952593393006
ACR-343,0.6070388000142765,0.13528897226087186
ACR-347,NA,NA
ACR-350,0.23951706264493047,0.06394634395610524
ACR-360,NA,NA
ACR-364,0.9329689611277056,0.21881567900929969
ACR-368,1.0856554073225646,0.5226632272994218
POC-200,0.7219145860725907,0.1613815674708696
POC-201,0.5273098937640465,0.1122915001857917
POC-205,0.9278345729449721,0.24221507095798958
POC-207,0.32838074821619434,0.0949324009690393
POC-215,NA,NA
POC-217,0.38894284831414005,0.1467858684857445
POC-219,0.44278379421901926,0.1603950463598369
POC-222,0.3082173004072437,0.09103848104636038
POC-239,0.3407998165193699,0.0900015870941295
POC-248,1.6360678471559424,0.36724318130780786
POC-254,0.9582706998202895,0.21516507700433624
POC-255,0.2731645792600259,0.08874382990666042
POC-257,NA,NA
POC-259,0.3586096001873841,0.10751742625067603
POC-359,1.3845022670678024,0.5662248754455016
POC-372,0.7154838497046422,0.27048878449968206
POC-377,0.5314004126283274,0.1308349701588521
POC-394,1.6894031110272558,0.5538425067183694
POR-206,NA,NA
POR-216,19.58965639536723,5.71149812346544
POR-221,3.585912764104344,1.2412774952668888
POR-224,2.6458033376579806,0.8725252901471625
POR-235,4.303383115334507,1.1241587388747654
POR-236,10.234129802389933,2.9996139115732436
POR-240,3.0335483632242695,0.8769759833392602
POR-242,4.241668297796478,1.3312901893895002
POR-245,5.2189040047615,1.465377935478884
POR-253,1.3751317274408934,0.3909331480886042
POR-260,2.2738065136501446,0.7232949799852302
POR-262,1.620064695282198,0.43860127386848236
POR-353,1.7995546758936554,0.48235037989683766
POR-355,5.046054749391159,1.3775904363683238
POR-367,4.1436097774490825,1.3420200081936584
POR-383,5.265572552192688,1.546497394184292
POR-384,6.9648142817098435,2.452777039622729
ACR-140,0.8552543378070762,0.21411633672895336
ACR-150,1.446737512482097,0.3584316394879937
ACR-173,2.0956961027595664,0.5157204432176445
ACR-186,1.4719508779720853,0.3595983041994652
ACR-190,1.4553522255848388,0.3444494609647598
ACR-351,1.2407015661697727,0.2962568535594651
ACR-393,0.5928962848577046,0.12478649764917182
ACR-396,0.31906705721485074,0.07741547836871615
ACR-51,1.3810735372279146,0.4209592657184195
POC-238,3.062382213564765,0.9213023629521322
POC-346,0.6367939928360867,0.1697939333167388
POC-366,0.12944374139739043,0.02859584345753136
POC-369,0.30622165082782454,0.075470594873315755
POC-371,0.5267859637798623,0.13576587806905446
POC-373,0.2389281074363584,0.05212114981089987
POC-375,2.403791312895664,0.6352808723390349
POC-378,0.45386852226842134,0.09982681050463302
POC-386,0.8826507389818621,0.26980189053374726
POC-391,0.6461231258522928,0.14732878826129295
POC-395,0.3885126582848634,0.08574701278372698
POC-42,0.3706130076526129,0.09722415682192173
POC-48,0.709368144520012,0.17806251344250856
POC-50,0.5506286505274601,0.14511654772537003
POC-52,0.5697103039060144,0.15386331328314498
POC-53,0.6381634413428376,0.1667053548775614
POC-55,0.726574528762596,0.1717434567443515
POC-57,0.41333031972004264,0.10254835737752942
POR-209,2.808499729905391,0.7445179687792001
POR-214,12.209517087606724,2.908169606466452
POR-266,1.6740557872600197,0.4039927853492636
POR-338,1.8547531509599204,0.4260990831508538
POR-340,4.852699311714349,1.1576101159349304
POR-341,4.682784589301023,1.4916519654190283
POR-349,2.931710110971152,1.1955287512843824
POR-354,0.9496039568671417,0.26251505613568804
POR-357,3.472402710456702,0.8958435813148029
POR-365,3.9054551777556306,1.1528602364199827
POR-381,3.3850067073154375,0.8783168831386291
POR-385,9.049174253612007,2.427243300303525
POR-72,1.2631464388662537,0.3158532791861652
POR-73,10.86107239546675,3.0574190730821007
POR-74,2.461403912744122,0.6318890930958563
POR-75,8.623684748252106,1.8620368477529927
POR-76,13.917322651810398,3.3633611715664866
POR-78,9.2456987581677,2.7215017420256937
POR-82,4.417353592945358,1.1165315482615528
POR-83,15.027635660765633,3.6727868541387028
ACR-139,1.0412820839934258,0.25332886163386326
ACR-145,2.4361738771491495,0.5681995139090448
ACR-178,NA,NA
POC-40,1.6863343919079232,0.5161121415094724
POC-41,0.7228876356411499,0.1785713612052091
POC-43,0.6206911885188637,0.15876645084528007
POC-44,0.9784678453565642,0.30461650840392474
POC-45,0.9713095204979536,0.25717852487471354
POC-47,0.30934466146249234,0.08822690411971487
POC-56,2.8472161820301225,0.823784012240489
POC-68,0.8554099441323737,0.22401888612095874
POR-69,8.94948445188945,2.796437945098904
POR-70,5.626358086226239,2.0459012704792006
POR-71,6.075705869080112,1.6941353765380875
POR-77,6.04605603772705,1.5914360751681413
POR-79,2.077300757508799,0.5877783143435523
POR-80,5.326351735438632,1.519589533735846
POR-81,9.079910062978959,2.2168064111106722
ACR-165,NA,NA
ACR-175,NA,NA
