"","colony_id","plug.ID","date","run.number","site","species","vol.L","mV.chamber","temp.chamber","salinity.chamber","salinity.lab","temp.InSitu","TA","sample.type","notes","Ta.norm","run","salinity.chamber_initial","salinity.lab_initial","TA_initial","mV.chamber_initial","Ta.norm_initial","mean.blanks","surface.area.cm2","TA.Start.Time","TA.Stop.Time","start.time","stop.time","deltaTA","timediff","umol.cm2.hr","timepoint"
"72","POR-260",260,20200306,4,2,"Porites",0.54,-64.5,28.52,35.71,35.5,26.8,2215.424676,"Sample","",2184.65488883333,5,35.89,37.3,2349.401345,-63,2434.24083801389,-11.9861512601391,24.2457002163016,"1:54:00 PM","3:44:00 PM",2021-11-17 13:54:00,2021-11-17 15:44:00,261.572100440695,1.83333333333333,1.62537902806778,"timepoint2"
"73","POR-260",260,20200306,4,2,"Porites",0.54,-64.5,28.52,35.71,35.5,26.8,2215.424676,"Sample","",2184.65488883333,5,35.64,36.52,2354.906625,-62.1,2388.92194291667,-11.9861512601391,24.2457002163016,"1:54:00 PM","3:44:00 PM",2021-11-17 13:54:00,2021-11-17 15:44:00,216.253205343473,1.83333333333333,1.34377261231424,"timepoint2"
"74","POC-222",222,20200306,4,2,"Pocillopora",0.607,-63.9,28.53,35.34,35.49,26.8,2294.118055,"Sample","",2261.61804922083,4,35.89,35.66,2323.476459,-63,2301.532514665,-11.9861512601391,22.6295882780382,"1:54:00 PM","3:50:00 PM",2021-11-17 13:54:00,2021-11-17 15:50:00,51.9006167043057,1.93333333333333,0.368318434590614,"timepoint2"
"75","POC-222",222,20200306,4,2,"Pocillopora",0.607,-63.9,28.53,35.34,35.49,26.8,2294.118055,"Sample","",2261.61804922083,4,35.64,35.66,2302.129156,-62.1,2280.38682508222,-11.9861512601391,22.6295882780382,"1:54:00 PM","3:50:00 PM",2021-11-17 13:54:00,2021-11-17 15:50:00,30.7549271215279,1.93333333333333,0.218255722815137,"timepoint2"
"76","POC-222",222,20200306,4,2,"Pocillopora",0.607,-63.9,28.53,35.34,35.49,26.8,2294.118055,"Sample","",2261.61804922083,5,35.89,37.3,2349.401345,-63,2434.24083801389,-11.9861512601391,22.6295882780382,"1:54:00 PM","3:50:00 PM",2021-11-17 13:54:00,2021-11-17 15:50:00,184.608940053195,1.93333333333333,1.31009764680088,"timepoint2"
"77","POC-222",222,20200306,4,2,"Pocillopora",0.607,-63.9,28.53,35.34,35.49,26.8,2294.118055,"Sample","",2261.61804922083,5,35.64,36.52,2354.906625,-62.1,2388.92194291667,-11.9861512601391,22.6295882780382,"1:54:00 PM","3:50:00 PM",2021-11-17 13:54:00,2021-11-17 15:50:00,139.290044955973,1.93333333333333,0.988487123467728,"timepoint2"
"78","POR-242",242,20200306,4,2,"Porites",0.582,-63.7,28.09,35.86,35.5,26.8,2002.107499,"Sample","",1974.30045040278,4,35.89,35.66,2323.476459,-63,2301.532514665,-11.9861512601391,42.4905565193366,"1:54:00 PM","3:38:00 PM",2021-11-17 13:54:00,2021-11-17 15:38:00,339.218215522361,1.73333333333333,1.37111309826541,"timepoint2"
"79","POR-242",242,20200306,4,2,"Porites",0.582,-63.7,28.09,35.86,35.5,26.8,2002.107499,"Sample","",1974.30045040278,4,35.64,35.66,2302.129156,-62.1,2280.38682508222,-11.9861512601391,42.4905565193366,"1:54:00 PM","3:38:00 PM",2021-11-17 13:54:00,2021-11-17 15:38:00,318.072525939583,1.73333333333333,1.28564265289397,"timepoint2"
"80","POR-242",242,20200306,4,2,"Porites",0.582,-63.7,28.09,35.86,35.5,26.8,2002.107499,"Sample","",1974.30045040278,5,35.89,37.3,2349.401345,-63,2434.24083801389,-11.9861512601391,42.4905565193366,"1:54:00 PM","3:38:00 PM",2021-11-17 13:54:00,2021-11-17 15:38:00,471.926538871251,1.73333333333333,1.90751743053956,"timepoint2"
"81","POR-242",242,20200306,4,2,"Porites",0.582,-63.7,28.09,35.86,35.5,26.8,2002.107499,"Sample","",1974.30045040278,5,35.64,36.52,2354.906625,-62.1,2388.92194291667,-11.9861512601391,42.4905565193366,"1:54:00 PM","3:38:00 PM",2021-11-17 13:54:00,2021-11-17 15:38:00,426.607643774028,1.73333333333333,1.72433938224097,"timepoint2"
"82","POR-266",266,20200306,4,2,"Porites",0.6,-63.3,28.29,35.71,35.49,26.8,2128.694851,"Sample","",2098.53834061083,4,35.89,35.66,2323.476459,-63,2301.532514665,-11.9861512601391,18.4508914376671,"1:54:00 PM","3:40:00 PM",2021-11-17 13:54:00,2021-11-17 15:40:00,214.980325314305,1.76666666666667,2.02406118113904,"timepoint2"
"83","POR-266",266,20200306,4,2,"Porites",0.6,-63.3,28.29,35.71,35.49,26.8,2128.694851,"Sample","",2098.53834061083,4,35.64,35.66,2302.129156,-62.1,2280.38682508222,-11.9861512601391,18.4508914376671,"1:54:00 PM","3:40:00 PM",2021-11-17 13:54:00,2021-11-17 15:40:00,193.834635731528,1.76666666666667,1.82497240699033,"timepoint2"
"84","POR-266",266,20200306,4,2,"Porites",0.6,-63.3,28.29,35.71,35.49,26.8,2128.694851,"Sample","",2098.53834061083,5,35.89,37.3,2349.401345,-63,2434.24083801389,-11.9861512601391,18.4508914376671,"1:54:00 PM","3:40:00 PM",2021-11-17 13:54:00,2021-11-17 15:40:00,347.688648663195,1.76666666666667,3.27352326708491,"timepoint2"
"85","POR-266",266,20200306,4,2,"Porites",0.6,-63.3,28.29,35.71,35.49,26.8,2128.694851,"Sample","",2098.53834061083,5,35.64,36.52,2354.906625,-62.1,2388.92194291667,-11.9861512601391,18.4508914376671,"1:54:00 PM","3:40:00 PM",2021-11-17 13:54:00,2021-11-17 15:40:00,302.369753565972,1.76666666666667,2.84684135466204,"timepoint2"
"86","POC-248",248,20200306,4,2,"Pocillopora",0.6,-65.6,28.55,35.68,35.5,26.8,2291.294169,"Sample","",2259.470638875,4,35.89,35.66,2323.476459,-63,2301.532514665,-11.9861512601391,27.612600087684,"1:54:00 PM","3:42:00 PM",2021-11-17 13:54:00,2021-11-17 15:42:00,54.0480270501388,1.8,0.333731288715505,"timepoint2"
"87","POC-248",248,20200306,4,2,"Pocillopora",0.6,-65.6,28.55,35.68,35.5,26.8,2291.294169,"Sample","",2259.470638875,4,35.64,35.66,2302.129156,-62.1,2280.38682508222,-11.9861512601391,27.612600087684,"1:54:00 PM","3:42:00 PM",2021-11-17 13:54:00,2021-11-17 15:42:00,32.902337467361,1.8,0.20316263301431,"timepoint2"
"88","POC-248",248,20200306,4,2,"Pocillopora",0.6,-65.6,28.55,35.68,35.5,26.8,2291.294169,"Sample","",2259.470638875,5,35.89,37.3,2349.401345,-63,2434.24083801389,-11.9861512601391,27.612600087684,"1:54:00 PM","3:42:00 PM",2021-11-17 13:54:00,2021-11-17 15:42:00,186.756350399028,1.8,1.15316767135003,"timepoint2"
"89","POC-248",248,20200306,4,2,"Pocillopora",0.6,-65.6,28.55,35.68,35.5,26.8,2291.294169,"Sample","",2259.470638875,5,35.64,36.52,2354.906625,-62.1,2388.92194291667,-11.9861512601391,27.612600087684,"1:54:00 PM","3:42:00 PM",2021-11-17 13:54:00,2021-11-17 15:42:00,141.437455301806,1.8,0.873336304889083,"timepoint2"
"90","POC-219",219,20200306,4,2,"Pocillopora",0.605,-64,28.49,35.79,35.64,26.8,2314.633935,"Sample","",2291.48759565,4,35.89,35.66,2323.476459,-63,2301.532514665,-11.9861512601391,16.2025505235552,"1:54:00 PM","3:45:00 PM",2021-11-17 13:54:00,2021-11-17 15:45:00,22.0310702751389,1.85,0.227447671837714,"timepoint2"
"91","POC-219",219,20200306,4,2,"Pocillopora",0.605,-64,28.49,35.79,35.64,26.8,2314.633935,"Sample","",2291.48759565,4,35.64,35.66,2302.129156,-62.1,2280.38682508222,-11.9861512601391,16.2025505235552,"1:54:00 PM","3:45:00 PM",2021-11-17 13:54:00,2021-11-17 15:45:00,0.885380692361082,1.85,0.00914062615445596,"timepoint2"
"92","POC-219",219,20200306,4,2,"Pocillopora",0.605,-64,28.49,35.79,35.64,26.8,2314.633935,"Sample","",2291.48759565,5,35.89,37.3,2349.401345,-63,2434.24083801389,-11.9861512601391,16.2025505235552,"1:54:00 PM","3:45:00 PM",2021-11-17 13:54:00,2021-11-17 15:45:00,154.739393624028,1.85,1.59752178999134,"timepoint2"
"93","POC-219",219,20200306,4,2,"Pocillopora",0.605,-64,28.49,35.79,35.64,26.8,2314.633935,"Sample","",2291.48759565,5,35.64,36.52,2354.906625,-62.1,2388.92194291667,-11.9861512601391,16.2025505235552,"1:54:00 PM","3:45:00 PM",2021-11-17 13:54:00,2021-11-17 15:45:00,109.420498526806,1.85,1.12965177499018,"timepoint2"
"94","POR-216",216,20200306,4,2,"Porites",0.595,-63.1,28.58,35.72,35.64,26.8,2162.561518,"Sample","",2140.93590282,4,35.89,35.66,2323.476459,-63,2301.532514665,-11.9861512601391,23.071026261175,"1:54:00 PM","3:52:00 PM",2021-11-17 13:54:00,2021-11-17 15:52:00,172.582763105139,1.96666666666667,1.15761021709528,"timepoint2"
"95","POR-216",216,20200306,4,2,"Porites",0.595,-63.1,28.58,35.72,35.64,26.8,2162.561518,"Sample","",2140.93590282,4,35.64,35.66,2302.129156,-62.1,2280.38682508222,-11.9861512601391,23.071026261175,"1:54:00 PM","3:52:00 PM",2021-11-17 13:54:00,2021-11-17 15:52:00,151.437073522361,1.96666666666667,1.01577411557432,"timepoint2"
"96","POR-216",216,20200306,4,2,"Porites",0.595,-63.1,28.58,35.72,35.64,26.8,2162.561518,"Sample","",2140.93590282,5,35.89,37.3,2349.401345,-63,2434.24083801389,-11.9861512601391,23.071026261175,"1:54:00 PM","3:52:00 PM",2021-11-17 13:54:00,2021-11-17 15:52:00,305.291086454028,1.96666666666667,2.04776001095777,"timepoint2"
"97","POR-216",216,20200306,4,2,"Porites",0.595,-63.1,28.58,35.72,35.64,26.8,2162.561518,"Sample","",2140.93590282,5,35.64,36.52,2354.906625,-62.1,2388.92194291667,-11.9861512601391,23.071026261175,"1:54:00 PM","3:52:00 PM",2021-11-17 13:54:00,2021-11-17 15:52:00,259.972191356806,1.96666666666667,1.74378054598621,"timepoint2"
"98","POC-205",205,20200306,4,2,"Pocillopora",0.61,-65,28.3,35.72,35.64,26.8,2306.829873,"Sample","",2283.76157427,4,35.89,35.66,2323.476459,-63,2301.532514665,-11.9861512601391,19.2514654070847,"1:54:00 PM","3:47:00 PM",2021-11-17 13:54:00,2021-11-17 15:47:00,29.7570916551389,1.88333333333333,0.256079592088639,"timepoint2"
"99","POC-205",205,20200306,4,2,"Pocillopora",0.61,-65,28.3,35.72,35.64,26.8,2306.829873,"Sample","",2283.76157427,4,35.64,35.66,2302.129156,-62.1,2280.38682508222,-11.9861512601391,19.2514654070847,"1:54:00 PM","3:47:00 PM",2021-11-17 13:54:00,2021-11-17 15:47:00,8.6114020723611,1.88333333333333,0.0741068500765485,"timepoint2"
"100","POC-205",205,20200306,4,2,"Pocillopora",0.61,-65,28.3,35.72,35.64,26.8,2306.829873,"Sample","",2283.76157427,5,35.89,37.3,2349.401345,-63,2434.24083801389,-11.9861512601391,19.2514654070847,"1:54:00 PM","3:47:00 PM",2021-11-17 13:54:00,2021-11-17 15:47:00,162.465415004028,1.88333333333333,1.39812309902128,"timepoint2"
"101","POC-205",205,20200306,4,2,"Pocillopora",0.61,-65,28.3,35.72,35.64,26.8,2306.829873,"Sample","",2283.76157427,5,35.64,36.52,2354.906625,-62.1,2388.92194291667,-11.9861512601391,19.2514654070847,"1:54:00 PM","3:47:00 PM",2021-11-17 13:54:00,2021-11-17 15:47:00,117.146519906806,1.88333333333333,1.00812382406188,"timepoint2"
"102","ACR-360",360,20200306,5,3,"Acropora",0.6,-64.2,28.24,35.8,37.3,26.8,2299.248098,"Sample","",2382.27650153889,4,35.89,35.66,2323.476459,-63,2301.532514665,-11.9861512601391,20.9910303406322,"7:00:00 PM","8:49:00 PM",2021-11-17 19:00:00,2021-11-17 20:49:00,-68.7578356137498,1.81666666666667,0,"timepoint2"
"103","ACR-360",360,20200306,5,3,"Acropora",0.6,-64.2,28.24,35.8,37.3,26.8,2299.248098,"Sample","",2382.27650153889,4,35.64,35.66,2302.129156,-62.1,2280.38682508222,-11.9861512601391,20.9910303406322,"7:00:00 PM","8:49:00 PM",2021-11-17 19:00:00,2021-11-17 20:49:00,-89.9035251965275,1.81666666666667,0,"timepoint2"
"104","ACR-360",360,20200306,5,3,"Acropora",0.6,-64.2,28.24,35.8,37.3,26.8,2299.248098,"Sample","",2382.27650153889,5,35.89,37.3,2349.401345,-63,2434.24083801389,-11.9861512601391,20.9910303406322,"7:00:00 PM","8:49:00 PM",2021-11-17 19:00:00,2021-11-17 20:49:00,63.9504877351395,1.81666666666667,0.514673426690728,"timepoint2"
"105","ACR-360",360,20200306,5,3,"Acropora",0.6,-64.2,28.24,35.8,37.3,26.8,2299.248098,"Sample","",2382.27650153889,5,35.64,36.52,2354.906625,-62.1,2388.92194291667,-11.9861512601391,20.9910303406322,"7:00:00 PM","8:49:00 PM",2021-11-17 19:00:00,2021-11-17 20:49:00,18.6315926379174,1.81666666666667,0.14994702882295,"timepoint2"
"106","POR-349",349,20200306,5,3,"Porites",0.595,-65,28.26,35.76,37.28,26.8,2312.556771,"Sample","",2394.78101174667,4,35.89,35.66,2323.476459,-63,2301.532514665,-11.9861512601391,13.2546426361671,"7:00:00 PM","8:48:00 PM",2021-11-17 19:00:00,2021-11-17 20:48:00,-81.2623458215281,1.8,0,"timepoint2"
"107","POR-349",349,20200306,5,3,"Porites",0.595,-65,28.26,35.76,37.28,26.8,2312.556771,"Sample","",2394.78101174667,4,35.64,35.66,2302.129156,-62.1,2280.38682508222,-11.9861512601391,13.2546426361671,"7:00:00 PM","8:48:00 PM",2021-11-17 19:00:00,2021-11-17 20:48:00,-102.408035404306,1.8,0,"timepoint2"
"108","POR-349",349,20200306,5,3,"Porites",0.595,-65,28.26,35.76,37.28,26.8,2312.556771,"Sample","",2394.78101174667,5,35.89,37.3,2349.401345,-63,2434.24083801389,-11.9861512601391,13.2546426361671,"7:00:00 PM","8:48:00 PM",2021-11-17 19:00:00,2021-11-17 20:48:00,51.4459775273612,1.8,0.656256320705577,"timepoint2"
"109","POR-349",349,20200306,5,3,"Porites",0.595,-65,28.26,35.76,37.28,26.8,2312.556771,"Sample","",2394.78101174667,5,35.64,36.52,2354.906625,-62.1,2388.92194291667,-11.9861512601391,13.2546426361671,"7:00:00 PM","8:48:00 PM",2021-11-17 19:00:00,2021-11-17 20:48:00,6.12708243013901,1.8,0.0781584249249479,"timepoint2"
"110","ACR-368",368,20200306,5,3,"Acropora",0.61,-64.5,29.05,35.79,37.32,26.8,2335.369448,"Sample","",2420.99966109333,4,35.89,35.66,2323.476459,-63,2301.532514665,-11.9861512601391,14.7809705778604,"7:00:00 PM","8:46:00 PM",2021-11-17 19:00:00,2021-11-17 20:46:00,-107.480995168194,1.76666666666667,0,"timepoint2"
"111","ACR-368",368,20200306,5,3,"Acropora",0.61,-64.5,29.05,35.79,37.32,26.8,2335.369448,"Sample","",2420.99966109333,4,35.64,35.66,2302.129156,-62.1,2280.38682508222,-11.9861512601391,14.7809705778604,"7:00:00 PM","8:46:00 PM",2021-11-17 19:00:00,2021-11-17 20:46:00,-128.626684750972,1.76666666666667,0,"timepoint2"
"112","ACR-368",368,20200306,5,3,"Acropora",0.61,-64.5,29.05,35.79,37.32,26.8,2335.369448,"Sample","",2420.99966109333,5,35.89,37.3,2349.401345,-63,2434.24083801389,-11.9861512601391,14.7809705778604,"7:00:00 PM","8:46:00 PM",2021-11-17 19:00:00,2021-11-17 20:46:00,25.2273281806951,1.76666666666667,0.301431866398884,"timepoint2"
"113","ACR-368",368,20200306,5,3,"Acropora",0.61,-64.5,29.05,35.79,37.32,26.8,2335.369448,"Sample","",2420.99966109333,5,35.64,36.52,2354.906625,-62.1,2388.92194291667,-11.9861512601391,14.7809705778604,"7:00:00 PM","8:46:00 PM",2021-11-17 19:00:00,2021-11-17 20:46:00,-20.0915669165271,1.76666666666667,0,"timepoint2"
"114","POR-355",355,20200306,5,3,"Porites",0.595,-66.2,28.26,35.74,37.29,26.8,2272.983995,"Sample","",2354.43258815417,4,35.89,35.66,2323.476459,-63,2301.532514665,-11.9861512601391,25.4278561711426,"6:59:00 PM","8:51:00 PM",2021-11-17 18:59:00,2021-11-17 20:51:00,-40.9139222290279,1.86666666666667,0,"timepoint2"
"115","POR-355",355,20200306,5,3,"Porites",0.595,-66.2,28.26,35.74,37.29,26.8,2272.983995,"Sample","",2354.43258815417,4,35.64,35.66,2302.129156,-62.1,2280.38682508222,-11.9861512601391,25.4278561711426,"6:59:00 PM","8:51:00 PM",2021-11-17 18:59:00,2021-11-17 20:51:00,-62.0596118118057,1.86666666666667,0,"timepoint2"
"116","POR-355",355,20200306,5,3,"Porites",0.595,-66.2,28.26,35.74,37.29,26.8,2272.983995,"Sample","",2354.43258815417,5,35.89,37.3,2349.401345,-63,2434.24083801389,-11.9861512601391,25.4278561711426,"6:59:00 PM","8:51:00 PM",2021-11-17 18:59:00,2021-11-17 20:51:00,91.7944011198614,1.86666666666667,0.588575632540649,"timepoint2"
"117","POR-355",355,20200306,5,3,"Porites",0.595,-66.2,28.26,35.74,37.29,26.8,2272.983995,"Sample","",2354.43258815417,5,35.64,36.52,2354.906625,-62.1,2388.92194291667,-11.9861512601391,25.4278561711426,"6:59:00 PM","8:51:00 PM",2021-11-17 18:59:00,2021-11-17 20:51:00,46.4755060226393,1.86666666666667,0.29799584747226,"timepoint2"
"118","POC-394",394,20200306,5,3,"Pocillopora",0.61,-65.3,28.2,35.75,37.3,26.8,2331.641573,"Sample","",2415.83974091389,4,35.89,35.66,2323.476459,-63,2301.532514665,-11.9861512601391,20.5047003592103,"7:00:00 PM","8:50:00 PM",2021-11-17 19:00:00,2021-11-17 20:50:00,-102.32107498875,1.83333333333333,0,"timepoint2"
"119","POC-394",394,20200306,5,3,"Pocillopora",0.61,-65.3,28.2,35.75,37.3,26.8,2331.641573,"Sample","",2415.83974091389,4,35.64,35.66,2302.129156,-62.1,2280.38682508222,-11.9861512601391,20.5047003592103,"7:00:00 PM","8:50:00 PM",2021-11-17 19:00:00,2021-11-17 20:50:00,-123.466764571527,1.83333333333333,0,"timepoint2"
"120","POC-394",394,20200306,5,3,"Pocillopora",0.61,-65.3,28.2,35.75,37.3,26.8,2331.641573,"Sample","",2415.83974091389,5,35.89,37.3,2349.401345,-63,2434.24083801389,-11.9861512601391,20.5047003592103,"7:00:00 PM","8:50:00 PM",2021-11-17 19:00:00,2021-11-17 20:50:00,30.3872483601398,1.83333333333333,0.252215624116117,"timepoint2"
"121","POC-394",394,20200306,5,3,"Pocillopora",0.61,-65.3,28.2,35.75,37.3,26.8,2331.641573,"Sample","",2415.83974091389,5,35.64,36.52,2354.906625,-62.1,2388.92194291667,-11.9861512601391,20.5047003592103,"7:00:00 PM","8:50:00 PM",2021-11-17 19:00:00,2021-11-17 20:50:00,-14.9316467370824,1.83333333333333,0,"timepoint2"
"122","POR-367",367,20200306,5,3,"Porites",0.6,-65.2,29.18,35.74,37.32,26.8,2271.593566,"Sample","",2354.88533008667,4,35.89,35.66,2323.476459,-63,2301.532514665,-11.9861512601391,17.4857134745375,"6:59:00 PM","8:43:00 PM",2021-11-17 18:59:00,2021-11-17 20:43:00,-41.3666641615279,1.73333333333333,0,"timepoint2"
"123","POR-367",367,20200306,5,3,"Porites",0.6,-65.2,29.18,35.74,37.32,26.8,2271.593566,"Sample","",2354.88533008667,4,35.64,35.66,2302.129156,-62.1,2280.38682508222,-11.9861512601391,17.4857134745375,"6:59:00 PM","8:43:00 PM",2021-11-17 18:59:00,2021-11-17 20:43:00,-62.5123537443056,1.73333333333333,0,"timepoint2"
"124","POR-367",367,20200306,5,3,"Porites",0.6,-65.2,29.18,35.74,37.32,26.8,2271.593566,"Sample","",2354.88533008667,5,35.89,37.3,2349.401345,-63,2434.24083801389,-11.9861512601391,17.4857134745375,"6:59:00 PM","8:43:00 PM",2021-11-17 18:59:00,2021-11-17 20:43:00,91.3416591873614,1.73333333333333,0.924911837931035,"timepoint2"
"125","POR-367",367,20200306,5,3,"Porites",0.6,-65.2,29.18,35.74,37.32,26.8,2271.593566,"Sample","",2354.88533008667,5,35.64,36.52,2354.906625,-62.1,2388.92194291667,-11.9861512601391,17.4857134745375,"6:59:00 PM","8:43:00 PM",2021-11-17 18:59:00,2021-11-17 20:43:00,46.0227640901393,1.73333333333333,0.46601955449444,"timepoint2"
"126","ACR-351",351,20200306,5,3,"Acropora",0.605,-62.3,28.6,36.03,37.27,26.8,2308.625619,"Sample","",2390.06880055917,4,35.89,35.66,2323.476459,-63,2301.532514665,-11.9861512601391,20.2652763683565,"6:59:00 PM","8:40:00 PM",2021-11-17 18:59:00,2021-11-17 20:40:00,-76.550134634028,1.68333333333333,0,"timepoint2"
"127","ACR-351",351,20200306,5,3,"Acropora",0.605,-62.3,28.6,36.03,37.27,26.8,2308.625619,"Sample","",2390.06880055917,4,35.64,35.66,2302.129156,-62.1,2280.38682508222,-11.9861512601391,20.2652763683565,"6:59:00 PM","8:40:00 PM",2021-11-17 18:59:00,2021-11-17 20:40:00,-97.6958242168058,1.68333333333333,0,"timepoint2"
"128","ACR-351",351,20200306,5,3,"Acropora",0.605,-62.3,28.6,36.03,37.27,26.8,2308.625619,"Sample","",2390.06880055917,5,35.89,37.3,2349.401345,-63,2434.24083801389,-11.9861512601391,20.2652763683565,"6:59:00 PM","8:40:00 PM",2021-11-17 18:59:00,2021-11-17 20:40:00,56.1581887148612,1.68333333333333,0.50943813334858,"timepoint2"
"129","ACR-351",351,20200306,5,3,"Acropora",0.605,-62.3,28.6,36.03,37.27,26.8,2308.625619,"Sample","",2390.06880055917,5,35.64,36.52,2354.906625,-62.1,2388.92194291667,-11.9861512601391,20.2652763683565,"6:59:00 PM","8:40:00 PM",2021-11-17 18:59:00,2021-11-17 20:40:00,10.8392936176391,1.68333333333333,0.0983284830539052,"timepoint2"
"130","POR-353",353,20200306,5,3,"Porites",0.605,-64.7,29.02,35.89,37.32,26.8,2246.613832,"Sample","",2328.98967250667,4,35.89,35.66,2323.476459,-63,2301.532514665,-11.9861512601391,17.0068654928298,"6:59:00 PM","8:42:00 PM",2021-11-17 18:59:00,2021-11-17 20:42:00,-15.4710065815276,1.71666666666667,0,"timepoint2"
"131","POR-353",353,20200306,5,3,"Porites",0.605,-64.7,29.02,35.89,37.32,26.8,2246.613832,"Sample","",2328.98967250667,4,35.64,35.66,2302.129156,-62.1,2280.38682508222,-11.9861512601391,17.0068654928298,"6:59:00 PM","8:42:00 PM",2021-11-17 18:59:00,2021-11-17 20:42:00,-36.6166961643054,1.71666666666667,0,"timepoint2"
"132","POR-353",353,20200306,5,3,"Porites",0.605,-64.7,29.02,35.89,37.32,26.8,2246.613832,"Sample","",2328.98967250667,5,35.89,37.3,2349.401345,-63,2434.24083801389,-11.9861512601391,17.0068654928298,"6:59:00 PM","8:42:00 PM",2021-11-17 18:59:00,2021-11-17 20:42:00,117.237316767362,1.71666666666667,1.24267233965407,"timepoint2"
"133","POR-353",353,20200306,5,3,"Porites",0.605,-64.7,29.02,35.89,37.32,26.8,2246.613832,"Sample","",2328.98967250667,5,35.64,36.52,2354.906625,-62.1,2388.92194291667,-11.9861512601391,17.0068654928298,"6:59:00 PM","8:42:00 PM",2021-11-17 18:59:00,2021-11-17 20:42:00,71.9184216701395,1.71666666666667,0.762308757871031,"timepoint2"
"134","POC-359",359,20200306,5,3,"Pocillopora",0.605,-65.4,28.33,35.68,37.29,26.8,2320.533063,"Sample","",2403.6854977575,4,35.89,35.66,2323.476459,-63,2301.532514665,-11.9861512601391,24.5000882065839,"7:00:00 PM","8:47:00 PM",2021-11-17 19:00:00,2021-11-17 20:47:00,-90.166831832361,1.78333333333333,0,"timepoint2"
"135","POC-359",359,20200306,5,3,"Pocillopora",0.605,-65.4,28.33,35.68,37.29,26.8,2320.533063,"Sample","",2403.6854977575,4,35.64,35.66,2302.129156,-62.1,2280.38682508222,-11.9861512601391,24.5000882065839,"7:00:00 PM","8:47:00 PM",2021-11-17 19:00:00,2021-11-17 20:47:00,-111.312521415139,1.78333333333333,0,"timepoint2"
"136","POC-359",359,20200306,5,3,"Pocillopora",0.605,-65.4,28.33,35.68,37.29,26.8,2320.533063,"Sample","",2403.6854977575,5,35.89,37.3,2349.401345,-63,2434.24083801389,-11.9861512601391,24.5000882065839,"7:00:00 PM","8:47:00 PM",2021-11-17 19:00:00,2021-11-17 20:47:00,42.5414915165283,1.78333333333333,0.301310002999532,"timepoint2"
"137","POC-359",359,20200306,5,3,"Pocillopora",0.605,-65.4,28.33,35.68,37.29,26.8,2320.533063,"Sample","",2403.6854977575,5,35.64,36.52,2354.906625,-62.1,2388.92194291667,-11.9861512601391,24.5000882065839,"7:00:00 PM","8:47:00 PM",2021-11-17 19:00:00,2021-11-17 20:47:00,-2.77740358069389,1.78333333333333,0,"timepoint2"
"138","POR-383",383,20200307,6,3,"Porites",0.595,-63.5,29,36.01,35.83,26.8,2292.097843,"Sample","",2281.27404763028,6,36.22,35.84,2335.442874,-63.7,2325.06312789333,13.1496541986108,33.0295678807524,"10:58:00 AM","12:46:00 PM",2021-11-17 10:58:00,2021-11-17 12:46:00,30.639426064445,1.8,0.156843972189542,"timepoint2"
"139","POR-383",383,20200307,6,3,"Porites",0.595,-63.5,29,36.01,35.83,26.8,2292.097843,"Sample","",2281.27404763028,6,36.05,35.82,2369.881136,-64,2358.03173032,13.1496541986108,33.0295678807524,"10:58:00 AM","12:46:00 PM",2021-11-17 10:58:00,2021-11-17 12:46:00,63.6080284911117,1.8,0.325611055204085,"timepoint2"
"140","POR-383",383,20200307,6,3,"Porites",0.595,-63.5,29,36.01,35.83,26.8,2292.097843,"Sample","",2281.27404763028,7,36.22,37.68,2332.421503,-63.7,2441.26783980667,13.1496541986108,33.0295678807524,"10:58:00 AM","12:46:00 PM",2021-11-17 10:58:00,2021-11-17 12:46:00,146.844137977778,1.8,0.751698737591906,"timepoint2"
"141","POR-383",383,20200307,6,3,"Porites",0.595,-63.5,29,36.01,35.83,26.8,2292.097843,"Sample","",2281.27404763028,7,36.05,37.66,2331.802624,-64,2439.32463388444,13.1496541986108,33.0295678807524,"10:58:00 AM","12:46:00 PM",2021-11-17 10:58:00,2021-11-17 12:46:00,144.900932055556,1.8,0.741751418899234,"timepoint2"
"142","POR-381",381,20200307,6,3,"Porites",0.61,-62.7,28.97,36.07,35.84,26.8,2268.80549,"Sample","",2258.72191004444,6,36.22,35.84,2335.442874,-63.7,2325.06312789333,13.1496541986108,14.8595315748593,"10:58:00 AM","12:45:00 PM",2021-11-17 10:58:00,2021-11-17 12:45:00,53.1915636502775,1.78333333333333,0.626297364119689,"timepoint2"
"143","POR-381",381,20200307,6,3,"Porites",0.61,-62.7,28.97,36.07,35.84,26.8,2268.80549,"Sample","",2258.72191004444,6,36.05,35.82,2369.881136,-64,2358.03173032,13.1496541986108,14.8595315748593,"10:58:00 AM","12:45:00 PM",2021-11-17 10:58:00,2021-11-17 12:45:00,86.1601660769442,1.78333333333333,1.0144820193836,"timepoint2"
"144","POR-381",381,20200307,6,3,"Porites",0.61,-62.7,28.97,36.07,35.84,26.8,2268.80549,"Sample","",2258.72191004444,7,36.22,37.68,2332.421503,-63.7,2441.26783980667,13.1496541986108,14.8595315748593,"10:58:00 AM","12:45:00 PM",2021-11-17 10:58:00,2021-11-17 12:45:00,169.396275563611,1.78333333333333,1.99453510287299,"timepoint2"
