Date.Time,light,site,timepoint
2020-01-11 00:09:46,-7.0973085344893185,site1,timepoint2
2020-01-11 00:19:46,-7.0973085344893185,site1,timepoint2
2020-01-11 00:29:46,-7.0973085344893185,site1,timepoint2
2020-01-11 00:39:46,-7.0973085344893185,site1,timepoint2
2020-01-11 00:49:46,-7.0973085344893185,site1,timepoint2
2020-01-11 00:59:46,-7.0973085344893185,site1,timepoint2
2020-01-11 01:09:46,-7.0973085344893185,site1,timepoint2
2020-01-11 01:19:46,-7.0973085344893185,site1,timepoint2
2020-01-11 01:29:46,-7.0973085344893185,site1,timepoint2
2020-01-11 01:39:46,-7.0973085344893185,site1,timepoint2
2020-01-11 01:49:46,-7.0973085344893185,site1,timepoint2
2020-01-11 01:59:46,-7.0973085344893185,site1,timepoint2
2020-01-11 02:09:46,-7.0973085344893185,site1,timepoint2
2020-01-11 02:19:46,-7.0973085344893185,site1,timepoint2
2020-01-11 02:29:46,-7.0973085344893185,site1,timepoint2
2020-01-11 02:39:46,-7.0973085344893185,site1,timepoint2
2020-01-11 02:49:46,-7.0973085344893185,site1,timepoint2
2020-01-11 02:59:46,-7.0973085344893185,site1,timepoint2
2020-01-11 03:09:46,-7.0973085344893185,site1,timepoint2
2020-01-11 03:19:46,-7.0973085344893185,site1,timepoint2
2020-01-11 03:29:46,-6.974952854002188,site1,timepoint2
2020-01-11 03:39:46,-7.0973085344893185,site1,timepoint2
2020-01-11 03:49:46,-7.0973085344893185,site1,timepoint2
2020-01-11 03:59:46,-7.0973085344893185,site1,timepoint2
2020-01-11 04:09:46,-7.0973085344893185,site1,timepoint2
2020-01-11 04:19:46,-7.0973085344893185,site1,timepoint2
2020-01-11 04:29:46,-7.0973085344893185,site1,timepoint2
2020-01-11 04:39:46,-7.0973085344893185,site1,timepoint2
2020-01-11 04:49:46,-7.0973085344893185,site1,timepoint2
2020-01-11 04:59:46,-7.0973085344893185,site1,timepoint2
2020-01-11 05:09:46,-7.0973085344893185,site1,timepoint2
2020-01-11 05:19:46,-7.0973085344893185,site1,timepoint2
2020-01-11 05:29:46,-7.0973085344893185,site1,timepoint2
2020-01-11 05:39:46,-7.0973085344893185,site1,timepoint2
2020-01-11 05:49:46,-6.974952854002188,site1,timepoint2
2020-01-11 05:59:46,-7.0973085344893185,site1,timepoint2
2020-01-11 06:09:46,-7.0973085344893185,site1,timepoint2
2020-01-11 06:19:46,-7.0973085344893185,site1,timepoint2
2020-01-11 06:29:46,-6.974952854002188,site1,timepoint2
2020-01-11 06:39:46,-7.0973085344893185,site1,timepoint2
2020-01-11 06:49:46,-6.363174451566538,site1,timepoint2
2020-01-11 06:59:46,-4.4054835637724565,site1,timepoint2
2020-01-11 07:09:46,-4.4054835637724565,site1,timepoint2
2020-01-11 07:19:46,-4.4054835637724565,site1,timepoint2
2020-01-11 07:29:46,-4.4054835637724565,site1,timepoint2
2020-01-11 07:39:46,-4.4054835637724565,site1,timepoint2
2020-01-11 07:49:46,-4.4054835637724565,site1,timepoint2
2020-01-11 07:59:46,-4.283127883285326,site1,timepoint2
2020-01-11 08:09:46,-4.283127883285326,site1,timepoint2
2020-01-11 08:19:46,-4.283127883285326,site1,timepoint2
2020-01-11 08:29:46,-4.4054835637724565,site1,timepoint2
2020-01-11 08:39:46,-4.283127883285326,site1,timepoint2
2020-01-11 08:49:46,-4.650194924746717,site1,timepoint2
2020-01-11 08:59:46,-5.017261966208107,site1,timepoint2
2020-01-11 09:09:46,-5.261973327182368,site1,timepoint2
2020-01-11 09:19:46,-5.384329007669497,site1,timepoint2
2020-01-11 09:29:46,-5.139617646695237,site1,timepoint2
2020-01-11 09:39:46,-5.384329007669497,site1,timepoint2
2020-01-11 09:49:46,-5.139617646695237,site1,timepoint2
2020-01-11 09:59:46,-5.261973327182368,site1,timepoint2
2020-01-11 10:09:46,-5.384329007669497,site1,timepoint2
2020-01-11 10:19:46,-5.017261966208107,site1,timepoint2
2020-01-11 10:29:46,-4.894906285720977,site1,timepoint2
2020-01-11 10:39:46,-4.894906285720977,site1,timepoint2
2020-01-11 10:49:46,-5.017261966208107,site1,timepoint2
2020-01-11 10:59:46,-4.772550605233847,site1,timepoint2
2020-01-11 11:09:46,-4.894906285720977,site1,timepoint2
2020-01-11 11:19:46,-5.139617646695237,site1,timepoint2
2020-01-11 11:29:46,-5.506684688156628,site1,timepoint2
2020-01-11 11:39:46,-5.506684688156628,site1,timepoint2
2020-01-11 11:49:46,-5.261973327182368,site1,timepoint2
2020-01-11 11:59:46,-5.261973327182368,site1,timepoint2
2020-01-11 12:09:46,-4.772550605233847,site1,timepoint2
2020-01-11 12:19:46,-4.283127883285326,site1,timepoint2
2020-01-11 12:29:46,-4.283127883285326,site1,timepoint2
2020-01-11 12:39:46,-4.283127883285326,site1,timepoint2
2020-01-11 12:49:46,-4.160772202798197,site1,timepoint2
2020-01-11 12:59:46,-3.181926758901156,site1,timepoint2
2020-01-11 13:09:46,-4.650194924746717,site1,timepoint2
2020-01-11 14:00:00,7.09595040201777,site1,timepoint2
2020-01-11 14:05:00,-3.5489938003625463,site1,timepoint2
2020-01-11 14:10:00,-0.3677461076971644,site1,timepoint2
2020-01-11 14:15:00,4.7711924727623,site1,timepoint2
2020-01-11 14:20:00,2395.9682562327453,site1,timepoint2
2020-01-11 14:25:00,2757.4069363917274,site1,timepoint2
2020-01-11 14:30:00,1912.4186069476075,site1,timepoint2
2020-01-11 14:35:00,2077.9658426466945,site1,timepoint2
2020-01-11 14:40:00,1937.379165766982,site1,timepoint2
2020-01-11 14:45:00,2806.593919947554,site1,timepoint2
2020-01-11 14:50:00,1912.908029669556,site1,timepoint2
2020-01-11 14:55:00,2181.7234596997805,site1,timepoint2
2020-01-11 15:00:00,2556.743620392834,site1,timepoint2
2020-01-11 15:05:00,1357.5355959384726,site1,timepoint2
2020-01-11 15:10:00,1452.7283153574597,site1,timepoint2
2020-01-11 15:15:00,1823.3436715529767,site1,timepoint2
2020-01-11 15:20:00,1423.852374762497,site1,timepoint2
2020-01-11 15:25:00,1395.465856889483,site1,timepoint2
2020-01-11 15:30:00,989.9791317551337,site1,timepoint2
2020-01-11 15:35:00,1104.1369816496263,site1,timepoint2
2020-01-11 15:40:00,1053.6040856084414,site1,timepoint2
2020-01-11 15:45:00,1004.9065247745635,site1,timepoint2
2020-01-11 15:50:00,937.610900506642,site1,timepoint2
2020-01-11 15:55:00,864.9316262972867,site1,timepoint2
2020-01-11 16:00:00,840.5828458803478,site1,timepoint2
2020-01-11 16:05:00,821.6177154048427,site1,timepoint2
2020-01-11 16:10:00,734.2557595370318,site1,timepoint2
2020-01-11 16:15:00,685.9252657446154,site1,timepoint2
2020-01-11 16:20:00,630.008719761997,site1,timepoint2
2020-01-11 16:25:00,589.3866338402698,site1,timepoint2
2020-01-11 16:30:00,532.24653105278,site1,timepoint2
2020-01-11 16:35:00,538.1196037161623,site1,timepoint2
2020-01-11 16:40:00,526.2511027089107,site1,timepoint2
2020-01-11 16:45:00,464.9509067848585,site1,timepoint2
2020-01-11 16:50:00,448.1881785581217,site1,timepoint2
2020-01-11 16:55:00,433.9949196216146,site1,timepoint2
2020-01-11 17:00:00,396.43172571206566,site1,timepoint2
2020-01-11 17:05:00,319.7147140466351,site1,timepoint2
2020-01-11 17:10:00,286.55632463462285,site1,timepoint2
2020-01-11 17:15:00,239.93881036902633,site1,timepoint2
2020-01-11 17:20:00,107.79467544292584,site1,timepoint2
2020-01-11 17:25:00,983.4942806893158,site1,timepoint2
2020-01-11 17:30:00,1539.478492822835,site1,timepoint2
2020-01-11 17:35:00,1532.2595076740943,site1,timepoint2
2020-01-11 17:40:00,1527.6099918155833,site1,timepoint2
2020-01-11 17:45:00,1524.6734554838922,site1,timepoint2
2020-01-11 17:50:00,1521.614563471714,site1,timepoint2
2020-01-11 17:55:00,1518.1886044180744,site1,timepoint2
2020-01-11 18:00:00,1517.5768260156387,site1,timepoint2
2020-01-11 18:05:00,1517.821537376613,site1,timepoint2
2020-01-11 18:10:00,1517.6991816961258,site1,timepoint2
2020-01-11 18:15:00,1517.4544703351517,site1,timepoint2
2020-01-11 18:20:00,1517.2097589741772,site1,timepoint2
2020-01-11 18:25:00,1517.4544703351517,site1,timepoint2
2020-01-11 18:30:00,1517.0874032936902,site1,timepoint2
2020-01-11 18:35:00,1516.720336252229,site1,timepoint2
2020-01-11 18:40:00,1516.1085578497932,site1,timepoint2
2020-01-11 18:45:00,1515.007356725409,site1,timepoint2
