colony_id,prot_ug,prot_ug.cm2,timepoint
ACR-139,5860.780915773123,295.86642843154215,timepoint2
ACR-140,7483.987749426092,411.54095868375185,timepoint2
ACR-145,4429.742531581219,309.2409032852913,timepoint2
ACR-150,14492.899353934554,675.6226867254134,timepoint2
ACR-173,18560.74136471081,545.8083388288477,timepoint2
ACR-178,9733.794157356842,416.63602196318885,timepoint2
ACR-186,10129.203492155017,342.7767631557132,timepoint2
ACR-190,8793.163776588968,427.2773915197125,timepoint2
ACR-225,7144.307715380701,361.7550794166869,timepoint2
ACR-229,5545.419873766133,330.2097502897592,timepoint2
ACR-237,8276.973398130287,420.302341108332,timepoint2
ACR-244,9488.095809957194,385.7951140255983,timepoint2
ACR-258,6764.807444852843,366.489900521407,timepoint2
ACR-265,11461.628363688185,431.08979246194707,timepoint2
ACR-343,5623.442409480183,345.2380589203613,timepoint2
ACR-347,6476.161109249543,245.86176184443494,timepoint2
ACR-350,3815.225464917195,211.625911470158,timepoint2
ACR-351,4835.085010872965,238.5896408707648,timepoint2
ACR-360,6017.616844062886,286.67562984817533,timepoint2
ACR-364,4730.972156264235,291.518188009949,timepoint2
ACR-368,3469.809016443393,234.7483880145619,timepoint2
ACR-393,4952.054397780432,242.43711990635896,timepoint2
ACR-396,3133.874023645967,228.06784576766321,timepoint2
ACR-51,6823.367527935513,320.60435870181743,timepoint2
POC-200,17314.08996467235,441.6609825873274,timepoint2
POC-201,19114.108184595272,944.7646860365556,timepoint2
POC-205,9241.806107229357,480.0572793709677,timepoint2
POC-207,5810.854061831777,307.0909528899116,timepoint2
POC-215,12503.013847676142,392.36075976956636,timepoint2
POC-217,5438.935914440702,359.6846423999194,timepoint2
POC-219,7616.949280809733,470.1080406900298,timepoint2
POC-222,8610.484957122719,380.4967572246598,timepoint2
POC-238,42633.10228735959,505.82071288702707,timepoint2
POC-239,9169.425152958358,413.4668897475788,timepoint2
POC-248,12229.012596255474,442.87798169756405,timepoint2
POC-254,20637.377093532472,504.5274084868463,timepoint2
POC-255,10597.650864351848,397.9782733992596,timepoint2
POC-257,13641.187947344784,611.4968691221897,timepoint2
POC-259,28454.82982996239,508.8761428958206,timepoint2
POC-346,8578.54563654186,352.40346478838205,timepoint2
POC-359,11143.553420512138,454.8372775865157,timepoint2
POC-366,8841.772345925532,473.5409609918449,timepoint2
POC-369,8702.434649735178,418.30623295435004,timepoint2
POC-371,8184.058128374206,393.9557863297345,timepoint2
POC-372,10549.624886355372,292.46831700655713,timepoint2
POC-373,6701.7010540664805,372.1986048003958,timepoint2
POC-375,18757.00817307309,312.8785630748353,timepoint2
POC-377,11509.064731752038,443.54589867459697,timepoint2
POC-378,13880.955100347866,567.1737816791642,timepoint2
POC-386,12737.71238465327,571.4757277868032,timepoint2
POC-391,16385.841236970693,399.5293331749637,timepoint2
POC-394,9545.845110142835,465.5442382924185,timepoint2
POC-395,7331.285145073775,321.31311624580087,timepoint2
POC-40,18901.92723904949,576.385728698894,timepoint2
POC-41,18874.25808662298,608.95578358438,timepoint2
POC-42,7780.726053199579,359.14783463296817,timepoint2
POC-43,8681.925559647529,434.6726891875217,timepoint2
POC-44,8390.66518007361,521.958263584554,timepoint2
POC-45,9303.875478417282,503.1286030501858,timepoint2
POC-47,8675.408235621135,376.5188680180671,timepoint2
POC-48,8269.87590508927,441.7611307871599,timepoint2
POC-50,5965.876281533141,417.89739389990467,timepoint2
POC-52,7395.775707630833,411.7727096926903,timepoint2
POC-53,8472.349958654471,389.25740947558785,timepoint2
POC-55,9638.911467890497,478.9078757370633,timepoint2
POC-56,13211.344190468473,607.7190406849488,timepoint2
POC-57,8498.852231477427,468.02183464904863,timepoint2
POC-68,7782.549919617631,452.6339521732194,timepoint2
POR-206,22345.52154571986,1217.7472624924105,timepoint2
POR-209,13559.88378969513,1189.9472239961792,timepoint2
POR-214,27628.60997366406,1455.220785248879,timepoint2
POR-216,71718.21853352297,3108.5838021091286,timepoint2
