colony_id,partner,site,species,AFDW.mg.cm2,timepoint,DW.mg.cm2
POC-372,Sym,site3,Pocillopora,0.24257713438867293,timepoint2,48.20631430076809
POC-373,Host,site3,Pocillopora,1.5828310083116583,timepoint2,136.56777015573132
POC-373,Sym,site3,Pocillopora,0.38654399360870656,timepoint2,89.91701961672716
POC-375,Host,site3,Pocillopora,1.4178528694965005,timepoint2,66.63991889743525
POC-375,Sym,site3,Pocillopora,0.3969988034590062,timepoint2,46.18397172743943
POC-377,Host,site3,Pocillopora,2.1003662800743688,timepoint2,183.42556532136
POC-377,Sym,site3,Pocillopora,0.5549591639095744,timepoint2,133.13624497513823
POC-378,Host,site3,Pocillopora,1.4403098100713008,timepoint2,133.92072118785467
POC-386,Host,site3,Pocillopora,2.1871620969532937,timepoint2,283.46405911626886
POC-386,Sym,site3,Pocillopora,0.5832432258542171,timepoint2,208.33448027512793
POC-391,Host,site3,Pocillopora,2.1761466176916078,timepoint2,191.05591999526106
POC-391,Sym,site3,Pocillopora,0.19018424221843813,timepoint2,140.58029063263595
POC-394,Host,site3,Pocillopora,1.4167483304359325,timepoint2,145.1240421888616
POC-395,Host,site3,Pocillopora,1.0819955028823673,timepoint2,111.50963475832152
POC-395,Sym,site3,Pocillopora,0.4163628264255879,timepoint2,76.37628204953829
POC-40,Host,site1,Pocillopora,2.2946351203271864,timepoint2,124.46756502688962
POC-40,Sym,site1,Pocillopora,0.6723814538633011,timepoint2,86.95218665266351
POC-41,Host,site1,Pocillopora,2.702095448792127,timepoint2,284.03177134435424
POC-41,Sym,site1,Pocillopora,1.0159878887457732,timepoint2,257.97639251665646
POC-42,Host,site1,Pocillopora,1.7690303794526132,timepoint2,92.082474020868
POC-42,Sym,site1,Pocillopora,0.3974260030551085,timepoint2,59.62728646766064
POC-43,Host,site1,Pocillopora,1.9826291268644007,timepoint2,108.3223942716082
POC-43,Sym,site1,Pocillopora,0.4295696441539479,timepoint2,70.30122512065512
POC-44,Host,site1,Pocillopora,2.2581147693886656,timepoint2,153.0106032579963
POC-44,Sym,site1,Pocillopora,0.6270467458797879,timepoint2,101.64626813170953
POC-45,Host,site1,Pocillopora,2.3199168046609473,timepoint2,354.92564018720424
POC-45,Sym,site1,Pocillopora,-0.056240407385751666,timepoint2,261.9321265749171
POC-47,Host,site1,Pocillopora,2.538941474663649,timepoint2,211.552415796588
POC-47,Sym,site1,Pocillopora,0.3992865225111979,timepoint2,151.7245384833604
POC-48,Host,site1,Pocillopora,-4.6974549418195215,timepoint2,213.3198756464776
POC-48,Sym,site1,Pocillopora,0.39262309961480085,timepoint2,153.67321537030773
POC-50,Host,site1,Pocillopora,1.8877922092457946,timepoint2,149.21263727365096
POC-50,Sym,site1,Pocillopora,0.40067426481949264,timepoint2,99.06320957920454
POC-52,Host,site1,Pocillopora,2.331463648984168,timepoint2,346.28985992607386
POC-52,Sym,site1,Pocillopora,0.5010906947070628,timepoint2,257.27109801136766
POC-53,Host,site1,Pocillopora,1.8952083210946147,timepoint2,153.09263095581966
POC-53,Sym,site1,Pocillopora,0.4548499970627002,timepoint2,107.1700104190404
POC-55,Host,site1,Pocillopora,2.0855216017937535,timepoint2,279.9629537521723
POC-55,Sym,site1,Pocillopora,0.9370562813538692,timepoint2,206.6402871302509
POC-56,Host,site1,Pocillopora,1.1775945897132,timepoint2,166.59283461349028
POC-56,Sym,site1,Pocillopora,0.6329570919708486,timepoint2,116.55794449150399
POC-57,Host,site1,Pocillopora,2.340425204583954,timepoint2,264.20371774194246
POC-57,Sym,site1,Pocillopora,0.5066332207569957,timepoint2,189.86079947868674
POC-68,Host,site1,Pocillopora,2.235529192405486,timepoint2,150.6899345967603
POC-68,Sym,site1,Pocillopora,0.7270013633839316,timepoint2,100.53265653417861
POR-206,Host,site2,Porites,5.875377599437049,timepoint2,960.494468298389
POR-206,Sym,site2,Porites,1.771128319830175,timepoint2,716.0263075154078
POR-209,Host,site2,Porites,4.541319807519232,timepoint2,489.4336121639067
POR-209,Sym,site2,Porites,1.1846921237006522,timepoint2,353.59549693580414
POR-214,Host,site2,Porites,6.369873977872689,timepoint2,529.8326205888504
POR-214,Sym,site2,Porites,1.1850928330926367,timepoint2,395.9447826154932
POR-216,Host,site2,Porites,8.909985090083715,timepoint2,704.3710286675541
POR-216,Sym,site2,Porites,4.037531705156739,timepoint2,527.2132180989731
POR-221,Host,site2,Porites,4.158403932018346,timepoint2,505.73553635596176
POR-221,Sym,site2,Porites,0.8597149702149555,timepoint2,375.97532798169533
POR-224,Host,site2,Porites,2.4432052551003887,timepoint2,416.1782126972055
POR-224,Sym,site2,Porites,0.5894717440877809,timepoint2,314.9088209856226
POR-235,Host,site2,Porites,6.885443579969192,timepoint2,453.2043328140508
POR-235,Sym,site2,Porites,2.835661971395612,timepoint2,338.1173801218479
POR-236,Host,site2,Porites,7.197872944280912,timepoint2,705.224307526424
POR-236,Sym,site2,Porites,3.4549790132548264,timepoint2,537.248235117935
POR-240,Host,site2,Porites,3.9922259831097815,timepoint2,980.0661581812562
POR-240,Sym,site2,Porites,1.959820028072249,timepoint2,746.6677980680779
POR-242,Host,site2,Porites,4.615143129762577,timepoint2,713.3420336870945
POR-242,Sym,site2,Porites,1.197442541776192,timepoint2,552.763294340742
POR-245,Host,site2,Porites,7.833242625542355,timepoint2,624.5544625987178
POR-245,Sym,site2,Porites,3.5419879698104415,timepoint2,470.5338024958902
POR-253,Host,site2,Porites,6.096505269308664,timepoint2,806.3704072531807
POR-253,Sym,site2,Porites,1.6639873205642486,timepoint2,611.7717521466323
POR-260,Host,site2,Porites,7.032174714647527,timepoint2,635.0662122617262
POR-260,Sym,site2,Porites,2.5860255402252657,timepoint2,475.20178411896006
POR-262,Host,site2,Porites,9.300079167585896,timepoint2,711.8634847165939
POR-262,Sym,site2,Porites,8.324546387769105,timepoint2,534.426696609793
POR-266,Host,site2,Porites,6.793709692752389,timepoint2,685.4601059643499
POR-266,Sym,site2,Porites,1.1966901477141183,timepoint2,509.4301287151498
POR-338,Host,site3,Porites,6.256408459189902,timepoint2,722.2370723512788
POR-338,Sym,site3,Porites,2.9921953500472767,timepoint2,549.1893479994072
POR-340,Host,site3,Porites,6.648077583243657,timepoint2,976.3941507611567
POR-340,Sym,site3,Porites,1.0360640389469518,timepoint2,729.0437287391007
POR-341,Host,site3,Porites,4.500621333428195,timepoint2,520.4747953416967
POR-341,Sym,site3,Porites,2.160298240045452,timepoint2,389.7891064657376
POR-349,Host,site3,Porites,7.1295773559480144,timepoint2,707.5351073148144
POR-349,Sym,site3,Porites,2.7462075741429035,timepoint2,520.8665514045448
POR-353,Host,site3,Porites,6.173977211983552,timepoint2,808.6440153124139
POR-353,Sym,site3,Porites,2.5871904507359824,timepoint2,606.3080821299708
POR-354,Sym,site3,Porites,2.320531322152023,timepoint2,447.30797458303346
POR-355,Host,site3,Porites,8.258659266695258,timepoint2,784.2934089989343
POR-355,Sym,site3,Porites,3.0832327928994903,timepoint2,588.7755499022581
POR-357,Host,site3,Porites,3.8181420426501225,timepoint2,544.5862265854056
POR-357,Sym,site3,Porites,1.5685340283318923,timepoint2,401.5979721707379
POR-365,Host,site3,Porites,6.055209419455211,timepoint2,1011.2890006888699
POR-365,Sym,site3,Porites,47.34072818846834,timepoint2,806.0506045378714
POR-367,Host,site3,Porites,7.218750334883807,timepoint2,793.5220956356779
POR-367,Sym,site3,Porites,3.325000154249508,timepoint2,607.4307471334648
POR-381,Host,site3,Porites,3.444758654882695,timepoint2,565.8649101850718
POR-381,Sym,site3,Porites,1.6184897807067467,timepoint2,424.5053061209788
POR-383,Host,site3,Porites,2.490193038460203,timepoint2,279.38452096363875
POR-383,Sym,site3,Porites,1.0172703476263114,timepoint2,210.57193436832705
POR-384,Sym,site3,Porites,2.3764417589992943,timepoint2,654.0455351642215
POR-385,Host,site3,Porites,6.127024451591139,timepoint2,865.3657945079814
POR-385,Sym,site3,Porites,2.51365105706313,timepoint2,657.8110559467909
POR-69,Host,site1,Porites,4.912269940325875,timepoint2,534.8576783698873
POR-69,Sym,site1,Porites,2.645816680729948,timepoint2,413.0898019996157
POR-70,Host,site1,Porites,9.693007174652484,timepoint2,895.6703256607999
POR-70,Sym,site1,Porites,4.4860198494258325,timepoint2,687.9985447003065
POR-71,Host,site1,Porites,7.100550484798479,timepoint2,1018.5217848259808
POR-71,Sym,site1,Porites,3.5011519371584563,timepoint2,775.5578138508084
POR-72,Host,site1,Porites,6.095961613570845,timepoint2,696.6855970180218
POR-72,Sym,site1,Porites,2.4657822257140922,timepoint2,515.672274759439
POR-73,Host,site1,Porites,6.265474668882063,timepoint2,580.7478741856687
POR-73,Sym,site1,Porites,3.9441676604109865,timepoint2,443.18791614964056
POR-74,Host,site1,Porites,5.926043491782333,timepoint2,632.8662856212441
POR-74,Sym,site1,Porites,2.944307924338032,timepoint2,466.94273870635726
POR-75,Host,site1,Porites,6.94000132227723,timepoint2,610.5899287453934
POR-75,Sym,site1,Porites,3.1725720330409706,timepoint2,460.844128208583
POR-76,Host,site1,Porites,9.13877907819433,timepoint2,844.697836984156
POR-76,Sym,site1,Porites,3.9229880921029245,timepoint2,646.0762393432615
POR-77,Host,site1,Porites,5.340508948582613,timepoint2,712.343309929626
POR-77,Sym,site1,Porites,4.114169856685859,timepoint2,543.4396414542888
POR-78,Host,site1,Porites,8.348130289350069,timepoint2,806.8056714460638
POR-78,Sym,site1,Porites,4.680661085310923,timepoint2,627.6922737723181
POR-79,Sym,site1,Porites,1.1085617372684833,timepoint2,590.2487444378223
POR-80,Host,site1,Porites,6.155019738369586,timepoint2,558.6398122442195
POR-80,Sym,site1,Porites,2.7355643281642843,timepoint2,417.1705539304021
POR-81,Host,site1,Porites,7.615383787991087,timepoint2,914.6922083131698
POR-81,Sym,site1,Porites,4.53538412262591,timepoint2,693.4300184691044
POR-82,Host,site1,Porites,6.68358849057082,timepoint2,596.0192601247144
POR-82,Sym,site1,Porites,2.7876847721355054,timepoint2,642.1604285308694
POR-83,Host,site1,Porites,9.182368688957396,timepoint2,762.3310668923053
POR-83,Sym,site1,Porites,5.201108104110056,timepoint2,581.0257776939437
