"Plot Title: Incubator"
"#","Date Time, GMT-10:00","Temp, °C (LGR S/N: 20444039, SEN S/N: 20444039)","Coupler Detached (LGR S/N: 20444039)","Coupler Attached (LGR S/N: 20444039)","Host Connected (LGR S/N: 20444039)","Stopped (LGR S/N: 20444039)","End Of File (LGR S/N: 20444039)"
1,03/06/20 11:10:00 PM,29.290,Logged,,,,
2,03/06/20 11:25:00 PM,29.265,,,,,
3,03/06/20 11:40:00 PM,29.265,,,,,
4,03/06/20 11:55:00 PM,29.290,,,,,
5,03/07/20 12:10:00 AM,29.290,,,,,
6,03/07/20 12:25:00 AM,29.265,,,,,
7,03/07/20 12:40:00 AM,29.215,,,,,
8,03/07/20 12:55:00 AM,29.215,,,,,
9,03/07/20 01:10:00 AM,29.215,,,,,
10,03/07/20 01:25:00 AM,29.190,,,,,
11,03/07/20 01:40:00 AM,29.165,,,,,
12,03/07/20 01:55:00 AM,29.140,,,,,
13,03/07/20 02:10:00 AM,29.115,,,,,
14,03/07/20 02:25:00 AM,29.115,,,,,
15,03/07/20 02:40:00 AM,29.065,,,,,
16,03/07/20 02:55:00 AM,29.065,,,,,
17,03/07/20 03:10:00 AM,29.015,,,,,
18,03/07/20 03:25:00 AM,29.015,,,,,
19,03/07/20 03:40:00 AM,29.015,,,,,
20,03/07/20 03:55:00 AM,29.015,,,,,
21,03/07/20 04:10:00 AM,28.990,,,,,
22,03/07/20 04:25:00 AM,28.990,,,,,
23,03/07/20 04:40:00 AM,28.965,,,,,
24,03/07/20 04:55:00 AM,28.941,,,,,
25,03/07/20 05:10:00 AM,28.941,,,,,
26,03/07/20 05:25:00 AM,28.916,,,,,
27,03/07/20 05:40:00 AM,28.891,,,,,
28,03/07/20 05:55:00 AM,28.916,,,,,
29,03/07/20 06:10:00 AM,28.891,,,,,
30,03/07/20 06:25:00 AM,28.891,,,,,
31,03/07/20 06:40:00 AM,28.891,,,,,
32,03/07/20 06:55:00 AM,28.965,,,,,
33,03/07/20 07:10:00 AM,29.040,,,,,
34,03/07/20 07:25:00 AM,29.140,,,,,
35,03/07/20 07:40:00 AM,29.640,,,,,
36,03/07/20 07:55:00 AM,30.016,,,,,
37,03/07/20 08:10:00 AM,30.293,,,,,
38,03/07/20 08:25:00 AM,29.941,,,,,
39,03/07/20 08:40:00 AM,29.991,,,,,
40,03/07/20 08:55:00 AM,30.066,,,,,
41,03/07/20 09:10:00 AM,30.041,,,,,
42,03/07/20 09:25:00 AM,30.091,,,,,
43,03/07/20 09:40:00 AM,30.142,,,,,
44,03/07/20 09:55:00 AM,30.167,,,,,
45,03/07/20 10:10:00 AM,30.217,,,,,
46,03/07/20 10:25:00 AM,30.268,,,,,
47,03/07/20 10:40:00 AM,30.343,,,,,
48,03/07/20 10:55:00 AM,30.394,,,,,
49,03/07/20 11:10:00 AM,30.444,,,,,
50,03/07/20 11:25:00 AM,30.469,,,,,
51,03/07/20 11:40:00 AM,30.419,,,,,
52,03/07/20 11:55:00 AM,30.268,,,,,
53,03/07/20 12:10:00 PM,30.369,,,,,
54,03/07/20 12:25:00 PM,30.167,,,,,
55,03/07/20 12:40:00 PM,30.117,,,,,
56,03/07/20 12:55:00 PM,30.142,,,,,
57,03/07/20 01:10:00 PM,30.066,,,,,
58,03/07/20 01:25:00 PM,30.041,,,,,
59,03/07/20 01:40:00 PM,29.916,,,,,
60,03/07/20 01:55:00 PM,30.091,,,,,
61,03/07/20 02:10:00 PM,30.066,,,,,
62,03/07/20 02:25:00 PM,30.545,,,,,
63,03/07/20 02:40:00 PM,30.192,,,,,
64,03/07/20 02:55:00 PM,30.293,,,,,
65,03/07/20 03:10:00 PM,30.469,,,,,
66,03/07/20 03:25:00 PM,30.369,,,,,
67,03/07/20 03:40:00 PM,30.243,,,,,
68,03/07/20 03:55:00 PM,30.217,,,,,
69,03/07/20 04:10:00 PM,30.041,,,,,
70,03/07/20 04:25:00 PM,30.167,,,,,
71,03/07/20 04:40:00 PM,30.142,,,,,
72,03/07/20 04:55:00 PM,30.091,,,,,
73,03/07/20 05:10:00 PM,30.091,,,,,
74,03/07/20 05:25:00 PM,30.016,,,,,
75,03/07/20 05:40:00 PM,29.941,,,,,
76,03/07/20 05:55:00 PM,29.916,,,,,
77,03/07/20 06:10:00 PM,29.790,,,,,
78,03/07/20 06:25:00 PM,29.765,,,,,
79,03/07/20 06:40:00 PM,29.740,,,,,
80,03/07/20 06:55:00 PM,29.715,,,,,
81,03/07/20 07:10:00 PM,29.665,,,,,
82,03/07/20 07:25:00 PM,29.640,,,,,
83,03/07/20 07:40:00 PM,29.615,,,,,
84,03/07/20 07:55:00 PM,29.540,,,,,
85,03/07/20 08:10:00 PM,29.515,,,,,
86,03/07/20 08:25:00 PM,29.515,,,,,
87,03/07/20 08:40:00 PM,29.515,,,,,
88,03/07/20 08:55:00 PM,29.515,,,,,
89,03/07/20 09:10:00 PM,29.490,,,,,
90,03/07/20 09:25:00 PM,29.464,,,,,
91,03/07/20 09:40:00 PM,29.439,,,,,
92,03/07/20 09:55:00 PM,29.414,,,,,
93,03/07/20 10:10:00 PM,29.414,,,,,
94,03/07/20 10:25:00 PM,29.389,,,,,
95,03/07/20 10:40:00 PM,29.340,,,,,
96,03/07/20 10:55:00 PM,29.340,,,,,
97,03/07/20 11:10:00 PM,29.315,,,,,
98,03/07/20 11:25:00 PM,29.290,,,,,
99,03/07/20 11:40:00 PM,29.215,,,,,
100,03/07/20 11:55:00 PM,29.215,,,,,
101,03/08/20 12:10:00 AM,29.240,,,,,
102,03/08/20 12:25:00 AM,29.265,,,,,
103,03/08/20 12:40:00 AM,29.265,,,,,
