well,colony_id
A1,StandardA
A2,StandardA
A3,StandardB
A4,StandardB
A5,StandardC
A6,StandardC
A7,StandardD
A8,StandardD
A9,StandardE
A10,StandardE
A11,StandardF
A12,StandardF
B1,StandardG
B2,StandardG
B3,StandardH
B4,StandardH
B5,StandardI
B6,StandardI
B7,test-1
B8,test-1
B9,POC-48
B10,POC-48
B11,ACR-229
B12,ACR-229
C1,POR-262
C2,POR-262
C3,POC-200
C4,POC-200
C5,POC-55
C6,POC-55
C7,POC-391
C8,POC-391
C9,POR-251
C10,POR-251
C11,POR-260
C12,POR-260
D1,POC-238
D2,POC-238
D3,POC-257
D4,POC-257
D5,POR-73
D6,POR-73
D7,POC-373
D8,POC-373
D9,POC-43
D10,POC-43
D11,POC-254
D12,POC-254
E1,POR-381
E2,POR-381
E3,ACR-150
E4,ACR-150
E5,POC-372
E6,POC-372
E7,POR-354
E8,POR-354
E9,ACR-343
E10,ACR-343
E11,POR-245
E12,POR-245
F1,POC-45
F2,POC-45
F3,POC-248
F4,POC-248
F5,POC-57
F6,POC-57
F7,POR-75
F8,POR-75
F9,POR-341
F10,POR-341
F11,POR-362
F12,POR-362
G1,NA
G2,NA
G3,NA
G4,NA
G5,NA
G6,NA
G7,NA
G8,NA
G9,NA
G10,NA
G11,NA
G12,NA
H1,NA
H2,NA
H3,NA
H4,NA
H5,NA
H6,NA
H7,NA
H8,NA
H9,NA
H10,NA
H11,NA
H12,NA
