well,colony_id
A1,StandardA
A2,StandardA
A3,StandardB
A4,StandardB
A5,StandardC
A6,StandardC
A7,StandardD
A8,StandardD
A9,StandardE
A10,StandardE
A11,StandardF
A12,StandardF
B1,StandardG
B2,StandardG
B3,StandardH
B4,StandardH
B5,StandardI
B6,StandardI
B7,test-1
B8,test-1
B9,POR-365
B10,POR-365
B11,POR-353
B12,POR-353
C1,POR-341
C2,POR-341
C3,POR-338
C4,POR-338
C5,POR-357
C6,POR-357
C7,POC-371
C8,POC-371
C9,POC-378
C10,POC-378
C11,POC-386
C12,POC-386
D1,POR-75
D2,POR-75
D3,POR-221
D4,POR-221
D5,POC-358
D6,POC-358
D7,POR-362
D8,POR-362
D9,ACR-173
D10,ACR-173
D11,ACR-190
D12,ACR-190
E1,POC-40
E2,POC-40
E3,POR-69
E4,POR-69
E5,POR-80
E6,POR-80
E7,POR-224
E8,POR-224
E9,POR-71
E10,POR-71
E11,POR-82
E12,POR-82
F1,POR-79
F2,POR-79
F3,ACR-145
F4,ACR-145
F5,POC-222
F6,POC-222
F7,POC-205
F8,POC-205
F9,POC-68
F10,POC-68
F11,POC-259
F12,POC-259
G1,POC-47
G2,POC-47
G3,POR-74
G4,POR-74
G5,POC-44
G6,POC-44
G7,ACR-213
G8,ACR-213
G9,ACR-178
G10,ACR-178
G11,POR-70
G12,POR-70
H1,POC-53
H2,POC-53
H3,ACR-140
H4,ACR-140
H5,POR-340
H6,POR-340
H7,POR-214
H8,POR-214
H9,ACR-364
H10,ACR-364
H11,ACR-139
H12,ACR-139
