Run,Light_Level,Light_Value,Date,Start.time,Stop.time
1,1,39,20201102,13:45,15:15
2,1,39,20201102,18:48,20:18
3,1,39,20201103,10:49,12:19
4,1,39,20201103,15:36,17:06
5,1,39,20201104,10:50,12:20
6,1,39,20201104,15:32,17:02
7,1,39,20201105,10:33,12:03
8,1,39,20201105,15:13,16:43
9,1,39,20201106,10:21,11:51
10,1,39,20201106,14:58,16:28
11,1,39,20201107,10:58,12:28
12,1,39,20201107,15:32,17:02
