well,colony_id
A1,StandardA
A2,StandardA
A3,StandardB
A4,StandardB
A5,StandardC
A6,StandardC
A7,StandardD
A8,StandardD
A9,StandardE
A10,StandardE
A11,StandardF
A12,StandardF
B1,StandardG
B2,StandardG
B3,StandardH
B4,StandardH
B5,StandardI
B6,StandardI
B7,POR-260
B8,POR-260
B9,ACR-267
B10,ACR-267
B11,POR-224
B12,POR-224
C1,ACR-241
C2,ACR-241
C3,ACR-244
C4,ACR-244
C5,POC-205
C6,POC-205
C7,POC-219
C8,POC-219
C9,POC-238
C10,POC-238
C11,POC-248
C12,POC-248
D1,POC-254
D2,POC-254
D3,POC-259
D4,POC-259
D5,POR-216
D6,POR-216
D7,POR-245
D8,POR-245
D9,ACR-210
D10,ACR-210
D11,ACR-218
D12,ACR-218
E1,POR-251
E2,POR-251
E3,POC-222
E4,POC-222
E5,POR-209
E6,POR-209
E7,POC-207
E8,POC-207
E9,POR-253
E10,POR-253
E11,POR-240
E12,POR-240
F1,POR-221
F2,POR-221
F3,POC-200
F4,POC-200
F5,POC-255
F6,POC-255
F7,POC-11-3
F8,POC-11-3
F9,ACR-5-3
F10,ACR-5-3
F11,POR-5-3
F12,POR-5-3
G1,POC-6-3
G2,POC-6-3
G3,POC-8-3
G4,POC-8-3
G5,POC-3-4
G6,POC-3-4
G7,POC-5-4
G8,POC-5-4
G9,ACR-10-4
G10,ACR-10-4
G11,POR-2-3
G12,POR-2-3
H1,POR-8-4
H2,POR-8-4
H3,POR-7-3
H4,POR-7-3
H5,ACR-11-3
H6,ACR-11-3
H7,POC-5-3
H8,POC-5-3
H9,POR-1-3
H10,POR-1-3
H11,ACR-229
H12,ACR-229
