colony_id,Am,AQY,Rd,Ik,Ic,timepoint
ACR-139,0.5297573921372227,0.0016056564254749513,0.3435224426005774,329.93197282570657,281.0426360840474,timepoint3
ACR-140,0.48658950165171444,0.0014788388724134526,0.1913280216683512,329.03483315772223,140.7111886002119,timepoint3
ACR-145,0.6830137585642984,0.002012471637227465,0.3102688857105412,339.39050167448346,173.05958066347978,timepoint3
ACR-150,0.8316549727537748,0.002476366561211372,0.41515299176703335,335.8367802975629,193.4764499374455,timepoint3
ACR-173,0.5777292749327584,0.001521214155056696,0.27713000952855493,379.7816849207706,207.62340050430535,timepoint3
ACR-175,0.7232467819578052,0.0019053365630471017,0.4130393073239908,379.5900398831143,264.080429728289,timepoint3
ACR-178,0.6948756542084189,0.00157140718460908,0.30858090197756727,442.19961637841413,219.16879206100285,timepoint3
ACR-186,0.7594099368024932,0.0022874282020868626,0.4920865124483369,331.99290631708993,282.44698759008327,timepoint3
ACR-190,0.7819872175453738,0.0023054806565629676,0.41000538746443527,339.186197602355,208.84788945642563,timepoint3
ACR-210,0.748587276588363,0.0020909494516861706,0.46073926474075877,358.01309112694804,279.5765381549942,timepoint3
ACR-213,0.7053201538275353,0.004447226153164674,0.27701268733238954,158.59777073077902,67.73132701622389,timepoint3
ACR-218,0.6711716641544347,0.0017648085121251917,0.38156815920772674,380.30849213561777,262.81231833342747,timepoint3
ACR-220,0.7829798118885783,0.002728663265961518,0.4914111730599621,286.94629405386684,231.32570628887834,timepoint3
ACR-225,0.6128166071610583,7.684266236149851e-4,0.2359736041818247,797.4952823447537,332.74469432865465,timepoint3
ACR-229,0.8400078940286752,0.0035186735264412525,0.4520511815656956,238.7285685120807,152.4260452741357,timepoint3
ACR-237,0.8602480280259095,0.0015851888333320331,0.38030903607498096,542.6785818429508,267.47175983779726,timepoint3
ACR-241,0.8184041349910202,0.0019295856351374122,0.4386013249318329,424.1346536209775,269.23159744688917,timepoint3
ACR-244,0.8416198936281675,0.0012473619251679089,0.3890228003721051,674.7198841385799,351.70350449014313,timepoint3
ACR-265,0.6380050868022304,0.006157708534641561,0.16143111630624796,103.61079664829712,27.09787267588585,timepoint3
ACR-343,0.5995776948480376,0.0027713257289015882,0.33015646175505103,216.35049557515546,142.71919683792575,timepoint3
ACR-364,0.7320587230260236,0.0037157763017035975,0.35925285466819856,197.0136691733546,110.96367605893889,timepoint3
POC-200,0.7724688398325185,0.002717193243165971,0.38970351091109695,284.28925391131435,166.10901257131675,timepoint3
POC-201,0.8867373238410629,0.004407511847544721,0.45687614603101673,201.18773460246848,120.94800173204843,timepoint3
POC-205,0.8473095883444081,0.007060191708348646,0.2740490526216867,120.01226359653495,41.02094327124038,timepoint3
POC-207,0.6613554019195468,0.001986803656031681,0.34327500699845226,332.87406126506596,202.13919350464786,timepoint3
POC-219,0.5838525479766029,0.0017949512168346459,0.3862845200610201,325.2748835181232,287.00069786978236,timepoint3
POC-222,0.7174365579896269,0.0034600031153891302,0.33732382597333177,207.3514196558578,110.46403869603382,timepoint3
POC-238,0.585913880387028,0.0016940135539277425,0.3576055874584166,345.8731950689102,266.4924598066309,timepoint3
POC-239,0.5664485168553045,0.005412433739747738,0.14205712194644124,104.65689634136851,27.11289691236488,timepoint3
POC-248,0.7424965610418996,0.004807405485656448,0.2983229381951269,154.44849893715846,67.76512556105884,timepoint3
POC-254,1.013390407761214,0.0027658750604279874,0.524904860787852,366.39052221122506,221.86005375759575,timepoint3
POC-255,0.8549618281075988,0.0024164751157403222,0.39338648710366925,353.80535166225735,183.3557973996085,timepoint3
POC-257,1.5653172384072576,0.005857363805616096,0.7756694281486433,267.23920356567515,152.4616641072341,timepoint3
POC-259,0.6175877391154491,0.002539260813385415,0.3635771375496239,243.21555937062783,177.12954331330286,timepoint3
POC-358,0.6869518614227301,0.001669764519350191,0.2923323745756749,411.4064309439667,193.46586298017223,timepoint3
POC-359,1.01500447840938,0.00229561709981412,0.3036533426544727,442.1488577043474,138.6240240124289,timepoint3
POC-366,1.0408791250590623,0.0037077057500322303,0.45805393579677905,280.7340159207656,137.5787570342478,timepoint3
POC-369,0.8021232082926444,0.002491591660843694,0.34269272818090846,321.9320488578904,152.12176901072232,timepoint3
POC-371,0.6339976593839285,0.00290370709488843,0.23654916274719992,218.3407756588096,87.80510518544635,timepoint3
POC-372,0.7919751265719841,0.0022054220998671205,0.16491497754720272,359.1036503260313,76.45295700596981,timepoint3
POC-373,0.8941493733030978,0.004034832728309303,0.44495841574856365,221.6075444787445,127.13955767775144,timepoint3
POC-375,1.0327640126548847,0.003072294178509758,0.47100153159325087,336.154011513258,172.26386527755287,timepoint3
POC-377,0.71635406114506,0.002571356387520511,0.4434084280675632,278.58995533319313,219.55674987050125,timepoint3
POC-378,0.8047604357161078,0.0028247625644787803,0.320542893972488,284.8948955342024,123.71312016778863,timepoint3
POC-386,0.7618627314158095,0.0034914859438406674,0.2874252000982397,218.20587098734052,88.8903090566519,timepoint3
POC-391,0.5015979309664179,0.0019175151513029665,0.3677300264971432,261.58746679293677,281.97848270959423,timepoint3
POC-395,0.8748293043665538,0.0032012223925303156,0.3113708113583417,273.2797653820826,104.08195204332715,timepoint3
POC-40,0.819758609416553,0.004002317136588871,0.7064350851044274,204.82100279420231,347.92199486483815,timepoint3
POC-42,0.5350848496932086,0.002930263373745772,0.5802736646435606,182.60640135197357,NA,timepoint3
POC-43,0.69709069187344,0.005095125716585027,0.5736768267038412,136.81520940775926,198.19224490210897,timepoint3
POC-44,0.8081534435209069,0.004602375433368314,0.6744228896494745,175.5948542706018,265.96239394292735,timepoint3
POC-45,0.7698376502145935,0.003974327602929027,0.5676337729502937,193.70261516620656,211.43005171569044,timepoint3
POC-47,0.46861831536969367,0.001461628108687378,0.356457371064385,320.6139185367327,375.6836101583124,timepoint3
POC-48,0.9917483676199526,0.004958794325311717,0.6291627685818658,199.99788306557963,164.135882704178,timepoint3
POC-52,0.7957417305561878,0.003439724768441939,0.5386900741060897,231.33877973516692,212.77912477742333,timepoint3
POC-53,0.88331528955152006,0.0025397937963628635,0.616885269489249,347.79015950683885,339.355935375655,timepoint3
POC-55,0.8266285472978127,0.0038193149894881675,0.5523767760333981,216.43371902368034,194.4028560816572,timepoint3
POC-57,0.3607715461460628,0.002216552223664739,0.3849503009509004,162.76248413835285,NA,timepoint3
POC-68,0.9129835953206309,0.0034942744816846183,0.7404110302804272,261.2798737208744,362.16351749497005,timepoint3
POR-209,2.093654378802437,0.009697934117009912,1.0519563199538378,215.88663663225182,125.45848921740935,timepoint3
POR-214,1.6803689099927528,0.007784945791564734,0.742266253987071,215.8485049200333,106.27706940739829,timepoint3
POR-216,2.013604466508366,0.004443360086482073,0.8679998268428871,453.1715700094409,216.4949356883197,timepoint3
POR-221,2.099688192948367,0.016512411457816897,0.628842112561773,127.15818027623001,39.91516396223752,timepoint3
POR-224,1.0930534487381447,0.005766539723602133,0.4279249390067778,189.5510134551465,80.64536370619774,timepoint3
POR-240,1.572939238826146,0.004861767885884046,0.7519948728419553,323.5323601920844,176.10448529692454,timepoint3
POR-242,2.3433781873280135,0.0063187056478550205,1.0185773479895621,370.86364168957743,178.99338960086746,timepoint3
POR-245,1.5836807335423027,0.004076304404580542,0.6361194601525676,388.5089474090112,170.40373627712998,timepoint3
