"","colony_id","Light_Value","Run","micromol.cm2.s","micromol.cm2.h","timepoint"
"59","ACR-175","74",8,-8.47845257864926e-05,-0.305224292831373,"timepoint3"
"60","ACR-175","868",8,6.00333517878611e-05,0.2161200664363,"timepoint3"
"61","ACR-178","0",10,-7.51616711623531e-05,-0.270582016184471,"timepoint3"
"62","ACR-178","1018",10,8.90025193859985e-05,0.320409069789595,"timepoint3"
"63","ACR-178","105",10,-4.71387937569746e-05,-0.169699657525109,"timepoint3"
"64","ACR-178","160",10,-1.60396411530951e-05,-0.0577427081511422,"timepoint3"
"65","ACR-178","20",10,-8.93573000568661e-05,-0.321686280204718,"timepoint3"
"66","ACR-178","241",10,8.60402334907688e-06,0.0309744840566768,"timepoint3"
"67","ACR-178","504",10,5.59124904258188e-05,0.201284965532948,"timepoint3"
"68","ACR-178","723",10,8.07738749535307e-05,0.290785949832711,"timepoint3"
"69","ACR-178","74",10,-5.06039687621883e-05,-0.182174287543878,"timepoint3"
"70","ACR-178","868",10,8.88387383890566e-05,0.319819458200604,"timepoint3"
"71","ACR-186","0",10,-0.000136955165804381,-0.493038596895772,"timepoint3"
"72","ACR-186","1018",10,7.10233291536854e-05,0.255683984953267,"timepoint3"
"73","ACR-186","105",10,-6.86418452175232e-05,-0.247110642783083,"timepoint3"
"74","ACR-186","160",10,-4.09436785867496e-05,-0.147397242912299,"timepoint3"
"75","ACR-186","20",10,-0.000129809649472866,-0.467314738102318,"timepoint3"
"76","ACR-186","241",10,-1.54485586478916e-05,-0.0556148111324097,"timepoint3"
"77","ACR-186","504",10,2.96004916952307e-05,0.10656177010283,"timepoint3"
"78","ACR-186","723",10,5.20295861071378e-05,0.187306509985696,"timepoint3"
"79","ACR-186","74",10,-8.72655166003749e-05,-0.31415585976135,"timepoint3"
"80","ACR-186","868",10,6.26416814278356e-05,0.225510053140208,"timepoint3"
"81","ACR-190","0",10,-0.000115363902077622,-0.41531004747944,"timepoint3"
"82","ACR-190","1018",10,9.46380048807507e-05,0.340696817570702,"timepoint3"
"83","ACR-190","105",10,-5.37097682081822e-05,-0.193355165549456,"timepoint3"
"84","ACR-190","160",10,-1.81443013198175e-05,-0.0653194847513428,"timepoint3"
"85","ACR-190","20",10,-0.000102092161487265,-0.367531781354153,"timepoint3"
"86","ACR-190","241",10,1.03472975627765e-05,0.0372502712259953,"timepoint3"
"87","ACR-190","504",10,6.32975509670497e-05,0.227871183481379,"timepoint3"
"88","ACR-190","723",10,8.49572127583812e-05,0.305845965930172,"timepoint3"
"89","ACR-190","74",10,-6.18686397233234e-05,-0.222727103003964,"timepoint3"
"90","ACR-190","868",10,8.61083629537835e-05,0.309990106633621,"timepoint3"
"91","ACR-210","0",5,-0.000125007231631389,-0.450026033873001,"timepoint3"
"92","ACR-210","1018",5,7.08586876723318e-05,0.255091275620395,"timepoint3"
"93","ACR-210","105",5,-6.90226312766487e-05,-0.248481472595935,"timepoint3"
"94","ACR-210","160",5,-3.95213471237699e-05,-0.142276849645572,"timepoint3"
"95","ACR-210","20",5,-0.000117417506033108,-0.42270302171919,"timepoint3"
"96","ACR-210","241",5,-3.45325530416282e-06,-0.0124317190949862,"timepoint3"
"97","ACR-210","504",5,2.58129094039032e-05,0.0929264738540515,"timepoint3"
"98","ACR-210","723",5,6.15273731748774e-05,0.221498543429559,"timepoint3"
"99","ACR-210","74",5,-9.33781380216107e-05,-0.336161296877798,"timepoint3"
"100","ACR-210","868",5,6.72080763763921e-05,0.241949074955012,"timepoint3"
"101","ACR-213","0",6,-8.10460554739308e-05,-0.291765799706151,"timepoint3"
"102","ACR-213","105",6,1.47125680980811e-05,0.0529652451530918,"timepoint3"
"103","ACR-213","160",6,9.59426542557397e-05,0.345393555320663,"timepoint3"
"104","ACR-213","20",6,-3.85086410679443e-05,-0.1386311078446,"timepoint3"
"105","ACR-213","241",6,8.3065940402269e-05,0.299037385448168,"timepoint3"
"106","ACR-213","504",6,0.000103070857117428,0.371055085622742,"timepoint3"
"107","ACR-213","74",6,-1.06666743931716e-05,-0.0384000278154177,"timepoint3"
"108","ACR-218","0",7,-0.000101395554111736,-0.365023994802248,"timepoint3"
"109","ACR-218","1018",7,6.18338499600889e-05,0.22260185985632,"timepoint3"
"110","ACR-218","105",7,-5.80710474159192e-05,-0.209055770697309,"timepoint3"
"111","ACR-218","160",7,-2.86921762358017e-05,-0.103291834448886,"timepoint3"
"112","ACR-218","20",7,-9.65627626856969e-05,-0.347625945668509,"timepoint3"
"113","ACR-218","241",7,-9.25873946847241e-06,-0.0333314620865007,"timepoint3"
"114","ACR-218","504",7,4.51358668328656e-05,0.162489120598316,"timepoint3"
"115","ACR-218","723",7,6.61471332446025e-05,0.238129679680569,"timepoint3"
"116","ACR-218","74",7,-7.71459334190022e-05,-0.277725360308408,"timepoint3"
"117","ACR-218","868",7,6.44420664933105e-05,0.231991439375918,"timepoint3"
"118","ACR-220","0",4,-0.000142504328150306,-0.513015581341102,"timepoint3"
"119","ACR-220","1018",4,8.10683566511177e-05,0.291846083944024,"timepoint3"
"120","ACR-220","105",4,-6.0544488311082e-05,-0.217960157919895,"timepoint3"
"121","ACR-220","160",4,-2.7805891410131e-05,-0.100101209076472,"timepoint3"
"122","ACR-220","20",4,-0.000114906794506748,-0.413664460224294,"timepoint3"
"123","ACR-220","241",4,2.64342213239739e-06,0.0095163196766306,"timepoint3"
"124","ACR-220","504",4,4.54687104559717e-05,0.163687357641498,"timepoint3"
"125","ACR-220","723",4,6.66215911752085e-05,0.239837728230751,"timepoint3"
"126","ACR-220","74",4,-8.38243631311881e-05,-0.301767707272277,"timepoint3"
"127","ACR-220","868",4,6.57295661129002e-05,0.236626438006441,"timepoint3"
"128","ACR-225","0",7,-4.9199598232916e-05,-0.177118553638498,"timepoint3"
"129","ACR-225","1018",7,7.7663299433623e-05,0.279587877961043,"timepoint3"
"130","ACR-225","105",7,-4.8483892560532e-05,-0.174542013217915,"timepoint3"
"131","ACR-225","160",7,-2.62461536394581e-05,-0.0944861531020492,"timepoint3"
"132","ACR-225","20",7,-5.92844329783341e-05,-0.213423958722003,"timepoint3"
"133","ACR-225","241",7,-2.80428000305998e-05,-0.100954080110159,"timepoint3"
"134","ACR-225","504",7,4.11622298253932e-05,0.148184027371416,"timepoint3"
"135","ACR-225","723",7,5.84355635873734e-05,0.210368028914544,"timepoint3"
"136","ACR-225","74",7,-6.77874652092526e-05,-0.244034874753309,"timepoint3"
"137","ACR-225","868",7,3.5875103632878e-05,0.129150373078361,"timepoint3"
"138","ACR-229","0",4,-0.000142356974184418,-0.512485107063905,"timepoint3"
"139","ACR-229","1018",4,0.000116018725171179,0.417667410616245,"timepoint3"
"140","ACR-229","105",4,-3.17838803659304e-05,-0.11442196931735,"timepoint3"
"141","ACR-229","160",4,7.58564740133403e-06,0.0273083306448025,"timepoint3"
"142","ACR-229","20",4,-8.43966711243486e-05,-0.303828016047655,"timepoint3"
"143","ACR-229","241",4,4.0830129351782e-05,0.146988465666415,"timepoint3"
"144","ACR-229","504",4,7.00086713723384e-05,0.252031216940418,"timepoint3"
"145","ACR-229","723",4,0.000100643400330642,0.36231624119031,"timepoint3"
"146","ACR-229","74",4,-6.14559225182377e-05,-0.221241321065656,"timepoint3"
"147","ACR-229","868",4,9.19961010638169e-05,0.331185963829741,"timepoint3"
"148","ACR-237","0",7,-0.000100868446105031,-0.363126405978111,"timepoint3"
"149","ACR-237","1018",7,0.000100974439993366,0.363507983976116,"timepoint3"
"150","ACR-237","105",7,-5.85156091763884e-05,-0.210656193034998,"timepoint3"
"151","ACR-237","160",7,-2.686810800421e-05,-0.096725188815156,"timepoint3"
"152","ACR-237","20",7,-0.000106982459746452,-0.385136855087227,"timepoint3"
"153","ACR-237","241",7,-1.63549064837517e-05,-0.0588776633415062,"timepoint3"
"154","ACR-237","504",7,5.56358203493242e-05,0.200288953257567,"timepoint3"
"155","ACR-237","723",7,8.08267405600826e-05,0.290976266016298,"timepoint3"
"156","ACR-237","74",7,-7.27731447059589e-05,-0.261983320941452,"timepoint3"
"157","ACR-237","868",7,0.000106763199060339,0.384347516617221,"timepoint3"
"158","ACR-241","0",5,-0.000124914374891979,-0.449691749611123,"timepoint3"
"159","ACR-241","1018",5,0.000103061823415417,0.371022564295502,"timepoint3"
"160","ACR-241","105",5,-7.08959089814283e-05,-0.255225272333142,"timepoint3"
"161","ACR-241","160",5,-3.6546163894022e-05,-0.131566190018479,"timepoint3"
"162","ACR-241","20",5,-0.00010913167424478,-0.392874027281208,"timepoint3"
"163","ACR-241","241",5,1.55694080915537e-06,0.00560498691295932,"timepoint3"
"164","ACR-241","504",5,3.61325955042588e-05,0.130077343815332,"timepoint3"
"165","ACR-241","723",5,7.11497870492195e-05,0.25613923337719,"timepoint3"
"166","ACR-241","74",5,-8.43052012127834e-05,-0.30349872436602,"timepoint3"
"167","ACR-241","868",5,7.66450988687973e-05,0.27592235592767,"timepoint3"
"168","ACR-244","0",5,-0.000101316304274629,-0.364738695388666,"timepoint3"
"169","ACR-244","1018",5,0.000102120279028121,0.367633004501234,"timepoint3"
"170","ACR-244","105",5,-9.1224644903259e-05,-0.328408721651732,"timepoint3"
"171","ACR-244","160",5,-4.63674400091765e-05,-0.166922784033036,"timepoint3"
"172","ACR-244","20",5,-0.000100020604685226,-0.360074176866812,"timepoint3"
"173","ACR-244","241",5,-7.73983281369813e-07,-0.00278633981293133,"timepoint3"
"174","ACR-244","504",5,1.8565658878545e-05,0.0668363719627619,"timepoint3"
"175","ACR-244","723",5,5.64563757266304e-05,0.20324295261587,"timepoint3"
"176","ACR-244","74",5,-9.39654782614255e-05,-0.338275721741132,"timepoint3"
"177","ACR-244","868",5,6.71209751749944e-05,0.24163551062998,"timepoint3"
"178","ACR-265","0",6,-4.48270055037158e-05,-0.161377219813377,"timepoint3"
"179","ACR-265","105",6,9.95325193324008e-05,0.358317069596643,"timepoint3"
"180","ACR-265","160",6,0.000121777584360246,0.438399303696884,"timepoint3"
"181","ACR-265","20",6,-6.90420885098449e-06,-0.0248551518635442,"timepoint3"
"182","ACR-265","241",6,0.000105568560086132,0.380046816310076,"timepoint3"
"183","ACR-265","504",6,0.00012600495022986,0.453617820827498,"timepoint3"
"184","ACR-265","74",6,3.285814522658e-05,0.118289322815688,"timepoint3"
"185","ACR-343","0",3,-0.000110626386213478,-0.398254990368521,"timepoint3"
"186","ACR-343","1018",3,7.71413402244405e-05,0.277708824807986,"timepoint3"
"187","ACR-343","105",3,-1.27506000452789e-05,-0.0459021601630042,"timepoint3"
"188","ACR-343","160",3,4.39882074864649e-06,0.0158357546951274,"timepoint3"
"189","ACR-343","20",3,-5.91307719052034e-05,-0.212870778858732,"timepoint3"
"190","ACR-343","241",3,2.25404701294995e-05,0.0811456924661982,"timepoint3"
"191","ACR-343","504",3,4.5598337928427e-05,0.164154016542337,"timepoint3"
"192","ACR-343","723",3,7.34701524612471e-05,0.26449254886049,"timepoint3"
"193","ACR-343","74",3,-3.17016266249478e-05,-0.114125855849812,"timepoint3"
"194","ACR-343","868",3,7.59946291139347e-05,0.273580664810165,"timepoint3"
"195","ACR-364","0",3,-0.000114654346149909,-0.412755646139671,"timepoint3"
"196","ACR-364","1018",3,0.000103163460899274,0.371388459237388,"timepoint3"
"197","ACR-364","105",3,2.17657255312864e-06,0.00783566119126309,"timepoint3"
"198","ACR-364","160",3,2.49248476994797e-05,0.089729451718127,"timepoint3"
"199","ACR-364","20",3,-6.38109378095889e-05,-0.22971937611452,"timepoint3"
"200","ACR-364","241",3,4.65778598789505e-05,0.167680295564222,"timepoint3"
"201","ACR-364","504",3,9.08475031116153e-05,0.327051011201815,"timepoint3"
"202","ACR-364","723",3,9.48682573056992e-05,0.341525726300517,"timepoint3"
"203","ACR-364","74",3,-2.63589821901004e-05,-0.0948923358843613,"timepoint3"
"204","ACR-364","868",3,0.000101196487231572,0.364307354033658,"timepoint3"
"205","POC-200","0",5,-0.000109327026759273,-0.393577296333381,"timepoint3"
"206","POC-200","1018",5,0.000105030102224197,0.378108368007109,"timepoint3"
"207","POC-200","105",5,-3.22702373124384e-05,-0.116172854324778,"timepoint3"
"208","POC-200","160",5,4.36029870700761e-07,0.00156970753452274,"timepoint3"
"209","POC-200","20",5,-9.00336776638124e-05,-0.324121239589725,"timepoint3"
"210","POC-200","241",5,3.49624698486691e-05,0.125864891455209,"timepoint3"
"211","POC-200","504",5,6.58432677536474e-05,0.23703576391313,"timepoint3"
"212","POC-200","723",5,9.12211519157427e-05,0.328396146896674,"timepoint3"
"213","POC-200","74",5,-6.07585040810542e-05,-0.218730614691795,"timepoint3"
"214","POC-200","868",5,9.70023292258982e-05,0.349208385213233,"timepoint3"
"215","POC-201","0",5,-0.000121805141121893,-0.438498508038813,"timepoint3"
"216","POC-201","1018",5,0.000119093579350839,0.42873688566302,"timepoint3"
"217","POC-201","105",5,-1.25117063626789e-05,-0.0450421429056439,"timepoint3"
"218","POC-201","160",5,3.48334133926655e-05,0.125400288213596,"timepoint3"
"219","POC-201","20",5,-0.000103664548754709,-0.373192375516953,"timepoint3"
"220","POC-201","241",5,6.80519533580463e-05,0.244987032088967,"timepoint3"
"221","POC-201","504",5,8.8334992897586e-05,0.31800597443131,"timepoint3"
"222","POC-201","723",5,0.000114357732146617,0.411687835727822,"timepoint3"
"223","POC-201","74",5,-5.42652136585809e-05,-0.195354769170891,"timepoint3"
"224","POC-201","868",5,0.000111899640258974,0.402838704932308,"timepoint3"
"225","POC-205","0",6,-7.40990546105696e-05,-0.266756596598051,"timepoint3"
"226","POC-205","105",6,8.85773423817158e-05,0.318878432574177,"timepoint3"
"227","POC-205","160",6,0.000131198301587051,0.472313885713385,"timepoint3"
"228","POC-205","20",6,-3.41911977970232e-05,-0.123088312069283,"timepoint3"
"229","POC-205","241",6,0.000136878585689972,0.492762908483898,"timepoint3"
"230","POC-205","504",6,0.000141312039896969,0.508723343629089,"timepoint3"
"231","POC-205","74",6,2.25825610037944e-05,0.0812972196136598,"timepoint3"
"232","POC-207","0",8,-0.000100410181679852,-0.361476654047466,"timepoint3"
"233","POC-207","1018",8,8.52770048140992e-05,0.306997217330757,"timepoint3"
"234","POC-207","105",8,-3.61059923903023e-05,-0.129981572605088,"timepoint3"
"235","POC-207","160",8,-1.51551437105456e-05,-0.0545585173579641,"timepoint3"
"236","POC-207","20",8,-7.96950069753445e-05,-0.28690202511124,"timepoint3"
"237","POC-207","241",8,9.89948508755013e-06,0.0356381463151805,"timepoint3"
"238","POC-207","504",8,5.42310254337167e-05,0.19523169156138,"timepoint3"
"239","POC-207","723",8,8.09367852172667e-05,0.29137242678216,"timepoint3"
"240","POC-207","74",8,-5.69816043587432e-05,-0.205133775691476,"timepoint3"
"241","POC-207","868",8,6.42378260495987e-05,0.231256173778555,"timepoint3"
"242","POC-219","0",4,-0.000100537278433834,-0.361934202361801,"timepoint3"
"243","POC-219","1018",4,4.19940880605449e-05,0.151178717017962,"timepoint3"
"244","POC-219","105",4,-5.98386900400104e-05,-0.215419284144037,"timepoint3"
"245","POC-219","160",4,-3.19455831658584e-05,-0.11500409939709,"timepoint3"
"246","POC-219","20",4,-9.97365747565366e-05,-0.359051669123532,"timepoint3"
"247","POC-219","241",4,-9.46655122471573e-06,-0.0340795844089766,"timepoint3"
"248","POC-219","504",4,2.95433639728312e-05,0.106356110302192,"timepoint3"
"249","POC-219","723",4,4.8133135320464e-05,0.17327928715367,"timepoint3"
"250","POC-219","74",4,-7.88655699348178e-05,-0.283916051765344,"timepoint3"
"251","POC-219","868",4,4.21152106782333e-05,0.15161475844164,"timepoint3"
"252","POC-222","0",5,-0.000100737132056051,-0.362653675401785,"timepoint3"
"253","POC-222","1018",5,0.00010637866970523,0.38296321093883,"timepoint3"
"254","POC-222","105",5,-2.43441713598659e-06,-0.00876390168955172,"timepoint3"
"255","POC-222","160",5,3.13456449015324e-05,0.112844321645517,"timepoint3"
"256","POC-222","20",5,-6.81687324162843e-05,-0.245407436698623,"timepoint3"
"257","POC-222","241",5,5.31677387139725e-05,0.191403859370301,"timepoint3"
"258","POC-222","504",5,7.36917218302992e-05,0.265290198589077,"timepoint3"
"259","POC-222","723",5,9.91993776771197e-05,0.357117759637631,"timepoint3"
"260","POC-222","74",5,-2.49466419932466e-05,-0.0898079111756878,"timepoint3"
"261","POC-222","868",5,0.000109435500248003,0.39396780089281,"timepoint3"
"262","POC-238","0",7,-9.93349112851432e-05,-0.357605680626515,"timepoint3"
"263","POC-238","1018",7,4.45136473733642e-05,0.160249130544111,"timepoint3"
"264","POC-238","105",7,-5.27533507779476e-05,-0.189912062800611,"timepoint3"
"265","POC-238","160",7,-2.79678699083309e-05,-0.100684331669991,"timepoint3"
"266","POC-238","20",7,-8.70434906095394e-05,-0.313356566194342,"timepoint3"
"267","POC-238","241",7,-7.26968354135945e-06,-0.026170860748894,"timepoint3"
"268","POC-238","504",7,3.35798550524998e-05,0.120887478188999,"timepoint3"
"269","POC-238","723",7,5.00663702380457e-05,0.180238932856965,"timepoint3"
"270","POC-238","74",7,-6.99973042752093e-05,-0.251990295390753,"timepoint3"
"271","POC-238","868",7,6.12671399828148e-05,0.220561703938133,"timepoint3"
"272","POC-239","0",6,-3.69118666638763e-05,-0.132882719989954,"timepoint3"
"273","POC-239","105",6,8.21240353802469e-05,0.295646527368889,"timepoint3"
"274","POC-239","160",6,0.00010428566872994,0.375428407427785,"timepoint3"
"275","POC-239","20",6,-1.08243774322702e-05,-0.0389677587561727,"timepoint3"
"276","POC-239","241",6,0.000102521741995235,0.369078271182847,"timepoint3"
"277","POC-239","504",6,0.000108273269492449,0.389783770172815,"timepoint3"
"278","POC-239","74",6,3.6192932976164e-05,0.13029455871419,"timepoint3"
"279","POC-248","0",6,-7.96211997659377e-05,-0.286636319157376,"timepoint3"
"280","POC-248","105",6,4.26977258021074e-05,0.153711812887587,"timepoint3"
"281","POC-248","160",6,8.48114366791812e-05,0.305321172045052,"timepoint3"
"282","POC-248","20",6,-5.08093970001377e-05,-0.182913829200496,"timepoint3"
"283","POC-248","241",6,9.32786806887965e-05,0.335803250479667,"timepoint3"
"284","POC-248","504",6,0.000105319015156924,0.379148454564927,"timepoint3"
"285","POC-248","74",6,-2.49483400928921e-05,-0.0898140243344114,"timepoint3"
"286","POC-254","0",8,-0.00014282820681341,-0.514181544528274,"timepoint3"
"287","POC-254","1018",8,0.000120191326118916,0.432688774028097,"timepoint3"
"288","POC-254","105",8,-6.38544404396756e-05,-0.229875985582832,"timepoint3"
"289","POC-254","160",8,-3.00657771062109e-05,-0.108236797582359,"timepoint3"
"290","POC-254","20",8,-0.000133918977866564,-0.482108320319629,"timepoint3"
"291","POC-254","241",8,7.18554685602209e-06,0.0258679686816795,"timepoint3"
"292","POC-254","504",8,7.79069040678506e-05,0.280464854644262,"timepoint3"
"293","POC-254","723",8,0.000111014721692644,0.399652998093518,"timepoint3"
"294","POC-254","74",8,-9.45941301449473e-05,-0.34053886852181,"timepoint3"
"295","POC-254","868",8,0.000109855681485605,0.39548045334818,"timepoint3"
"296","POC-255","0",4,-0.000116788543554271,-0.420438756795375,"timepoint3"
"297","POC-255","1018",4,0.000114776648115853,0.413195933217071,"timepoint3"
"298","POC-255","105",4,-4.52714469008908e-05,-0.162977208843207,"timepoint3"
"299","POC-255","160",4,-1.24920107132007e-05,-0.0449712385675226,"timepoint3"
"300","POC-255","20",4,-8.72398867286301e-05,-0.314063592223069,"timepoint3"
"301","POC-255","241",4,2.5583335568366e-05,0.0921000080461178,"timepoint3"
"302","POC-255","504",4,8.40619822156908e-05,0.302623135976487,"timepoint3"
"303","POC-255","723",4,0.000104461271456784,0.376060577244423,"timepoint3"
"304","POC-255","74",4,-5.79254652140936e-05,-0.208531674770737,"timepoint3"
"305","POC-255","868",4,0.000111184462315732,0.400264064336635,"timepoint3"
"306","POC-257","0",7,-0.000208208324032269,-0.749549966516168,"timepoint3"
"307","POC-257","1018",7,0.000189498022632139,0.682192881475701,"timepoint3"
"308","POC-257","105",7,-5.89342893126372e-05,-0.212163441525494,"timepoint3"
"309","POC-257","160",7,1.31552828200527e-05,0.0473590181521898,"timepoint3"
"310","POC-257","20",7,-0.000188341661233819,-0.678029980441747,"timepoint3"
"311","POC-257","241",7,6.98469833169998e-05,0.251449139941199,"timepoint3"
"312","POC-257","504",7,0.000180294977090362,0.649061917525303,"timepoint3"
"313","POC-257","723",7,0.000201817091447592,0.726541529211333,"timepoint3"
"314","POC-257","74",7,-0.000103213256303021,-0.371567722690875,"timepoint3"
"315","POC-257","868",7,0.000199603369339345,0.718572129621642,"timepoint3"
"316","POC-259","0",7,-9.07574543640567e-05,-0.326726835710604,"timepoint3"
"317","POC-259","1018",7,6.45981946982673e-05,0.232553500913762,"timepoint3"
"318","POC-259","105",7,-3.38076805720746e-05,-0.121707650059469,"timepoint3"
"319","POC-259","160",7,3.12686813500606e-06,0.0112567252860218,"timepoint3"
"320","POC-259","20",7,-9.66695151585572e-05,-0.348010254570806,"timepoint3"
"321","POC-259","241",7,1.44858891483336e-05,0.0521492009340009,"timepoint3"
"322","POC-259","504",7,5.91800107205856e-05,0.213048038594108,"timepoint3"
"323","POC-259","723",7,6.18978866960121e-05,0.222832392105644,"timepoint3"
"324","POC-259","74",7,-5.6850757531759e-05,-0.204662727114332,"timepoint3"
"325","POC-259","868",7,6.1031772894801e-05,0.219714382421284,"timepoint3"
"326","POC-358","0",1,-7.60230397281277e-05,-0.27368294302126,"timepoint3"
"327","POC-358","1018",1,9.36627113934612e-05,0.33718576101646,"timepoint3"
"328","POC-358","105",1,-3.53094452624703e-05,-0.127114002944893,"timepoint3"
"329","POC-358","160",1,-9.48295402756284e-06,-0.0341386344992262,"timepoint3"
"330","POC-358","20",1,-7.69362458841613e-05,-0.276970485182981,"timepoint3"
"331","POC-358","241",1,1.2960203372388e-05,0.0466567321405969,"timepoint3"
"332","POC-358","504",1,6.98928895549632e-05,0.251614402397868,"timepoint3"
"333","POC-358","723",1,8.28975252936903e-05,0.298431091057285,"timepoint3"
"334","POC-358","74",1,-4.80273369744173e-05,-0.172898413107902,"timepoint3"
"335","POC-358","868",1,9.32068754386442e-05,0.335544751579119,"timepoint3"
"336","POC-359","0",1,-8.50345390431765e-05,-0.306124340555435,"timepoint3"
"337","POC-359","1018",1,0.000175577443118162,0.632078795225384,"timepoint3"
"338","POC-359","105",1,-1.87724483740825e-05,-0.0675808141466972,"timepoint3"
"339","POC-359","160",1,1.70237648913346e-05,0.0612855536088046,"timepoint3"
"340","POC-359","20",1,-6.80263766150521e-05,-0.244894955814188,"timepoint3"
"341","POC-359","241",1,5.01531864088584e-05,0.18055147107189,"timepoint3"
"342","POC-359","504",1,0.000127170673641183,0.457814425108258,"timepoint3"
"343","POC-359","723",1,0.000150920767546996,0.543314763169187,"timepoint3"
"344","POC-359","74",1,-4.50008894111781e-05,-0.162003201880241,"timepoint3"
"345","POC-359","868",1,0.000170121157276872,0.612436166196738,"timepoint3"
"346","POC-366","0",4,-0.00012646438612384,-0.455271790045824,"timepoint3"
"347","POC-366","1018",4,0.000161122574351281,0.580041267664612,"timepoint3"
"348","POC-366","105",4,-2.25746513368533e-05,-0.0812687448126721,"timepoint3"
