colony_id,chla.ug.cm2,chlc2.ug.cm2,timepoint
ACR-139,0.8634153622620551,0.6611890274828984,timepoint3
ACR-140,1.3186980266344537,1.3407112104338605,timepoint3
ACR-145,3.327638566142234,3.4957855221508813,timepoint3
ACR-150,2.5811179053670426,0.7315122305727954,timepoint3
ACR-173,2.0409513318883605,2.311539055155146,timepoint3
ACR-178,1.2890619985866179,0.397501495016247,timepoint3
ACR-190,1.9504141474181629,1.3101186396967184,timepoint3
ACR-213,1.4269654936849807,0.8709810718479135,timepoint3
ACR-220,1.5874825409761644,0.9968814348358415,timepoint3
ACR-237,1.562990779926709,0.4896695551101349,timepoint3
ACR-265,1.566560845655323,0.45616043027753983,timepoint3
ACR-343,1.6924777901441446,0.7742959479675652,timepoint3
POC-205,1.5902520717498647,0.4694301421885711,timepoint3
POC-222,1.6267579982420142,0.5223212712220475,timepoint3
POC-238,0.8842689362195729,0.2924706544510786,timepoint3
POC-239,1.046349892568219,0.33015395739630315,timepoint3
POC-248,1.8020308136768397,1.4026688455798713,timepoint3
POC-255,1.9023725619024596,0.7200560919816787,timepoint3
POC-259,0.718050586454044,0.2364575452468317,timepoint3
POC-358,2.4539922590055965,1.2715406314681104,timepoint3
POC-369,3.3488111042935382,1.5575382349446794,timepoint3
POC-371,2.1557200613155683,1.1800045214563721,timepoint3
POC-391,1.41276083070878,0.7884432108124094,timepoint3
POC-40,3.2937828841554073,2.327093916608544,timepoint3
POC-42,1.4053140916691365,1.6766252687574328,timepoint3
POC-44,1.8354688288521246,0.8881045505015552,timepoint3
POC-47,2.1626149760551705,1.2933709845727763,timepoint3
POC-57,1.2748462406481373,0.9637012633037173,timepoint3
POC-68,2.016186821271103,0.9272598872323639,timepoint3
POR-214,3.5088801199752204,1.6475718314179966,timepoint3
POR-216,5.468636236672557,3.025358519272331,timepoint3
POR-221,4.310121383985358,2.567066783093107,timepoint3
POR-224,5.647690780639159,1.6308055328447868,timepoint3
POR-340,9.850707549537779,5.838943597072241,timepoint3
POR-362,7.7892233248344676,4.305179225427272,timepoint3
POR-383,13.835002841177133,7.370576469100798,timepoint3
POR-384,6.6645713156209565,2.681912809382964,timepoint3
POR-385,11.116212254596892,8.097026666131423,timepoint3
POR-69,8.27458029974664,5.607166232897536,timepoint3
POR-70,8.605846955533597,4.8510235994421675,timepoint3
POR-71,6.961231881932044,2.3878288307430253,timepoint3
POR-73,9.814803601082087,2.3843477679015446,timepoint3
POR-74,10.60585072758656,3.656436323707723,timepoint3
POR-75,8.32991176804789,4.184573435174708,timepoint3
POR-79,11.230475092716587,3.7181928810680644,timepoint3
POR-80,8.939662885814812,2.281600338598302,timepoint3
POR-82,19.58311424715846,15.285219213663378,timepoint3
ACR-175,2.063870748818639,2.4702388977731604,timepoint3
ACR-186,1.6730334086529612,1.8361300444122166,timepoint3
ACR-210,2.298512771221666,1.8009186255277352,timepoint3
ACR-218,2.429139431837855,2.299501568659956,timepoint3
ACR-225,1.274934155934412,0.584312547924072,timepoint3
ACR-229,1.0825052104451658,0.2987692195665202,timepoint3
ACR-241,1.8070956639288347,0.9973469062786382,timepoint3
ACR-244,1.6446990405147814,1.4732542477952806,timepoint3
ACR-364,1.4599093865812334,0.40366825371545384,timepoint3
POC-200,1.5718561096395198,0.4588790445528512,timepoint3
POC-201,2.0425524250284455,1.3012644914297309,timepoint3
POC-207,1.9878951337783546,2.3953932620892684,timepoint3
POC-219,1.204685742618546,1.0687818163421046,timepoint3
POC-254,2.0005648314918454,0.6792554397249838,timepoint3
POC-257,4.375809664326843,2.6906326064964445,timepoint3
POC-359,2.6247922750773482,0.9591677093099875,timepoint3
POC-366,1.782656009758726,0.6417934874212999,timepoint3
POC-372,2.981991460334652,1.2765972170536544,timepoint3
POC-373,2.2069568192197577,0.9244644842270261,timepoint3
POC-375,2.448165137282369,0.9683583504696139,timepoint3
POC-377,1.3191661562938786,0.5805202004074361,timepoint3
POC-395,2.558834425265349,0.8818071325564283,timepoint3
POC-43,2.506197849664782,1.5595293769697314,timepoint3
POC-45,2.260931834176649,1.1746328495567206,timepoint3
POC-48,3.206534524391717,2.074815713299399,timepoint3
POC-52,3.3412412038837718,1.692749553335579,timepoint3
POC-53,1.8076993462219486,0.639286653855149,timepoint3
POC-55,2.320631755081977,1.8317617178111671,timepoint3
POR-209,7.524873283073234,9.010159645838637,timepoint3
POR-240,4.937696993579114,3.3846963849677265,timepoint3
POR-242,5.338297810380638,3.8486912468402346,timepoint3
POR-245,6.707100067439998,7.1412947794550625,timepoint3
POR-251,7.521095331924633,8.725115647897086,timepoint3
POR-253,4.928888857386092,3.3809763892595406,timepoint3
POR-260,3.7550556548882907,2.287761207469102,timepoint3
POR-262,5.288387535940499,3.1987305684141383,timepoint3
POR-338,5.159350469809861,3.0067491038836502,timepoint3
POR-341,6.6517669625880815,2.2875505207559175,timepoint3
POR-349,5.999238861258954,1.9775341427671638,timepoint3
POR-353,4.152009302596229,1.398894454717879,timepoint3
POR-354,6.437127246581473,2.268803814100277,timepoint3
POR-355,5.76429799237884,1.9843866938713335,timepoint3
POR-381,9.04735725015826,3.9993264383726568,timepoint3
POR-72,5.942239258677438,8.513006223471752,timepoint3
POR-76,11.145061670152652,7.021144118280352,timepoint3
POR-81,9.050075789720589,9.332465031278042,timepoint3
POR-83,10.72016009070719,7.059702811020534,timepoint3
POC-378,3.5203255572804646,1.0762994446703782,timepoint3
POC-386,2.759664875097598,0.8603670128348642,timepoint3
POR-357,6.91900017569315,2.8601560458516238,timepoint3
POR-365,7.376037380363278,2.677177904921281,timepoint3
POR-367,3.988893452712571,1.5930346455609126,timepoint3
