colony_id,partner,site,species,AFDW.mg.cm2,timepoint,DW.mg.cm2
POC-255,Host,site2,Pocillopora,2.259790260425773,timepoint3,178.4678049672283
POC-255,Sym,site2,Pocillopora,0.9456353089781809,timepoint3,133.2486117196532
POC-257,Host,site2,Pocillopora,2.5533463342797815,timepoint3,140.75263330078533
POC-259,Host,site2,Pocillopora,0.8884885000964906,timepoint3,33.92886982547933
POC-259,Sym,site2,Pocillopora,0.3736208051687772,timepoint3,18.814693229393583
POC-358,Host,site3,Pocillopora,1.8723013130347297,timepoint3,78.71186725148596
POC-358,Sym,site3,Pocillopora,0.9537534893749435,timepoint3,56.308261796369685
POC-359,Host,site3,Pocillopora,2.2670630598915573,timepoint3,229.2163745012153
POC-359,Sym,site3,Pocillopora,0.9601678841893773,timepoint3,172.78280345609858
POC-366,Host,site3,Pocillopora,1.9254397065625468,timepoint3,157.87289053842704
POC-366,Sym,site3,Pocillopora,1.4811074665866126,timepoint3,119.58593339217126
POC-369,Host,site3,Pocillopora,2.3088702772885323,timepoint3,282.4707002864787
POC-369,Sym,site3,Pocillopora,1.2929673552816447,timepoint3,223.54256988618562
POC-371,Host,site3,Pocillopora,1.6814140926800911,timepoint3,79.02433935837236
POC-371,Sym,site3,Pocillopora,0.7201207831276278,timepoint3,55.08923990926395
POC-372,Host,site3,Pocillopora,2.056710941959422,timepoint3,178.23449768307805
POC-372,Sym,site3,Pocillopora,0.9532691984954864,timepoint3,136.59027256798274
POC-373,Host,site3,Pocillopora,1.1032517140522247,timepoint3,163.44749708869193
POC-373,Sym,site3,Pocillopora,0.07254257845822941,timepoint3,124.22191135186732
POC-375,Host,site3,Pocillopora,1.2042275714038504,timepoint3,53.24496142346329
POC-375,Sym,site3,Pocillopora,1.0719986616026373,timepoint3,38.09451925225242
POC-377,Host,site3,Pocillopora,1.7424965708089215,timepoint3,86.8488739814768
POC-377,Sym,site3,Pocillopora,1.0435065178329714,timepoint3,62.0101187819133
POC-378,Host,site3,Pocillopora,2.0186149499529162,timepoint3,131.5457469686286
POC-378,Sym,site3,Pocillopora,1.0522844384270609,timepoint3,96.27564589131946
POC-386,Host,site3,Pocillopora,1.558524442270292,timepoint3,112.06200877934447
POC-386,Sym,site3,Pocillopora,1.2140085129263183,timepoint3,86.47657430041662
POC-391,Host,site3,Pocillopora,1.579590224712143,timepoint3,143.98576811581665
POC-391,Sym,site3,Pocillopora,0.6944504771707525,timepoint3,107.57607113077567
POC-395,Host,site3,Pocillopora,2.260993951869865,timepoint3,208.04159015805482
POC-395,Sym,site3,Pocillopora,1.325410247647843,timepoint3,157.12192728704662
POC-40,Host,site1,Pocillopora,1.6130283885865857,timepoint3,175.06861289490286
POC-40,Sym,site1,Pocillopora,0.569304137148208,timepoint3,130.710964768924
POC-42,Host,site1,Pocillopora,1.2016650116390584,timepoint3,64.6841579142872
POC-42,Sym,site1,Pocillopora,0.44262768774043526,timepoint3,42.19140951657095
POC-43,Host,site1,Pocillopora,1.250856050920852,timepoint3,58.60611962623482
POC-43,Sym,site1,Pocillopora,0.6802408187030327,timepoint3,40.90214959136997
POC-44,Sym,site1,Pocillopora,0.2930989754299726,timepoint3,106.16565954918411
POC-45,Host,site1,Pocillopora,1.5566557697126187,timepoint3,113.1459189896357
POC-45,Sym,site1,Pocillopora,1.158238978303659,timepoint3,84.63853105363387
POC-47,Host,site1,Pocillopora,0.7456975567683857,timepoint3,186.9236968939763
POC-47,Sym,site1,Pocillopora,0.39770536360982317,timepoint3,139.9916184530083
POC-48,Host,site1,Pocillopora,2.6548660097787775,timepoint3,98.32978947046799
POC-48,Sym,site1,Pocillopora,1.1605557128461694,timepoint3,73.18934615758143
POC-52,Host,site1,Pocillopora,1.3110417858795422,timepoint3,102.01361807238251
POC-52,Sym,site1,Pocillopora,0.9668933170861562,timepoint3,75.70720046043567
POC-53,Host,site1,Pocillopora,2.120094676961522,timepoint3,78.39536054680113
POC-53,Sym,site1,Pocillopora,0.9997920160828953,timepoint3,58.55037608471273
POC-55,Host,site1,Pocillopora,1.9343905738030003,timepoint3,114.10091716216857
POC-55,Sym,site1,Pocillopora,1.4154077369290106,timepoint3,84.7923594936279
POC-57,Host,site1,Pocillopora,0.7806791795951193,timepoint3,76.70505741370125
POC-57,Sym,site1,Pocillopora,0.4461023883400592,timepoint3,53.32497323625341
POC-68,Host,site1,Pocillopora,1.8268194902787802,timepoint3,124.79106905523746
POC-68,Sym,site1,Pocillopora,0.9432089283141611,timepoint3,90.4018570066566
POR-209,Host,site2,Porites,6.221722073145297,timepoint3,737.940788477542
POR-209,Sym,site2,Porites,2.709905614081118,timepoint3,581.4806087284956
POR-214,Host,site2,Porites,5.684115970059483,timepoint3,763.7917837281425
POR-214,Sym,site2,Porites,1.6435997985715105,timepoint3,577.725329197864
POR-216,Host,site2,Porites,8.56355212207708,timepoint3,532.9799284134219
POR-216,Sym,site2,Porites,4.498444247259741,timepoint3,415.7362490078658
POR-221,Host,site2,Porites,6.221491734297166,timepoint3,309.8876236839807
POR-221,Sym,site2,Porites,3.000954836543313,timepoint3,232.42517199062092
POR-224,Host,site2,Porites,5.484910151280471,timepoint3,645.2924893410301
POR-224,Sym,site2,Porites,0.9367486999939888,timepoint3,483.1733360381242
POR-240,Host,site2,Porites,5.222687726762097,timepoint3,332.6533665411031
POR-240,Sym,site2,Porites,2.4291570822149438,timepoint3,243.6799079089809
POR-242,Host,site2,Porites,8.248013784279134,timepoint3,874.9238218597678
POR-242,Sym,site2,Porites,2.9937235217013893,timepoint3,672.7059559272442
POR-245,Sym,site2,Porites,3.37403429460047,timepoint3,331.2070897492156
POR-251,Host,site2,Porites,5.35611764757349,timepoint3,651.7955302700663
POR-251,Sym,site2,Porites,2.189021995095205,timepoint3,511.9240972737731
POR-253,Host,site2,Porites,6.6780630607313425,timepoint3,609.3107590491916
POR-253,Sym,site2,Porites,2.7816064319079232,timepoint3,462.6427033820677
POR-254,Host,NA,NA,NA,timepoint3,NA
POR-260,Host,site2,Porites,4.642443678530615,timepoint3,306.19324875025575
POR-260,Sym,site2,Porites,1.6117162959426925,timepoint3,226.41986159686354
POR-262,Host,site2,Porites,6.432758839176487,timepoint3,883.0622713722827
POR-262,Sym,site2,Porites,4.486436933989744,timepoint3,665.8211720397243
POR-338,Host,site3,Porites,4.610607784300974,timepoint3,316.2511167224503
POR-338,Sym,site3,Porites,2.1696977808475193,timepoint3,234.7205660979461
POR-340,Host,site3,Porites,10.672778297936441,timepoint3,747.0204990968865
POR-340,Sym,site3,Porites,4.109019644705474,timepoint3,572.5363405299314
POR-341,Host,site3,Porites,7.279666405854311,timepoint3,463.78133924949793
POR-341,Sym,site3,Porites,4.266223102965762,timepoint3,345.53472694851314
POR-349,Host,site3,Porites,6.6017518719469965,timepoint3,541.1638338224092
POR-349,Sym,site3,Porites,4.538704411963573,timepoint3,422.76637646454924
POR-353,Host,site3,Porites,3.5628069454718965,timepoint3,226.76971413028355
POR-353,Sym,site3,Porites,1.4554445394268791,timepoint3,162.91545404751213
POR-354,Host,site3,Porites,8.181361416892837,timepoint3,573.8060087530021
POR-354,Sym,site3,Porites,4.320614395326281,timepoint3,433.4914590071856
POR-355,Host,site3,Porites,4.545388369469545,timepoint3,755.5894050281838
POR-355,Sym,site3,Porites,3.7517491303559094,timepoint3,584.3399969841925
POR-357,Host,site3,Porites,5.643147277815505,timepoint3,425.4654373533234
POR-357,Sym,site3,Porites,5.149894404643496,timepoint3,333.026504833611
POR-362,Host,site3,Porites,7.885729635130934,timepoint3,555.4266538050481
POR-362,Sym,site3,Porites,4.634877826362691,timepoint3,426.109883975062
POR-365,Host,site3,Porites,6.791136190207936,timepoint3,369.6991858103066
POR-365,Sym,site3,Porites,6.329058882420628,timepoint3,278.8939936587624
POR-367,Host,site3,Porites,6.347304320530556,timepoint3,342.4592277768015
POR-367,Sym,site3,Porites,3.4962200847512577,timepoint3,252.9949946513249
POR-381,Host,site3,Porites,7.305184984967831,timepoint3,438.9326452238649
POR-381,Sym,site3,Porites,1.1623719755087145,timepoint3,327.00994642931016
POR-383,Host,site3,Porites,7.648133189164359,timepoint3,600.5357573795293
POR-383,Sym,site3,Porites,5.163845954669787,timepoint3,457.9940818820748
POR-384,Host,site3,Porites,6.507297888179964,timepoint3,918.8525681784021
POR-384,Sym,site3,Porites,3.031247623861184,timepoint3,690.3410198447884
POR-385,Host,site3,Porites,7.198833720401433,timepoint3,855.5370455186753
POR-385,Sym,site3,Porites,3.227608964751514,timepoint3,651.6106156412609
POR-69,Host,site1,Porites,5.975802569926352,timepoint3,719.2541397394646
POR-69,Sym,site1,Porites,3.70114223685753,timepoint3,546.7362828297296
POR-70,Host,site1,Porites,6.911946377174817,timepoint3,719.1309593054661
POR-70,Sym,site1,Porites,2.5839051877288077,timepoint3,556.1855916586378
POR-71,Host,site1,Porites,5.179047951967079,timepoint3,502.57717407846087
POR-71,Sym,site1,Porites,2.493615680576678,timepoint3,377.26339529993976
POR-72,Host,site1,Porites,5.304880027089366,timepoint3,731.1872167220502
POR-72,Sym,site1,Porites,2.5463424130028645,timepoint3,542.3210056870147
POR-73,Host,site1,Porites,8.464528267393915,timepoint3,711.8230328667659
POR-73,Sym,site1,Porites,6.668239062557604,timepoint3,546.3878124549273
POR-74,Host,site1,Porites,9.229910383395158,timepoint3,797.5515308982172
POR-74,Sym,site1,Porites,4.1607849982288245,timepoint3,624.3275848705566
POR-75,Host,site1,Porites,5.990988674784058,timepoint3,461.96102524978124
POR-75,Sym,site1,Porites,3.911763193535474,timepoint3,345.6800465350391
POR-76,Host,site1,Porites,9.203668629099015,timepoint3,754.7632128997882
POR-76,Sym,site1,Porites,4.295045360246285,timepoint3,573.668922531965
POR-79,Host,site1,Porites,6.885188196000692,timepoint3,1070.1509175915712
POR-79,Sym,site1,Porites,4.513623372933916,timepoint3,830.4585326365577
POR-80,Host,site1,Porites,8.361423966196979,timepoint3,513.482478141012
POR-80,Sym,site1,Porites,7.320891205959056,timepoint3,396.416968331611
POR-81,Host,site1,Porites,7.095100961886132,timepoint3,680.9543773463705
POR-81,Sym,site1,Porites,3.699588358697875,timepoint3,523.2519100571055
POR-82,Host,site1,Porites,9.394099923983974,timepoint3,1256.8012190556
POR-82,Sym,site1,Porites,5.342186944723477,timepoint3,988.5891564755073
POR-83,Host,site1,Porites,7.035502677696527,timepoint3,537.229132862632
POR-83,Sym,site1,Porites,4.590540754241696,timepoint3,415.7832390972322
