"Plot Title: Mahana 7"
"#","Date Time, GMT-10:00","Temp, °C (LGR S/N: 20444028, SEN S/N: 20444028)","Coupler Detached (LGR S/N: 20444028)","Coupler Attached (LGR S/N: 20444028)","Host Connected (LGR S/N: 20444028)","Stopped (LGR S/N: 20444028)","End Of File (LGR S/N: 20444028)"
1,01/25/22 12:00:00 PM,29.240,Logged,,,,
2,01/25/22 12:10:00 PM,33.469,,,,,
3,01/25/22 12:20:00 PM,30.798,,,,,
4,01/25/22 12:30:00 PM,28.419,,,,,
5,01/25/22 12:40:00 PM,28.493,,,,,
6,01/25/22 12:50:00 PM,28.518,,,,,
7,01/25/22 01:00:00 PM,28.568,,,,,
8,01/25/22 01:10:00 PM,28.617,,,,,
9,01/25/22 01:20:00 PM,28.667,,,,,
10,01/25/22 01:30:00 PM,28.717,,,,,
11,01/25/22 01:40:00 PM,28.692,,,,,
12,01/25/22 01:50:00 PM,28.717,,,,,
13,01/25/22 02:00:00 PM,28.667,,,,,
14,01/25/22 02:10:00 PM,28.642,,,,,
15,01/25/22 02:20:00 PM,28.692,,,,,
16,01/25/22 02:30:00 PM,28.642,,,,,
17,01/25/22 02:40:00 PM,28.642,,,,,
18,01/25/22 02:50:00 PM,28.617,,,,,
19,01/25/22 03:00:00 PM,28.593,,,,,
20,01/25/22 03:10:00 PM,28.617,,,,,
21,01/25/22 03:20:00 PM,28.593,,,,,
22,01/25/22 03:30:00 PM,28.568,,,,,
23,01/25/22 03:40:00 PM,28.518,,,,,
24,01/25/22 03:50:00 PM,28.493,,,,,
25,01/25/22 04:00:00 PM,28.493,,,,,
26,01/25/22 04:10:00 PM,28.468,,,,,
27,01/25/22 04:20:00 PM,28.444,,,,,
28,01/25/22 04:30:00 PM,28.419,,,,,
29,01/25/22 04:40:00 PM,28.394,,,,,
30,01/25/22 04:50:00 PM,28.345,,,,,
31,01/25/22 05:00:00 PM,28.345,,,,,
32,01/25/22 05:10:00 PM,28.320,,,,,
33,01/25/22 05:20:00 PM,28.295,,,,,
34,01/25/22 05:30:00 PM,28.270,,,,,
35,01/25/22 05:40:00 PM,28.245,,,,,
36,01/25/22 05:50:00 PM,28.221,,,,,
37,01/25/22 06:00:00 PM,28.196,,,,,
38,01/25/22 06:10:00 PM,28.171,,,,,
39,01/25/22 06:20:00 PM,28.147,,,,,
40,01/25/22 06:30:00 PM,28.122,,,,,
41,01/25/22 06:40:00 PM,28.122,,,,,
42,01/25/22 06:50:00 PM,28.097,,,,,
43,01/25/22 07:00:00 PM,28.097,,,,,
44,01/25/22 07:10:00 PM,28.072,,,,,
45,01/25/22 07:20:00 PM,28.072,,,,,
46,01/25/22 07:30:00 PM,28.072,,,,,
47,01/25/22 07:40:00 PM,28.072,,,,,
48,01/25/22 07:50:00 PM,28.048,,,,,
49,01/25/22 08:00:00 PM,28.048,,,,,
50,01/25/22 08:10:00 PM,28.072,,,,,
51,01/25/22 08:20:00 PM,28.048,,,,,
52,01/25/22 08:30:00 PM,28.048,,,,,
53,01/25/22 08:40:00 PM,28.048,,,,,
54,01/25/22 08:50:00 PM,28.072,,,,,
55,01/25/22 09:00:00 PM,28.072,,,,,
56,01/25/22 09:10:00 PM,28.072,,,,,
57,01/25/22 09:20:00 PM,28.072,,,,,
58,01/25/22 09:30:00 PM,28.072,,,,,
59,01/25/22 09:40:00 PM,28.072,,,,,
60,01/25/22 09:50:00 PM,28.072,,,,,
61,01/25/22 10:00:00 PM,28.072,,,,,
62,01/25/22 10:10:00 PM,28.072,,,,,
63,01/25/22 10:20:00 PM,28.072,,,,,
64,01/25/22 10:30:00 PM,28.072,,,,,
65,01/25/22 10:40:00 PM,28.072,,,,,
66,01/25/22 10:50:00 PM,28.048,,,,,
67,01/25/22 11:00:00 PM,28.048,,,,,
68,01/25/22 11:10:00 PM,28.023,,,,,
69,01/25/22 11:20:00 PM,27.998,,,,,
70,01/25/22 11:30:00 PM,27.998,,,,,
71,01/25/22 11:40:00 PM,27.998,,,,,
72,01/25/22 11:50:00 PM,27.998,,,,,
73,01/26/22 12:00:00 AM,27.998,,,,,
74,01/26/22 12:10:00 AM,27.998,,,,,
75,01/26/22 12:20:00 AM,27.974,,,,,
76,01/26/22 12:30:00 AM,27.974,,,,,
77,01/26/22 12:40:00 AM,27.974,,,,,
78,01/26/22 12:50:00 AM,27.949,,,,,
79,01/26/22 01:00:00 AM,27.949,,,,,
80,01/26/22 01:10:00 AM,27.949,,,,,
81,01/26/22 01:20:00 AM,27.949,,,,,
82,01/26/22 01:30:00 AM,27.949,,,,,
83,01/26/22 01:40:00 AM,27.949,,,,,
84,01/26/22 01:50:00 AM,27.949,,,,,
85,01/26/22 02:00:00 AM,27.949,,,,,
86,01/26/22 02:10:00 AM,27.949,,,,,
87,01/26/22 02:20:00 AM,27.924,,,,,
88,01/26/22 02:30:00 AM,27.924,,,,,
89,01/26/22 02:40:00 AM,27.924,,,,,
90,01/26/22 02:50:00 AM,27.974,,,,,
91,01/26/22 03:00:00 AM,28.023,,,,,
92,01/26/22 03:10:00 AM,28.023,,,,,
93,01/26/22 03:20:00 AM,28.048,,,,,
94,01/26/22 03:30:00 AM,28.048,,,,,
95,01/26/22 03:40:00 AM,28.048,,,,,
96,01/26/22 03:50:00 AM,28.023,,,,,
97,01/26/22 04:00:00 AM,28.023,,,,,
98,01/26/22 04:10:00 AM,28.023,,,,,
99,01/26/22 04:20:00 AM,28.023,,,,,
100,01/26/22 04:30:00 AM,28.023,,,,,
101,01/26/22 04:40:00 AM,28.048,,,,,
102,01/26/22 04:50:00 AM,28.023,,,,,
103,01/26/22 05:00:00 AM,28.023,,,,,
104,01/26/22 05:10:00 AM,28.023,,,,,
