well,colony_id
A1,Blank
A2,Blank
A3,POC-394
A4,POC-394
A5,ACR-368
A6,ACR-368
A7,POC-359
A8,POC-359
A9,POR-367
A10,POR-367
A11,POR-353
A12,POR-353
B1,ACR-360
B2,ACR-360
B3,POC-255
B4,POC-255
B5,POC-239
B6,POC-239
B7,POC-200
B8,POC-200
B9,POC-201
B10,POC-201
B11,POR-242
B12,POR-242
C1,ACR-258
C2,ACR-258
C3,ACR-244
C4,ACR-244
C5,POC-248
C6,POC-248
C7,POC-207
C8,POC-207
C9,ACR-265
C10,ACR-265
C11,POR-355
C12,POR-355
D1,ACR-237
D2,ACR-237
D3,POC-257
D4,POC-257
D5,ACR-229
D6,ACR-229
D7,POC-219
D8,POC-219
D9,POR-260
D10,POR-260
D11,ACR-225
D12,ACR-225
E1,POR-245
E2,POR-245
E3,POR-253
E4,POR-253
E5,POR-240
E6,POR-240
E7,POR-262
E8,POR-262
E9,POR-236
E10,POR-236
E11,POR-216
E12,POR-216
F1,POC-215
F2,POC-215
F3,POC-222
F4,POC-222
F5,POC-254
F6,POC-254
F7,POC-217
F8,POC-217
F9,POR-224
F10,POR-224
F11,POR-206
F12,POR-206
G1,POC-259
G2,POC-259
G3,POR-384
G4,POR-384
G5,ACR-364
G6,ACR-364
G7,POC-205
G8,POC-205
G9,POC-372
G10,POC-372
G11,POR-221
G12,POR-221
H1,POR-235
H2,POR-235
H3,ACR-350
H4,ACR-350
H5,POR-383
H6,POR-383
H7,ACR-343
H8,ACR-343
H9,POC-377
H10,POC-377
H11,ACR-347
H12,ACR-347
