well,colony_id
A1,Blank
A2,Blank
A3,POC-41
A4,POC-41
A5,POR-80
A6,POR-80
A7,POR-70
A8,POR-70
A9,POR-81
A10,POR-81
A11,POC-43
A12,POC-43
B1,POR-71
B2,POR-71
B3,ACR-139
B4,ACR-139
B5,ACR-178
B6,ACR-178
B7,POC-56
B8,POC-56
B9,ACR-145
B10,ACR-145
B11,POC-40
B12,POC-40
C1,POC-44
C2,POC-44
C3,POC-68
C4,POC-68
C5,POR-69
C6,POR-69
C7,POR-79
C8,POR-79
C9,POC-45
C10,POC-45
C11,POR-77
C12,POR-77
D1,POC-47
D2,POC-47
D3,NA
D4,NA
D5,NA
D6,NA
D7,NA
D8,NA
D9,NA
D10,NA
D11,NA
D12,NA
E1,NA
E2,NA
E3,NA
E4,NA
E5,NA
E6,NA
E7,NA
E8,NA
E9,NA
E10,NA
E11,NA
E12,NA
F1,NA
F2,NA
F3,NA
F4,NA
F5,NA
F6,NA
F7,NA
F8,NA
F9,NA
F10,NA
F11,NA
F12,NA
G1,NA
G2,NA
G3,NA
G4,NA
G5,NA
G6,NA
G7,NA
G8,NA
G9,NA
G10,NA
G11,NA
G12,NA
H1,NA
H2,NA
H3,NA
H4,NA
H5,NA
H6,NA
H7,NA
H8,NA
H9,NA
H10,NA
H11,NA
H12,NA
