sample_uid	sample_name	fastq_fwd_file_name	fastq_fwd_sha256_file_hash	fastq_rev_file_name	fastq_rev_sha256_file_hash	data_set_uid	data_set_name	raw_contigs	post_qc_absolute_seqs	post_qc_unique_seqs	post_taxa_id_absolute_symbiodiniaceae_seqs	post_taxa_id_unique_symbiodiniaceae_seqs	size_screening_violation_absolute	size_screening_violation_unique	post_taxa_id_absolute_non_symbiodiniaceae_seqs	post_taxa_id_unique_non_symbiodiniaceae_seqs	post_med_absolute	post_med_unique	noName Clade A	noName Clade B	noName Clade C	noName Clade D	noName Clade E	noName Clade F	noName Clade G	noName Clade H	noName Clade I	sample_type	host_phylum	host_class	host_order	host_family	host_genus	host_species	collection_latitude	collection_longitude	collection_date	collection_depth
164392	ACR_139_TP2	ACR-139-TP2_S42_L001_R1_001.fastq.gz	f1dff1b6ff7bd94f0ccdd12c0f8b0ee60dfdbcc9d8ed73cd2282f5c783d7852f	ACR-139-TP2_S42_L001_R2_001.fastq.gz	a4edfa4c7b75c56d5459234217b48dca6882576e2367ab593b01214c5838f0a6	833	20230425T191341_rcunning	1.2347282779700635	1.0128556659324852	0.011507169506000808	1.010743021530993	0.011327369982469547	0.0	0.0	0.0021126444014923362	0.00017979952353126263	1.0	0.0003146491661797096	0	0	0	0.008630377129500606	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	acroporidae	acropora	pulchra	-17.47687200	-149.80594000	20200305	2
164463	ACR_244_TP1	ACR-244-TP1_S286_L001_R1_001.fastq.gz	6c85050fe762b61babe1cd2b5862f1da5fb284959b8551794db19e0696a38ec9	ACR-244-TP1_S286_L001_R2_001.fastq.gz	09eced07764ddf2eb1259c023ad06283fd8f0d766c6b0cb46a946211400711b0	833	20230425T191341_rcunning	1.273047751308621	1.0162375814549727	0.015596624292276467	1.0136737528041875	0.015382971904711036	0.0	0.0	0.0025638286507851725	0.00021365238756543105	1.0	0.0004273047751308621	0	0	0	0.009721183634227113	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	acroporidae	acropora	pulchra	-17.48710000	-149.88766000	20200103	2
164408	ACR_173_TP1	ACR-173-TP1_S251_L001_R1_001.fastq.gz	6fbe7bacd8739ad8e41ddc7d75d664565ed188e7ca2d551218a1b948fbe92ef4	ACR-173-TP1_S251_L001_R2_001.fastq.gz	dae93d61d2eb351df53c4f02f6078834eaaa29e3645870cffe88018bc523b313	833	20230425T191341_rcunning	1.2131951253676985	1.014988093570528	0.013097072419106317	1.0142176775458747	0.01295699677826026	0.0	0.0	0.0007704160246533128	0.00014007564084605686	1.0	0.0002801512816921137	0	0	0	0.010715786524723351	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	acroporidae	acropora	pulchra	-17.47687200	-149.80594000	20200110	2
164466	ACR_244_TP4	ACR-244-TP4_S118_L001_R1_001.fastq.gz	941ea3e9bd8b690816a4dafc20ed8af2d10075b9d8cc544ed2900f5a1bb2d729	ACR-244-TP4_S118_L001_R2_001.fastq.gz	13a7ce045df68f3543335a46c81d42af73b351a265e9d33972a74fea8339877d	833	20230425T191341_rcunning	1.214036312849162	1.0090782122905029	0.008379888268156424	1.0090782122905029	0.008379888268156424	0.0	0.0	0.0	0.0	1.0	0.0012220670391061453	0	0	0	0.00960195530726257	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	acroporidae	acropora	pulchra	-17.48710000	-149.88766000	20201030	2
164473	ACR_265_TP1	ACR-265-TP1_S255_L001_R1_001.fastq.gz	0eb8d2671f53a2d22158988e6c52ca79db142e91ecc0fada0fde3acd5c6e1cbd	ACR-265-TP1_S255_L001_R2_001.fastq.gz	a343c1d96cba3ff36465c83553a7ffe30e30cc7e5cdb7cebb07ff85781b16a36	833	20230425T191341_rcunning	1.2402524626909692	1.0186397687724886	0.013271987258892231	1.0132719872588922	0.012800094378576063	0.0	0.0	0.005367781513596414	0.00047189288031616823	1.0	0.00035391966023712616	0	0	0	0.00513183507343833	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	acroporidae	acropora	pulchra	-17.48710000	-149.88766000	20200103	2
164465	ACR_244_TP3	ACR-244-TP3_S134_L001_R1_001.fastq.gz	926c0d7aa69bb598bebc42b06c51e9b6ca5050889f9183566ad931bb28293af5	ACR-244-TP3_S134_L001_R2_001.fastq.gz	d97b3bc1bbd1a4499850dd105dd6c24973db2c806a05063b5865b371118e4bf8	833	20230425T191341_rcunning	1.2811507565850924	1.024970421570459	0.013512672021919173	1.0132635905099945	0.01288996824210723	0.0	0.0	0.011706831060464537	0.0006227037798119435	1.0	0.00037362226788716606	0	0	0	0.006476119310044212	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	acroporidae	acropora	pulchra	-17.48710000	-149.88766000	20200910	2
164434	ACR_193_TP1	ACR-193-TP1_S262_L001_R1_001.fastq.gz	76d72f93523807348d81759db4295498370ab7c9555383fe7cbfe62b2f8667fe	ACR-193-TP1_S262_L001_R2_001.fastq.gz	54cad8a5f3507c9d7b8e6f0deb0444e5277f4ddc4b0fc7286c359c3a6c3adaf4	833	20230425T191341_rcunning	1.2327715521044738	1.017206388423189	0.016147533750992676	1.0117356392835084	0.01570634430424424	0.0	0.0	0.005470749139680579	0.0004411894467484338	1.0	0.0005294273360981205	0	0	0	0.011647401394158652	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	acroporidae	acropora	pulchra	-17.47687200	-149.80594000	20200110	2
164420	ACR_180_TP1	ACR-180-TP1_S261_L001_R1_001.fastq.gz	3a303cb5d07c0191b824c937242f96fdf9ad14f237e5f323630448015cc44b9b	ACR-180-TP1_S261_L001_R2_001.fastq.gz	f5bd3b34fe663aaa215dd665026064a6f459dfbdc462303dac19bf7e3c24ce9e	833	20230425T191341_rcunning	1.2596818810511756	1.0190871369294605	0.014661134163208852	1.0112033195020746	0.013831258644536652	0.0	0.0	0.007883817427385892	0.0008298755186721991	1.0	0.0004149377593360996	0	0	0	0.01189488243430152	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	acroporidae	acropora	pulchra	-17.47687200	-149.80594000	20200110	2
164411	ACR_173_TP4	ACR-173-TP4_S117_L001_R1_001.fastq.gz	bd5a1502f794f042055e752b169cc37afd4b9cec210c748118ea763a65c0e1e3	ACR-173-TP4_S117_L001_R2_001.fastq.gz	56858867af1263660354fae66cfb9b3c355279c9239c408757fec4bf31569543	833	20230425T191341_rcunning	1.199923859248382	1.021047479197259	0.013705335291238374	1.011366726491543	0.013433404035459836	0.0	0.0	0.009680752705715995	0.0002719312557785392	1.0	0.00032631750693424703	0	0	0	0.012400065263501386	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	acroporidae	acropora	pulchra	-17.47687200	-149.80594000	20201101	2
164484	ACR_343_TP4	ACR-343-TP4_S99_L001_R1_001.fastq.gz	d9dedb3c177ff17e64fb4eb46f226c61257f416a437407ac5c57b051bd52ef08	ACR-343-TP4_S99_L001_R2_001.fastq.gz	6e34d806ff7f915238caf93e66f9df55cec1abac7d9aef2408664ae7a94c1ece	833	20230425T191341_rcunning	1.2097385373247442	1.0127889352027284	0.011462675255778704	1.0120310723759	0.011367942402425162	0.0	0.0	0.0007578628268283441	9.473285335354301e-05	1.0	0.0005683971201212581	0	0	0	0.005968169761273209	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	acroporidae	acropora	pulchra	-17.48150000	-149.84908000	20201031	2
164409	ACR_173_TP2	ACR-173-TP2_S31_L001_R1_001.fastq.gz	c03a5d1fdf81067dc335e70c4bd3e02212e689e7ae03f12bd1cb4dcc37c568a7	ACR-173-TP2_S31_L001_R2_001.fastq.gz	968e866368f8cec8a214df3980af56c3d719cf3066d8407e85d341792c0286b1	833	20230425T191341_rcunning	1.1865549551336076	1.016608001586436	0.012046998165683408	1.0131872490208715	0.011898269793267562	0.0	0.0	0.0034207525655644243	0.00014872837241584452	1.0	0.00029745674483168903	0	0	0	0.01288979227603986	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	acroporidae	acropora	pulchra	-17.47687200	-149.80594000	20200305	2
164464	ACR_244_TP2	ACR-244-TP2_S36_L001_R1_001.fastq.gz	06e9c829152f8cd0b88106303ad438fb8993df6b934c8900f370994be1f46220	ACR-244-TP2_S36_L001_R2_001.fastq.gz	6346c1ea1d543e953d1c4ce2b636032f10db20057b047feb2424f52b193f1055	833	20230425T191341_rcunning	1.1962003049138032	1.0176693639810797	0.01340838903873969	1.0171611743090576	0.013330206012274736	0.0	0.0	0.000508189672022204	7.818302646495446e-05	1.0	0.0002736405926273406	0	0	0	0.012900199366717487	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	acroporidae	acropora	pulchra	-17.48710000	-149.88766000	20200303	2
164435	ACR_210_TP3	ACR-210-TP3_S131_L001_R1_001.fastq.gz	b2573fb20db07ce0a54b3fc17f7d447e17a474bf8001c30bb5291683d1979c48	ACR-210-TP3_S131_L001_R2_001.fastq.gz	386538b218ddb829ac9d8d4e1b36296596cd9b52ea788fdf9e731e9aca9c44c6	833	20230425T191341_rcunning	1.2149202800494205	1.0139436371124315	0.013414131905630405	1.0121786197564275	0.013296464081896804	0.0	0.0	0.0017650173560040006	0.00011766782373360004	1.0	0.0003530034712008001	0	0	0	0.013531799729364004	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	acroporidae	acropora	pulchra	-17.48710000	-149.88766000	20200910	2
164429	ACR_187_TP4	ACR-187-TP4_S132_L001_R1_001.fastq.gz	3223552ba338c680ec303219ed21e7b23019c9df366795f45bdfc3b40c36a15e	ACR-187-TP4_S132_L001_R2_001.fastq.gz	6082348c5a11b735a8eae863ce6fa76b62330355b2150dac2066cd4929883783	833	20230425T191341_rcunning	1.1995857195077373	1.0140733520165712	0.011209942731814304	1.0140733520165712	0.011209942731814304	0.0	0.0	0.0	0.0	1.0	0.0003655416108200317	0	0	0	0.013464115998537834	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	acroporidae	acropora	pulchra	-17.47687200	-149.80594000	20201101	2
164395	ACR_140_TP1	ACR-140-TP1_S252_L001_R1_001.fastq.gz	cc8c716151b9c2eb5cfb09750f3f99294d4db1a8a07fc3fb7b0424640f1b1d92	ACR-140-TP1_S252_L001_R2_001.fastq.gz	ad4f2c829adc47b73826fbfb85fdcac485bb976200c1e3f546ed96634e4d6ced	833	20230425T191341_rcunning	1.2197597194239236	1.0182822177449444	0.014924259383628088	1.0142526677113648	0.014700395492873667	0.0	0.0	0.004029550033579583	0.00022386389075442132	1.0	0.0003731064845907022	0	0	0	0.014178046414446683	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	acroporidae	acropora	pulchra	-17.47687200	-149.80594000	20200110	2
164414	ACR_175_TP4	ACR-175-TP4_S100_L001_R1_001.fastq.gz	656f8b8e97adddd9d6946adead3985947c72a038f399c12596de07d1b9a5aae9	ACR-175-TP4_S100_L001_R2_001.fastq.gz	e3ef51b60c5c072ef01fa739822242e3fcbbbcc42b0d1a48b67e7f477778149c	833	20230425T191341_rcunning	1.2616899097621002	1.023438415563108	0.01793038790577757	1.0164068908941755	0.017227235438884332	0.0	0.0	0.00703152466893238	0.000703152466893238	1.0	0.000703152466893238	0	0	0	0.013125512715340442	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	acroporidae	acropora	pulchra	-17.47687200	-149.80594000	20201101	2
164391	ACR_139_TP1	ACR-139-TP1_S231_L001_R1_001.fastq.gz	3725eb379b548e8b7002f59915de62d7cea7121a3041f223a50786c87a654080	ACR-139-TP1_S231_L001_R2_001.fastq.gz	2ccc4e56389ddd5f5dd353a260bd0a6a5ab73c749166a5ea79073ef8d26bf6e2	833	20230425T191341_rcunning	1.2714266432716965	1.0207405407837316	0.0113825527511585	1.0133171368155847	0.011112610788680434	0.0	0.0	0.007423403968146849	0.00026994196247806724	1.0	0.00022495163539838935	0	0	0	0.006883520043190714	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	acroporidae	acropora	pulchra	-17.47687200	-149.80594000	20200110	2
164400	ACR_145_TP2	ACR-145-TP2_S39_L001_R1_001.fastq.gz	2295207d9cc473b80413fe2ca9d354807c4e1e111028e44083fc65b44694b164	ACR-145-TP2_S39_L001_R2_001.fastq.gz	f92908d56c2dfaf739255ce96104e51b3a0a066430384c1d4443106b59244e93	833	20230425T191341_rcunning	1.2884069055944056	1.0198863636363635	0.01333041958041958	1.0114182692307692	0.012729458041958042	0.0	0.0	0.008468094405594406	0.0006009615384615385	1.0	0.0003277972027972028	0	0	0	0.007320804195804196	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	acroporidae	acropora	pulchra	-17.47687200	-149.80594000	20200305	2
164488	ACR_350_TP1	ACR-350-TP1_S269_L001_R1_001.fastq.gz	a28b1057fea3ec7e3d8c8c7ac3ddb53ac7430fbdbdb3b409eed7aac30046caac	ACR-350-TP1_S269_L001_R2_001.fastq.gz	fe8d41f49470a5fc2125d19cbe871f914ac26cd728fa41c96ef6723f17dc6f15	833	20230425T191341_rcunning	1.2315084949373605	1.0172758995480808	0.012699502316801099	1.0114409930781991	0.012299067559064127	0.0	0.0	0.005834906469881586	0.00040043475773697155	1.0	0.0002860248269549797	0	0	0	0.008351924947085407	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	acroporidae	acropora	pulchra	-17.48150000	-149.84908000	20200106	2
164401	ACR_145_TP3	ACR-145-TP3_S135_L001_R1_001.fastq.gz	3a803f7d7397a5f9a391caa7e2eab3654db9b4d54ecb68d93ba3ac53cc7d2b50	ACR-145-TP3_S135_L001_R2_001.fastq.gz	c807ffb11d410ff97864954fb46cc0a27691bd5ba03e593a91aa8bcbe1acd34c	833	20230425T191341_rcunning	1.181045981045981	1.0073710073710074	0.01053001053001053	1.0073710073710074	0.01053001053001053	0.0	0.0	0.0	0.0	1.0	0.0004212004212004212	0	0	0	0.006177606177606178	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	acroporidae	acropora	pulchra	-17.47687200	-149.80594000	20200911	2
164467	ACR_246_TP1	ACR-246-TP1_S250_L001_R1_001.fastq.gz	dbe8d284aa039c4f7b73e6763b68615ee2a32ed9f30f0269d9368c130d329103	ACR-246-TP1_S250_L001_R2_001.fastq.gz	e7a8c0d351eeafe3a86721c7023a904923ac61fad1e5a357c8832411d2167fa9	833	20230425T191341_rcunning	1.1958281184814352	1.0102628285356696	0.012098456403838132	1.0073425114726742	0.011931581143095536	0.0	0.0	0.002920317062995411	0.00016687526074259492	1.0	0.0005006257822277847	0	0	0	0.014601585314977055	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	acroporidae	acropora	pulchra	-17.48710000	-149.88766000	20200103	2
164445	ACR_225_TP3	ACR-225-TP3_S142_L001_R1_001.fastq.gz	586aecd0c67199d86675cb582d73165b2a968ee0873d6f5ee78826f8c6b5530e	ACR-225-TP3_S142_L001_R2_001.fastq.gz	aa8594d3038e08d84b6e011370411001b77613ac076caacaf1e39090763f5c8e	833	20230425T191341_rcunning	1.183367270389026	1.0095380988104168	0.010663380130746972	1.0095380988104168	0.010663380130746972	0.0	0.0	0.0	0.0	1.0	0.00037509377344336085	0	0	0	0.01205658557496517	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	acroporidae	acropora	pulchra	-17.48710000	-149.88766000	20200910	2
164396	ACR_140_TP2	ACR-140-TP2_S38_L001_R1_001.fastq.gz	9068fec7145452b2f99660592d75d7a5388966cd182bdbcc2e40f90c8e997d2a	ACR-140-TP2_S38_L001_R2_001.fastq.gz	dd2269e11b3a6dec149ff874804f1cabc26b4100ac3ef3788e43e8e8da93c2b3	833	20230425T191341_rcunning	1.4660448985330645	1.0274171626751651	0.01443501898111262	1.0108731311805783	0.013591413975722923	0.0	0.0	0.01654403149458687	0.0008436050053896987	1.0	0.00037493555795097716	0	0	0	0.007358110324787927	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	acroporidae	acropora	pulchra	-17.47687200	-149.80594000	20200305	2
164442	ACR_220_TP4	ACR-220-TP4_S102_L001_R1_001.fastq.gz	321fa9d60b7462d9c7fe293c1d5bfdd992cd002434bfc1005b4a3c5daea1801a	ACR-220-TP4_S102_L001_R2_001.fastq.gz	7fa1bab82eac81659215bbe3d8d41703e78e61af4011ec1628715a6b8b11de72	833	20230425T191341_rcunning	1.2195945945945945	1.0114489489489489	0.010135135135135136	1.0109797297297298	0.01004129129129129	0.0	0.0	0.0004692192192192192	9.384384384384384e-05	1.0	0.0007507507507507507	0	0	0	0.012293543543543544	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	acroporidae	acropora	pulchra	-17.48710000	-149.88766000	20201030	2
164446	ACR_225_TP4	ACR-225-TP4_S129_L001_R1_001.fastq.gz	59aed3eac3ac4af7dceed8b0afe60aeda1c762270e4a3adb0b62a4caefb2b955	ACR-225-TP4_S129_L001_R2_001.fastq.gz	d1976b6e7ec876aee2a60ec5a924115cdf344b6a47d420382cecb017764564ed	833	20230425T191341_rcunning	1.1954604409857328	1.0148508430609597	0.010181582360570688	1.0148508430609597	0.010181582360570688	0.0	0.0	0.0	0.0	1.0	0.0003891050583657588	0	0	0	0.01549935149156939	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	acroporidae	acropora	pulchra	-17.48710000	-149.88766000	20201030	2
164443	ACR_225_TP1	ACR-225-TP1_S267_L001_R1_001.fastq.gz	db39531e7e75edbd9ec3b15a6281a29247c697ba5562fc64bd1fb48ff43da70e	ACR-225-TP1_S267_L001_R2_001.fastq.gz	e3d25817d9ee916d50014154c66281a30dd6a5f7cdd81b90a484cdd864a6c3a0	833	20230425T191341_rcunning	1.2255237844248255	1.0208196073263935	0.012715772829094743	1.01825009882725	0.012452233495849256	0.0	0.0	0.0025695084991434972	0.0002635393332454869	1.0	0.0005929634998023455	0.00039530899986823034	0	0	0.006917907497694031	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	acroporidae	acropora	pulchra	-17.48710000	-149.88766000	20200103	2
164476	ACR_265_TP4	ACR-265-TP4_S122_L001_R1_001.fastq.gz	c3cfaee69fd0e8d693416df702b55f3143a7bab19a74843ff82c7fcb9702adbe	ACR-265-TP4_S122_L001_R2_001.fastq.gz	50341c3541ece0d08026056f39cc747df5c1b37dfcdf3b8e7394b0c177b49a74	833	20230425T191341_rcunning	1.1725531278060461	1.0101765938341813	0.009278659084106555	1.0098024543549835	0.009203831188266986	0.0	0.0	0.000374139479197845	7.4827895839569e-05	1.0	0.0004489673750374139	0	0	0	0.008380724334031727	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	acroporidae	acropora	pulchra	-17.48710000	-149.88766000	20201030	2
164398	ACR_140_TP4	ACR-140-TP4_S101_L001_R1_001.fastq.gz	4cc4b752a0c1ae64535658775bb641b8aaa79da27a8c3fa7c63e7381804ab616	ACR-140-TP4_S101_L001_R2_001.fastq.gz	aa2f796c0ba40ba5d8499f4bcb2cb3c476829d2662dd59cb502df7b21c66d138	833	20230425T191341_rcunning	1.2088733798604188	1.0100947158524427	0.009720837487537388	1.0100947158524427	0.009720837487537388	0.0	0.0	0.0	0.0	1.0	0.0007477567298105683	0	0	0	0.009596211365902293	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	acroporidae	acropora	pulchra	-17.47687200	-149.80594000	20201101	2
164475	ACR_265_TP3	ACR-265-TP3_S141_L001_R1_001.fastq.gz	224dd578888bb77348f3e9944a1ebc52d089e30629138feb1da74f4c2721b50b	ACR-265-TP3_S141_L001_R2_001.fastq.gz	84ff02b45f05391284b804a153ecc1834d5137d855ea5d8b1bdf4ca4d5f05e3a	833	20230425T191341_rcunning	1.1916706866055635	1.0162405531435923	0.014029586750281396	1.0112558289114006	0.013667792249557806	0.0	0.0	0.004984724232191671	0.000361794500723589	1.0	0.0002813957227850137	0	0	0	0.01688374336710082	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	acroporidae	acropora	pulchra	-17.48710000	-149.88766000	20200910	2
