well,colony_id
A1,POC-40
A2,POC-40
A3,POR-70
A4,POR-70
A5,POR-81
A6,POR-81
A7,POC-48
A8,POC-48
A9,POR-71
A10,POR-71
A11,ACR-187
A12,ACR-187
B1,ACR-139
B2,ACR-139
B3,POC-41
B4,POC-41
B5,ACR-190
B6,ACR-190
B7,POR-77
B8,POR-77
B9,ACR-234
B10,ACR-234
B11,POR-240
B12,POR-240
C1,POC-371
C2,POC-371
C3,POC-200
C4,POC-200
C5,POR-357
C6,POR-357
C7,POC-248
C8,POC-248
C9,POC-238
C10,POC-238
C11,POC-201
C12,POC-201
D1,POR-262
D2,POR-262
D3,POC-254
D4,POC-254
D5,POC-239
D6,POC-239
D7,POR-242
D8,POR-242
D9,POR-236
D10,POR-236
D11,ACR-243
D12,ACR-243
E1,ACR-237
E2,ACR-237
E3,POR-266
E4,POR-266
E5,ACR-231
E6,ACR-231
E7,POR-260
E8,POR-260
E9,ACR-265
E10,ACR-265
E11,POR-367
E12,POR-367
F1,ACR-351
F2,ACR-351
F3,ACR-225
F4,ACR-225
F5,POR-349
F6,POR-349
F7,POC-386
F8,POC-386
F9,ACR-193
F10,ACR-193
F11,POR-69
F12,POR-69
G1,ACR-140
G2,ACR-140
G3,POC-44
G4,POC-44
G5,ACR-51
G6,ACR-51
G7,POR-385
G8,POR-385
G9,ACR-390
G10,ACR-390
G11,ACR-150
G12,ACR-150
H1,POC-47
H2,POC-47
H3,POR-80
H4,POR-80
H5,POR-75
H6,POR-75
H7,POR-78
H8,POR-78
H9,POR-76
H10,POR-76
H11,POC-56
H12,POC-56
