well,colony_id
A1,Standard1
A2,Standard1
A3,Standard2
A4,Standard2
A5,Standard3
A6,Standard3
A7,Standard4
A8,Standard4
A9,Standard5
A10,Standard5
A11,Standard6
A12,Standard6
B1,Standard7
B2,Standard7
B3,Standard8
B4,Standard8
B5,Standard9
B6,Standard9
B7,Standard10
B8,Standard10
B9,test-1
B10,test-1
B11,POC-52
B12,POC-52
C1,ACR-180
C2,ACR-180
C3,POC-42
C4,POC-42
C5,ACR-186
C6,ACR-186
C7,ACR-173
C8,ACR-173
C9,POC-57
C10,POC-57
C11,POR-83
C12,POR-83
D1,POC-50
D2,POC-50
D3,POR-72
D4,POR-72
D5,POC-45
D6,POC-45
D7,POC-53
D8,POC-53
D9,ACR-145
D10,ACR-145
D11,ACR-185
D12,ACR-185
E1,ACR-256
E2,ACR-256
E3,ACR-228
E4,ACR-228
E5,POC-259
E6,POC-259
E7,POC-68
E8,POC-68
E9,ACR-246
E10,ACR-246
E11,POR-74
E12,POR-74
F1,POC-55
F2,POC-55
F3,POC-377
F4,POC-377
F5,ACR-379
F6,ACR-379
F7,POC-358
F8,POC-358
F9,POC-346
F10,POC-346
F11,POR-214
F12,POR-214
G1,POR-221
G2,POR-221
G3,POC-255
G4,POC-255
G5,ACR-244
G6,ACR-244
G7,POR-209
G8,POR-209
G9,POC-205
G10,POC-205
G11,POC-395
G12,POC-395
H1,POR-383
H2,POR-383
H3,POC-391
H4,POC-391
H5,POR-354
H6,POR-354
H7,POR-365
H8,POR-365
H9,POR-338
H10,POR-338
H11,POC-219
H12,POC-219
