well,colony_id
A1,POC-43
A2,POC-43
A3,POR-79
A4,POR-79
A5,ACR-175
A6,ACR-175
A7,POR-82
A8,POR-82
A9,POR-73
A10,POR-73
A11,ACR-176
A12,ACR-176
B1,ACR-165
B2,ACR-165
B3,POR-340
B4,POR-340
B5,POC-366
B6,POC-366
B7,POC-375
B8,POC-375
B9,POC-359
B10,POC-359
B11,ACR-374
B12,ACR-374
C1,POC-372
C2,POC-372
C3,ACR-396
C4,ACR-396
C5,POR-341
C6,POR-341
C7,ACR-386
C8,ACR-368
C9,POR-381
C10,POR-381
C11,POR-384
C12,POR-384
D1,POC-48
D2,POC-48
D3,POC-369
D4,POC-369
D5,ACR-364
D6,ACR-364
D7,POC-378
D8,POC-378
D9,POR-253
D10,POR-253
D11,ACR-393
D12,ACR-393
E1,ACR-363
E2,ACR-363
E3,POC-313
E4,POC-313
E5,POC-394
E6,POC-394
E7,POR-355
E8,POR-355
E9,ACR-345
E10,ACR-345
E11,POR-362
E12,POR-362
F1,ACR-389
F2,ACR-389
F3,ACR-343
F4,ACR-343
F5,ACR-229
F6,ACR-229
F7,POC-207
F8,POC-207
F9,POC-217
F10,POC-217
F11,POR-224
F12,POR-224
G1,POR-235
G2,POR-235
G3,ACR-350
G4,ACR-350
G5,POR-353
G6,POR-353
G7,ACR-258
G8,ACR-258
G9,POC-222
G10,POC-222
G11,POR-216
G12,POR-216
H1,POR-251
H2,POR-251
H3,ACR-247
H4,ACR-247
H5,POR-245
H6,POR-245
H7,POR-216
H8,POR-216
H9,
H10,
H11,
H12,
