well,colony_id
A1,POR-209
A2,POR-209
A3,ACR-343
A4,ACR-343
A5,POR-266
A6,POR-266
A7,ACR-347
A8,ACR-347
A9,POC-391
A10,POC-391
A11,POR-384
A12,POR-384
B1,POR-383
B2,POR-383
B3,ACR-351
B4,ACR-351
B5,ACR-364
B6,ACR-364
B7,ACR-350
B8,ACR-350
B9,POC-372
B10,POC-372
B11,POR-214
B12,POR-214
C1,POC-377
C2,POC-377
C3,POR-221
C4,POR-221
C5,POR-235
C6,POR-235
C7,POR-338
C8,POR-338
C9,POR-365
C10,POR-365
C11,POR-341
C12,POR-341
D1,POC-375
D2,POC-375
D3,POC-346
D4,POC-346
D5,POC-395
D6,POC-395
D7,POC-371
D8,POC-371
D9,POC-366
D10,POC-366
D11,ACR-396
D12,ACR-396
E1,POC-238
E2,POC-238
E3,POR-385
E4,POR-385
E5,POC-369
E6,POC-369
E7,POR-381
E8,POR-381
E9,POC-373
E10,POC-373
E11,POC-378
E12,POC-378
F1,POR-357
F2,POR-357
F3,POR-340
F4,POR-340
F5,ACR-393
F6,ACR-393
F7,POR-73
F8,POR-73
F9,POC-50
F10,POC-50
F11,POC-386
F12,POC-386
G1,POR-354
G2,POR-354
G3,ACR-173
G4,ACR-173
G5,POC-48
G6,POC-48
G7,ACR-150
G8,ACR-150
G9,ACR-186
G10,ACR-186
G11,POC-42
G12,POC-42
H1,POC-45
H2,POC-45
H3,POR-79
H4,POR-79
H5,ACR-139
H6,ACR-139
H7,POR-71
H8,POR-71
H9,POC-68
H10,POC-68
H11,ACR-145
H12,ACR-145
