"Plot Title: 20715882"
"#","Date Time, GMT-10:00","High Range, μS/cm","Temp, °C","Specific Conductance, μS/cm","Coupler Detached","Coupler Attached","Host Connected","End Of File"
165,10/25/19 08:20:00 PM,45248.8,27.19,54738.1,,,,
166,10/25/19 08:30:00 PM,45265.4,27.29,54646.8,,,,
167,10/25/19 08:40:00 PM,45343.2,27.41,54607.2,,,,
168,10/25/19 08:50:00 PM,45371.0,27.39,54662.9,,,,
169,10/25/19 09:00:00 PM,45315.4,27.34,54651.5,,,,
170,10/25/19 09:10:00 PM,45271.0,27.29,54653.5,,,,
171,10/25/19 09:20:00 PM,45215.6,27.24,54642.3,,,,
172,10/25/19 09:30:00 PM,45193.5,27.19,54671.2,,,,
173,10/25/19 09:40:00 PM,45127.2,27.14,54646.7,,,,
174,10/25/19 09:50:00 PM,45077.6,27.11,54620.1,,,,
175,10/25/19 10:00:00 PM,45160.3,27.15,54675.7,,,,
176,10/25/19 10:10:00 PM,45259.9,27.26,54673.5,,,,
177,10/25/19 10:20:00 PM,45243.3,27.29,54620.1,,,,
178,10/25/19 10:30:00 PM,45271.0,27.35,54586.8,,,,
179,10/25/19 10:40:00 PM,45160.3,27.34,54464.4,,,,
180,10/25/19 10:50:00 PM,45149.3,27.28,54517.7,,,,
181,10/25/19 11:00:00 PM,45116.2,27.20,54566.6,,,,
182,10/25/19 11:10:00 PM,45105.1,27.14,54620.0,,,,
183,10/25/19 11:20:00 PM,45116.2,27.11,54666.9,,,,
184,10/25/19 11:30:00 PM,45088.6,27.12,54622.3,,,,
185,10/25/19 11:40:00 PM,45099.6,27.19,54557.6,,,,
186,10/25/19 11:50:00 PM,45154.8,27.24,54568.8,,,,
187,10/26/19 12:00:00 AM,45160.3,27.37,54431.2,,,,
188,10/26/19 12:10:00 AM,45110.6,27.34,54404.5,,,,
189,10/26/19 12:20:00 AM,45143.7,27.29,54499.8,,,,
190,10/26/19 12:30:00 AM,45088.6,27.23,54499.9,,,,
191,10/26/19 12:40:00 AM,45017.1,27.15,54502.3,,,,
192,10/26/19 12:50:00 AM,45017.1,27.11,54546.8,,,,
193,10/26/19 01:00:00 AM,45006.1,27.13,54511.2,,,,
194,10/26/19 01:10:00 AM,45055.6,27.20,54493.3,,,,
195,10/26/19 01:20:00 AM,45044.6,27.25,54424.5,,,,
196,10/26/19 01:30:00 AM,45165.8,27.36,54448.9,,,,
197,10/26/19 01:40:00 AM,45132.7,27.35,54420.1,,,,
198,10/26/19 01:50:00 AM,45055.6,27.29,54393.5,,,,
199,10/26/19 02:00:00 AM,45000.6,27.22,54404.6,,,,
200,10/26/19 02:10:00 AM,44940.2,27.12,54442.5,,,,
201,10/26/19 02:20:00 AM,44945.7,27.12,54449.2,,,,
202,10/26/19 02:30:00 AM,44929.3,27.18,54362.7,,,,
203,10/26/19 02:40:00 AM,44940.2,27.20,54353.7,,,,
204,10/26/19 02:50:00 AM,45011.6,27.24,54395.7,,,,
205,10/26/19 03:00:00 AM,44978.6,27.28,54311.6,,,,
206,10/26/19 03:10:00 AM,45050.1,27.36,54309.4,,,,
207,10/26/19 03:20:00 AM,45055.6,27.34,54338.2,,,,
208,10/26/19 03:30:00 AM,44951.2,27.26,54300.6,,,,
209,10/26/19 03:40:00 AM,44923.8,27.18,54356.1,,,,
210,10/26/19 03:50:00 AM,44863.6,27.11,54360.8,,,,
211,10/26/19 04:00:00 AM,44814.5,27.09,54323.5,,,,
212,10/26/19 04:10:00 AM,44830.8,27.15,54276.7,,,,
213,10/26/19 04:20:00 AM,44896.4,27.19,54311.8,,,,
214,10/26/19 04:30:00 AM,44962.2,27.24,54336.0,,,,
215,10/26/19 04:40:00 AM,45006.1,27.34,54278.5,,,,
216,10/26/19 04:50:00 AM,44973.1,27.37,54205.6,,,,
217,10/26/19 05:00:00 AM,44956.7,27.29,54274.1,,,,
218,10/26/19 05:10:00 AM,44896.4,27.20,54300.8,,,,
219,10/26/19 05:20:00 AM,44792.7,27.12,54263.8,,,,
220,10/26/19 05:30:00 AM,44792.7,27.09,54297.1,,,,
221,10/26/19 05:40:00 AM,44814.5,27.11,54301.3,,,,
222,10/26/19 05:50:00 AM,44814.5,27.14,54268.1,,,,
223,10/26/19 06:00:00 AM,44874.5,27.24,54230.0,,,,
224,10/26/19 06:10:00 AM,44836.3,27.25,54172.8,,,,
225,10/26/19 06:20:00 AM,44896.4,27.34,54146.2,,,,
226,10/26/19 06:30:00 AM,44863.6,27.34,54106.6,,,,
227,10/26/19 06:40:00 AM,44896.4,27.28,54212.3,,,,
228,10/26/19 06:50:00 AM,44814.5,27.22,54179.6,,,,
229,10/26/19 07:00:00 AM,44770.9,27.17,54182.1,,,,
230,10/26/19 07:10:00 AM,44760.0,27.12,54224.2,,,,
231,10/26/19 07:20:00 AM,44700.1,27.08,54195.9,,,,
232,10/26/19 07:30:00 AM,44754.5,27.17,54162.3,,,,
233,10/26/19 07:40:00 AM,44765.4,27.26,54076.2,,,,
234,10/26/19 07:50:00 AM,44819.9,27.39,53999.0,,,,
235,10/26/19 08:00:00 AM,44825.4,27.37,54027.6,,,,
236,10/26/19 08:10:00 AM,44803.6,27.35,54023.2,,,,
237,10/26/19 08:20:00 AM,44852.7,27.36,54071.5,,,,
238,10/26/19 08:30:00 AM,44830.8,27.36,54045.1,,,,
239,10/26/19 08:40:00 AM,44798.1,27.36,54005.6,,,,
240,10/26/19 08:50:00 AM,44814.5,27.37,54014.4,,,,
241,10/26/19 09:00:00 AM,44776.3,27.37,53968.4,,,,
242,10/26/19 09:10:00 AM,44841.8,27.39,54025.3,,,,
243,10/26/19 09:20:00 AM,44847.2,27.39,54031.9,,,,
244,10/26/19 09:30:00 AM,44798.1,27.41,53950.8,,,,
245,10/26/19 09:40:00 AM,44792.7,27.41,53944.3,,,,
246,10/26/19 09:50:00 AM,44830.8,27.41,53990.1,,,,
247,10/26/19 10:00:00 AM,44792.7,27.41,53944.3,,,,
248,10/26/19 10:10:00 AM,44825.4,27.41,53983.6,,,,
249,10/26/19 10:20:00 AM,44825.4,27.41,53983.6,,,,
250,10/26/19 10:30:00 AM,44863.6,27.40,54040.6,,,,
251,10/26/19 10:40:00 AM,44814.5,27.40,53981.5,,,,
252,10/26/19 10:50:00 AM,44776.3,27.40,53935.5,,,,
253,10/26/19 11:00:00 AM,44792.7,27.40,53955.2,,,,
254,10/26/19 11:10:00 AM,44732.8,27.41,53872.1,,,,
255,10/26/19 11:20:00 AM,44841.8,27.44,53970.5,,,,
256,10/26/19 11:30:00 AM,44754.5,27.45,53854.5,,,,
257,10/26/19 11:40:00 AM,44798.1,27.48,53874.1,,,,
258,10/26/19 11:50:00 AM,44770.9,27.51,53808.6,,,,
259,10/26/19 12:00:00 PM,44770.9,27.51,53808.6,,,,
260,10/26/19 12:10:00 PM,44803.6,27.55,53804.2,,,,
261,10/26/19 12:20:00 PM,44830.8,27.57,53815.1,,,,
262,10/26/19 12:30:00 PM,44819.9,27.53,53845.6,,,,
263,10/26/19 12:40:00 PM,44819.9,27.55,53823.8,,,,
264,10/26/19 12:50:00 PM,44836.3,27.53,53865.3,,,,
265,10/26/19 01:00:00 PM,44836.3,27.53,53865.3,,,,
266,10/26/19 01:07:32 PM,,,,,Logged,,
267,10/26/19 01:07:37 PM,,,,,,Logged,
268,10/26/19 01:09:49 PM,,,,Logged,,,
269,10/26/19 01:10:00 PM,0.0,24.33,0.0,,,,
270,10/26/19 01:20:00 PM,0.0,23.66,0.0,,,,
271,10/26/19 01:30:00 PM,0.0,23.47,0.0,,,,
272,10/26/19 01:40:00 PM,44242.1,29.40,51198.8,,,,
273,10/26/19 01:50:00 PM,45465.7,29.57,52452.6,,,,
274,10/26/19 02:00:00 PM,45933.0,29.56,53016.2,,,,
275,10/26/19 02:10:00 PM,45678.7,29.46,52840.8,,,,
276,10/26/19 02:20:00 PM,45022.6,29.38,52178.1,,,,
277,10/26/19 02:30:00 PM,45566.4,29.28,52926.9,,,,
278,10/26/19 02:40:00 PM,45673.1,29.22,53128.0,,,,
279,10/26/19 02:50:00 PM,44945.7,29.13,52389.1,,,,
280,10/26/19 03:00:00 PM,44825.4,29.10,52293.8,,,,
281,10/26/19 03:10:00 PM,44376.1,29.05,51834.8,,,,
282,10/26/19 03:20:00 PM,44220.8,29.01,51708.2,,,,
283,10/26/19 03:30:00 PM,43860.1,28.99,51320.4,,,,
284,10/26/19 03:40:00 PM,43744.5,28.94,51249.6,,,,
285,10/26/19 03:50:00 PM,43587.5,28.94,51079.2,,,,
286,10/26/19 04:00:00 PM,43384.9,28.97,50825.0,,,,
287,10/26/19 04:10:00 PM,43142.8,29.07,50454.5,,,,
288,10/26/19 04:20:00 PM,43050.6,29.17,50260.2,,,,
289,10/26/19 04:30:00 PM,42801.4,29.22,49933.1,,,,
290,10/26/19 04:40:00 PM,42761.0,29.15,49968.4,,,,
291,10/26/19 04:50:00 PM,42574.7,29.04,49872.6,,,,
292,10/26/19 05:00:00 PM,42409.7,28.93,49801.2,,,,
293,10/26/19 05:10:00 PM,42230.8,28.83,49703.0,,,,
294,10/26/19 05:20:00 PM,42077.9,28.74,49625.1,,,,
295,10/26/19 05:30:00 PM,41901.4,28.63,49538.6,,,,
296,10/26/19 05:40:00 PM,41735.8,28.56,49424.9,,,,
297,10/26/19 05:50:00 PM,41687.3,28.45,49489.3,,,,
298,10/26/19 06:00:00 PM,41609.9,28.38,49479.8,,,,
299,10/26/19 06:10:00 PM,41475.1,28.30,49411.8,,,,
300,10/26/19 06:20:00 PM,41518.4,28.24,49536.0,,,,
301,10/26/19 06:30:00 PM,41590.6,28.17,49705.1,,,,
302,10/26/19 06:40:00 PM,41619.6,28.11,49813.0,,,,
303,10/26/19 06:50:00 PM,41585.8,28.07,49825.8,,,,
304,10/26/19 07:00:00 PM,41605.1,28.02,49912.3,,,,
305,10/26/19 07:10:00 PM,41609.9,27.99,49961.4,,,,
306,10/26/19 07:20:00 PM,41638.9,27.95,50049.8,,,,
307,10/26/19 07:30:00 PM,41658.3,27.91,50126.7,,,,
308,10/26/19 07:40:00 PM,41634.1,27.88,50141.2,,,,
309,10/26/19 07:50:00 PM,41663.1,27.83,50240.0,,,,
310,10/26/19 08:00:00 PM,41556.9,27.62,50338.6,,,,
311,10/26/19 08:10:00 PM,41566.5,27.50,50486.2,,,,
312,10/26/19 08:20:00 PM,41518.4,27.45,50492.3,,,,
313,10/26/19 08:30:00 PM,41513.6,27.40,50551.1,,,,
314,10/26/19 08:40:00 PM,41446.3,27.34,50544.1,,,,
315,10/26/19 08:50:00 PM,41360.1,27.22,50575.6,,,,
316,10/26/19 09:00:00 PM,41369.7,27.14,50683.3,,,,
317,10/26/19 09:10:00 PM,41293.3,27.09,50654.7,,,,
318,10/26/19 09:20:00 PM,41355.4,27.06,50775.3,,,,
319,10/26/19 09:30:00 PM,41302.8,27.01,50775.9,,,,
320,10/26/19 09:40:00 PM,41269.5,26.95,50810.6,,,,
321,10/26/19 09:50:00 PM,41293.3,26.90,50905.4,,,,
322,10/26/19 10:00:00 PM,41293.3,26.85,50970.9,,,,
323,10/26/19 10:10:00 PM,41369.7,26.82,51110.1,,,,
324,10/26/19 10:20:00 PM,41293.3,26.80,51050.0,,,,
325,10/26/19 10:30:00 PM,41274.3,26.76,51081.8,,,,
326,10/26/19 10:40:00 PM,41240.9,26.73,51085.3,,,,
327,10/26/19 10:50:00 PM,41131.8,26.71,50984.5,,,,
328,10/26/19 11:00:00 PM,41075.0,26.69,50948.4,,,,
329,10/26/19 11:10:00 PM,40999.6,26.68,50878.6,,,,
330,10/26/19 11:20:00 PM,40924.3,26.67,50808.9,,,,
331,10/26/19 11:30:00 PM,40821.3,26.64,50725.6,,,,
332,10/26/19 11:40:00 PM,40797.9,26.60,50751.5,,,,
333,10/26/19 11:50:00 PM,40681.4,26.57,50651.1,,,,
334,10/27/19 12:00:00 AM,40616.4,26.40,50760.9,,,,
335,10/27/19 12:10:00 AM,40533.2,26.30,50774.9,,,,
336,10/27/19 12:20:00 AM,40597.9,26.34,50827.3,,,,
337,10/27/19 12:30:00 AM,40579.4,26.36,50796.4,,,,
338,10/27/19 12:40:00 AM,40597.9,26.35,50843.4,,,,
339,10/27/19 12:50:00 AM,40621.1,26.34,50896.2,,,,
340,10/27/19 01:00:00 AM,40551.6,26.31,50853.9,,,,
341,10/27/19 01:10:00 AM,40625.7,26.30,50970.7,,,,
342,10/27/19 01:20:00 AM,40560.9,26.26,50944.8,,,,
343,10/27/19 01:30:00 AM,40570.1,26.24,50990.8,,,,
344,10/27/19 01:40:00 AM,40551.6,26.20,51023.0,,,,
345,10/27/19 01:50:00 AM,40523.9,26.17,51033.2,,,,
346,10/27/19 02:00:00 AM,40514.7,26.15,51056.0,,,,
347,10/27/19 02:10:00 AM,40514.7,26.12,51101.1,,,,
348,10/27/19 02:20:00 AM,40547.0,26.08,51197.6,,,,
349,10/27/19 02:30:00 AM,40450.2,26.04,51131.1,,,,
350,10/27/19 02:40:00 AM,40487.0,26.03,51201.6,,,,
351,10/27/19 02:50:00 AM,40491.6,26.01,51242.0,,,,
352,10/27/19 03:00:00 AM,40519.3,25.99,51311.7,,,,
353,10/27/19 03:10:00 AM,40500.9,25.99,51301.8,,,,
354,10/27/19 03:20:00 AM,40510.1,25.97,51348.1,,,,
355,10/27/19 03:30:00 AM,40477.8,25.95,51341.8,,,,
356,10/27/19 03:40:00 AM,40464.0,25.92,51369.7,,,,
357,10/27/19 03:50:00 AM,40519.3,25.87,51506.8,,,,
358,10/27/19 04:00:00 AM,40408.8,25.74,51518.9,,,,
359,10/27/19 04:10:00 AM,40317.1,25.63,51533.4,,,,
360,10/27/19 04:20:00 AM,40317.1,25.73,51439.5,,,,
361,10/27/19 04:30:00 AM,40399.6,25.79,51493.7,,,,
362,10/27/19 04:40:00 AM,40358.3,25.80,51443.8,,,,
363,10/27/19 04:50:00 AM,40395.0,25.80,51503.9,,,,
364,10/27/19 05:00:00 AM,40390.4,25.77,51543.6,,,,
365,10/27/19 05:10:00 AM,40422.6,25.76,51608.9,,,,
366,10/27/19 05:20:00 AM,40450.2,25.74,51679.0,,,,
367,10/27/19 05:30:00 AM,40450.2,25.71,51724.8,,,,
368,10/27/19 05:40:00 AM,40431.8,25.70,51725.5,,,,
369,10/27/19 05:50:00 AM,40491.6,25.70,51815.4,,,,
370,10/27/19 06:00:00 AM,40491.6,25.64,51893.7,,,,
371,10/27/19 06:10:00 AM,40510.1,25.66,51909.3,,,,
372,10/27/19 06:20:00 AM,40597.9,25.77,51916.1,,,,
373,10/27/19 06:30:00 AM,40709.3,25.93,51899.1,,,,
374,10/27/19 06:40:00 AM,40844.6,26.15,51848.0,,,,
375,10/27/19 06:50:00 AM,40980.7,26.43,51734.0,,,,
376,10/27/19 07:00:00 AM,41108.1,26.67,51652.5,,,,
377,10/27/19 07:10:00 AM,41250.4,26.85,51653.6,,,,
378,10/27/19 07:20:00 AM,41350.6,27.04,51591.5,,,,
379,10/27/19 07:30:00 AM,41441.5,27.24,51507.7,,,,
380,10/27/19 07:40:00 AM,41499.1,27.34,51487.7,,,,
381,10/27/19 07:50:00 AM,41532.8,27.29,51595.3,,,,
382,10/27/19 08:00:00 AM,41629.3,27.45,51560.5,,,,
383,10/27/19 08:10:00 AM,41585.8,27.63,51332.2,,,,
384,10/27/19 08:20:00 AM,41745.5,27.90,51262.0,,,,
385,10/27/19 08:30:00 AM,41789.2,28.12,51101.9,,,,
386,10/27/19 08:40:00 AM,41852.6,28.28,51028.4,,,,
387,10/27/19 08:50:00 AM,41994.4,28.56,50928.1,,,,
388,10/27/19 09:00:00 AM,42043.4,28.80,50757.1,,,,
389,10/27/19 09:10:00 AM,42072.9,28.91,50694.7,,,,
390,10/27/19 09:20:00 AM,42171.5,29.17,50564.9,,,,
391,10/27/19 09:30:00 AM,42225.9,29.32,50493.1,,,,
392,10/27/19 09:40:00 AM,42230.8,29.37,50462.1,,,,
393,10/27/19 09:50:00 AM,42206.1,29.41,50405.7,,,,
394,10/27/19 10:00:00 AM,42077.9,29.38,50295.4,,,,
395,10/27/19 10:10:00 AM,42048.4,29.41,50243.3,,,,
