"","colony_id","Light_Value","Run","micromol.cm2.s","micromol.cm2.h"
"90","ACR-180","94",11,-4.18000171753128e-05,-0.150480061831126
"91","ACR-185","0",14,-0.000117361195463712,-0.422500303669363
"92","ACR-185","120",14,-2.06876304673458e-05,-0.0744754696824449
"93","ACR-185","175",14,4.67384122365919e-05,0.168258284051731
"94","ACR-185","280",14,3.15625730628012e-05,0.113625263026084
"95","ACR-185","437",14,0.00010372509410631,0.373410338782715
"96","ACR-185","652",14,0.000183688214805246,0.661277573298886
"97","ACR-185","67",14,-6.99595922992632e-05,-0.251854532277347
"98","ACR-185","733",14,0.000142673889694473,0.513626002900104
"99","ACR-185","833",14,0.000200993576275487,0.723576874591752
"100","ACR-185","94",14,-4.78791079199609e-05,-0.172364788511859
"101","ACR-186","0",15,-0.000111662285213556,-0.4019842267688
"102","ACR-186","120",15,-2.42721840074893e-05,-0.0873798624269613
"103","ACR-186","175",15,-7.83936670644778e-06,-0.028221720143212
"104","ACR-186","280",15,1.56160859726833e-05,0.0562179095016599
"105","ACR-186","437",15,6.36926630346065e-05,0.229293586924583
"106","ACR-186","652",15,7.2459881424491e-05,0.260855573128168
"107","ACR-186","67",15,-7.1373750301724e-05,-0.256945501086206
"108","ACR-186","733",15,8.06875762025145e-05,0.290475274329052
"109","ACR-186","833",15,6.95245366652986e-05,0.250288331995075
"110","ACR-186","94",15,-4.57032583026099e-05,-0.164531729889395
"111","ACR-187","0",13,-0.000116418418922026,-0.419106308119293
"112","ACR-187","120",13,-4.48162716580997e-05,-0.161338577969159
"113","ACR-187","175",13,-1.72087825489549e-05,-0.0619516171762377
"114","ACR-187","280",13,1.27070087860175e-05,0.045745231629663
"115","ACR-187","437",13,4.96543740629389e-05,0.17875574662658
"116","ACR-187","652",13,7.69933264910549e-05,0.277175975367798
"117","ACR-187","67",13,-7.99467398442594e-05,-0.287808263439334
"118","ACR-187","733",13,9.30902936255933e-05,0.335125057052136
"119","ACR-187","833",13,0.000108229487085553,0.389626153507991
"120","ACR-187","94",13,-6.46749624349931e-05,-0.232829864765975
"121","ACR-190","0",13,-0.000193402011773333,-0.696247242384
"122","ACR-190","120",13,-0.000111629110662983,-0.401864798386739
"123","ACR-190","175",13,-7.3174587497304e-05,-0.263428514990294
"124","ACR-190","280",13,-3.9978303588503e-05,-0.143921892918611
"125","ACR-190","437",13,1.25042592463716e-05,0.0450153332869378
"126","ACR-190","652",13,7.25493017422296e-05,0.261177486272027
"127","ACR-190","67",13,-0.000161917321710568,-0.582902358158045
"128","ACR-190","733",13,8.32525216041678e-05,0.299709077775004
"129","ACR-190","833",13,0.000114970700510786,0.413894521838831
"130","ACR-190","94",13,-0.000135351103091834,-0.487263971130603
"131","ACR-193","0",12,-0.00012998984004328,-0.467963424155806
"132","ACR-193","120",12,-3.68151433151163e-05,-0.132534515934419
"133","ACR-193","175",12,-6.14685343658559e-06,-0.0221286723717081
"134","ACR-193","280",12,3.24558771556546e-05,0.116841157760357
"135","ACR-193","437",12,7.80012386772168e-05,0.28080445923798
"136","ACR-193","652",12,0.000116109683276747,0.417994859796288
"137","ACR-193","67",12,-9.18078979278464e-05,-0.330508432540247
"138","ACR-193","733",12,0.000125843500918951,0.453036603308222
"139","ACR-193","833",12,0.000162258358066042,0.584130089037753
"140","ACR-193","94",12,-5.89938885203751e-05,-0.21237799867335
"141","ACR-225","0",5,-0.000134164332222375,-0.482991596000549
"142","ACR-225","120",5,-5.87627831981169e-05,-0.211546019513221
"143","ACR-225","175",5,-2.33071075463369e-05,-0.083905587166813
"144","ACR-225","280",5,7.54139324528102e-06,0.0271490156830117
"145","ACR-225","437",5,6.5709033703067e-05,0.236552521331041
"146","ACR-225","652",5,0.000122206199848806,0.439942319455701
"147","ACR-225","67",5,-7.96715053983861e-05,-0.28681741943419
"148","ACR-225","733",5,0.000125492743917117,0.45177387810162
"149","ACR-225","835",5,0.000133544992541845,0.480761973150643
"150","ACR-225","94",5,-5.63447883608978e-05,-0.202841238099232
"151","ACR-228","0",2,-0.000109882361308986,-0.395576500712349
"152","ACR-228","120",2,-2.18261899035699e-05,-0.0785742836528517
"153","ACR-228","175",2,-1.20277586285911e-05,-0.0432999310629279
"154","ACR-228","26",2,-8.80124685383524e-05,-0.316844886738069
"155","ACR-228","280",2,1.80610714841732e-05,0.0650198573430235
"156","ACR-228","437",2,3.67552801330349e-05,0.132319008478926
"157","ACR-228","652",2,6.57427189181622e-05,0.236673788105384
"158","ACR-228","67",2,-8.23968007752576e-05,-0.296628482790927
"159","ACR-228","733",2,7.67028123874605e-05,0.276130124594858
"160","ACR-228","94",2,-4.23231599773727e-05,-0.152363375918542
"161","ACR-229","0",3,-0.00026022507739763,-0.936810278631466
"162","ACR-229","120",3,-9.67339254486724e-05,-0.348242131615221
"163","ACR-229","175",3,-2.52890470428994e-05,-0.0910405693544377
"164","ACR-229","26",3,-0.000221881349620454,-0.798772858633634
"165","ACR-229","280",3,2.70753305412625e-05,0.0974711899485448
"166","ACR-229","437",3,0.000106205507840353,0.382339828225272
"167","ACR-229","652",3,0.000192800204231302,0.694080735232686
"168","ACR-229","67",3,-0.000170506607762584,-0.613823787945303
"169","ACR-229","733",3,0.000228470705744227,0.822494540679216
"170","ACR-229","94",3,-0.000150007628680981,-0.540027463251532
"171","ACR-231","0",4,-0.000222961686162027,-0.802662070183298
"172","ACR-231","120",4,-9.03677912371826e-05,-0.325324048453857
"173","ACR-231","175",4,-5.61372311620877e-05,-0.202094032183516
"174","ACR-231","26",4,-0.000196334265178218,-0.706803354641586
"175","ACR-231","280",4,-1.84200322459197e-05,-0.066312116085311
"176","ACR-231","437",4,6.4243596466446e-05,0.231276947279205
"177","ACR-231","652",4,0.000132368018397405,0.476524866230657
"178","ACR-231","67",4,-0.000148852927220242,-0.535870537992871
"179","ACR-231","733",4,0.000124449613493073,0.448018608575063
"180","ACR-231","94",4,-0.000113042786153504,-0.406954030152615
"181","ACR-234","0",3,-0.000144656187962107,-0.520762276663585
"182","ACR-234","120",3,-6.85181416510673e-05,-0.246665309943842
"183","ACR-234","175",3,-3.21370083482246e-05,-0.115693230053609
"184","ACR-234","26",3,-0.000121764047089137,-0.438350569520893
"185","ACR-234","280",3,-1.55918650362998e-05,-0.0561307141306792
"186","ACR-234","437",3,1.48904565685933e-05,0.053605643646936
"187","ACR-234","652",3,5.45304933881968e-05,0.196309776197508
"188","ACR-234","67",3,-9.81137269051398e-05,-0.353209416858503
"189","ACR-234","733",3,6.25032076632255e-05,0.225011547587612
"190","ACR-234","94",3,-9.29175119221924e-05,-0.334503042919893
"191","ACR-237","0",5,-0.000235322946580049,-0.847162607688177
"192","ACR-237","120",5,-6.96606386911787e-05,-0.250778299288243
"193","ACR-237","175",5,-2.26197787656438e-05,-0.0814312035563178
"194","ACR-237","280",5,6.87018507013011e-05,0.247326662524684
"195","ACR-237","437",5,0.000160719649675178,0.578590738830641
"196","ACR-237","652",5,0.000252961210894429,0.910660359219944
"197","ACR-237","67",5,-0.000146885124301638,-0.528786447485897
"198","ACR-237","733",5,0.000263397737216711,0.948231853980159
"199","ACR-237","835",5,0.000326768806389813,1.17636770300333
"200","ACR-237","94",5,-0.00010285706936491,-0.370285449713676
"201","ACR-243","0",1,-0.000165837597059274,-0.597015349413386
"202","ACR-243","120",1,-9.61546566890125e-05,-0.346156764080445
"203","ACR-243","175",1,-0.000112478654108632,-0.404923154791075
"204","ACR-243","26",1,-0.000140377726430561,-0.505359815150019
"205","ACR-243","280",1,-4.98926556971154e-05,-0.179613560509615
"206","ACR-243","437",1,2.08814422585031e-05,0.075173192130611
"207","ACR-243","652",1,7.13673768641631e-05,0.256922556710987
"208","ACR-243","67",1,-0.000127124682502397,-0.457648857008629
"209","ACR-243","733",1,8.13821430259572e-05,0.292975714893446
"210","ACR-243","94",1,-0.000103971828951966,-0.374298584227078
"211","ACR-244","0",2,-0.00023281684164453,-0.838140629920308
"212","ACR-244","120",2,-5.97869902420223e-05,-0.21523316487128
"213","ACR-244","175",2,-3.06495227362397e-05,-0.110338281850463
"214","ACR-244","26",2,-0.000174741251601585,-0.629068505765708
"215","ACR-244","280",2,2.5267501880798e-05,0.0909630067708729
"216","ACR-244","437",2,6.8737664960346e-05,0.247455593857246
"217","ACR-244","652",2,0.000156505702236577,0.563420528051678
"218","ACR-244","67",2,-0.000120289985120431,-0.43304394643355
"219","ACR-244","733",2,0.000146484354925053,0.52734367773019
"220","ACR-244","94",2,-0.000106916620130815,-0.384899832470934
"221","ACR-246","0",4,-0.000113790746143322,-0.409646686115961
"222","ACR-246","120",4,2.54367076338377e-06,0.00915721474818157
"223","ACR-246","175",4,3.17375645416269e-05,0.114255232349857
"224","ACR-246","26",4,-8.3553438046891e-05,-0.300792376968808
"225","ACR-246","280",4,7.09247380834684e-05,0.255329057100486
"226","ACR-246","437",4,0.000103562154946111,0.372823757806
"227","ACR-246","652",4,0.000140150907996015,0.504543268785654
"228","ACR-246","67",4,-3.87842768273551e-05,-0.139623396578478
"229","ACR-246","733",4,0.000153732065905014,0.553435437258052
"230","ACR-246","94",4,-1.49848020015351e-05,-0.0539452872055264
"231","ACR-247","0",1,-0.00016858500911142,-0.606906032801111
"232","ACR-247","120",1,-7.61424803609524e-05,-0.274112929299429
"233","ACR-247","175",1,-9.27088255192337e-05,-0.333751771869241
"234","ACR-247","26",1,-0.000134164937784781,-0.482993776025211
"235","ACR-247","280",1,-8.48139506762581e-06,-0.0305330222434529
"236","ACR-247","437",1,3.65996819661298e-05,0.131758855078067
"237","ACR-247","652",1,0.000101302341938332,0.364688430977996
"238","ACR-247","67",1,-0.000107837630157243,-0.388215468566073
"239","ACR-247","733",1,0.000101441485852368,0.365189349068524
"240","ACR-247","94",1,-9.70450346286854e-05,-0.349362124663268
"241","ACR-256","0",2,-0.000206979410949877,-0.745125879419558
"242","ACR-256","120",2,-6.67574904303833e-05,-0.24032696554938
"243","ACR-256","175",2,-3.8260254814891e-05,-0.137736917333607
"244","ACR-256","26",2,-0.000156163090596793,-0.562187126148453
"245","ACR-256","280",2,1.71415213800634e-05,0.0617094769682282
"246","ACR-256","437",2,7.6122617943842e-05,0.274041424597831
"247","ACR-256","652",2,0.000149956621709191,0.539843838153087
"248","ACR-256","67",2,-0.000118658088284729,-0.427169117825024
"249","ACR-256","733",2,0.000165872691083714,0.597141687901369
"250","ACR-256","94",2,-9.79976611876532e-05,-0.352791580275552
"251","ACR-258","0",3,-0.000229897109227826,-0.827629593220174
"252","ACR-258","120",3,-0.000124038547609634,-0.446538771394684
"253","ACR-258","175",3,-5.01035807576783e-05,-0.180372890727642
"254","ACR-258","26",3,-0.000195108548818678,-0.702390775747242
"255","ACR-258","280",3,-2.85786067174976e-05,-0.102882984182991
"256","ACR-258","437",3,5.45725686796984e-05,0.196461247246914
"257","ACR-258","652",3,0.000113667974925209,0.409204709730754
"258","ACR-258","67",3,-0.000143690092800041,-0.517284334080148
"259","ACR-258","733",3,0.000134321026759214,0.483555696333172
"260","ACR-258","94",3,-0.000137680804144506,-0.495650894920221
"261","ACR-265","0",4,-0.000121554271551645,-0.437595377585921
"262","ACR-265","120",4,1.65310236279427e-06,0.00595116850605936
"263","ACR-265","175",4,3.43127331307456e-05,0.123525839270684
"264","ACR-265","26",4,-7.9281334420042e-05,-0.285412803912151
"265","ACR-265","280",4,7.21459057341436e-05,0.259725260642917
"266","ACR-265","437",4,9.63911781777479e-05,0.347008241439892
"267","ACR-265","652",4,0.000118386195157847,0.426190302568248
"268","ACR-265","67",4,-3.83313402103679e-05,-0.137992824757325
"269","ACR-265","733",4,0.000122212042968626,0.439963354687054
"270","ACR-265","94",4,-1.15605561710406e-05,-0.0416180022157461
"271","ACR-267","0",2,-0.000165665939061236,-0.596397380620449
"272","ACR-267","120",2,-5.16776772097471e-06,-0.018603963795509
"273","ACR-267","175",2,3.5976739920951e-05,0.129516263715424
"274","ACR-267","26",2,-0.000111147003966601,-0.400129214279763
"275","ACR-267","280",2,6.69099102061109e-05,0.240875676741999
"276","ACR-267","437",2,0.000105002468534085,0.378008886722704
"277","ACR-267","652",2,0.000145275180297069,0.522990649069448
"278","ACR-267","67",2,-5.67988024032598e-05,-0.204475688651735
"279","ACR-267","733",2,0.000160948765946605,0.579415557407779
"280","ACR-267","94",2,-3.25935321057014e-05,-0.117336715580525
"281","ACR-343","0",7,-0.000135353757436403,-0.487273526771051
"282","ACR-343","120",7,-1.98867686190356e-05,-0.0715923670285282
"283","ACR-343","175",7,7.94527299203052e-06,0.0286029827713099
"284","ACR-343","280",7,3.08592212982287e-05,0.111093196673623
"285","ACR-343","437",7,5.52738557562734e-05,0.198985880722584
"286","ACR-343","652",7,8.29324426956021e-05,0.298556793704168
"287","ACR-343","67",7,-7.31631783671053e-05,-0.263387442121579
"288","ACR-343","733",7,9.92699817605595e-05,0.357371934338014
"289","ACR-343","835",7,0.000112755306497149,0.405919103389738
"290","ACR-343","94",7,-4.50533433268814e-05,-0.162192035976773
"291","ACR-345","0",7,-0.00010472372594599,-0.377005413405565
"292","ACR-345","120",7,-4.14267565968057e-05,-0.1491363237485
"293","ACR-345","175",7,-2.12633389736033e-05,-0.0765480203049718
"294","ACR-345","280",7,-7.24551452259989e-06,-0.0260838522813596
"295","ACR-345","437",7,2.16678085270909e-05,0.0780041106975271
"296","ACR-345","652",7,5.31560222082787e-05,0.191361679949803
"297","ACR-345","67",7,-8.04276580986156e-05,-0.289539569155016
"298","ACR-345","733",7,5.71024474654718e-05,0.205568810875699
"299","ACR-345","835",7,8.76298232729705e-05,0.315467363782694
"300","ACR-345","94",7,-5.15350959491103e-05,-0.185526345416797
"301","ACR-350","0",6,-8.21705310393381e-05,-0.295813911741617
"302","ACR-350","120",6,-1.89457315309814e-05,-0.068204633511533
"303","ACR-350","175",6,-4.07132952804454e-06,-0.0146567863009604
"304","ACR-350","280",6,2.32851761248975e-05,0.0838266340496311
"305","ACR-350","437",6,4.87188566516385e-05,0.175387883945899
"306","ACR-350","652",6,6.16819320531648e-05,0.222054955391393
"307","ACR-350","67",6,-4.56139412762753e-05,-0.164210188594591
"308","ACR-350","733",6,6.47870057762295e-05,0.233233220794426
"309","ACR-350","835",6,6.59259665286306e-05,0.23733347950307
"310","ACR-350","94",6,-2.71498252577044e-05,-0.0977393709277357
"311","ACR-351","0",10,-9.29619454410678e-05,-0.334663003587844
"312","ACR-351","120",10,-4.0305872816234e-05,-0.145101142138442
"313","ACR-351","175",10,-8.63741221512537e-06,-0.0310946839744513
"314","ACR-351","280",10,8.10977826461227e-06,0.0291952017526042
"315","ACR-351","437",10,1.37531527291492e-05,0.0495113498249371
"316","ACR-351","652",10,5.368336297832e-05,0.193260106721952
"317","ACR-351","67",10,-6.3905472319875e-05,-0.23005970035155
"318","ACR-351","733",10,5.60073367836283e-05,0.201626412421062
"319","ACR-351","833",10,4.77196382652871e-05,0.171790697755034
"320","ACR-351","94",10,-4.67786527700912e-05,-0.168403149972328
"321","ACR-363","0",8,-0.000140950016898454,-0.507420060834433
"322","ACR-363","120",8,-4.47840201313496e-05,-0.161222472472859
"323","ACR-363","175",8,-2.33711500460697e-05,-0.0841361401658507
"324","ACR-363","280",8,3.70142567516478e-05,0.133251324305932
"325","ACR-363","437",8,9.65731281216532e-05,0.347663261237952
"326","ACR-363","652",8,0.000135156731762218,0.486564234343985
"327","ACR-363","67",8,-9.78027995771577e-05,-0.352090078477768
"328","ACR-363","733",8,0.000151207595361221,0.544347343300397
"329","ACR-363","833",8,0.000166050355531073,0.597781279911864
"330","ACR-363","94",8,-5.94640936269285e-05,-0.214070737056942
"331","ACR-364","0",8,-8.72593358895457e-05,-0.314133609202365
"332","ACR-364","120",8,-1.56394772513141e-05,-0.0563021181047309
"333","ACR-364","175",8,5.35006399528217e-06,0.0192602303830158
"334","ACR-364","280",8,2.11777868414542e-05,0.0762400326292351
"335","ACR-364","437",8,3.89790784546414e-05,0.140324682436709
"336","ACR-364","652",8,5.5749851201779e-05,0.200699464326404
"337","ACR-364","67",8,-4.03808373257398e-05,-0.145371014372663
"338","ACR-364","733",8,6.2647220872926e-05,0.225529995142533
"339","ACR-364","833",8,7.08033928372005e-05,0.254892214213922
"340","ACR-364","94",8,-1.86751915659253e-05,-0.067230689637331
"341","ACR-368","0",8,-0.000107352037850288,-0.386467336261035
"342","ACR-368","120",8,-1.43287686298005e-05,-0.0515835670672819
"343","ACR-368","175",8,1.31660832390652e-05,0.0473978996606347
"344","ACR-368","280",8,4.70720155702998e-05,0.169459256053079
"345","ACR-368","437",8,0.00011778060919475,0.424010193101099
"346","ACR-368","652",8,0.00014560457541547,0.524176471495692
"347","ACR-368","67",8,-5.16733320135446e-05,-0.18602399524876
"348","ACR-368","733",8,0.000159015279369551,0.572455005730384
"349","ACR-368","833",8,0.000160044580986766,0.576160491552358
"350","ACR-368","94",8,-1.52309887908376e-05,-0.0548315596470153
"351","ACR-374","0",10,-0.000158721150510732,-0.571396141838637
"352","ACR-374","120",10,-8.53703057458738e-05,-0.307333100685146
"353","ACR-374","175",10,-6.58850564132149e-05,-0.237186203087574
"354","ACR-374","280",10,-3.25397344125043e-05,-0.117143043885016
"355","ACR-374","437",10,-6.56903650184966e-06,-0.0236485314066588
"356","ACR-374","652",10,5.15780998064587e-05,0.185681159303251
"357","ACR-374","67",10,-0.000123332250569507,-0.443996102050224
"358","ACR-374","733",10,4.48450023508317e-05,0.161442008462994
"359","ACR-374","833",10,6.9074949537779e-05,0.248669818336004
"360","ACR-374","94",10,-0.000105886752855002,-0.381192310278008
"361","ACR-379","0",7,-9.34087634930151e-05,-0.336271548574855
"362","ACR-379","120",7,-9.97308362386796e-06,-0.0359031010459247
"363","ACR-379","175",7,1.55619063064615e-05,0.0560228627032614
"364","ACR-379","280",7,4.01737979815454e-05,0.144625672733563
"365","ACR-379","437",7,6.73738844174233e-05,0.242545983902724
"366","ACR-379","652",7,9.93366633689238e-05,0.357611988128126
"367","ACR-379","67",7,-4.66656599690146e-05,-0.167996375888453
"368","ACR-379","733",7,0.00010016814282945,0.360605314186019
"369","ACR-379","835",7,0.000106542068418702,0.383551446307328
"370","ACR-379","94",7,-2.2843879388665e-05,-0.0822379657991941
"371","ACR-389","0",6,-0.000130876859053823,-0.471156692593763
"372","ACR-389","120",6,-3.45038140555708e-05,-0.124213730600055
"373","ACR-389","175",6,-1.87267386517155e-06,-0.00674162591461759
"374","ACR-389","280",6,6.23431065680084e-05,0.22443518364483
"375","ACR-389","437",6,0.000102374435834553,0.36854796900439
"376","ACR-389","652",6,0.000119373245525496,0.429743683891784
"377","ACR-389","67",6,-8.07301037473488e-05,-0.290628373490456
"378","ACR-389","733",6,0.000114921369335764,0.413716929608751
"379","ACR-389","835",6,9.97089959046215e-05,0.358952385256638
"380","ACR-389","94",6,-5.83936741308346e-05,-0.210217226871005
"381","ACR-390","0",9,-7.13154397214609e-05,-0.256735582997259
"382","ACR-390","120",9,-3.13492566112905e-05,-0.112857323800646
"383","ACR-390","175",9,-7.09257381627778e-06,-0.0255332657386
"384","ACR-390","280",9,1.31466717448514e-05,0.0473280182814651
"385","ACR-390","437",9,4.49470022821819e-05,0.161809208215855
"386","ACR-390","652",9,7.26124739899736e-05,0.261404906363905
"387","ACR-390","67",9,-5.71921475626308e-05,-0.205891731225471
"388","ACR-390","733",9,6.97469847960286e-05,0.251089145265703
"389","ACR-390","833",9,7.43208341624408e-05,0.267555002984787
"390","ACR-390","94",9,-4.65128436392315e-05,-0.167446237101233
"391","ACR-393","0",6,-7.78140778805811e-05,-0.280130680370092
"392","ACR-393","120",6,-1.33106605979545e-05,-0.0479183781526363
"393","ACR-393","175",6,-7.98851530347162e-06,-0.0287586550924978
"394","ACR-393","280",6,1.95367746082412e-05,0.0703323885896685
"395","ACR-393","437",6,6.19355782324608e-05,0.222968081636859
"396","ACR-393","652",6,7.76636337617088e-05,0.279589081542152
"397","ACR-393","67",6,-4.69356815884816e-05,-0.168968453718534
"398","ACR-393","733",6,7.62595695528848e-05,0.274534450390385
"399","ACR-393","835",6,8.88089863725572e-05,0.319712350941206
"400","ACR-393","94",6,-3.31328731162851e-05,-0.119278343218626
"401","ACR-396","0",9,-0.000116464571785459,-0.419272458427653
"402","ACR-396","120",9,-3.040137078199e-05,-0.109444934815164
"403","ACR-396","175",9,-2.57475833566097e-06,-0.00926913000837948
"404","ACR-396","280",9,2.86961481548457e-05,0.103306133357445
"405","ACR-396","437",9,4.91647385174096e-05,0.176993058662675
"406","ACR-396","652",9,7.96870949706248e-05,0.286873541894249
"407","ACR-396","67",9,-5.60111039837079e-05,-0.201639974341348
"408","ACR-396","733",9,8.65104088734684e-05,0.311437471944486
"409","ACR-396","833",9,9.39252753607369e-05,0.338130991298653
"410","ACR-396","94",9,-4.62263655269755e-05,-0.166414915897112
"411","ACR-51","0",11,-0.000142033838504513,-0.511321818616246
"412","ACR-51","120",11,-4.10922947080246e-05,-0.147932260948888
"413","ACR-51","175",11,-1.53282493912837e-05,-0.0551816978086214
"414","ACR-51","280",11,3.4535428753543e-05,0.124327543512755
"415","ACR-51","437",11,9.50450288180102e-05,0.342162103744837
"416","ACR-51","652",11,0.000134095012277951,0.482742044200622
"417","ACR-51","67",11,-9.88288065933138e-05,-0.35578370373593
"418","ACR-51","733",11,0.000149912918610186,0.53968650699667
"419","ACR-51","833",11,0.000144740604334307,0.521066175603505
"420","ACR-51","94",11,-5.01957765626505e-05,-0.180704795625542
"421","POC-200","0",4,-9.85099318124679e-05,-0.354635754524884
"422","POC-200","120",4,-2.26604746412799e-05,-0.0815777087086076
"423","POC-200","175",4,-2.10521437081503e-06,-0.00757877173493411
"424","POC-200","26",4,-7.64173552812e-05,-0.27510247901232
"425","POC-200","280",4,2.51436423839069e-05,0.0905171125820647
"426","POC-200","437",4,4.64200773040592e-05,0.167112278294613
"427","POC-200","652",4,6.39136554295926e-05,0.230089159546534
"428","POC-200","67",4,-5.21422990577781e-05,-0.187712276608001
