"","colony_id","Light_Value","Run","micromol.cm2.s","micromol.cm2.h"
"1","ACR-225","0",5,-0.000134164332222375,-0.482991596000549
"2","ACR-225","120",5,-5.87627831981169e-05,-0.211546019513221
"3","ACR-225","175",5,-2.33071075463369e-05,-0.083905587166813
"4","ACR-225","280",5,7.54139324528102e-06,0.0271490156830117
"5","ACR-225","437",5,6.5709033703067e-05,0.236552521331041
"6","ACR-225","652",5,0.000122206199848806,0.439942319455701
"7","ACR-225","67",5,-7.96715053983861e-05,-0.28681741943419
"8","ACR-225","733",5,0.000125492743917117,0.45177387810162
"9","ACR-225","835",5,0.000133544992541845,0.480761973150643
"10","ACR-225","94",5,-5.63447883608978e-05,-0.202841238099232
"11","ACR-228","0",2,-0.000109882361308986,-0.395576500712349
"12","ACR-228","120",2,-2.18261899035699e-05,-0.0785742836528517
"13","ACR-228","175",2,-1.20277586285911e-05,-0.0432999310629279
"14","ACR-228","26",2,-8.80124685383524e-05,-0.316844886738069
"15","ACR-228","280",2,1.80610714841732e-05,0.0650198573430235
"16","ACR-228","437",2,3.67552801330349e-05,0.132319008478926
"17","ACR-228","652",2,6.57427189181622e-05,0.236673788105384
"18","ACR-228","67",2,-8.23968007752576e-05,-0.296628482790927
"19","ACR-228","733",2,7.67028123874605e-05,0.276130124594858
"20","ACR-228","94",2,-4.23231599773727e-05,-0.152363375918542
"21","ACR-229","0",3,-0.00026022507739763,-0.936810278631466
"22","ACR-229","120",3,-9.67339254486724e-05,-0.348242131615221
"23","ACR-229","175",3,-2.52890470428994e-05,-0.0910405693544377
"24","ACR-229","26",3,-0.000221881349620454,-0.798772858633634
"25","ACR-229","280",3,2.70753305412625e-05,0.0974711899485448
"26","ACR-229","437",3,0.000106205507840353,0.382339828225272
"27","ACR-229","652",3,0.000192800204231302,0.694080735232686
"28","ACR-229","67",3,-0.000170506607762584,-0.613823787945303
"29","ACR-229","733",3,0.000228470705744227,0.822494540679216
"30","ACR-229","94",3,-0.000150007628680981,-0.540027463251532
"31","ACR-231","0",4,-0.000222961686162027,-0.802662070183298
"32","ACR-231","120",4,-9.03677912371826e-05,-0.325324048453857
"33","ACR-231","175",4,-5.61372311620877e-05,-0.202094032183516
"34","ACR-231","26",4,-0.000196334265178218,-0.706803354641586
"35","ACR-231","280",4,-1.84200322459197e-05,-0.066312116085311
"36","ACR-231","437",4,6.4243596466446e-05,0.231276947279205
"37","ACR-231","652",4,0.000132368018397405,0.476524866230657
"38","ACR-231","67",4,-0.000148852927220242,-0.535870537992871
"39","ACR-231","733",4,0.000124449613493073,0.448018608575063
"40","ACR-231","94",4,-0.000113042786153504,-0.406954030152615
"41","ACR-234","0",3,-0.000144656187962107,-0.520762276663585
"42","ACR-234","120",3,-6.85181416510673e-05,-0.246665309943842
"43","ACR-234","175",3,-3.21370083482246e-05,-0.115693230053609
"44","ACR-234","26",3,-0.000121764047089137,-0.438350569520893
"45","ACR-234","280",3,-1.55918650362998e-05,-0.0561307141306792
"46","ACR-234","437",3,1.48904565685933e-05,0.053605643646936
"47","ACR-234","652",3,5.45304933881968e-05,0.196309776197508
"48","ACR-234","67",3,-9.81137269051398e-05,-0.353209416858503
"49","ACR-234","733",3,6.25032076632255e-05,0.225011547587612
"50","ACR-234","94",3,-9.29175119221924e-05,-0.334503042919893
"51","ACR-237","0",5,-0.000235322946580049,-0.847162607688177
"52","ACR-237","120",5,-6.96606386911787e-05,-0.250778299288243
"53","ACR-237","175",5,-2.26197787656438e-05,-0.0814312035563178
"54","ACR-237","280",5,6.87018507013011e-05,0.247326662524684
