colony_id,Am,AQY,Rd,Ik,Ic,timepoint
ACR-139,1.0423651179029103,0.0022471376836441515,0.41105583363115084,646.7876722075476,199.05551128906936,timepoint1
ACR-140,0.7395432278699144,0.0026780705262385426,0.41539997239567894,431.25944180706745,187.4818412567151,timepoint1
ACR-145,0.7092018813140527,0.002476605183126553,0.20588949401340323,369.49425025922477,86.87528595754542,timepoint1
ACR-150,2.034238305802055,0.003363935056195739,0.8398342466770641,854.3781328910068,274.1090072032489,timepoint1
ACR-165,1.0504973036684364,0.004994668937316059,0.38082003998754393,286.5690122046637,81.81016812567873,timepoint1
ACR-173,0.7474725577652196,0.001818345277516137,0.4458120538339193,656.2475379973862,305.4495294932279,timepoint1
ACR-175,0.9520497284691323,0.0015880899867760038,0.4003389323458794,851.5818826869556,277.84708901175765,timepoint1
ACR-176,1.3055734570538913,0.003002417808343334,0.44914428463595285,584.434896706817,159.3186811690594,timepoint1
ACR-180,0.9995955721758394,0.00272945301571266,0.43466012066967524,525.4736698484735,176.84215208914995,timepoint1
ACR-185,1.0620396645394354,0.0021825508755865183,0.34276499459586834,643.6526519721057,165.92715650830314,timepoint1
ACR-186,0.74852928237037,0.0026234490864858783,0.41747577025888893,444.4549957670907,191.72030579387973,timepoint1
ACR-187,0.9700647316599773,0.002189791335064004,0.45740941968988313,651.8767923191813,236.8679105989477,timepoint1
ACR-190,1.2505372820203449,0.0020687391201520693,0.65596983607151,921.5792844637225,372.43887583589077,timepoint1
ACR-193,1.163758808406848,0.0025850709268342258,0.4802262467880052,635.9535586159482,203.94256348046494,timepoint1
ACR-225,1.115013672210117,0.002031282905302169,0.44102938580537837,766.0395575396338,236.3968121475438,timepoint1
ACR-228,0.6787679240054232,0.0022999569150533913,0.38654123174949145,463.1865704885104,204.45590862541354,timepoint1
ACR-229,1.876340048249262,0.004275036233525019,0.8758310897582919,643.7772658919026,231.65618331356148,timepoint1
ACR-231,1.427019776081702,0.0033693304982227103,0.7695447905859099,651.9290903122383,271.2118601156609,timepoint1
ACR-234,0.8308713066743851,0.0021887807300708917,0.5238478131571238,618.9377954673565,308.33739954435464,timepoint1
ACR-237,2.1980874784591324,0.004169761877486882,0.7869898784939346,715.886768755288,202.13733847400596,timepoint1
ACR-243,1.4401751118965893,0.0015058881775919044,0.5650459136567098,1331.5869367935989,407.93324896511547,timepoint1
ACR-244,1.1238176534677344,0.0033335935337241635,0.6075282453909845,519.363228103135,216.62628405335042,timepoint1
ACR-246,1.1003390468456395,0.0038161117382915187,0.4360649565225667,402.60980514581513,124.46013198230996,timepoint1
ACR-247,1.162285487046622,0.0017657493360718852,0.5093502947773847,946.7005014102142,320.9182810282274,timepoint1
ACR-256,1.4219122116811613,0.003096047870844697,0.6492513272264863,668.9701275008292,235.70907500963247,timepoint1
ACR-258,1.3150600929629175,0.0027422315392968705,0.6923945063316626,732.0514590133068,296.9920285467301,timepoint1
ACR-265,0.9550968329190362,0.004420123075959328,0.45069052958598277,318.04258350881145,115.64887303223117,timepoint1
ACR-267,1.255175300947212,0.005330001308633746,0.6129419431344985,350.49095411208634,131.77951826262924,timepoint1
ACR-343,0.9196539950095707,0.0035236420801296056,0.5047784726371111,404.25004448643904,171.37744388911048,timepoint1
ACR-345,0.6908131533359968,0.0013569097723960474,0.338848634211083,758.8284854997329,286.56201800299,timepoint1
ACR-350,0.6474375989792909,0.0021962043487910167,0.3336109592071288,446.7018557387316,177.24554298829412,timepoint1
ACR-351,0.5495280129910989,0.0016980995752206851,0.32874593712985634,517.2099227495623,241.59623942790347,timepoint1
ACR-363,1.3483483940358494,0.002891352048105604,0.5431555117562713,654.1935656128151,205.24460690861355,timepoint1
ACR-364,0.5510694039439403,0.0022353205186850574,0.30179041521502104,381.5380443340904,161.35791482522606,timepoint1
ACR-368,0.9634041365339705,0.00229026291810442,0.32228803832029806,561.3731789005238,149.3243080495579,timepoint1
ACR-374,0.9724646460603505,0.0018518385946953162,0.5861483567041952,841.6570468016329,396.67751524242556,timepoint1
ACR-379,0.831041679819408,0.0026843974243972763,0.3611534524281118,444.12020418891655,149.38149753919086,timepoint1
ACR-389,1.003276685698445,0.0035548861707630206,0.5116343008423963,426.14894367086885,167.3156087555308,timepoint1
ACR-390,0.6535797113290454,0.0014452093566550478,0.28689555774774944,650.753653611498,220.9387336080572,timepoint1
ACR-393,0.690174925378826,0.0017208091167413718,0.2902843787350421,569.766451476341,185.93655892671032,timepoint1
ACR-396,0.8355645341309138,0.0027485586398682095,0.4371078198576594,463.0326366439089,186.60130954944995,timepoint1
ACR-51,1.0895276597857708,0.002656512174945519,0.469820158620403,586.9906538027267,196.01676687881934,timepoint1
