species,site,Am,AQY,Ik,Rd,timepoint
Acropora,site1,1.0576663053869466,0.002613655799595821,606.0489622366612,0.45377476028098845,timepoint1
Acropora,site2,1.2785687102462095,0.0031674211242910793,652.1123317173376,0.5933608504411718,timepoint1
Acropora,site3,0.8197197597882081,0.00232288388958097,547.6595410550048,0.3958801411378403,timepoint1
Pocillopora,site1,1.0556139478288882,0.003255033779945134,472.0356047189917,0.40593972655398775,timepoint1
Pocillopora,site2,0.8689044803596477,0.0026357568492735585,552.4020494237586,0.38897500604528557,timepoint1
Pocillopora,site3,0.8583545418914805,0.0026821679900007754,505.7713148339564,0.38238142044638757,timepoint1
Porites,site1,2.116567625595774,0.0071550883198839114,440.5683553910356,0.9414623333150833,timepoint1
Porites,site2,2.04484931412821,0.006538547654868515,489.7139653290007,0.8587332650176187,timepoint1
Porites,site3,1.9304044397575986,0.007942311192018485,374.4052075469293,0.9212507613381199,timepoint1
