Date,Time,light1,light2,light3,light4,light5,light6,pH_mV,temp_C,sal_psu
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
