"","colony_id","weight1.g","weight2.g","Notes","delta.mass.g","surface.area.cm2"
"1","POR-216",11.4103,11.6888,NA,0.278500000000001,15.7498895408471
"2","ACR-210",1.3859,1.9325,NA,0.5466,25.7795101577092
"3","ACR-175",5.4017,5.7593,NA,0.3576,18.7090204278064
"4","POR-73",8.5856,8.9085,NA,0.322900000000001,17.4108934773957
"5","ACR-265",3.5549,3.8049,NA,0.25,14.683704581576
"6","POR-245",11.1895,11.8028,NA,0.613299999999999,28.2747570623892
"7","POC-205",7.8083,8.3139,NA,0.5056,24.2457002163017
"8","POC-257",15.8635,17.0813,NA,1.2178,50.8891011985069
"9","POR-79",12.3826,12.7118,NA,0.3292,17.6465764683924
"10","POR-251",25.9226,26.5549,NA,0.632300000000001,28.9855470352366
"11","ACR-173",17.1911,18.1565,NA,0.965400000000002,41.4468175592083
"12","ACR-139",10.4981,11.2712,NA,0.773099999999999,34.2528748340213
"13","POR-69",15.4827,15.9122,NA,0.429500000000001,21.3987993250552
"14","POR-74",12.2604,12.5421,NA,0.281699999999999,15.869601536274
"15","POR-70",17.7816,18.2598,NA,0.478199999999998,23.2206662554586
"16","POC-68",9.2504,10.0879,NA,0.837499999999999,36.6620787419882
"17","POC-238",10.4599,11.2106,NA,0.7507,33.4148908660329
"18","POC-47",13.2869,14.1425,NA,0.855600000000001,37.3391997161218
"19","POC-366",24.913,26.3948,NA,1.4818,60.7653408212284
"20","ACR-213",1.4136,1.7935,NA,0.3799,19.5432633959378
"21","ACR-178",14.4608,15.3556,NA,0.8948,38.8056716601016
"22","POC-40",21.0942,23.0646,NA,1.9704,79.0438661229771
"23","ACR-237",1.752,2.2017,NA,0.4497,22.1544812961876
"24","POC-259",9.1357,9.8732,NA,0.737500000000001,32.9210788848968
"25","POC-239",15.1845,16.371,NA,1.1865,49.7181682432373
"26","ACR-140",7.9498,8.4588,NA,0.509,24.3728942114429
"27","ACR-150",3.9367,4.6629,NA,0.7262,32.4983459010454
"28","POR-82",10.7595,11.0303,NA,0.270800000000001,15.4618325518511
"29","ACR-190",9.3562,9.832,NA,0.475800000000001,23.1308822588885
"30","POR-224",6.1216,6.3044,NA,0.1828,12.1697526776106
"31","POR-71",9.4581,9.7685,NA,0.3104,16.9432684952592
"32","ACR-145",1.766,1.9412,NA,0.1752,11.8854366884716
"33","POC-222",17.5888,18.8716,NA,1.2828,53.3207511056165
"34","POR-80",20.1271,20.7039,NA,0.576800000000002,26.9092921145509
"35","ACR-218",2.8573,3.4871,NA,0.6298,28.8920220388093
"36","POC-44",9.5355,10.419,NA,0.8835,38.3829386762503
"37","POC-248",9.2566,10.0322,NA,0.775599999999999,34.3463998304486
"38","POC-255",11.4612,12.3759,NA,0.9147,39.5501306316628
"39","POR-381",20.8042,21.324,NA,0.5198,24.7769221960087
"40","ACR-229",1.6387,1.9902,NA,0.3515,18.4808194365238
"41","POR-253",9.2972,9.6693,NA,0.3721,19.2514654070847
"42","POR-76",10.4252,10.6469,NA,0.2217,13.6250016220192
"43","POC-48",21.0105,22.63,NA,1.6195,65.9166976244432
"44","ACR-220",4.0517,4.8668,NA,0.815099999999999,35.8240947739997
"45","POC-254",15.5734,16.866,NA,1.2926,53.6873690916114
"46","ACR-343",11.8576,12.4182,NA,0.560600000000001,26.3032501377021
"47","ACR-225",0.8545,1.0571,NA,0.2026,12.9104706493147
"48","POC-375",14.8123,16.3679,NA,1.5556,63.5261987157618
"49","POC-45",17.7317,19.3388,NA,1.6071,65.4528136421639
"50","POR-242",28.7915,29.4059,NA,0.6144,28.3159080608172
"51","POR-214",8.846,9.1914,NA,0.3454,18.2526184452412
"52","POR-262",4.9544,5.0955,NA,0.141100000000001,10.6097557372035
"53","ACR-244",1.6378,2.0031,NA,0.3653,18.9970774168024
"54","POC-207",8.4019,9.1445,NA,0.742600000000001,33.1118698776085
"55","POC-391",12.23,13.2615,NA,1.0315,43.9196184647456
"56","POR-240",19.6803,20.3521,NA,0.671800000000001,30.4632419787877
"57","POR-72",6.8073,7.0931,NA,0.2858,16.0229825304148
"58","POC-377",11.6312,12.4283,NA,0.7971,35.1507147997233
"59","POC-200",20.6161,22.0411,NA,1.425,58.6404529024005
"60","POC-53",25.6052,27.8433,NA,2.2381,89.0585227404109
"61","POC-219",12.3847,13.3378,NA,0.953099999999999,40.9866745767859
"62","ACR-186",17.341,18.4109,NA,1.0699,45.3561624098688
"63","POC-373",27.1535,29.2219,NA,2.0684,82.7100459829268
"64","POC-52",13.8042,15.1297,NA,1.3255,54.9181580445944
"65","POR-83",11.3327,11.746,NA,0.4133,20.7927573482063
"66","POR-81",8.0871,8.3982,NA,0.3111,16.9694554942589
"67","ACR-364",17.1019,18.2956,NA,1.1937,49.9875202329479
"68","POC-201",19.7895,21.3363,NA,1.5468,63.1969907283379
"69","POC-55",13.3554,14.3177,NA,0.962300000000001,41.3308465636384
"70","POR-260",10.6553,11.2452,NA,0.5899,27.3993630958298
"71","ACR-241",3.3351,3.7796,NA,0.4445,21.9599493036189
"72","POC-57",11.3374,12.3244,NA,0.987,42.2548735283399
"73","POC-43",12.0125,13.0587,NA,1.0462,44.4695454437381
"74","POR-209",12.7015,12.994,NA,0.2925,16.2736295208399
"75","POR-349",10.6144,10.9513,NA,0.3369,17.9346334573885
"76","POR-362",8.0605,8.2668,NA,0.206300000000001,13.0488876440271
"77","POC-369",17.8698,19.2121,NA,1.3423,55.5466460205857
"78","POR-340",22.7789,23.1874,NA,0.4085,20.613189355066
"79","POC-42",7.2515,7.882,NA,0.6305,28.9182090378089
"80","POR-384",5.2073,5.5394,NA,0.3321,17.7550654642481
"81","POR-367",9.708,9.999,NA,0.291,16.2175145229835
"82","POC-359",10.2467,11.0062,NA,0.759499999999999,33.7440988534569
"83","POR-338",8.8611,9.3617,NA,0.5006,24.0586502234472
"84","POR-365",17.3392,17.7694,NA,0.430199999999999,21.4249863240548
"85","POC-372",18.5413,20.2411,NA,1.6998,68.9207205096877
"86","POC-371",17.1806,18.2972,NA,1.1166,47.1032093431305
"87","POC-378",13.4909,14.5286,NA,1.0377,44.1515604558853
"88","POC-395",12.3036,13.4468,NA,1.1432,48.0983153051168
"89","POR-383",14.1601,14.6336,NA,0.4735,23.0448392621754
"90","POR-355",7.4838,7.684,NA,0.200200000000001,12.8206866527445
"91","POR-353",6.2878,6.542,NA,0.2542,14.8408265755739
"92","POC-358",16.7189,18.2468,NA,1.5279,62.4899417553475
"93","POR-354",12.6996,12.9945,NA,0.2949,16.3634135174101
"94","POC-386",37.343,39.8075,NA,2.46449999999999,97.5281464168657
"95","POR-387",3.4964,3.6749,NA,0.1785,12.0088896837556
"96","POR-341",16.0796,16.5292,NA,0.4496,22.1507402963305
"97","POR-221",10.4009,10.8062,NA,0.4053,20.493477359639
"98","POR-357",11.9214,12.2585,NA,0.3371,17.9421154571026
"99","POR-75",7.7338,8.0464,NA,0.312600000000001,17.0255704921153
