colony_id,chla.ug.cm2,chlc2.ug.cm2,timepoint
ACR-180,0.9361349255985739,0.498750865541248,timepoint4
ACR-185,1.3713369798441926,0.4858829281851549,timepoint4
ACR-186,1.279223055011118,0.3895427383823399,timepoint4
ACR-187,2.7415153775954986,0.8854818184459368,timepoint4
ACR-343,1.1181993269461346,0.4414574219105231,timepoint4
ACR-389,1.5278781157068688,0.6743745975855892,timepoint4
ACR-390,1.3731757348694016,0.9978185161274287,timepoint4
ACR-393,0.561630021118923,0.2795327044929063,timepoint4
POC-346,1.445100484281288,0.6681840964855673,timepoint4
POC-358,2.3135339597514544,0.920397202211934,timepoint4
POC-366,2.6865071354407193,1.1545125543327213,timepoint4
POC-377,0.7101648852585146,0.4202316430585172,timepoint4
POC-378,1.9400199235992202,0.7631669500718161,timepoint4
POC-386,1.3050837110180535,0.3378933656565919,timepoint4
POC-394,0.5867659788626389,0.2214437267031997,timepoint4
POC-395,0.9771337530179258,0.47041803265647536,timepoint4
POC-40,1.5496812336495667,0.49838539333056475,timepoint4
POC-43,2.6606819357984133,1.2475305816495885,timepoint4
POC-44,2.8391586126766475,0.9230090107602412,timepoint4
POC-45,3.7621467823788284,1.2597444992105442,timepoint4
POC-47,2.305270391878248,0.6926226553911303,timepoint4
POC-48,2.3278570917457873,0.7629219950676299,timepoint4
POC-50,2.108957493247089,0.6362612311162235,timepoint4
POC-57,2.131433681694063,0.734906745385224,timepoint4
POR-242,3.0950458274552948,1.080435508872581,timepoint4
POR-353,2.637068961495837,0.9521066520665245,timepoint4
POR-357,4.662355866267816,2.0215292482022766,timepoint4
POR-362,7.585138235954869,4.564374463971211,timepoint4
POR-365,7.433239331741638,2.8178980167503904,timepoint4
POR-367,4.615305806092227,4.296211131472592,timepoint4
POR-381,4.458336841152994,1.5198124541814895,timepoint4
POR-383,5.573896939755709,2.078756797449947,timepoint4
POR-385,9.946775011251773,3.0548763158057852,timepoint4
POR-69,4.088578574274381,1.617833190570643,timepoint4
POR-70,8.122081787217956,3.066853615754832,timepoint4
POR-71,6.399218106020416,1.6174681852476096,timepoint4
POR-72,5.4416000215928175,1.4006591588220594,timepoint4
POR-74,16.24548396258384,4.977391967559485,timepoint4
POR-75,8.02373858138506,3.9720177830596226,timepoint4
POR-76,4.837427587441187,1.5929883969377592,timepoint4
POR-79,6.526916780111382,2.0088631959830656,timepoint4
POR-81,8.612084412504679,2.5804441474284694,timepoint4
POR-83,7.521226290901529,2.3845214512040345,timepoint4
ACR-1-0,NA,NA,timepoint4
ACR-1-2,NA,NA,timepoint4
ACR-10-2,NA,NA,timepoint4
ACR-11-2,NA,NA,timepoint4
ACR-12-2,NA,NA,timepoint4
ACR-13-2,NA,NA,timepoint4
ACR-14-0,NA,NA,timepoint4
ACR-14-2,NA,NA,timepoint4
ACR-2-2,NA,NA,timepoint4
ACR-3-2,NA,NA,timepoint4
ACR-4-2,NA,NA,timepoint4
ACR-6-2,NA,NA,timepoint4
ACR-7-0,NA,NA,timepoint4
ACR-7-2,NA,NA,timepoint4
ACR-8-2,NA,NA,timepoint4
ACR-9-2,NA,NA,timepoint4
POC-1-2,NA,NA,timepoint4
POC-10-2,NA,NA,timepoint4
POC-11-0,NA,NA,timepoint4
POC-12-2,NA,NA,timepoint4
POC-13-0,NA,NA,timepoint4
POC-13-2,NA,NA,timepoint4
POC-2-2,NA,NA,timepoint4
POC-4-0,NA,NA,timepoint4
POC-5-2,NA,NA,timepoint4
POC-6-2,NA,NA,timepoint4
POC-68,1.9126053973378443,0.7495750799871715,timepoint4
POC-7-2,NA,NA,timepoint4
POC-8-2,NA,NA,timepoint4
POC-9-2,NA,NA,timepoint4
POR-1-2,NA,NA,timepoint4
POR-10-0,NA,NA,timepoint4
POR-11-2,NA,NA,timepoint4
POR-12-2,NA,NA,timepoint4
POR-13-2,NA,NA,timepoint4
POR-14-2,NA,NA,timepoint4
POR-2-2,NA,NA,timepoint4
POR-3-0,NA,NA,timepoint4
POR-3-2,NA,NA,timepoint4
POR-4-2,NA,NA,timepoint4
POR-5-2,NA,NA,timepoint4
POR-6-0,NA,NA,timepoint4
POR-6-2,NA,NA,timepoint4
POR-7-2,NA,NA,timepoint4
POR-73,7.7680715496563,2.2735231801194056,timepoint4
POR-8-2,NA,NA,timepoint4
POR-9-2,NA,NA,timepoint4
ACR-10-4,NA,NA,timepoint4
ACR-11-3,NA,NA,timepoint4
ACR-11-4,NA,NA,timepoint4
ACR-12-4,NA,NA,timepoint4
ACR-145,1.5588164339188506,0.5118397732849725,timepoint4
ACR-150,1.374808530619521,0.4134219078872485,timepoint4
ACR-176,1.15075892344433,0.31711255992339876,timepoint4
ACR-2-4,NA,NA,timepoint4
ACR-3-4,NA,NA,timepoint4
ACR-4-4,NA,NA,timepoint4
ACR-5-3,NA,NA,timepoint4
ACR-5-4,NA,NA,timepoint4
ACR-6-4,NA,NA,timepoint4
ACR-8-4,NA,NA,timepoint4
ACR-9-4,NA,NA,timepoint4
POC-11-3,NA,NA,timepoint4
POC-12-4,NA,NA,timepoint4
POC-13-4,NA,NA,timepoint4
POC-14-4,NA,NA,timepoint4
POC-2-4,NA,NA,timepoint4
POC-3-3,NA,NA,timepoint4
POC-375,2.7438722939024305,0.8888234290538132,timepoint4
POC-391,1.3531164356031127,0.44098301977079696,timepoint4
POC-42,2.4533496926857326,0.9137655964186877,timepoint4
POC-5-3,NA,NA,timepoint4
POC-5-4,NA,NA,timepoint4
POC-52,1.760157193453971,0.5308888991019439,timepoint4
POC-53,2.1209219247478024,0.6946604643045599,timepoint4
POC-55,2.13706662966836,0.7010350481375404,timepoint4
POC-6-3,NA,NA,timepoint4
POC-6-4,NA,NA,timepoint4
POC-7-3,NA,NA,timepoint4
POC-7-4,NA,NA,timepoint4
POC-8-4,NA,NA,timepoint4
POC-9-4,NA,NA,timepoint4
POR-1-3,NA,NA,timepoint4
POR-1-4,NA,NA,timepoint4
POR-11-4,NA,NA,timepoint4
POR-14-4,NA,NA,timepoint4
POR-2-3,NA,NA,timepoint4
POR-2-4,NA,NA,timepoint4
POR-384,4.007877389270205,1.499583169978741,timepoint4
POR-4-4,NA,NA,timepoint4
POR-5-3,NA,NA,timepoint4
POR-5-4,NA,NA,timepoint4
POR-82,7.657739777360422,2.4940688349816647,timepoint4
POR-9-4,NA,NA,timepoint4
POC-27,NA,NA,timepoint4
ACR-344,NA,NA,timepoint4
POR-252,NA,NA,timepoint4
POR-555,NA,NA,timepoint4
