colony_id,chla.ug.cm2,chlc2.ug.cm2,timepoint
ACR-210,2.3413536225675116,1.006214074966405,timepoint4
ACR-213,1.838644164802983,0.6584285837071241,timepoint4
ACR-218,1.3434011449904548,0.43484750849910636,timepoint4
ACR-220,0.9319727678581806,0.6719137000888846,timepoint4
ACR-225,1.8529878326703508,1.1328291804438013,timepoint4
ACR-229,1.460090216444414,0.445162223588488,timepoint4
ACR-234,1.260530864870234,0.5622665140542928,timepoint4
ACR-237,1.9634569848620613,0.610876401936504,timepoint4
ACR-241,0.8932447448463671,0.33029046913129234,timepoint4
ACR-244,1.4572799674988177,1.0565991557089294,timepoint4
ACR-256,1.0673294221562013,0.5452188487796639,timepoint4
ACR-267,1.3040001963747405,0.6187839394436545,timepoint4
ACR-368,0.6909073616397865,0.20237331946885279,timepoint4
ACR-396,1.1503422970785624,0.4101304722928196,timepoint4
POC-200,1.4779166533365826,0.5518358544429652,timepoint4
POC-205,1.6140371253217296,0.6867661221175817,timepoint4
POC-207,1.5200078116927822,1.1539193555093334,timepoint4
POC-219,1.6446312502735323,0.9575418501727863,timepoint4
POC-222,1.7652240633653018,1.2464382988562126,timepoint4
POC-238,1.245265668482701,0.6271073871026216,timepoint4
POC-239,1.0275193530188653,0.3635589580771578,timepoint4
POC-248,1.2996476295964199,0.4396949566903935,timepoint4
POC-254,1.3087582374935232,0.4296309323202852,timepoint4
POC-255,1.9602640443880623,0.7864030217570378,timepoint4
POC-257,3.548833590025,1.135224473944117,timepoint4
POC-259,0.5539611181030691,0.21760801999396404,timepoint4
POC-359,1.384583650646224,0.5453430888158475,timepoint4
POC-369,1.9883960693777758,0.7430702601339094,timepoint4
POC-371,1.3135111697122668,0.4845847859771679,timepoint4
POC-372,1.4068308191725005,0.5023842015916442,timepoint4
POC-373,1.1186668891084406,0.4058038311538554,timepoint4
POR-209,2.5142211800993213,1.68720522208213,timepoint4
POR-214,3.7872698758051686,1.6692570198107484,timepoint4
POR-216,2.3547881988684387,0.8954135511135519,timepoint4
POR-221,6.697119143699686,6.305376377636408,timepoint4
POR-224,4.387416851035347,3.0606021015743208,timepoint4
POR-240,3.6294358893626915,5.30348682840803,timepoint4
POR-245,5.474260168752765,1.7008403795797726,timepoint4
POR-251,4.953137992381267,1.9283858556106648,timepoint4
POR-253,3.7943861998660733,2.9459916613648467,timepoint4
POR-260,5.675425493254602,2.3869099646911462,timepoint4
POR-262,4.4124384037983875,1.3590703960606596,timepoint4
POR-338,5.683712993431328,2.1630598785821515,timepoint4
POR-340,6.3108852542997225,2.368755345312945,timepoint4
POR-341,5.8055548818617915,1.9452595120265228,timepoint4
POR-349,4.84951199102088,1.5524262875979489,timepoint4
POR-354,4.2877476163985255,1.8510892479072965,timepoint4
ACR-139,0.6462298836940513,0.12790427400293655,timepoint4
ACR-173,1.35285416090024,0.3545042535181513,timepoint4
ACR-175,1.4379598034379584,0.5816262429855052,timepoint4
ACR-178,2.0404149474795803,0.6941993125541669,timepoint4
