"","colony_id","cre.umol.mgprot","timepoint","Host_AFDW.mg.cm2","Sym_AFDW.mg.cm2","Host_DW.mg.cm2","Sym_DW.mg.cm2","chla.ug.cm2","chlc2.ug.cm2","prot_ug.cm2","surface.area.cm2","cells.cm2","Am","AQY","Rd","month","colony_id_corr","site","species","nutrient","site_code","mgprot","mgafdw","cells","cells.mgprot","cells.mgAFDW","chla.ug.mgprot","chla.ug.mgAFDW","chlc2.ug.mgprot","chlc2.ug.mgAFDW","prot_mg.cm2","prot_mg.mgafdw","cre.umol.mgafdw","cre.umol.cm2","chla.ug.cell","chlc2.ug.cell"
"66","ACR-343",0.191469971678814,"timepoint4",0.693497776956703,0.735195428102834,103.875432844666,126.223179245774,0.67091959616768,0.264874453146314,253.404213171156,45.5661157829104,196539.805987026,0.739905938586548,0.00231552315566076,0.232428594429613,"November 2020","ACR-343","Hilton","Acropora","Medium","Hilton Medium",11.5466457172342,31.6000000000001,8955555.55555556,775598.019967716,283403.656821378,2.64762605077336,0.967443037974681,1.04526459853061,0.38193987341772,0.253404213171156,0.365400180925132,0.0699631622931684,0.0485192975191733,3.41365756823821e-06,1.34768858560794e-06
"67","ACR-350",0.109845286826594,"timepoint1",0.580844102734689,0.681236910614741,84.0933184292551,104.175465462693,0.500208061626801,0.132755146591694,NA,47.4137550339898,263531.120685182,NA,NA,NA,"January 2020","ACR-350","Hilton","Acropora","Medium","Hilton Medium",NA,27.5400000000001,12495000,NA,453703.703703702,NA,0.861174382716046,NA,0.228555555555555,NA,NA,NA,NA,1.89809863945578e-06,5.03755102040817e-07
"68","ACR-350",0.131750012776382,"timepoint2",0.714437918492686,0.366787324226175,151.205682320982,182.484667439989,0.733485343712473,0.195826157676841,211.625911470158,18.02815845,334538.390405294,NA,NA,NA,"March 2020","ACR-350","Hilton","Acropora","Medium","Hilton Medium",3.81522546410967,12.8799999972743,6031111.10983459,1580800.70668694,468253.968253952,3.46595243756767,1.02666071428568,0.92534111875263,0.274098214285704,0.211625911470158,0.296213157214057,0.0390260872474843,0.0278817165400066,2.19252966101694e-06,5.85362288135592e-07
"69","ACR-350",NA,"timepoint3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"September 2020","ACR-350","Hilton","Acropora","Medium","Hilton Medium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","ACR-350",NA,"timepoint4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"November 2020","ACR-350","Hilton","Acropora","Medium","Hilton Medium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","ACR-351",0.106675172328611,"timepoint1",0.820220354865057,0.489336007163836,221.030744264434,266.758029048161,1.14172110208608,0.345359372827446,NA,21.4576484180222,424609.022089239,NA,NA,NA,"January 2020","ACR-351","Hilton","Acropora","Medium","Hilton Medium",NA,17.5999999999998,9111111.11111113,NA,517676.767676773,NA,1.39196875000001,NA,0.421056818181822,NA,NA,NA,NA,2.68887621951219e-06,8.13358536585364e-07
"72","ACR-351",0.106675172328611,"timepoint1",0.820220354865057,0.489336007163836,221.030744264434,266.758029048161,0.763263973802659,0.252539322782858,NA,21.4576484180222,424609.022089239,NA,NA,NA,"January 2020","ACR-351","Hilton","Acropora","Medium","Hilton Medium",NA,17.5999999999998,9111111.11111113,NA,517676.767676773,NA,0.930559659090918,NA,0.307892045454548,NA,NA,NA,NA,1.79756890243902e-06,5.9475731707317e-07
"73","ACR-351",-0.180707723665111,"timepoint2",0.679487402476336,0.366390266041173,157.214732337667,191.855266581559,1.30380642334871,0.311325139875784,238.589640870764,20.26527637,528490.201926054,NA,NA,NA,"March 2020","ACR-351","Hilton","Acropora","Medium","Hilton Medium",4.83508501126509,13.7700000011164,10710000.0008686,2215059.29594118,777777.777777799,5.46463969931928,1.91880882352946,1.30485606474599,0.458176470588247,0.238589640870764,0.351131809068489,-0.0634522299231789,-0.0431149908918321,2.46703991596638e-06,5.89084033613445e-07
"74","ACR-351",NA,"timepoint3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"September 2020","ACR-351","Hilton","Acropora","Medium","Hilton Medium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","ACR-351",NA,"timepoint4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"November 2020","ACR-351","Hilton","Acropora","Medium","Hilton Medium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","ACR-363",NA,"timepoint1",0.902221317713612,0.707249761767072,181.927576556597,223.165972125144,1.21644474092337,0.369161437812289,NA,31.389194030315,464491.059755117,NA,NA,NA,"January 2020","ACR-363","Hilton","Acropora","Medium","Hilton Medium",NA,28.319999999999,14580000,NA,514830.508474594,NA,1.34827754237293,NA,0.409169491525438,NA,NA,NA,NA,2.61887654320988e-06,7.94765432098767e-07
"77","ACR-363",NA,"timepoint2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"March 2020","ACR-363","Hilton","Acropora","Medium","Hilton Medium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","ACR-363",NA,"timepoint3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"September 2020","ACR-363","Hilton","Acropora","Medium","Hilton Medium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","ACR-363",NA,"timepoint4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"November 2020","ACR-363","Hilton","Acropora","Medium","Hilton Medium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","ACR-368",0.057637784168016,"timepoint1",1.12038016042278,0.920312274633042,376.447733902077,456.835010412416,1.11558253252161,0.237416558709033,NA,17.4940620089191,898082.509545297,NA,NA,NA,"January 2020","ACR-368","Hilton","Acropora","Medium","Hilton Medium",NA,19.5999999999987,15711111.1111111,NA,801587.301587352,NA,0.995717857142922,NA,0.211907142857157,NA,NA,NA,NA,1.24218267326733e-06,2.64359405940595e-07
"81","ACR-368",0.269789031786872,"timepoint2",0.77396811932879,0.505717805243262,209.428737016544,250.286338134063,1.18381941888236,0.569921978778433,234.748388014562,14.78097058,740253.59897919,NA,NA,NA,"March 2020","ACR-368","Hilton","Acropora","Medium","Hilton Medium",3.46980901694566,11.4400000016568,10941666.6682505,3153391.61746777,956439.393939328,5.0429288520138,1.52954545454535,2.42779932845835,0.736363636363585,0.234748388014562,0.303304983954821,0.081828357957304,0.0633325403159776,1.59920792079208e-06,7.69900990099009e-07
"82","ACR-368",NA,"timepoint4",0.660112307539599,0.580654344595018,58.1827877586198,69.9780167501931,NA,NA,202.331412890742,69.5336224999056,94534.6020673992,0.488615731009686,0.00125121428011149,0.114782019524677,"November 2020","ACR-368","Hilton","Acropora","Medium","Hilton Medium",14.0688360838174,45.9,6573333.33333333,467226.520671052,143209.87654321,NA,NA,NA,NA,0.202331412890742,0.30651059006138,NA,NA,NA,NA
"83","ACR-368",NA,"timepoint3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"September 2020","ACR-368","Hilton","Acropora","Medium","Hilton Medium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","ACR-374",0.106621041740164,"timepoint1",0.807957514602821,0.67910222132567,165.046217810589,200.248090903716,0.851178017770827,0.342988412675378,NA,28.7143811161963,563790.277191716,NA,NA,NA,"January 2020","ACR-374","Hilton","Acropora","Medium","Hilton Medium",NA,23.2000000000001,16188888.8888889,NA,697796.934865896,NA,1.05349353448275,NA,0.424512931034481,NA,NA,NA,NA,1.50974227865477e-06,6.08361702127661e-07
"85","ACR-374",NA,"timepoint2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"March 2020","ACR-374","Hilton","Acropora","Medium","Hilton Medium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","ACR-374",NA,"timepoint3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"September 2020","ACR-374","Hilton","Acropora","Medium","Hilton Medium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","ACR-374",NA,"timepoint4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"November 2020","ACR-374","Hilton","Acropora","Medium","Hilton Medium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","ACR-379",0.0966720209706828,"timepoint1",0.922331569385809,0.688546136867857,153.299192928331,185.010745706311,1.22032633107178,0.400311116354464,NA,39.0315166420827,676447.651775618,NA,NA,NA,"January 2020","ACR-379","Hilton","Acropora","Medium","Hilton Medium",NA,36.0000000000005,26402777.7777778,NA,733410.493827151,NA,1.32308854166665,NA,0.434020833333328,NA,NA,NA,NA,1.80402183061546e-06,5.91784324039978e-07
"89","ACR-379",NA,"timepoint2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"March 2020","ACR-379","Hilton","Acropora","Medium","Hilton Medium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","ACR-379",NA,"timepoint3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"September 2020","ACR-379","Hilton","Acropora","Medium","Hilton Medium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","ACR-379",NA,"timepoint4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"November 2020","ACR-379","Hilton","Acropora","Medium","Hilton Medium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","ACR-389",0.0949578093574548,"timepoint1",0.898552237995333,0.582394969071038,396.061858680843,478.43746709188,0.739853768887558,0.0446530542714915,NA,24.0386691909965,363611.673811565,NA,NA,NA,"January 2020","ACR-389","Hilton","Acropora","Medium","Hilton Medium",NA,21.5999999999994,8740740.74074075,NA,404663.923182453,NA,0.823384259259282,NA,0.0496944444444458,NA,NA,NA,NA,2.03473601694915e-06,1.22804237288135e-07
"93","ACR-389",NA,"timepoint4",1.53758011222107,0.778839599327662,123.44858887924,144.399374101154,0.91672686942412,0.404624758551353,274.347097796528,18.9063319491091,288505.636525142,0.710761252031422,0.0025734386325251,0.271255254222555,"November 2020","ACR-389","Hilton","Acropora","Medium","Hilton Medium",5.18689730021586,29.0699999999999,5454583.33333333,1051608.12285725,187636.165577342,3.34148557351978,0.596214052287582,1.47486436634896,0.263156862745098,0.274347097796528,0.178427839704708,NA,NA,3.1775007256894e-06,1.40248476052249e-06
"94","ACR-389",NA,"timepoint2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"March 2020","ACR-389","Hilton","Acropora","Medium","Hilton Medium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","ACR-389",NA,"timepoint3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"September 2020","ACR-389","Hilton","Acropora","Medium","Hilton Medium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","ACR-390",0.104563473529672,"timepoint1",0.822711790580305,0.547015818204974,208.758740733202,249.001600446906,0.458576488780869,0.236757198372205,NA,25.1363846206868,222696.217544782,NA,NA,NA,"January 2020","ACR-390","Hilton","Acropora","Medium","Hilton Medium",NA,20.6800000000005,5597777.77777778,NA,270685.579196211,NA,0.557396276595732,NA,0.287776595744674,NA,NA,NA,NA,2.0592019650655e-06,1.06313973799127e-06
"97","ACR-390",NA,"timepoint4",0.900715106805986,0.55307067961774,188.360071458373,223.638079808273,0.82390544092164,0.598691109676457,296.156189751939,33.5400170061848,301555.203886796,0.727212729093745,0.00159970835952482,0.142400704814324,"November 2020","ACR-390","Hilton","Acropora","Medium","Hilton Medium",9.93308364076693,30.2100000000003,10114166.6666667,1018230.293074,334795.321637424,2.7819963567594,0.914723684210517,2.0215383989709,0.664684210526309,0.296156189751939,0.328801179767191,NA,NA,2.73218777292576e-06,1.98534497816594e-06
"98","ACR-390",NA,"timepoint2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"March 2020","ACR-390","Hilton","Acropora","Medium","Hilton Medium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","ACR-390",NA,"timepoint3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"September 2020","ACR-390","Hilton","Acropora","Medium","Hilton Medium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
