Date.Time,light,site,timepoint
2020-09-22 16:45:00,76.80862068199029,site2,timepoint4
2020-09-22 16:50:00,77.24409557768979,site2,timepoint4
2020-09-22 16:55:00,77.24409557768979,site2,timepoint4
2020-09-22 17:00:00,77.35296430161466,site2,timepoint4
2020-09-22 17:05:00,77.24409557768979,site2,timepoint4
2020-09-22 17:10:00,77.78843919731418,site2,timepoint4
2020-09-22 17:15:00,77.57070174946442,site2,timepoint4
2020-09-22 17:20:00,77.35296430161466,site2,timepoint4
2020-09-22 17:25:00,75.93767089059128,site2,timepoint4
2020-09-22 17:30:00,76.04653961451616,site2,timepoint4
2020-09-22 17:35:00,72.45387172499525,site2,timepoint4
2020-09-22 17:40:00,98.58236546696548,site2,timepoint4
2020-09-22 17:45:00,102.71937697611077,site2,timepoint4
2020-09-22 17:50:00,91.39702968792366,site2,timepoint4
2020-09-22 17:55:00,80.61902601936094,site2,timepoint4
2020-09-22 18:00:00,76.37314578629079,site2,timepoint4
2020-09-22 18:05:00,73.54255896424401,site2,timepoint4
2020-09-22 18:10:00,72.12726555322062,site2,timepoint4
2020-09-22 18:15:00,72.01839682929575,site2,timepoint4
2020-09-22 18:20:00,72.01839682929575,site2,timepoint4
2020-09-22 18:25:00,71.800659381446,site2,timepoint4
2020-09-22 18:30:00,71.800659381446,site2,timepoint4
2020-09-22 18:35:00,71.90952810537087,site2,timepoint4
2020-09-22 18:40:00,71.800659381446,site2,timepoint4
2020-09-22 18:45:00,71.3651844857465,site2,timepoint4
2020-09-22 18:50:00,71.14744703789674,site2,timepoint4
2020-09-22 18:55:00,71.14744703789674,site2,timepoint4
2020-09-22 19:00:00,71.14744703789674,site2,timepoint4
2020-09-22 19:05:00,71.14744703789674,site2,timepoint4
2020-09-22 19:10:00,71.14744703789674,site2,timepoint4
2020-09-22 19:15:00,71.14744703789674,site2,timepoint4
2020-09-22 19:20:00,71.14744703789674,site2,timepoint4
2020-09-22 19:25:00,71.14744703789674,site2,timepoint4
2020-09-22 19:30:00,71.14744703789674,site2,timepoint4
2020-09-22 19:35:00,71.14744703789674,site2,timepoint4
2020-09-22 19:40:00,71.14744703789674,site2,timepoint4
2020-09-22 19:45:00,71.14744703789674,site2,timepoint4
2020-09-22 19:50:00,71.14744703789674,site2,timepoint4
2020-09-22 19:55:00,71.14744703789674,site2,timepoint4
2020-09-22 20:00:00,71.14744703789674,site2,timepoint4
2020-09-22 20:05:00,71.14744703789674,site2,timepoint4
2020-09-22 20:10:00,71.14744703789674,site2,timepoint4
2020-09-22 20:15:00,71.14744703789674,site2,timepoint4
2020-09-22 20:20:00,71.14744703789674,site2,timepoint4
2020-09-22 20:25:00,71.14744703789674,site2,timepoint4
2020-09-22 20:30:00,71.14744703789674,site2,timepoint4
2020-09-22 20:35:00,71.14744703789674,site2,timepoint4
2020-09-22 20:40:00,71.14744703789674,site2,timepoint4
2020-09-22 20:45:00,71.14744703789674,site2,timepoint4
2020-09-22 20:50:00,71.14744703789674,site2,timepoint4
2020-09-22 20:55:00,71.14744703789674,site2,timepoint4
2020-09-22 21:00:00,71.14744703789674,site2,timepoint4
2020-09-22 21:05:00,71.14744703789674,site2,timepoint4
2020-09-22 21:10:00,71.14744703789674,site2,timepoint4
2020-09-22 21:15:00,71.14744703789674,site2,timepoint4
2020-09-22 21:20:00,71.14744703789674,site2,timepoint4
2020-09-22 21:25:00,71.14744703789674,site2,timepoint4
2020-09-22 21:30:00,71.14744703789674,site2,timepoint4
2020-09-22 21:35:00,71.14744703789674,site2,timepoint4
2020-09-22 21:40:00,71.14744703789674,site2,timepoint4
2020-09-22 21:45:00,71.14744703789674,site2,timepoint4
2020-09-22 21:50:00,71.14744703789674,site2,timepoint4
2020-09-22 21:55:00,71.14744703789674,site2,timepoint4
2020-09-22 22:00:00,71.14744703789674,site2,timepoint4
2020-09-22 22:05:00,71.14744703789674,site2,timepoint4
2020-09-22 22:10:00,71.14744703789674,site2,timepoint4
2020-09-22 22:15:00,71.14744703789674,site2,timepoint4
2020-09-22 22:20:00,71.14744703789674,site2,timepoint4
2020-09-22 22:25:00,71.14744703789674,site2,timepoint4
2020-09-22 22:30:00,71.14744703789674,site2,timepoint4
2020-09-22 22:35:00,71.14744703789674,site2,timepoint4
2020-09-22 22:40:00,71.14744703789674,site2,timepoint4
2020-09-22 22:45:00,71.14744703789674,site2,timepoint4
2020-09-22 22:50:00,71.14744703789674,site2,timepoint4
2020-09-22 22:55:00,71.14744703789674,site2,timepoint4
2020-09-22 23:00:00,71.14744703789674,site2,timepoint4
2020-09-22 23:05:00,71.14744703789674,site2,timepoint4
2020-09-22 23:10:00,71.14744703789674,site2,timepoint4
2020-09-22 23:15:00,71.14744703789674,site2,timepoint4
2020-09-22 23:20:00,71.14744703789674,site2,timepoint4
2020-09-22 23:25:00,71.14744703789674,site2,timepoint4
2020-09-22 23:30:00,71.14744703789674,site2,timepoint4
2020-09-22 23:35:00,71.14744703789674,site2,timepoint4
2020-09-22 23:40:00,71.14744703789674,site2,timepoint4
2020-09-22 23:45:00,71.14744703789674,site2,timepoint4
2020-09-22 23:50:00,71.14744703789674,site2,timepoint4
2020-09-22 23:55:00,71.14744703789674,site2,timepoint4
2020-09-23 00:00:00,71.14744703789674,site2,timepoint4
2020-09-23 00:05:00,71.14744703789674,site2,timepoint4
2020-09-23 00:10:00,71.14744703789674,site2,timepoint4
2020-09-23 00:15:00,71.14744703789674,site2,timepoint4
2020-09-23 00:20:00,71.14744703789674,site2,timepoint4
2020-09-23 00:25:00,71.14744703789674,site2,timepoint4
2020-09-23 00:30:00,71.14744703789674,site2,timepoint4
2020-09-23 00:35:00,71.14744703789674,site2,timepoint4
2020-09-23 00:40:00,71.14744703789674,site2,timepoint4
2020-09-23 00:45:00,71.14744703789674,site2,timepoint4
2020-09-23 00:50:00,71.14744703789674,site2,timepoint4
2020-09-23 00:55:00,71.14744703789674,site2,timepoint4
2020-09-23 01:00:00,71.14744703789674,site2,timepoint4
2020-09-23 01:05:00,71.14744703789674,site2,timepoint4
2020-09-23 01:10:00,71.14744703789674,site2,timepoint4
2020-09-23 01:15:00,71.14744703789674,site2,timepoint4
2020-09-23 01:20:00,71.14744703789674,site2,timepoint4
2020-09-23 01:25:00,71.14744703789674,site2,timepoint4
2020-09-23 01:30:00,71.14744703789674,site2,timepoint4
2020-09-23 01:35:00,71.14744703789674,site2,timepoint4
2020-09-23 01:40:00,71.14744703789674,site2,timepoint4
2020-09-23 01:45:00,71.14744703789674,site2,timepoint4
2020-09-23 01:50:00,71.14744703789674,site2,timepoint4
2020-09-23 01:55:00,71.14744703789674,site2,timepoint4
2020-09-23 02:00:00,71.14744703789674,site2,timepoint4
2020-09-23 02:05:00,71.14744703789674,site2,timepoint4
2020-09-23 02:10:00,71.14744703789674,site2,timepoint4
2020-09-23 02:15:00,71.14744703789674,site2,timepoint4
2020-09-23 02:20:00,71.14744703789674,site2,timepoint4
2020-09-23 02:25:00,71.14744703789674,site2,timepoint4
2020-09-23 02:30:00,71.14744703789674,site2,timepoint4
2020-09-23 02:35:00,71.14744703789674,site2,timepoint4
2020-09-23 02:40:00,71.14744703789674,site2,timepoint4
2020-09-23 02:45:00,71.14744703789674,site2,timepoint4
2020-09-23 02:50:00,71.14744703789674,site2,timepoint4
2020-09-23 02:55:00,71.14744703789674,site2,timepoint4
2020-09-23 03:00:00,71.14744703789674,site2,timepoint4
2020-09-23 03:05:00,71.14744703789674,site2,timepoint4
2020-09-23 03:10:00,71.14744703789674,site2,timepoint4
2020-09-23 03:15:00,71.14744703789674,site2,timepoint4
2020-09-23 03:20:00,71.14744703789674,site2,timepoint4
2020-09-23 03:25:00,71.14744703789674,site2,timepoint4
2020-09-23 03:30:00,71.14744703789674,site2,timepoint4
2020-09-23 03:35:00,71.14744703789674,site2,timepoint4
2020-09-23 03:40:00,71.14744703789674,site2,timepoint4
2020-09-23 03:45:00,71.14744703789674,site2,timepoint4
2020-09-23 03:50:00,71.14744703789674,site2,timepoint4
2020-09-23 03:55:00,71.14744703789674,site2,timepoint4
2020-09-23 04:00:00,71.14744703789674,site2,timepoint4
2020-09-23 04:05:00,71.14744703789674,site2,timepoint4
2020-09-23 04:10:00,71.14744703789674,site2,timepoint4
2020-09-23 04:15:00,71.14744703789674,site2,timepoint4
2020-09-23 04:20:00,71.14744703789674,site2,timepoint4
2020-09-23 04:25:00,71.14744703789674,site2,timepoint4
2020-09-23 04:30:00,71.14744703789674,site2,timepoint4
2020-09-23 04:35:00,71.14744703789674,site2,timepoint4
2020-09-23 04:40:00,71.14744703789674,site2,timepoint4
2020-09-23 04:45:00,71.14744703789674,site2,timepoint4
2020-09-23 04:50:00,71.14744703789674,site2,timepoint4
2020-09-23 04:55:00,71.14744703789674,site2,timepoint4
2020-09-23 05:00:00,71.14744703789674,site2,timepoint4
2020-09-23 05:05:00,71.14744703789674,site2,timepoint4
2020-09-23 05:10:00,71.14744703789674,site2,timepoint4
2020-09-23 05:15:00,71.14744703789674,site2,timepoint4
2020-09-23 05:20:00,71.14744703789674,site2,timepoint4
2020-09-23 05:25:00,71.14744703789674,site2,timepoint4
2020-09-23 05:30:00,71.14744703789674,site2,timepoint4
2020-09-23 05:35:00,71.58292193359624,site2,timepoint4
2020-09-23 05:40:00,72.45387172499525,site2,timepoint4
2020-09-23 05:45:00,74.30464003171814,site2,timepoint4
2020-09-23 05:50:00,77.78843919731418,site2,timepoint4
2020-09-23 05:55:00,81.48997581075996,site2,timepoint4
2020-09-23 06:00:00,85.51811859598037,site2,timepoint4
2020-09-23 06:05:00,90.63494862044953,site2,timepoint4
2020-09-23 06:10:00,94.11874778604556,site2,timepoint4
2020-09-23 06:15:00,108.48941934412919,site2,timepoint4
2020-09-23 06:20:00,117.0900485341944,site2,timepoint4
2020-09-23 06:25:00,142.020986312991,site2,timepoint4
2020-09-23 06:30:00,144.74270441111287,site2,timepoint4
2020-09-23 06:35:00,135.92433777319792,site2,timepoint4
2020-09-23 06:40:00,159.43998214097115,site2,timepoint4
2020-09-23 06:45:00,199.61254126925036,site2,timepoint4
2020-09-23 06:50:00,277.45367887553664,site2,timepoint4
2020-09-23 06:55:00,237.4988571951072,site2,timepoint4
2020-09-23 07:00:00,296.1790993906153,site2,timepoint4
2020-09-23 07:05:00,382.83860363481665,site2,timepoint4
2020-09-23 07:10:00,330.58161615087613,site2,timepoint4
2020-09-23 07:15:00,293.45738129249344,site2,timepoint4
2020-09-23 07:20:00,324.15836143930846,site2,timepoint4
2020-09-23 07:25:00,353.87952307079956,site2,timepoint4
2020-09-23 07:30:00,414.84600846873013,site2,timepoint4
2020-09-23 07:35:00,541.7869405651355,site2,timepoint4
2020-09-23 07:40:00,563.3429479022609,site2,timepoint4
2020-09-23 07:45:00,632.2568501467074,site2,timepoint4
2020-09-23 07:50:00,584.1368741719123,site2,timepoint4
2020-09-23 07:55:00,386.6490089721873,site2,timepoint4
2020-09-23 08:00:00,678.1994516430051,site2,timepoint4
2020-09-23 08:05:00,833.0107770641787,site2,timepoint4
