colony_id,Am,AQY,Rd,timepoint
ACR-139,0.4650418308673017,0.014466170708580164,0.15609870926829733,timepoint4
ACR-145,0.8141809012650857,0.024608538083726057,0.17128511961182155,timepoint4
ACR-150,1.0036172213745678,0.029338017902699166,0.20639662786036725,timepoint4
ACR-173,0.6629747849183656,0.029998657358333528,0.18145928974532047,timepoint4
ACR-175,0.7217620991605317,0.025096237766899628,0.12330159600980443,timepoint4
ACR-176,0.9605529369036903,0.033245367992127135,0.3534521916231801,timepoint4
ACR-178,0.997414209247718,0.034492791924469086,0.408444365691803,timepoint4
ACR-180,0.858242511774172,0.032699979026183476,0.38771205384445806,timepoint4
ACR-185,0.9043328002444745,0.03169405867412868,0.40756862832361884,timepoint4
ACR-186,0.847688887875202,0.0345687866598743,0.21209319357711978,timepoint4
ACR-187,0.9580458091758376,0.03528901888280681,0.2078356906646775,timepoint4
ACR-210,1.0575345373046383,0.033353393225338535,0.4086779737580072,timepoint4
ACR-213,1.1155331147516474,0.046523198914811076,0.44829043118453704,timepoint4
ACR-218,0.8945775303954382,0.041173976790854196,0.43138273634099533,timepoint4
ACR-220,0.7586669470059793,0.015931635405856934,0.32714414486682003,timepoint4
ACR-225,1.091641683154635,0.01436720359446842,0.35918754729114377,timepoint4
ACR-229,1.0408442262787925,0.010268976937680785,0.1223962223129114,timepoint4
ACR-234,0.9230948037088104,0.030380662702759926,0.3635971668982661,timepoint4
ACR-237,1.2536748125813466,0.048452427089194124,0.626608814289401,timepoint4
ACR-241,0.6742837132622806,0.029645937518873806,0.3033696961910474,timepoint4
ACR-256,0.4586900963941199,0.01474125845983034,0.20743437091834108,timepoint4
ACR-267,2.9611980233768933,0.13373716878707045,1.3940435790570376,timepoint4
ACR-343,0.7800098726270427,0.031089073535716102,0.2694274476125081,timepoint4
ACR-368,0.5073495149270588,0.017090186636584705,0.13607558666587435,timepoint4
ACR-389,0.7521541896764221,0.033398780618097874,0.3056886114618594,timepoint4
ACR-390,0.7494584742678082,0.021930205101302426,0.17095203235195489,timepoint4
ACR-393,0.6061635032904389,0.02049508666065606,0.1960062649371552,timepoint4
POC-200,0.7955553858550694,0.025392253538111125,0.41521213923774486,timepoint4
POC-205,0.8477545805658001,0.029371716670074273,0.3891799594966798,timepoint4
POC-207,0.6738327960501126,0.03247595694924506,0.28752213155921114,timepoint4
POC-219,0.7671632141929288,0.04279123096516638,0.5837052485533972,timepoint4
POC-222,0.8423545710478505,0.0354818055068766,0.37466487357247386,timepoint4
POC-238,0.6666065971071397,0.035916425060327675,0.44302236433242703,timepoint4
POC-239,0.6866659584858941,0.006175835708543324,0.21485304253986898,timepoint4
POC-248,1.1015732303567078,0.012390789798517357,0.4788950052211479,timepoint4
POC-254,0.7789534348938089,0.013613169710932217,0.3125797918150243,timepoint4
POC-255,0.8433645899803407,0.03502183655219701,0.481362575993993,timepoint4
POC-257,1.409255852756839,0.03337410705697225,0.6000412158346544,timepoint4
POC-259,0.3563162649445502,0.012514115587920614,0.17091120746550303,timepoint4
POC-346,0.9402558460794828,0.04935426902770385,0.5715920448262438,timepoint4
POC-358,0.9548981747449465,0.02590596975154615,0.44703191814343507,timepoint4
POC-359,0.8792034243637689,0.036205313068123295,0.44204094545141537,timepoint4
POC-366,1.0042113893800453,0.04142348125494652,0.45923986665647737,timepoint4
POC-369,1.0607530491278951,0.03749216921127495,0.5623584785608539,timepoint4
POC-371,0.7029255430331833,0.02752642817963062,0.26964368466020555,timepoint4
POC-372,0.7519154038862051,0.030354344381470607,0.43035406686337807,timepoint4
POC-373,0.5418638118285165,0.023492424136396062,0.35039879151805087,timepoint4
POC-375,1.1260480702283675,0.03335423569037723,0.3266446671961135,timepoint4
POC-377,0.6577726170034212,0.024342598259455565,0.3742838836475085,timepoint4
POC-386,0.8611516351579436,0.0343290779883245,0.42324441932416873,timepoint4
POC-391,0.6770459273125131,0.029518669495676907,0.31320386453939575,timepoint4
POC-394,0.547709943319976,0.023707715349799843,0.25615312961170816,timepoint4
POC-395,0.628482147732343,0.021740623007503075,0.29699717350652527,timepoint4
POC-40,0.9152278696665725,0.04246375154286732,0.5724038108420586,timepoint4
POC-42,0.5590752761706136,0.024653962262251552,0.2379220112795088,timepoint4
POC-43,1.214874667772504,0.05246205533086489,0.5196998774169944,timepoint4
POC-44,0.7865883667286431,0.03715820306957048,0.42263204184545944,timepoint4
POC-45,1.1638436512043633,0.03174743047334761,0.47864130906938807,timepoint4
POC-47,0.9343389847731465,0.03696062567784313,0.2988642601251555,timepoint4
POC-48,0.8674443714928106,0.03799902188882736,0.4162367200576215,timepoint4
POC-50,0.8228939478564475,0.04374927437552879,0.35638144293087476,timepoint4
POC-52,0.8876634227547012,0.04978702275149508,0.48283504870683935,timepoint4
POC-53,0.9110526839467261,0.034049271199357994,0.4046719976794204,timepoint4
POC-57,0.8454385997664086,0.0329482763296676,0.3704077052200801,timepoint4
POC-68,0.6751146891070704,0.03564737843979924,0.37582363821729314,timepoint4
POR-209,1.389763591727397,0.05747464538630705,0.5412059876117853,timepoint4
POR-214,1.803062583956536,0.07450791090436187,0.6790041701807652,timepoint4
POR-216,1.355638710325409,0.049286048804610426,0.5683943281459665,timepoint4
POR-221,2.0136565229916386,0.02491491543360525,0.1802073056921303,timepoint4
POR-224,2.231228879626347,0.0993415882260879,0.8235706329816059,timepoint4
POR-240,1.945236456007787,0.08592601648915701,0.8927754669856978,timepoint4
POR-242,1.5847474731906097,0.04688972314905456,0.6558005335966456,timepoint4
POR-245,2.510091066343589,0.03916622982589055,0.7375585329593259,timepoint4
POR-251,2.3450347042386426,0.12458525022946187,0.6854588852541712,timepoint4
POR-253,2.0637295790496895,0.06435798200860396,0.6479794428040192,timepoint4
