colony_id,Am,AQY,Rd,timepoint
POR-260,2.430475500685868,0.13971722136627,1.0445879573982557,timepoint4
POR-262,2.2478449750080136,0.07355595409489984,0.8010077738727723,timepoint4
POR-338,1.7585950756165507,0.06799876141051406,0.661773844933457,timepoint4
POR-340,2.692038318168832,0.08399996760823865,0.8603475217495763,timepoint4
POR-341,2.1609621020825966,0.07509452328398905,0.9891073651730744,timepoint4
POR-349,1.621719820496349,0.06289224315769355,0.6500416897465986,timepoint4
POR-354,1.462475351983016,0.047715484746612156,0.7007386199996128,timepoint4
POR-357,1.3906122899314928,0.06114156437086582,0.6554334300152537,timepoint4
POR-362,2.2785107244478633,0.0754869464729232,0.8475343358129165,timepoint4
POR-367,1.6210008337480515,0.07057984529898036,0.5222691948825631,timepoint4
POR-381,2.461607821803807,0.13333191009418083,1.2530948595782987,timepoint4
POR-383,1.4820400038950707,0.10119659821356322,0.7937113289630574,timepoint4
POR-384,1.5101504924573983,0.03760610492509055,0.3558164820962204,timepoint4
POR-385,1.629979803615256,0.050330618992406664,0.5822463066832092,timepoint4
POR-69,1.50831972907635,0.04940846647995299,0.4912470450289848,timepoint4
POR-70,2.45681134884546,0.06590191876064182,0.6444052202932795,timepoint4
POR-71,1.550553712013073,0.04404268622039323,0.5547847985911115,timepoint4
POR-72,2.285384084073074,0.09028960395050191,0.7009601113615119,timepoint4
POR-73,2.286464100140852,0.06926123740911325,0.7540926554322802,timepoint4
POR-74,3.152873261811912,0.1048046973101294,0.9601070792487332,timepoint4
POR-76,1.5063637423102818,0.050836066540704335,0.6933010284273345,timepoint4
POR-79,1.503443113718957,0.059773691504523246,0.7185988845527678,timepoint4
POR-81,4.271724020365819,0.11707425367812545,1.17174743292341,timepoint4
POR-82,2.4983733985459478,0.07703245212864668,0.8332654503059153,timepoint4
POR-83,1.666086867663334,0.0546743158687353,0.4632590087244602,timepoint4
