loggerUid,data2,data1,logDateTime,dateTime
260262624998102,21.31,0,1578737342,11-01-2020T00:09:02
260262624998102,21.31,0,1578737942,11-01-2020T00:19:02
260262624998102,21.25,0,1578738542,11-01-2020T00:29:02
260262624998102,21.25,0,1578739142,11-01-2020T00:39:02
260262624998102,21.19,0,1578739742,11-01-2020T00:49:02
260262624998102,21.19,0,1578740342,11-01-2020T00:59:02
260262624998102,21.13,0,1578740942,11-01-2020T01:09:02
260262624998102,21.19,0,1578741542,11-01-2020T01:19:02
260262624998102,21.19,0,1578742142,11-01-2020T01:29:02
260262624998102,21.13,0,1578742742,11-01-2020T01:39:02
260262624998102,21.06,0,1578743342,11-01-2020T01:49:02
260262624998102,21.19,0,1578743942,11-01-2020T01:59:02
260262624998102,21.13,0,1578744542,11-01-2020T02:09:02
260262624998102,21.06,0,1578745142,11-01-2020T02:19:02
260262624998102,21.13,0,1578745742,11-01-2020T02:29:02
260262624998102,21.06,0,1578746342,11-01-2020T02:39:02
260262624998102,21.19,0,1578746942,11-01-2020T02:49:02
260262624998102,21.13,0,1578747542,11-01-2020T02:59:02
260262624998102,21.06,0,1578748142,11-01-2020T03:09:02
260262624998102,21.13,0,1578748742,11-01-2020T03:19:02
260262624998102,21.13,0,1578749342,11-01-2020T03:29:02
260262624998102,21.19,0,1578749942,11-01-2020T03:39:02
260262624998102,21.25,0,1578750542,11-01-2020T03:49:02
260262624998102,21.13,0,1578751142,11-01-2020T03:59:02
260262624998102,21.19,0,1578751742,11-01-2020T04:09:02
260262624998102,21.19,0,1578752342,11-01-2020T04:19:02
260262624998102,21.25,0,1578752942,11-01-2020T04:29:02
260262624998102,21.31,0,1578753542,11-01-2020T04:39:02
260262624998102,21.19,0,1578754142,11-01-2020T04:49:02
260262624998102,21.25,0,1578754742,11-01-2020T04:59:02
260262624998102,21.25,0,1578755342,11-01-2020T05:09:02
260262624998102,21.25,0,1578755942,11-01-2020T05:19:02
260262624998102,21.25,0,1578756542,11-01-2020T05:29:02
260262624998102,21.25,0,1578757142,11-01-2020T05:39:02
260262624998102,21.25,0,1578757742,11-01-2020T05:49:02
260262624998102,21.31,0,1578758342,11-01-2020T05:59:02
260262624998102,21.31,0,1578758942,11-01-2020T06:09:02
260262624998102,21.31,0,1578759542,11-01-2020T06:19:02
260262624998102,21.25,0,1578760142,11-01-2020T06:29:02
