colony_id,colony_id_corr,species,timepoint,month,site,nutrient,site_code,cre.umol.mgprot,Host_AFDW.mg.cm2,Sym_AFDW.mg.cm2,Host_DW.mg.cm2,Sym_DW.mg.cm2,chla.ug.cm2,chlc2.ug.cm2,prot_ug.cm2,surface.area.cm2,cells.cm2,Am,AQY,Rd,umol.cm2.hr,code
POC-50,POC-50,Pocillopora,timepoint1,January 2020,Manava,High,Manava High,0.0869331723686527,1.949769358401008,0.3938927996769221,206.16349135092375,255.93419119010642,1.745654930218375,0.7804493459599475,NA,42.65119853365639,304938.67574991746,NA,NA,NA,0.009860196297267892,POC-50 - timepoint1
POC-50,POC-50,Pocillopora,timepoint1,January 2020,Manava,High,Manava High,0.0869331723686527,1.949769358401008,0.3938927996769221,206.16349135092375,255.93419119010642,1.745654930218375,0.7804493459599475,NA,42.65119853365639,304938.67574991746,NA,NA,NA,0.004249258011223992,POC-50 - timepoint1
