site,FullTemp_min,FullTemp_max,FullTemp_mean,FullTemp_stdev,pH_min,pH_max,pH_mean,pH_stdev,light_min,light_max,light_mean,light_stdev,FullTemp_range,na.rm,pH_range
site1,25.38,30.7477777777778,28.27778057367329,0.9041854609757135,8,8.51,8.277802120141343,0.06959260764399647,-7.09730853448932,4611.21785145224,852.51096621873,1234.6160975017406,5.3677777777778,TRUE,0.5099999999999998
site2,24.4838888888889,31.3311111111111,28.325514159787872,0.9505052842498891,8.09,9.78,8.255992303195635,0.06539366258489764,71.1474470378967,4535.52720902529,723.7520630633582,1022.6770197768784,6.8472222222222,TRUE,1.6899999999999995
site3,24.508,30.95,28.259315906744025,0.8465922318984189,7.88,8.77,8.316424208165424,0.09665390021284054,10.8555697574409,4287.4143086309,717.3313188598544,1063.1639360388635,6.442,TRUE,0.8899999999999997
