colony_id,colony_id_corr,timepoint,site,nutrient,site_code,month,species,A1/A1ee,A1/A1ee-A1ep-A1eq,A1/A1gb-A1ee,C1/C42.2/C42g/C42a-...,C116-C116af-C116ag-...,C15-C15bn-C15by,C15-C15bn-C15by-C15ai,C15-C15bn-C15dq,C15-C15by-C15ai,C15-C15he,C15-C15kl,C15-C15kl-C15he,C15-C15kl-C15he-C15vz,C15-C15kl-C15pm,C15-C15l-C15bm-C15n,C15-C15l-C15n,C15-C15l-C15n-C15bb...,C15-C15wa-C15kl-C15...,C15/C116,C15/C116-C15h,C15/C116ai-C116aj,C15/C15ev,C15/C93a,C15h/C3,C1d,C1d-C42.2-C1-C1k-C1...,C1d/C1/C42.2/C3-C1b...,C1d/C42.2,C1d/C42.2/C1/C3cg-C...,C1d/C42g-C42.2-C1-C...,C3/C115d,C3ae/C3f-C3bj,C42a/C42.2/C1/C42b-...,C42g/C1/C42.2/C42a-...,C91,D1,D1-D17d-D1r-D17c,D1-D1u-D1jb,D1/D4-D6-D2.2-D1h,G3a/G3ae-G3ai-G3bi-...
ACR-364,ACR-364,timepoint3,Hilton,Medium,Hilton Medium,September 2020,Acropora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ACR-364,ACR-364,timepoint4,Hilton,Medium,Hilton Medium,November 2020,Acropora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ACR-368,ACR-368,timepoint1,Hilton,Medium,Hilton Medium,January 2020,Acropora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ACR-368,ACR-368,timepoint4,Hilton,Medium,Hilton Medium,November 2020,Acropora,0,0.10212597733462181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8978740226653782,0,0
ACR-374,ACR-374,timepoint1,Hilton,Medium,Hilton Medium,January 2020,Acropora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ACR-379,ACR-379,timepoint1,Hilton,Medium,Hilton Medium,January 2020,Acropora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ACR-389,ACR-389,timepoint1,Hilton,Medium,Hilton Medium,January 2020,Acropora,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACR-389,ACR-389,timepoint4,Hilton,Medium,Hilton Medium,November 2020,Acropora,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACR-390,ACR-390,timepoint1,Hilton,Medium,Hilton Medium,January 2020,Acropora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ACR-390,ACR-390,timepoint4,Hilton,Medium,Hilton Medium,November 2020,Acropora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ACR-393,ACR-393,timepoint1,Hilton,Medium,Hilton Medium,January 2020,Acropora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ACR-393,ACR-393,timepoint2,Hilton,Medium,Hilton Medium,March 2020,Acropora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ACR-393,ACR-393,timepoint4,Hilton,Medium,Hilton Medium,November 2020,Acropora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ACR-396,ACR-396,timepoint1,Hilton,Medium,Hilton Medium,January 2020,Acropora,0,0.43909842054971615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5609015794502838,0,0
ACR-396,ACR-396,timepoint2,Hilton,Medium,Hilton Medium,March 2020,Acropora,0,0.42580195797701503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.574198042022985,0,0
ACR-396,ACR-396,timepoint4,Hilton,Medium,Hilton Medium,November 2020,Acropora,0,0.03827915214534651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9617208478546535,0,0
ACR-51,ACR-51,timepoint1,Manava,High,Manava High,January 2020,Acropora,0,0.49168717363903724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5083128263609628,0,0
ACR-51,ACR-51,timepoint2,Manava,High,Manava High,March 2020,Acropora,0,0.28276770705556314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7172322929444369,0,0
POC-200,POC-200,timepoint1,Mahana,Low,Mahana Low,January 2020,Pocillopora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
POC-200,POC-200,timepoint2,Mahana,Low,Mahana Low,March 2020,Pocillopora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
POC-200,POC-200,timepoint3,Mahana,Low,Mahana Low,September 2020,Pocillopora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
POC-200,POC-200,timepoint4,Mahana,Low,Mahana Low,November 2020,Pocillopora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
POC-201,POC-201,timepoint2,Mahana,Low,Mahana Low,March 2020,Pocillopora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014104046242774566,0,0,0.9858959537572254,0,0,0,0,0,0
POC-201,POC-201,timepoint3,Mahana,Low,Mahana Low,September 2020,Pocillopora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
POC-205,POC-205,timepoint1,Mahana,Low,Mahana Low,January 2020,Pocillopora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
POC-205,POC-205,timepoint3,Mahana,Low,Mahana Low,September 2020,Pocillopora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
POC-205,POC-205,timepoint4,Mahana,Low,Mahana Low,November 2020,Pocillopora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
POC-207,POC-207,timepoint2,Mahana,Low,Mahana Low,March 2020,Pocillopora,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POC-207,POC-207,timepoint3,Mahana,Low,Mahana Low,September 2020,Pocillopora,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POC-207,POC-207,timepoint4,Mahana,Low,Mahana Low,November 2020,Pocillopora,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POC-215,POC-215,timepoint2,Mahana,Low,Mahana Low,March 2020,Pocillopora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05703869222627308,0,0,0,0,0,0,0,0,0,0,0.9429613077737269,0,0,0,0,0,0
POC-217,POC-217,timepoint1,Mahana,Low,Mahana Low,January 2020,Pocillopora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
POC-219,POC-219,timepoint1,Mahana,Low,Mahana Low,January 2020,Pocillopora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02916978309648467,0,0,0.9708302169035153,0,0,0,0,0,0
POC-219,POC-219,timepoint2,Mahana,Low,Mahana Low,March 2020,Pocillopora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02625590757920532,0,0,0.9737440924207946,0,0,0,0,0,0
POC-219,POC-219,timepoint3,Mahana,Low,Mahana Low,September 2020,Pocillopora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03419126924047439,0,0,0.9658087307595256,0,0,0,0,0,0
POC-219,POC-219,timepoint4,Mahana,Low,Mahana Low,November 2020,Pocillopora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
POC-222,POC-222,timepoint1,Mahana,Low,Mahana Low,January 2020,Pocillopora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POC-222,POC-222,timepoint2,Mahana,Low,Mahana Low,March 2020,Pocillopora,0,0,0,0.9286781977364937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0713218022635063,0,0,0
POC-222,POC-222,timepoint3,Mahana,Low,Mahana Low,September 2020,Pocillopora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POC-222,POC-222,timepoint4,Mahana,Low,Mahana Low,November 2020,Pocillopora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POC-238,POC-238,timepoint1,Mahana,Low,Mahana Low,January 2020,Pocillopora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
POC-238,POC-238,timepoint2,Mahana,Low,Mahana Low,March 2020,Pocillopora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
POC-238,POC-238,timepoint3,Mahana,Low,Mahana Low,September 2020,Pocillopora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019556403529692346,0,0,0.9804435964703077,0,0,0,0,0,0
POC-238,POC-238,timepoint4,Mahana,Low,Mahana Low,November 2020,Pocillopora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021405592675080427,0,0,0.9785944073249195,0,0,0,0,0,0
POC-239,POC-239,timepoint1,Mahana,Low,Mahana Low,January 2020,Pocillopora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019962955340605062,0,0,0.9800370446593949,0,0,0,0,0,0
POC-239,POC-239,timepoint3,Mahana,Low,Mahana Low,September 2020,Pocillopora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02275920202304018,0,0,0.9772407979769598,0,0,0,0,0,0
POC-239,POC-239,timepoint4,Mahana,Low,Mahana Low,November 2020,Pocillopora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019247272281476033,0,0,0.980752727718524,0,0,0,0,0,0
POC-248,POC-248,timepoint1,Mahana,Low,Mahana Low,January 2020,Pocillopora,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POC-248,POC-248,timepoint2,Mahana,Low,Mahana Low,March 2020,Pocillopora,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POC-248,POC-248,timepoint3,Mahana,Low,Mahana Low,September 2020,Pocillopora,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POC-248,POC-248,timepoint4,Mahana,Low,Mahana Low,November 2020,Pocillopora,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POC-254,POC-254,timepoint1,Mahana,Low,Mahana Low,January 2020,Pocillopora,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POC-254,POC-254,timepoint2,Mahana,Low,Mahana Low,March 2020,Pocillopora,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POC-254,POC-254,timepoint3,Mahana,Low,Mahana Low,September 2020,Pocillopora,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POC-254,POC-254,timepoint4,Mahana,Low,Mahana Low,November 2020,Pocillopora,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POC-255,POC-255,timepoint1,Mahana,Low,Mahana Low,January 2020,Pocillopora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
POC-255,POC-255,timepoint2,Mahana,Low,Mahana Low,March 2020,Pocillopora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9452000397101161,0,0,0,0,0,0,0,0,0.05479996028988385,0,0
POC-255,POC-255,timepoint3,Mahana,Low,Mahana Low,September 2020,Pocillopora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POC-255,POC-255,timepoint4,Mahana,Low,Mahana Low,November 2020,Pocillopora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
POC-257,POC-257,timepoint2,Mahana,Low,Mahana Low,March 2020,Pocillopora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POC-257,POC-257,timepoint3,Mahana,Low,Mahana Low,September 2020,Pocillopora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POC-257,POC-257,timepoint4,Mahana,Low,Mahana Low,November 2020,Pocillopora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
POC-259,POC-259,timepoint1,Mahana,Low,Mahana Low,January 2020,Pocillopora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
POC-259,POC-259,timepoint2,Mahana,Low,Mahana Low,March 2020,Pocillopora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
POC-259,POC-259,timepoint3,Mahana,Low,Mahana Low,September 2020,Pocillopora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POC-259,POC-259,timepoint4,Mahana,Low,Mahana Low,November 2020,Pocillopora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
POC-346,POC-346,timepoint1,Hilton,Medium,Hilton Medium,January 2020,Pocillopora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
POC-346,POC-346,timepoint2,Hilton,Medium,Hilton Medium,March 2020,Pocillopora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POC-346,POC-346,timepoint4,Hilton,Medium,Hilton Medium,November 2020,Pocillopora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POC-358,POC-358,timepoint1,Hilton,Medium,Hilton Medium,January 2020,Pocillopora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
POC-358,POC-358,timepoint2,Hilton,Medium,Hilton Medium,March 2020,Pocillopora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
POC-358,POC-358,timepoint3,Hilton,Medium,Hilton Medium,September 2020,Pocillopora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
POC-358,POC-358,timepoint4,Hilton,Medium,Hilton Medium,November 2020,Pocillopora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
POC-359,POC-359,timepoint1,Hilton,Medium,Hilton Medium,January 2020,Pocillopora,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POC-359,POC-359,timepoint2,Hilton,Medium,Hilton Medium,March 2020,Pocillopora,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POC-359,POC-359,timepoint3,Hilton,Medium,Hilton Medium,September 2020,Pocillopora,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POC-359,POC-359,timepoint4,Hilton,Medium,Hilton Medium,November 2020,Pocillopora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
POC-366,POC-366,timepoint1,Hilton,Medium,Hilton Medium,January 2020,Pocillopora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
POC-366,POC-366,timepoint2,Hilton,Medium,Hilton Medium,March 2020,Pocillopora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
POC-366,POC-366,timepoint3,Hilton,Medium,Hilton Medium,September 2020,Pocillopora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
POC-366,POC-366,timepoint4,Hilton,Medium,Hilton Medium,November 2020,Pocillopora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
POC-369,POC-369,timepoint1,Hilton,Medium,Hilton Medium,January 2020,Pocillopora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
POC-369,POC-369,timepoint2,Hilton,Medium,Hilton Medium,March 2020,Pocillopora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
POC-369,POC-369,timepoint3,Hilton,Medium,Hilton Medium,September 2020,Pocillopora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
POC-369,POC-369,timepoint4,Hilton,Medium,Hilton Medium,November 2020,Pocillopora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
POC-371,POC-371,timepoint1,Hilton,Medium,Hilton Medium,January 2020,Pocillopora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
POC-371,POC-371,timepoint2,Hilton,Medium,Hilton Medium,March 2020,Pocillopora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9572140381282496,0,0,0,0,0,0,0,0,0,0,0.04278596187175043,0,0
POC-371,POC-371,timepoint3,Hilton,Medium,Hilton Medium,September 2020,Pocillopora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
POC-371,POC-371,timepoint4,Hilton,Medium,Hilton Medium,November 2020,Pocillopora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
POC-372,POC-372,timepoint1,Hilton,Medium,Hilton Medium,January 2020,Pocillopora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POC-372,POC-372,timepoint2,Hilton,Medium,Hilton Medium,March 2020,Pocillopora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9613165379926859,0,0,0,0,0,0,0,0,0,0,0,0.0386834620073141,0,0
POC-372,POC-372,timepoint3,Hilton,Medium,Hilton Medium,September 2020,Pocillopora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
POC-372,POC-372,timepoint4,Hilton,Medium,Hilton Medium,November 2020,Pocillopora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POC-373,POC-373,timepoint1,Hilton,Medium,Hilton Medium,January 2020,Pocillopora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POC-373,POC-373,timepoint2,Hilton,Medium,Hilton Medium,March 2020,Pocillopora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POC-373,POC-373,timepoint3,Hilton,Medium,Hilton Medium,September 2020,Pocillopora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
POC-373,POC-373,timepoint4,Hilton,Medium,Hilton Medium,November 2020,Pocillopora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
POC-375,POC-375,timepoint1,Hilton,Medium,Hilton Medium,January 2020,Pocillopora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POC-375,POC-375,timepoint2,Hilton,Medium,Hilton Medium,March 2020,Pocillopora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
POC-375,POC-375,timepoint3,Hilton,Medium,Hilton Medium,September 2020,Pocillopora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POC-375,POC-375,timepoint4,Hilton,Medium,Hilton Medium,November 2020,Pocillopora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
POC-377,POC-377,timepoint1,Hilton,Medium,Hilton Medium,January 2020,Pocillopora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06960817334680588,0,0,0,0,0,0,0,0,0.9303918266531941,0,0,0,0,0,0
POC-377,POC-377,timepoint2,Hilton,Medium,Hilton Medium,March 2020,Pocillopora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
POC-377,POC-377,timepoint3,Hilton,Medium,Hilton Medium,September 2020,Pocillopora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
POC-377,POC-377,timepoint4,Hilton,Medium,Hilton Medium,November 2020,Pocillopora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02155631884401279,0,0,0.9784436811559872,0,0,0,0,0,0
POC-378,POC-378,timepoint1,Hilton,Medium,Hilton Medium,January 2020,Pocillopora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
