well,colony_id
A1,Standard1
A2,Standard1
A3,Standard2
A4,Standard2
A5,Standard3
A6,Standard3
A7,Standard4
A8,Standard4
A9,Standard5
A10,Standard5
A11,Standard6
A12,Standard6
B1,Standard7
B2,Standard7
B3,Standard8
B4,Standard8
B5,Standard9
B6,Standard9
B7,Standard10
B8,Standard10
B9,POC-40
B10,POC-40
B11,POR-362
B12,POR-362
C1,POC-377
C2,POC-377
C3,POC-386
C4,POC-386
C5,POC-394
C6,POC-394
C7,ACR-393
C8,ACR-393
C9,POC-346
C10,POC-346
C11,ACR-343
C12,ACR-343
D1,POC-378
D2,POC-378
D3,POR-383
D4,POR-383
D5,POR-357
D6,POR-357
D7,POR-365
D8,POR-365
D9,POC-366
D10,POC-366
D11,POR-367
D12,POR-367
E1,POR-353
E2,POR-353
E3,POC-358
E4,POC-358
E5,POC-371
E6,POC-371
E7,ACR-368
E8,ACR-368
E9,ACR-389
E10,ACR-389
E11,ACR-396
E12,ACR-396
F1,POC-369
F2,POC-369
F3,POC-372
F4,POC-372
F5,POC-373
F6,POC-373
F7,POR-338
F8,POR-338
F9,POR-340
F10,POR-340
F11,POR-341
F12,POR-341
G1,POR-349
G2,POR-349
G3,POC-359
G4,POC-359
G5,POR-354
G6,POR-354
G7,POR-262
G8,POR-262
G9,POC-257
G10,POC-257
G11,ACR-234
G12,ACR-234
H1,POR-214
H2,POR-214
H3,ACR-256
H4,ACR-256
H5,ACR-213
H6,ACR-213
H7,ACR-225
H8,ACR-225
H9,POC-239
H10,POC-239
H11,ACR-237
H12,ACR-237
