loggerUid,data2,data1,logDateTime,dateTime
278023004021875,21.25,0,1578737386,11-01-2020T00:09:46
278023004021875,21.25,0,1578737986,11-01-2020T00:19:46
278023004021875,21.19,0,1578738586,11-01-2020T00:29:46
278023004021875,21.19,0,1578739186,11-01-2020T00:39:46
278023004021875,21.19,0,1578739786,11-01-2020T00:49:46
278023004021875,21.13,0,1578740386,11-01-2020T00:59:46
278023004021875,21.13,0,1578740986,11-01-2020T01:09:46
278023004021875,21.19,0,1578741586,11-01-2020T01:19:46
278023004021875,21.13,0,1578742186,11-01-2020T01:29:46
278023004021875,21.13,0,1578742786,11-01-2020T01:39:46
278023004021875,21.06,0,1578743386,11-01-2020T01:49:46
278023004021875,21.13,0,1578743986,11-01-2020T01:59:46
278023004021875,21.06,0,1578744586,11-01-2020T02:09:46
278023004021875,21.06,0,1578745186,11-01-2020T02:19:46
278023004021875,21.13,0,1578745786,11-01-2020T02:29:46
278023004021875,21.06,0,1578746386,11-01-2020T02:39:46
278023004021875,21.19,0,1578746986,11-01-2020T02:49:46
278023004021875,21.06,0,1578747586,11-01-2020T02:59:46
278023004021875,21.13,0,1578748186,11-01-2020T03:09:46
278023004021875,21.13,0,1578748786,11-01-2020T03:19:46
278023004021875,21.19,2,1578749386,11-01-2020T03:29:46
278023004021875,21.13,0,1578749986,11-01-2020T03:39:46
278023004021875,21.19,0,1578750586,11-01-2020T03:49:46
278023004021875,21.13,0,1578751186,11-01-2020T03:59:46
278023004021875,21.19,0,1578751786,11-01-2020T04:09:46
278023004021875,21.19,0,1578752386,11-01-2020T04:19:46
278023004021875,21.25,0,1578752986,11-01-2020T04:29:46
278023004021875,21.25,0,1578753586,11-01-2020T04:39:46
278023004021875,21.19,0,1578754186,11-01-2020T04:49:46
278023004021875,21.25,0,1578754786,11-01-2020T04:59:46
278023004021875,21.25,0,1578755386,11-01-2020T05:09:46
278023004021875,21.25,0,1578755986,11-01-2020T05:19:46
278023004021875,21.25,0,1578756586,11-01-2020T05:29:46
278023004021875,21.25,0,1578757186,11-01-2020T05:39:46
278023004021875,21.25,2,1578757786,11-01-2020T05:49:46
278023004021875,21.38,0,1578758386,11-01-2020T05:59:46
278023004021875,21.31,0,1578758986,11-01-2020T06:09:46
278023004021875,21.31,0,1578759586,11-01-2020T06:19:46
278023004021875,21.31,2,1578760186,11-01-2020T06:29:46
278023004021875,21.31,0,1578760786,11-01-2020T06:39:46
278023004021875,21.19,12,1578761386,11-01-2020T06:49:46
278023004021875,21.31,44,1578761986,11-01-2020T06:59:46
278023004021875,21.38,44,1578762586,11-01-2020T07:09:46
278023004021875,21.44,44,1578763186,11-01-2020T07:19:46
278023004021875,21.38,44,1578763786,11-01-2020T07:29:46
278023004021875,21.44,44,1578764386,11-01-2020T07:39:46
278023004021875,21.5,44,1578764986,11-01-2020T07:49:46
278023004021875,21.44,46,1578765586,11-01-2020T07:59:46
278023004021875,21.44,46,1578766186,11-01-2020T08:09:46
278023004021875,21.44,46,1578766786,11-01-2020T08:19:46
278023004021875,21.44,44,1578767386,11-01-2020T08:29:46
278023004021875,21.44,46,1578767986,11-01-2020T08:39:46
278023004021875,21.5,40,1578768586,11-01-2020T08:49:46
278023004021875,21.63,34,1578769186,11-01-2020T08:59:46
278023004021875,21.75,30,1578769786,11-01-2020T09:09:46
278023004021875,21.81,28,1578770386,11-01-2020T09:19:46
278023004021875,21.88,32,1578770986,11-01-2020T09:29:46
278023004021875,21.88,28,1578771586,11-01-2020T09:39:46
278023004021875,21.94,32,1578772186,11-01-2020T09:49:46
278023004021875,21.94,30,1578772786,11-01-2020T09:59:46
278023004021875,22,28,1578773386,11-01-2020T10:09:46
278023004021875,22.06,34,1578773986,11-01-2020T10:19:46
278023004021875,22.13,36,1578774586,11-01-2020T10:29:46
278023004021875,22.19,36,1578775186,11-01-2020T10:39:46
278023004021875,22.25,34,1578775786,11-01-2020T10:49:46
278023004021875,22.31,38,1578776386,11-01-2020T10:59:46
278023004021875,22.38,36,1578776986,11-01-2020T11:09:46
278023004021875,22.5,32,1578777586,11-01-2020T11:19:46
278023004021875,22.69,26,1578778186,11-01-2020T11:29:46
278023004021875,22.75,26,1578778786,11-01-2020T11:39:46
278023004021875,22.69,30,1578779386,11-01-2020T11:49:46
278023004021875,22.63,30,1578779986,11-01-2020T11:59:46
278023004021875,22.56,38,1578780586,11-01-2020T12:09:46
278023004021875,22.44,46,1578781186,11-01-2020T12:19:46
278023004021875,22.31,46,1578781786,11-01-2020T12:29:46
278023004021875,22.31,46,1578782386,11-01-2020T12:39:46
278023004021875,22.25,48,1578782986,11-01-2020T12:49:46
278023004021875,22.44,64,1578783586,11-01-2020T12:59:46
278023004021875,22.75,40,1578784186,11-01-2020T13:09:46
278023004021875,24.19,232,1578787200,11-01-2020T14:00:00
278023004021875,24.69,58,1578787500,11-01-2020T14:05:00
278023004021875,25.25,110,1578787800,11-01-2020T14:10:00
278023004021875,25.19,194,1578788100,11-01-2020T14:15:00
278023004021875,27.06,39280,1578788400,11-01-2020T14:20:00
278023004021875,27.19,45188,1578788700,11-01-2020T14:25:00
278023004021875,27.5,31376,1578789000,11-01-2020T14:30:00
278023004021875,27.75,34082,1578789300,11-01-2020T14:35:00
278023004021875,28,31784,1578789600,11-01-2020T14:40:00
278023004021875,28.38,45992,1578789900,11-01-2020T14:45:00
278023004021875,28.63,31384,1578790200,11-01-2020T14:50:00
278023004021875,28.94,35778,1578790500,11-01-2020T14:55:00
278023004021875,29.25,41908,1578790800,11-01-2020T15:00:00
278023004021875,29.38,22306,1578791100,11-01-2020T15:05:00
278023004021875,29.56,23862,1578791400,11-01-2020T15:10:00
278023004021875,29.75,29920,1578791700,11-01-2020T15:15:00
278023004021875,29.88,23390,1578792000,11-01-2020T15:20:00
278023004021875,30,22926,1578792300,11-01-2020T15:25:00
278023004021875,30.06,16298,1578792600,11-01-2020T15:30:00
278023004021875,30.19,18164,1578792900,11-01-2020T15:35:00
278023004021875,30.25,17338,1578793200,11-01-2020T15:40:00
278023004021875,30.31,16542,1578793500,11-01-2020T15:45:00
278023004021875,30.38,15442,1578793800,11-01-2020T15:50:00
278023004021875,30.38,14254,1578794100,11-01-2020T15:55:00
278023004021875,30.44,13856,1578794400,11-01-2020T16:00:00
278023004021875,30.5,13546,1578794700,11-01-2020T16:05:00
278023004021875,30.5,12118,1578795000,11-01-2020T16:10:00
278023004021875,30.5,11328,1578795300,11-01-2020T16:15:00
278023004021875,30.44,10414,1578795600,11-01-2020T16:20:00
278023004021875,30.44,9750,1578795900,11-01-2020T16:25:00
278023004021875,30.44,8816,1578796200,11-01-2020T16:30:00
278023004021875,30.44,8912,1578796500,11-01-2020T16:35:00
278023004021875,30.44,8718,1578796800,11-01-2020T16:40:00
278023004021875,30.44,7716,1578797100,11-01-2020T16:45:00
278023004021875,30.44,7442,1578797400,11-01-2020T16:50:00
278023004021875,30.44,7210,1578797700,11-01-2020T16:55:00
278023004021875,30.38,6596,1578798000,11-01-2020T17:00:00
278023004021875,30.31,5342,1578798300,11-01-2020T17:05:00
278023004021875,30.31,4800,1578798600,11-01-2020T17:10:00
278023004021875,30.25,4038,1578798900,11-01-2020T17:15:00
278023004021875,29.5,1878,1578799200,11-01-2020T17:20:00
278023004021875,28.75,16192,1578799500,11-01-2020T17:25:00
278023004021875,28.56,25280,1578799800,11-01-2020T17:30:00
