1/11/20 14:05,0.09936
1/11/20 14:10,0.17343
1/11/20 14:15,0.32468
1/11/20 14:20,62.845
1/11/20 14:25,82.859
1/11/20 14:30,82.678
1/11/20 14:35,61.46
1/11/20 14:40,54.594
1/11/20 14:45,81.641
1/11/20 14:50,56.066
1/11/20 14:55,62.085
1/11/20 15:00,74.69
1/11/20 15:05,
1/11/20 15:10,
1/12/20 15:15,
1/11/20 15:20,42.634
1/11/20 15:25,41.252
1/11/20 15:30,
1/11/20 15:35,31.765
1/11/20 15:40,30.799
1/11/20 15:45,29.323
1/11/20 15:50,27.312
1/11/20 15:55,25.234
1/11/20 16:00,24.364
1/11/20 16:05,23.801
1/11/20 16:10,21.41
1/11/20 16:15,19.997
1/11/20 16:20,18.394
1/11/20 16:25,17.241
1/11/20 16:30,15.516
1/11/20 16:35,15.503
1/11/20 16:40,15.329
1/11/20 16:45,13.531
1/11/20 16:50,12.958
1/11/20 16:55,12.642
1/11/20 17:00,11.634
1/11/20 17:05,9.5058
1/11/20 17:10,8.4314
1/11/20 17:15,6.9568
1/11/20 17:20,3.5031
1/11/20 17:25,29.994
1/11/20 17:30,50.189
1/11/20 17:35,49.932
1/11/20 17:40,49.77
1/11/20 17:45,49.656
1/11/20 17:50,49.088
1/11/20 17:55,49.616
1/11/20 18:00,49.572
1/11/20 18:05,26.726
