loggerUid,data2,data1,logDateTime,dateTime
278023004021875,26.81,0,1572429768,30-10-2019T00:02:48
278023004021875,26.81,0,1572430368,30-10-2019T00:12:48
278023004021875,26.81,0,1572430968,30-10-2019T00:22:48
278023004021875,26.81,0,1572431568,30-10-2019T00:32:48
278023004021875,26.81,0,1572432168,30-10-2019T00:42:48
278023004021875,26.81,0,1572432768,30-10-2019T00:52:48
278023004021875,26.81,0,1572433368,30-10-2019T01:02:48
278023004021875,26.81,0,1572433968,30-10-2019T01:12:48
278023004021875,26.88,0,1572434568,30-10-2019T01:22:48
278023004021875,26.88,0,1572435168,30-10-2019T01:32:48
278023004021875,26.88,0,1572435768,30-10-2019T01:42:48
278023004021875,26.94,0,1572436368,30-10-2019T01:52:48
278023004021875,26.94,0,1572436968,30-10-2019T02:02:48
278023004021875,26.94,0,1572437568,30-10-2019T02:12:48
278023004021875,26.94,0,1572438168,30-10-2019T02:22:48
278023004021875,26.94,0,1572438768,30-10-2019T02:32:48
278023004021875,26.94,0,1572439368,30-10-2019T02:42:48
278023004021875,26.94,0,1572439968,30-10-2019T02:52:48
278023004021875,26.94,0,1572440568,30-10-2019T03:02:48
278023004021875,26.94,0,1572441168,30-10-2019T03:12:48
278023004021875,26.88,0,1572441768,30-10-2019T03:22:48
278023004021875,26.88,0,1572442368,30-10-2019T03:32:48
278023004021875,26.88,0,1572442968,30-10-2019T03:42:48
278023004021875,26.88,0,1572443568,30-10-2019T03:52:48
278023004021875,26.88,0,1572444168,30-10-2019T04:02:48
278023004021875,26.81,0,1572444768,30-10-2019T04:12:48
278023004021875,26.81,0,1572445368,30-10-2019T04:22:48
278023004021875,26.81,0,1572445968,30-10-2019T04:32:48
278023004021875,26.81,0,1572446568,30-10-2019T04:42:48
278023004021875,26.81,0,1572447168,30-10-2019T04:52:48
278023004021875,26.75,0,1572447768,30-10-2019T05:02:48
278023004021875,26.75,29,1572448368,30-10-2019T05:12:48
278023004021875,26.75,220,1572448968,30-10-2019T05:22:48
278023004021875,26.75,670,1572449568,30-10-2019T05:32:48
278023004021875,26.75,1359,1572450168,30-10-2019T05:42:48
278023004021875,26.75,2578,1572450768,30-10-2019T05:52:48
278023004021875,26.75,4112,1572451368,30-10-2019T06:02:48
278023004021875,26.75,6004,1572451968,30-10-2019T06:12:48
278023004021875,26.75,8252,1572452568,30-10-2019T06:22:48
278023004021875,26.81,10677,1572453168,30-10-2019T06:32:48
278023004021875,26.81,13335,1572453768,30-10-2019T06:42:48
278023004021875,26.81,16184,1572454368,30-10-2019T06:52:48
278023004021875,26.81,18937,1572454968,30-10-2019T07:02:48
278023004021875,26.88,21576,1572455568,30-10-2019T07:12:48
278023004021875,26.88,24402,1572456168,30-10-2019T07:22:48
278023004021875,26.88,27326,1572456768,30-10-2019T07:32:48
278023004021875,26.94,30275,1572457368,30-10-2019T07:42:48
278023004021875,26.94,32998,1572457968,30-10-2019T07:52:48
278023004021875,27.06,35502,1572458568,30-10-2019T08:02:48
278023004021875,27.06,38727,1572459168,30-10-2019T08:12:48
278023004021875,27.13,39165,1572459768,30-10-2019T08:22:48
278023004021875,27.19,42894,1572460368,30-10-2019T08:32:48
278023004021875,27.31,48262,1572460968,30-10-2019T08:42:48
278023004021875,27.38,48964,1572461568,30-10-2019T08:52:48
278023004021875,27.44,50742,1572462168,30-10-2019T09:02:48
278023004021875,27.5,51655,1572462768,30-10-2019T09:12:48
278023004021875,27.56,49071,1572463368,30-10-2019T09:22:48
278023004021875,27.63,53314,1572463968,30-10-2019T09:32:48
278023004021875,27.75,56686,1572464568,30-10-2019T09:42:48
278023004021875,27.81,58481,1572465168,30-10-2019T09:52:48
278023004021875,27.81,54299,1572465768,30-10-2019T10:02:48
278023004021875,27.88,60897,1572466368,30-10-2019T10:12:48
278023004021875,27.88,58017,1572466968,30-10-2019T10:22:48
278023004021875,27.94,63432,1572467568,30-10-2019T10:32:48
278023004021875,27.94,65094,1572468168,30-10-2019T10:42:48
278023004021875,27.94,65535,1572468768,30-10-2019T10:52:48
278023004021875,27.94,65535,1572469368,30-10-2019T11:02:48
278023004021875,27.94,65535,1572469968,30-10-2019T11:12:48
278023004021875,27.94,65535,1572470568,30-10-2019T11:22:48
278023004021875,27.94,65535,1572471168,30-10-2019T11:32:48
278023004021875,27.94,65535,1572471768,30-10-2019T11:42:48
278023004021875,27.94,65535,1572472368,30-10-2019T11:52:48
