"Plot Title: Tank12_20180903"
"#","Date Time, GMT-10:00","Temp, °C (LGR S/N: 20444030, SEN S/N: 20444030)","Coupler Detached (LGR S/N: 20444030)","Coupler Attached (LGR S/N: 20444030)","Host Connected (LGR S/N: 20444030)","End Of File (LGR S/N: 20444030)"
1,01/04/20 09:30:00 AM,28.617,Logged,,,
2,01/04/20 09:45:00 AM,29.240,,,,
3,01/04/20 10:00:00 AM,29.315,,,,
4,01/04/20 10:15:00 AM,29.090,,,,
5,01/04/20 10:30:00 AM,28.965,,,,
6,01/04/20 10:45:00 AM,28.941,,,,
7,01/04/20 11:00:00 AM,29.090,,,,
8,01/04/20 11:15:00 AM,29.340,,,,
9,01/04/20 11:30:00 AM,29.365,,,,
10,01/04/20 11:45:00 AM,29.515,,,,
11,01/04/20 12:00:00 PM,29.540,,,,
12,01/04/20 12:15:00 PM,29.740,,,,
13,01/04/20 12:30:00 PM,29.565,,,,
14,01/04/20 12:45:00 PM,29.540,,,,
15,01/04/20 01:00:00 PM,29.540,,,,
16,01/04/20 01:15:00 PM,29.615,,,,
17,01/04/20 01:30:00 PM,29.515,,,,
18,01/04/20 01:45:00 PM,29.765,,,,
19,01/04/20 02:00:00 PM,29.890,,,,
20,01/04/20 02:15:00 PM,30.041,,,,
21,01/04/20 02:30:00 PM,30.041,,,,
22,01/04/20 02:45:00 PM,30.066,,,,
23,01/04/20 03:00:00 PM,29.941,,,,
24,01/04/20 03:15:00 PM,29.966,,,,
25,01/04/20 03:30:00 PM,29.790,,,,
26,01/04/20 03:45:00 PM,29.865,,,,
27,01/04/20 04:00:00 PM,29.715,,,,
28,01/04/20 04:15:00 PM,29.490,,,,
29,01/04/20 04:30:00 PM,29.315,,,,
30,01/04/20 04:45:00 PM,29.365,,,,
31,01/04/20 05:00:00 PM,29.115,,,,
32,01/04/20 05:15:00 PM,29.090,,,,
33,01/04/20 05:30:00 PM,28.965,,,,
34,01/04/20 05:45:00 PM,28.866,,,,
35,01/04/20 06:00:00 PM,28.816,,,,
36,01/04/20 06:15:00 PM,28.742,,,,
37,01/04/20 06:30:00 PM,28.667,,,,
38,01/04/20 06:45:00 PM,28.543,,,,
39,01/04/20 07:00:00 PM,28.468,,,,
40,01/04/20 07:15:00 PM,28.394,,,,
41,01/04/20 07:30:00 PM,28.345,,,,
42,01/04/20 07:45:00 PM,28.295,,,,
43,01/04/20 08:00:00 PM,28.270,,,,
44,01/04/20 08:15:00 PM,28.147,,,,
45,01/04/20 08:30:00 PM,28.072,,,,
46,01/04/20 08:45:00 PM,28.023,,,,
47,01/04/20 09:00:00 PM,28.023,,,,
48,01/04/20 09:15:00 PM,27.974,,,,
49,01/04/20 09:30:00 PM,27.974,,,,
50,01/04/20 09:45:00 PM,27.924,,,,
51,01/04/20 10:00:00 PM,27.875,,,,
52,01/04/20 10:15:00 PM,27.924,,,,
53,01/04/20 10:30:00 PM,27.949,,,,
54,01/04/20 10:45:00 PM,27.899,,,,
55,01/04/20 11:00:00 PM,27.850,,,,
56,01/04/20 11:15:00 PM,27.801,,,,
57,01/04/20 11:30:00 PM,27.751,,,,
58,01/04/20 11:45:00 PM,27.727,,,,
59,01/05/20 12:00:00 AM,27.677,,,,
60,01/05/20 12:15:00 AM,27.604,,,,
61,01/05/20 12:30:00 AM,27.554,,,,
62,01/05/20 12:45:00 AM,27.554,,,,
63,01/05/20 01:00:00 AM,27.481,,,,
64,01/05/20 01:15:00 AM,27.481,,,,
65,01/05/20 01:30:00 AM,27.505,,,,
66,01/05/20 01:45:00 AM,27.481,,,,
67,01/05/20 02:00:00 AM,27.481,,,,
68,01/05/20 02:15:00 AM,27.481,,,,
69,01/05/20 02:30:00 AM,27.481,,,,
70,01/05/20 02:45:00 AM,27.456,,,,
71,01/05/20 03:00:00 AM,27.456,,,,
72,01/05/20 03:15:00 AM,27.431,,,,
73,01/05/20 03:30:00 AM,27.382,,,,
74,01/05/20 03:45:00 AM,27.358,,,,
75,01/05/20 04:00:00 AM,27.333,,,,
76,01/05/20 04:15:00 AM,27.308,,,,
77,01/05/20 04:30:00 AM,27.284,,,,
78,01/05/20 04:45:00 AM,27.308,,,,
79,01/05/20 05:00:00 AM,27.259,,,,
80,01/05/20 05:15:00 AM,27.259,,,,
81,01/05/20 05:30:00 AM,27.259,,,,
82,01/05/20 05:45:00 AM,27.186,,,,
83,01/05/20 06:00:00 AM,27.186,,,,
84,01/05/20 06:15:00 AM,27.210,,,,
85,01/05/20 06:30:00 AM,27.284,,,,
86,01/05/20 06:45:00 AM,27.358,,,,
87,01/05/20 07:00:00 AM,27.628,,,,
88,01/05/20 07:15:00 AM,28.493,,,,
89,01/05/20 07:30:00 AM,29.040,,,,
90,01/05/20 07:45:00 AM,29.464,,,,
91,01/05/20 08:00:00 AM,29.790,,,,
92,01/05/20 08:15:00 AM,29.065,,,,
93,01/05/20 08:30:00 AM,29.090,,,,
94,01/05/20 08:45:00 AM,29.090,,,,
95,01/05/20 09:00:00 AM,29.340,,,,
96,01/05/20 09:15:00 AM,29.365,,,,
97,01/05/20 09:30:00 AM,29.565,,,,
98,01/05/20 09:45:00 AM,29.615,,,,
99,01/05/20 10:00:00 AM,29.740,,,,
100,01/05/20 10:15:00 AM,29.840,,,,
101,01/05/20 10:30:00 AM,29.941,,,,
102,01/05/20 10:45:00 AM,29.840,,,,
103,01/05/20 11:00:00 AM,29.865,,,,
104,01/05/20 11:15:00 AM,30.243,,,,
105,01/05/20 11:30:00 AM,30.318,,,,
106,01/05/20 11:45:00 AM,29.941,,,,
107,01/05/20 12:00:00 PM,29.765,,,,
108,01/05/20 12:15:00 PM,29.565,,,,
109,01/05/20 12:30:00 PM,29.490,,,,
110,01/05/20 12:45:00 PM,29.365,,,,
111,01/05/20 01:00:00 PM,29.916,,,,
112,01/05/20 01:15:00 PM,29.991,,,,
113,01/05/20 01:30:00 PM,30.016,,,,
114,01/05/20 01:45:00 PM,30.318,,,,
115,01/05/20 02:00:00 PM,29.690,,,,
116,01/05/20 02:15:00 PM,29.590,,,,
117,01/05/20 02:30:00 PM,29.439,,,,
118,01/05/20 02:45:00 PM,29.540,,,,
119,01/05/20 03:00:00 PM,29.490,,,,
120,01/05/20 03:15:00 PM,29.740,,,,
121,01/05/20 03:30:00 PM,29.590,,,,
122,01/05/20 03:45:00 PM,29.665,,,,
123,01/05/20 04:00:00 PM,29.740,,,,
124,01/05/20 04:15:00 PM,29.490,,,,
125,01/05/20 04:30:00 PM,29.315,,,,
126,01/05/20 04:45:00 PM,29.265,,,,
127,01/05/20 05:00:00 PM,29.115,,,,
128,01/05/20 05:15:00 PM,29.140,,,,
