well,colony_id
A1,BK
A2,BK
A3,ACR-176
A4,ACR-176
A5,POR-82
A6,POR-82
A7,POC-391
A8,POC-391
A9,POR-384
A10,POR-384
A11,POC-55
A12,POC-55
B1,POC-53
B2,POC-53
B3,POC-375
B4,POC-375
B5,ACR-145
B6,ACR-145
B7,ACR-150
B8,ACR-150
B9,POC-42
B10,POC-42
B11,POC-52
B12,POC-52
C1,ACR-2-4
C2,ACR-2-4
C3,ACR-5-4
C4,ACR-5-4
C5,POC-13-4
C6,POC-13-4
C7,ACR-12-4
C8,ACR-12-4
C9,POC-12-4
C10,POC-12-4
C11,POC-14-4
C12,POC-14-4
D1,ACR-8-4
D2,ACR-8-4
D3,POC-9-4
D4,POC-9-4
D5,POR-5-3
D6,POR-5-3
D7,POC-11-3
D8,POC-11-3
D9,ACR-9-4
D10,ACR-9-4
D11,ACR-6-4
D12,ACR-6-4
E1,POR-11-4
E2,POR-11-4
E3,POC-8-4
E4,POC-8-4
E5,POR-4-4
E6,POR-4-4
E7,POR-1-4
E8,POR-1-4
E9,POC-3-3
E10,POC-3-3
E11,ACR-11-4
E12,ACR-11-4
F1,POC-2-4
F2,POC-2-4
F3,POC-6-4
F4,POC-6-4
F5,POC-6-3
F6,POC-6-3
F7,POC-5-3
F8,POC-5-3
F9,POC-5-4
F10,POC-5-4
F11,POR-2-3
F12,POR-2-3
G1,POR-2-4
G2,POR-2-4
G3,POR-1-3
G4,POR-1-3
G5,ACR-10-4
G6,ACR-10-4
G7,POC-7-3
G8,POC-7-3
G9,ACR-11-3
G10,ACR-11-3
G11,POR-5-4
G12,POR-5-4
H1,ACR-5-3
H2,ACR-5-3
H3,ACR-4-4
H4,ACR-4-4
H5,ACR-3-4
H6,ACR-3-4
H7,POR-14-4
H8,POR-14-4
H9,POC-7-4
H10,POC-7-4
H11,POR-9-4
H12,POR-9-4
