well,colony_id
A1,BK
A2,BK
A3,ACR-389
A4,ACR-389
A5,POR-79
A6,POR-79
A7,POC-346
A8,POC-346
A9,POR-75
A10,POR-75
A11,ACR-180
A12,ACR-180
B1,POC-366
B2,POC-366
B3,POR-367
B4,POR-367
B5,POC-358
B6,POC-358
B7,POR-353
B8,POR-353
B9,POR-357
B10,POR-357
B11,POR-383
B12,POR-383
C1,ACR-343
C2,ACR-343
C3,POR-365
C4,POR-365
C5,POC-378
C6,POC-378
C7,POR-362
C8,POR-362
C9,ACR-390
C10,ACR-390
C11,ACR-393
C12,ACR-393
D1,POC-394
D2,POC-394
D3,POR-381
D4,POR-381
D5,POC-48
D6,POC-48
D7,POC-377
D8,POC-377
D9,POC-43
D10,POC-43
D11,POC-395
D12,POC-395
E1,POC-386
E2,POC-386
E3,POC-40
E4,POC-40
E5,POC-44
E6,POC-44
E7,ACR-187
E8,ACR-187
E9,POR-81
E10,POR-81
E11,POR-83
E12,POR-83
F1,POC-47
F2,POC-47
F3,ACR-139
F4,ACR-139
F5,POR-76
F6,POR-76
F7,ACR-178
F8,ACR-178
F9,ACR-175
F10,ACR-175
F11,ACR-186
F12,ACR-186
G1,ACR-185
G2,ACR-185
G3,POC-45
G4,POC-45
G5,POC-50
G6,POC-50
G7,POR-69
G8,POR-69
G9,POR-70
G10,POR-70
G11,POC-57
G12,POC-57
H1,POR-387
H2,POR-387
H3,ACR-173
H4,ACR-173
H5,POR-71
H6,POR-71
H7,POR-72
H8,POR-72
H9,POR-74
H10,POR-74
H11,POR-242
H12,POR-242
