well,colony_id
A1,Standard1
A2,Standard1
A3,Standard2
A4,Standard2
A5,Standard3
A6,Standard3
A7,Standard4
A8,Standard4
A9,Standard5
A10,Standard5
A11,Standard6
A12,Standard6
B1,Standard7
B2,Standard7
B3,Standard8
B4,Standard8
B5,Standard9
B6,Standard9
B7,Standard10
B8,Standard10
B9,test-1
B10,test-1
B11,POR-354
B12,POR-354
C1,POC-372
C2,POC-372
C3,ACR-150
C4,ACR-150
C5,POR-381
C6,POR-381
C7,POC-254
C8,POC-254
C9,POC-373
C10,POC-373
C11,POC-43
C12,POC-43
D1,POC-257
D2,POC-257
D3,POR-73
D4,POR-73
D5,POR-251
D6,POR-251
D7,POR-260
D8,POR-260
D9,POC-391
D10,POC-391
D11,POC-238
D12,POC-238
E1,POC-55
E2,POC-55
E3,POR-262
E4,POR-262
E5,POC-200
E6,POC-200
E7,POC-48
E8,POC-48
E9,ACR-229
E10,ACR-229
E11,ACR-244
E12,ACR-244
F1,POC-369
F2,POC-369
F3,POR-362
F4,POR-362
F5,POC-45
F6,POC-45
F7,POC-359
F8,POC-359
F9,POR-242
F10,POR-242
F11,ACR-265
F12,ACR-265
G1,POR-341
G2,POR-341
G3,POR-72
G4,POR-72
G5,POR-240
G6,POR-240
G7,ACR-220
G8,ACR-220
G9,POR-387
G10,POR-387
G11,ACR-241
G12,ACR-241
H1,ACR-225
H2,ACR-225
H3,POC-375
H4,POC-375
H5,POR-384
H6,POR-384
H7,POR-367
H8,POR-367
H9,POC-201
H10,POC-201
H11,POC-219
H12,POC-219
