well,colony_id
A1,Standard1
A2,Standard1
A3,Standard2
A4,Standard2
A5,Standard3
A6,Standard3
A7,Standard4
A8,Standard4
A9,Standard5
A10,Standard5
A11,Standard6
A12,Standard6
B1,Standard7
B2,Standard7
B3,Standard8
B4,Standard8
B5,Standard9
B6,Standard9
B7,Standard10
B8,Standard10
B9,test-1
B10,test-1
B11,POC-255
B12,POC-255
C1,POR-355
C2,POR-355
C3,POC-207
C4,POC-207
C5,POC-52
C6,POC-52
C7,ACR-343
C8,ACR-343
C9,POR-81
C10,POR-81
C11,ACR-218
C12,ACR-218
D1,POC-395
D2,POC-395
D3,ACR-175
D4,ACR-175
D5,POR-209
D6,POR-209
D7,POC-378
D8,POC-378
D9,POR-349
D10,POR-349
D11,ACR-186
D12,ACR-186
E1,POC-42
E2,POC-42
E3,ACR-237
E4,ACR-237
E5,POR-245
E6,POR-245
E7,POC-366
E8,POC-366
E9,POR-216
E10,POR-216
E11,POC-377
E12,POC-377
F1,POR-76
F2,POR-76
F3,POR-83
F4,POR-83
F5,POC-239
F6,POC-239
F7,ACR-173
F8,ACR-173
F9,POR-383
F10,POR-383
F11,ACR-190
F12,ACR-190
G1,POC-248
G2,POC-248
G3,POR-253
G4,POR-253
G5,POC-371
G6,POC-371
G7,POC-68
G8,POC-68
G9,POR-365
G10,POR-365
G11,ACR-210
G12,ACR-210
H1,POR-75
H2,POR-75
H3,POR-353
H4,POR-353
H5,POC-358
H6,POC-358
H7,POC-57
H8,POC-57
H9,POR-357
H10,POR-357
H11,POR-338
H12,POR-338
