well,colony_id
A1,Standard1
A2,Standard1
A3,Standard2
A4,Standard2
A5,Standard3
A6,Standard3
A7,Standard4
A8,Standard4
A9,Standard5
A10,Standard5
A11,Standard6
A12,Standard6
B1,Standard7
B2,Standard7
B3,Standard8
B4,Standard8
B5,Standard9
B6,Standard9
B7,Standard10
B8,Standard10
B9,test-1
B10,test-1
B11,ACR-139
B12,ACR-139
C1,POR-224
C2,POR-224
C3,POR-80
C4,POR-80
C5,POC-386
C6,POC-386
C7,POR-71
C8,POR-71
C9,POR-69
C10,POR-69
C11,POR-82
C12,POR-82
D1,POC-205
D2,POC-205
D3,ACR-145
D4,ACR-145
D5,POC-47
D6,POC-47
D7,POC-53
D8,POC-53
D9,POC-222
D10,POC-222
D11,POC-40
D12,POC-40
E1,POC-221
E2,POC-221
E3,POR-79
E4,POR-79
E5,ACR-178
E6,ACR-178
E7,ACR-213
E8,ACR-213
E9,ACR-364
E10,ACR-364
E11,POR-70
E12,POR-70
F1,ACR-140
F2,ACR-140
F3,POR-340
F4,POR-340
F5,POR-214
F6,POR-214
F7,POC-44
F8,POC-44
F9,POR-74
F10,POR-74
F11,POC-259
F12,POC-259
G1,NA
G2,NA
G3,NA
G4,NA
G5,NA
G6,NA
G7,NA
G8,NA
G9,NA
G10,NA
G11,NA
G12,NA
H1,NA
H2,NA
H3,NA
H4,NA
H5,NA
H6,NA
H7,NA
H8,NA
H9,NA
H10,NA
H11,NA
H12,NA
