sample_name,fastq_fwd_file_name,fastq_rev_file_name,sample_type,host_phylum,host_class,host_order,host_family,host_genus,host_species,collection_latitude,collection_longitude,collection_date,collection_depth
POR_340_TP2,POR-340-TP2_S382_L001_R1_001.fastq.gz,POR-340-TP2_S382_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,poritidae,porites,lobata,-17.4815,-149.84908,20200304,2
POR_340_TP3,POR-340-TP3_S418_L001_R1_001.fastq.gz,POR-340-TP3_S418_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,poritidae,porites,lobata,-17.4815,-149.84908,20200908,2
POR_340_TP4,POR-340-TP4_S322_L001_R1_001.fastq.gz,POR-340-TP4_S322_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,poritidae,porites,lobata,-17.4815,-149.84908,20201031,2
POR_341_TP1,POR-341-TP1_S9_L001_R1_001.fastq.gz,POR-341-TP1_S9_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,poritidae,porites,lobata,-17.4815,-149.84908,20200106,2
POR_341_TP2,POR-341-TP2_S370_L001_R1_001.fastq.gz,POR-341-TP2_S370_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,poritidae,porites,lobata,-17.4815,-149.84908,20200304,2
POR_341_TP3,POR-341-TP3_S401_L001_R1_001.fastq.gz,POR-341-TP3_S401_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,poritidae,porites,lobata,-17.4815,-149.84908,20200908,2
POR_341_TP4,POR-341-TP4_S323_L001_R1_001.fastq.gz,POR-341-TP4_S323_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,poritidae,porites,lobata,-17.4815,-149.84908,20201031,2
POR_349_TP1,POR-349-TP1_S367_L001_R1_001.fastq.gz,POR-349-TP1_S367_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,poritidae,porites,lobata,-17.4815,-149.84908,20200106,2
POR_349_TP2,POR-349-TP2_S347_L001_R1_001.fastq.gz,POR-349-TP2_S347_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,poritidae,porites,lobata,-17.4815,-149.84908,20200304,2
POR_349_TP3,POR-349-TP3_S437_L001_R1_001.fastq.gz,POR-349-TP3_S437_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,poritidae,porites,lobata,-17.4815,-149.84908,20200908,2
POR_349_TP4,POR-349-TP4_S321_L001_R1_001.fastq.gz,POR-349-TP4_S321_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,poritidae,porites,lobata,-17.4815,-149.84908,20201031,2
POR_352_TP4,POR-352-TP4_S284_L001_R1_001.fastq.gz,POR-352-TP4_S284_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,poritidae,porites,lobata,NA,NA,NA,2
POR_353_TP1,POR-353-TP1_S349_L001_R1_001.fastq.gz,POR-353-TP1_S349_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,poritidae,porites,lobata,-17.4815,-149.84908,20200106,2
POR_353_TP2,POR-353-TP2_S356_L001_R1_001.fastq.gz,POR-353-TP2_S356_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,poritidae,porites,lobata,-17.4815,-149.84908,20200304,2
POR_353_TP3,POR-353-TP3_S402_L001_R1_001.fastq.gz,POR-353-TP3_S402_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,poritidae,porites,lobata,-17.4815,-149.84908,20200908,2
POR_354_TP1,POR-354-TP1_S16_L001_R1_001.fastq.gz,POR-354-TP1_S16_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,poritidae,porites,lobata,-17.4815,-149.84908,20200106,2
POR_354_TP2,POR-354-TP2_S369_L001_R1_001.fastq.gz,POR-354-TP2_S369_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,poritidae,porites,lobata,-17.4815,-149.84908,20200304,2
POR_354_TP3,POR-354-TP3_S422_L001_R1_001.fastq.gz,POR-354-TP3_S422_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,poritidae,porites,lobata,-17.4815,-149.84908,20200908,2
POR_354_TP4,POR-354-TP4_S300_L001_R1_001.fastq.gz,POR-354-TP4_S300_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,poritidae,porites,lobata,-17.4815,-149.84908,20201031,2
POR_355_TP1,POR-355-TP1_S372_L001_R1_001.fastq.gz,POR-355-TP1_S372_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,poritidae,porites,lobata,-17.4815,-149.84908,20200106,2
POR_355_TP2,POR-355-TP2_S366_L001_R1_001.fastq.gz,POR-355-TP2_S366_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,poritidae,porites,lobata,-17.4815,-149.84908,20200304,2
POR_355_TP3,POR-355-TP3_S385_L001_R1_001.fastq.gz,POR-355-TP3_S385_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,poritidae,porites,lobata,-17.4815,-149.84908,20200908,2
POR_357_TP1,POR-357-TP1_S19_L001_R1_001.fastq.gz,POR-357-TP1_S19_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,poritidae,porites,lobata,-17.4815,-149.84908,20200106,2
POR_357_TP2,POR-357-TP2_S376_L001_R1_001.fastq.gz,POR-357-TP2_S376_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,poritidae,porites,lobata,-17.4815,-149.84908,20200304,2
POR_357_TP3,POR-357-TP3_S428_L001_R1_001.fastq.gz,POR-357-TP3_S428_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,poritidae,porites,lobata,-17.4815,-149.84908,20200908,2
POR_357_TP4,POR-357-TP4_S263_L001_R1_001.fastq.gz,POR-357-TP4_S263_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,poritidae,porites,lobata,-17.4815,-149.84908,20201031,2
POR_362_TP1,POR-362-TP1_S26_L001_R1_001.fastq.gz,POR-362-TP1_S26_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,poritidae,porites,lobata,-17.4815,-149.84908,20200106,2
POR_362_TP3,POR-362-TP3_S400_L001_R1_001.fastq.gz,POR-362-TP3_S400_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,poritidae,porites,lobata,-17.4815,-149.84908,20200908,2
POR_362_TP4,POR-362-TP4_S319_L001_R1_001.fastq.gz,POR-362-TP4_S319_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,poritidae,porites,lobata,-17.4815,-149.84908,20201031,2
POR_365_TP1,POR-365-TP1_S15_L001_R1_001.fastq.gz,POR-365-TP1_S15_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,poritidae,porites,lobata,-17.4815,-149.84908,20200106,2
POR_365_TP2,POR-365-TP2_S351_L001_R1_001.fastq.gz,POR-365-TP2_S351_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,poritidae,porites,lobata,-17.4815,-149.84908,20200304,2
POR_365_TP3,POR-365-TP3_S431_L001_R1_001.fastq.gz,POR-365-TP3_S431_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,poritidae,porites,lobata,-17.4815,-149.84908,20200908,2
POR_365_TP4,POR-365-TP4_S476_L001_R1_001.fastq.gz,POR-365-TP4_S476_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,poritidae,porites,lobata,-17.4815,-149.84908,20201031,2
POR_367_TP1,POR-367-TP1_S4_L001_R1_001.fastq.gz,POR-367-TP1_S4_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,poritidae,porites,lobata,-17.4815,-149.84908,20200106,2
POR_367_TP2,POR-367-TP2_S450_L001_R1_001.fastq.gz,POR-367-TP2_S450_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,poritidae,porites,lobata,-17.4815,-149.84908,20200304,2
POR_367_TP3,POR-367-TP3_S406_L001_R1_001.fastq.gz,POR-367-TP3_S406_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,poritidae,porites,lobata,-17.4815,-149.84908,20200908,2
POR_367_TP4,POR-367-TP4_S340_L001_R1_001.fastq.gz,POR-367-TP4_S340_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,poritidae,porites,lobata,-17.4815,-149.84908,20201031,2
POR_369_TP2,POR-369-TP2_S71_L001_R1_001.fastq.gz,POR-369-TP2_S71_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,poritidae,porites,lobata,NA,NA,NA,2
POR_369_TP3,POR-369-TP3_S303_L001_R1_001.fastq.gz,POR-369-TP3_S303_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,poritidae,porites,lobata,NA,NA,NA,2
POR_381_TP1,POR-381-TP1_S477_L001_R1_001.fastq.gz,POR-381-TP1_S477_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,poritidae,porites,lobata,-17.4815,-149.84908,20200106,2
POR_381_TP2,POR-381-TP2_S436_L001_R1_001.fastq.gz,POR-381-TP2_S436_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,poritidae,porites,lobata,-17.4815,-149.84908,20200304,2
POR_381_TP3,POR-381-TP3_S394_L001_R1_001.fastq.gz,POR-381-TP3_S394_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,poritidae,porites,lobata,-17.4815,-149.84908,20200908,2
POR_381_TP4,POR-381-TP4_S277_L001_R1_001.fastq.gz,POR-381-TP4_S277_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,poritidae,porites,lobata,-17.4815,-149.84908,20201031,2
POR_383_TP1,POR-383-TP1_S363_L001_R1_001.fastq.gz,POR-383-TP1_S363_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,poritidae,porites,lobata,-17.4815,-149.84908,20200106,2
POR_383_TP2,POR-383-TP2_S444_L001_R1_001.fastq.gz,POR-383-TP2_S444_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,poritidae,porites,lobata,-17.4815,-149.84908,20200304,2
POR_383_TP3,POR-383-TP3_S432_L001_R1_001.fastq.gz,POR-383-TP3_S432_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,poritidae,porites,lobata,-17.4815,-149.84908,20200908,2
POR_383_TP4,POR-383-TP4_S328_L001_R1_001.fastq.gz,POR-383-TP4_S328_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,poritidae,porites,lobata,-17.4815,-149.84908,20201031,2
POR_384_TP1,POR-384-TP1_S425_L001_R1_001.fastq.gz,POR-384-TP1_S425_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,poritidae,porites,lobata,-17.4815,-149.84908,20200106,2
POR_384_TP2,POR-384-TP2_S354_L001_R1_001.fastq.gz,POR-384-TP2_S354_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,poritidae,porites,lobata,-17.4815,-149.84908,20200304,2
POR_384_TP3,POR-384-TP3_S411_L001_R1_001.fastq.gz,POR-384-TP3_S411_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,poritidae,porites,lobata,-17.4815,-149.84908,20200908,2
POR_384_TP4,POR-384-TP4_S276_L001_R1_001.fastq.gz,POR-384-TP4_S276_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,poritidae,porites,lobata,-17.4815,-149.84908,20201031,2
POR_385_TP1,POR-385-TP1_S24_L001_R1_001.fastq.gz,POR-385-TP1_S24_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,poritidae,porites,lobata,-17.4815,-149.84908,20200106,2
POR_385_TP2,POR-385-TP2_S357_L001_R1_001.fastq.gz,POR-385-TP2_S357_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,poritidae,porites,lobata,-17.4815,-149.84908,20200304,2
POR_385_TP3,POR-385-TP3_S396_L001_R1_001.fastq.gz,POR-385-TP3_S396_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,poritidae,porites,lobata,-17.4815,-149.84908,20200908,2
POR_385_TP4,POR-385-TP4_S268_L001_R1_001.fastq.gz,POR-385-TP4_S268_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,poritidae,porites,lobata,-17.4815,-149.84908,20201031,2
POR_44_TP3,POR-44-TP3_S388_L001_R1_001.fastq.gz,POR-44-TP3_S388_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,poritidae,porites,lobata,NA,NA,NA,2
POR_69_TP1,POR-69-TP1_S20_L001_R1_001.fastq.gz,POR-69-TP1_S20_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,poritidae,porites,lobata,-17.476872,-149.80594,20200110,2
POR_69_TP2,POR-69-TP2_S362_L001_R1_001.fastq.gz,POR-69-TP2_S362_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,poritidae,porites,lobata,-17.476872,-149.80594,20200305,2
POR_69_TP3,POR-69-TP3_S439_L001_R1_001.fastq.gz,POR-69-TP3_S439_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,poritidae,porites,lobata,-17.476872,-149.80594,20200911,2
POR_69_TP4,POR-69-TP4_S275_L001_R1_001.fastq.gz,POR-69-TP4_S275_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,poritidae,porites,lobata,-17.476872,-149.80594,20201101,2
POR_70_TP1,POR-70-TP1_S29_L001_R1_001.fastq.gz,POR-70-TP1_S29_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,poritidae,porites,lobata,-17.476872,-149.80594,20200110,2
POR_70_TP2,POR-70-TP2_S70_L001_R1_001.fastq.gz,POR-70-TP2_S70_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,poritidae,porites,lobata,-17.476872,-149.80594,20200305,2
POR_70_TP3,POR-70-TP3_S386_L001_R1_001.fastq.gz,POR-70-TP3_S386_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,poritidae,porites,lobata,-17.476872,-149.80594,20200911,2
POR_70_TP4,POR-70-TP4_S338_L001_R1_001.fastq.gz,POR-70-TP4_S338_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,poritidae,porites,lobata,-17.476872,-149.80594,20201101,2
POR_71_TP1,POR-71-TP1_S7_L001_R1_001.fastq.gz,POR-71-TP1_S7_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,poritidae,porites,lobata,-17.476872,-149.80594,20200110,2
POR_71_TP2,POR-71-TP2_S334_L001_R1_001.fastq.gz,POR-71-TP2_S334_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,poritidae,porites,lobata,-17.476872,-149.80594,20200305,2
POR_71_TP3,POR-71-TP3_S429_L001_R1_001.fastq.gz,POR-71-TP3_S429_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,poritidae,porites,lobata,-17.476872,-149.80594,20200911,2
POR_71_TP4,POR-71-TP4_S332_L001_R1_001.fastq.gz,POR-71-TP4_S332_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,poritidae,porites,lobata,-17.476872,-149.80594,20201101,2
POR_72_TP1,POR-72-TP1_S13_L001_R1_001.fastq.gz,POR-72-TP1_S13_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,poritidae,porites,lobata,-17.476872,-149.80594,20200110,2
POR_72_TP2,POR-72-TP2_S291_L001_R1_001.fastq.gz,POR-72-TP2_S291_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,poritidae,porites,lobata,-17.476872,-149.80594,20200305,2
POR_72_TP3,POR-72-TP3_S408_L001_R1_001.fastq.gz,POR-72-TP3_S408_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,poritidae,porites,lobata,-17.476872,-149.80594,20200911,2
POR_72_TP4,POR-72-TP4_S283_L001_R1_001.fastq.gz,POR-72-TP4_S283_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,poritidae,porites,lobata,-17.476872,-149.80594,20201101,2
POR_73_TP1,POR-73-TP1_S1_L001_R1_001.fastq.gz,POR-73-TP1_S1_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,poritidae,porites,lobata,-17.476872,-149.80594,20200110,2
POR_73_TP2,POR-73-TP2_S348_L001_R1_001.fastq.gz,POR-73-TP2_S348_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,poritidae,porites,lobata,-17.476872,-149.80594,20200305,2
POR_73_TP3,POR-73-TP3_S413_L001_R1_001.fastq.gz,POR-73-TP3_S413_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,poritidae,porites,lobata,-17.476872,-149.80594,20200911,2
POR_73_TP4,POR-73-TP4_S339_L001_R1_001.fastq.gz,POR-73-TP4_S339_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,poritidae,porites,lobata,-17.476872,-149.80594,20201101,2
POR_74_TP1,POR-74-TP1_S10_L001_R1_001.fastq.gz,POR-74-TP1_S10_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,poritidae,porites,lobata,-17.476872,-149.80594,20200110,2
POR_74_TP2,POR-74-TP2_S447_L001_R1_001.fastq.gz,POR-74-TP2_S447_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,poritidae,porites,lobata,-17.476872,-149.80594,20200305,2
POR_74_TP3,POR-74-TP3_S390_L001_R1_001.fastq.gz,POR-74-TP3_S390_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,poritidae,porites,lobata,-17.476872,-149.80594,20200911,2
POR_74_TP4,POR-74-TP4_S274_L001_R1_001.fastq.gz,POR-74-TP4_S274_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,poritidae,porites,lobata,-17.476872,-149.80594,20201101,2
POR_75_TP1,POR-75-TP1_S415_L001_R1_001.fastq.gz,POR-75-TP1_S415_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,poritidae,porites,lobata,-17.476872,-149.80594,20200110,2
POR_75_TP2,POR-75-TP2_S434_L001_R1_001.fastq.gz,POR-75-TP2_S434_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,poritidae,porites,lobata,-17.476872,-149.80594,20200305,2
POR_75_TP3,POR-75-TP3_S409_L001_R1_001.fastq.gz,POR-75-TP3_S409_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,poritidae,porites,lobata,-17.476872,-149.80594,20200911,2
POR_75_TP4,POR-75-TP4_S337_L001_R1_001.fastq.gz,POR-75-TP4_S337_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,poritidae,porites,lobata,-17.476872,-149.80594,20201101,2
POR_76_TP1,POR-76-TP1_S364_L001_R1_001.fastq.gz,POR-76-TP1_S364_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,poritidae,porites,lobata,-17.476872,-149.80594,20200110,2
POR_76_TP2,POR-76-TP2_S352_L001_R1_001.fastq.gz,POR-76-TP2_S352_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,poritidae,porites,lobata,-17.476872,-149.80594,20200305,2
POR_76_TP3,POR-76-TP3_S435_L001_R1_001.fastq.gz,POR-76-TP3_S435_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,poritidae,porites,lobata,-17.476872,-149.80594,20200911,2
POR_76_TP4,POR-76-TP4_S342_L001_R1_001.fastq.gz,POR-76-TP4_S342_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,poritidae,porites,lobata,-17.476872,-149.80594,20201101,2
POR_77_TP1,POR-77-TP1_S18_L001_R1_001.fastq.gz,POR-77-TP1_S18_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,poritidae,porites,lobata,-17.476872,-149.80594,20200110,2
POR_77_TP2,POR-77-TP2_S379_L001_R1_001.fastq.gz,POR-77-TP2_S379_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,poritidae,porites,lobata,-17.476872,-149.80594,20200305,2
POR_78_TP1,POR-78-TP1_S3_L001_R1_001.fastq.gz,POR-78-TP1_S3_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,poritidae,porites,lobata,-17.476872,-149.80594,20200110,2
POR_78_TP2,POR-78-TP2_S375_L001_R1_001.fastq.gz,POR-78-TP2_S375_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,poritidae,porites,lobata,-17.476872,-149.80594,20200305,2
POR_79_TP1,POR-79-TP1_S12_L001_R1_001.fastq.gz,POR-79-TP1_S12_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,poritidae,porites,lobata,-17.476872,-149.80594,20200110,2
POR_79_TP2,POR-79-TP2_S378_L001_R1_001.fastq.gz,POR-79-TP2_S378_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,poritidae,porites,lobata,-17.476872,-149.80594,20200305,2
POR_79_TP3,POR-79-TP3_S416_L001_R1_001.fastq.gz,POR-79-TP3_S416_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,poritidae,porites,lobata,-17.476872,-149.80594,20200911,2
POR_79_TP4,POR-79-TP4_S341_L001_R1_001.fastq.gz,POR-79-TP4_S341_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,poritidae,porites,lobata,-17.476872,-149.80594,20201101,2
POR_80_TP1,POR-80-TP1_S14_L001_R1_001.fastq.gz,POR-80-TP1_S14_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,poritidae,porites,lobata,-17.476872,-149.80594,20200110,2
POR_80_TP2,POR-80-TP2_S381_L001_R1_001.fastq.gz,POR-80-TP2_S381_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,poritidae,porites,lobata,-17.476872,-149.80594,20200305,2
POR_80_TP3,POR-80-TP3_S392_L001_R1_001.fastq.gz,POR-80-TP3_S392_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,poritidae,porites,lobata,-17.476872,-149.80594,20200911,2
POR_81_TP1,POR-81-TP1_S361_L001_R1_001.fastq.gz,POR-81-TP1_S361_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,poritidae,porites,lobata,-17.476872,-149.80594,20200110,2
POR_81_TP2,POR-81-TP2_S445_L001_R1_001.fastq.gz,POR-81-TP2_S445_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,poritidae,porites,lobata,-17.476872,-149.80594,20200305,2
POR_81_TP3,POR-81-TP3_S433_L001_R1_001.fastq.gz,POR-81-TP3_S433_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,poritidae,porites,lobata,-17.476872,-149.80594,20200911,2
POR_81_TP4,POR-81-TP4_S344_L001_R1_001.fastq.gz,POR-81-TP4_S344_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,poritidae,porites,lobata,-17.476872,-149.80594,20201101,2
POR_82_TP1,POR-82-TP1_S30_L001_R1_001.fastq.gz,POR-82-TP1_S30_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,poritidae,porites,lobata,-17.476872,-149.80594,20200110,2
POR_82_TP2,POR-82-TP2_S383_L001_R1_001.fastq.gz,POR-82-TP2_S383_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,poritidae,porites,lobata,-17.476872,-149.80594,20200305,2
POR_82_TP3,POR-82-TP3_S143_L001_R1_001.fastq.gz,POR-82-TP3_S143_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,poritidae,porites,lobata,-17.476872,-149.80594,20200911,2
POR_82_TP4,POR-82-TP4_S333_L001_R1_001.fastq.gz,POR-82-TP4_S333_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,poritidae,porites,lobata,-17.476872,-149.80594,20201101,2
POR_83_TP1,POR-83-TP1_S22_L001_R1_001.fastq.gz,POR-83-TP1_S22_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,poritidae,porites,lobata,-17.476872,-149.80594,20200110,2
POR_83_TP3,POR-83-TP3_S430_L001_R1_001.fastq.gz,POR-83-TP3_S430_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,poritidae,porites,lobata,-17.476872,-149.80594,20200911,2
POR_83_TP4,POR-83-TP4_S326_L001_R1_001.fastq.gz,POR-83-TP4_S326_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,poritidae,porites,lobata,-17.476872,-149.80594,20201101,2
P1-02,P1-02_S453_L001_R1_001.fastq.gz,P1-02_S453_L001_R2_001.fastq.gz,coral_aquarium,cnidaria,anthozoa,scleractinia,pocilloporidae,pocillopora,sp.,NA,NA,NA,NA
P1-03,P1-03_S462_L001_R1_001.fastq.gz,P1-03_S462_L001_R2_001.fastq.gz,coral_aquarium,cnidaria,anthozoa,scleractinia,pocilloporidae,pocillopora,sp.,NA,NA,NA,NA
P1-04,P1-04_S451_L001_R1_001.fastq.gz,P1-04_S451_L001_R2_001.fastq.gz,coral_aquarium,cnidaria,anthozoa,scleractinia,pocilloporidae,pocillopora,sp.,NA,NA,NA,NA
P1-05,P1-05_S461_L001_R1_001.fastq.gz,P1-05_S461_L001_R2_001.fastq.gz,coral_aquarium,cnidaria,anthozoa,scleractinia,pocilloporidae,pocillopora,sp.,NA,NA,NA,NA
P1-07,P1-07_S473_L001_R1_001.fastq.gz,P1-07_S473_L001_R2_001.fastq.gz,coral_aquarium,cnidaria,anthozoa,scleractinia,pocilloporidae,pocillopora,sp.,NA,NA,NA,NA
P1-09,P1-09_S452_L001_R1_001.fastq.gz,P1-09_S452_L001_R2_001.fastq.gz,coral_aquarium,cnidaria,anthozoa,scleractinia,pocilloporidae,pocillopora,sp.,NA,NA,NA,NA
P1-11,P1-11_S466_L001_R1_001.fastq.gz,P1-11_S466_L001_R2_001.fastq.gz,coral_aquarium,cnidaria,anthozoa,scleractinia,pocilloporidae,pocillopora,sp.,NA,NA,NA,NA
P1-12,P1-12_S467_L001_R1_001.fastq.gz,P1-12_S467_L001_R2_001.fastq.gz,coral_aquarium,cnidaria,anthozoa,scleractinia,pocilloporidae,pocillopora,sp.,NA,NA,NA,NA
P2-06,P2-06_S471_L001_R1_001.fastq.gz,P2-06_S471_L001_R2_001.fastq.gz,coral_aquarium,cnidaria,anthozoa,scleractinia,pocilloporidae,pocillopora,sp.,NA,NA,NA,NA
P2-08,P2-08_S470_L001_R1_001.fastq.gz,P2-08_S470_L001_R2_001.fastq.gz,coral_aquarium,cnidaria,anthozoa,scleractinia,pocilloporidae,pocillopora,sp.,NA,NA,NA,NA
T1-02,T1-02_S456_L001_R1_001.fastq.gz,T1-02_S456_L001_R2_001.fastq.gz,coral_aquarium,cnidaria,anthozoa,scleractinia,dendrophylliidae,turbinaria,reniformis,NA,NA,NA,NA
