Date,colony_id,Chamber.Channel,Position,Bin.ID,Run,Fragment.Number,Temp.Cat,Chamber.Vol.L,Notes
20200909,POC-386,1,4,1,1,1,,0.58,
20200909,POR-353,2,5,1,1,2,,0.605,
20200909,BK-1,3,6,1,1,NA,,0.62,
20200909,POR-357,4,1,1,1,3,,0.595,
20200909,POC-359,5,3,1,1,4,,0.61,
20200909,POC-371,6,9,2,1,5,,0.59,
20200909,POC-372,7,8,2,1,6,,0.6,
20200909,POC-358,8,4,2,1,7,,0.6,
20200909,POR-365,9,12,2,1,8,,0.595,
20200909,POR-367,10,10,2,1,9,,0.595,
20200909,POR-355,1,4,1,2,1,,0.6,
20200909,POR-341,2,5,1,2,2,,0.605,
20200909,BK-2,3,6,1,2,NA,,0.62,
20200909,POC-378,4,1,1,2,3,,0.61,
20200909,POC-369,5,3,1,2,4,,0.605,
20200909,POC-395,6,9,2,2,5,,0.6,
20200909,POR-384,7,8,2,2,6,,0.605,
20200909,POR-383,8,4,2,2,7,,0.6,
20200909,POR-338,9,12,2,2,8,,0.6,
20200909,POR-349,10,10,2,2,9,,0.595,
20200912,POR-354,1,4,1,3,1,,0.595,
20200912,POR-340,2,5,1,3,2,,0.58,
20200912,POR-387,3,6,1,3,3,,0.61,
20200912,POC-391,4,1,1,3,4,,0.6,
20200912,ACR-364,5,3,1,3,5,,0.59,
20200912,ACR-343,6,9,2,3,6,,0.59,
20200912,POR-362,7,8,2,3,7,,0.595,
20200912,POR-381,8,4,2,3,8,,0.58,
20200912,POC-373,9,12,2,3,9,,0.595,
20200912,BK-3,10,10,2,3,NA,,0.605,
20200912,ACR-229,1,4,1,4,1,,0.595,
20200912,POC-255,2,5,1,4,2,,0.595,
20200912,POC-219,3,6,1,4,3,,0.59,
20200912,POC-377,4,1,1,4,4,,0.595,
20200912,ACR-220,5,3,1,4,5,,0.59,
20200912,POR-214,6,9,2,4,6,,0.585,
20200912,POR-209,7,8,2,4,7,,0.595,
20200912,POC-375,8,4,2,4,8,,0.595,
20200912,POC-366,9,12,2,4,9,,0.6,
20200912,BK-4,10,10,2,4,NA,,0.615,
20200913,BK-5,1,4,1,5,NA,,0.61,
20200913,POC-200,2,5,1,5,1,,0.6,
20200913,ACR-210,3,6,1,5,2,,0.605,
20200913,POR-240,4,1,1,5,3,,0.59,
20200913,ACR-241,5,3,1,5,4,,0.61,
20200913,POC-222,6,9,2,5,5,,0.595,
20200913,POC-201,7,8,2,5,6,,0.59,
20200913,POR-245,8,4,2,5,7,,0.595,
20200913,ACR-244,9,12,2,5,8,,0.605,
20200913,POR-242,10,10,2,5,9,,0.58,
20200913,BK-6,1,4,1,6,NA,,0.615,
20200913,POR-251,2,5,1,6,1,,0.6,
20200913,POR-262,3,6,1,6,2,,0.61,
20200913,POR-253,4,1,1,6,3,,0.6,
20200913,POC-205,5,3,1,6,4,,0.605,
20200913,ACR-265,6,9,2,6,5,,0.595,
20200913,POC-239,7,8,2,6,6,,0.605,
20200913,ACR-213,8,4,2,6,7,,0.605,
20200913,POR-221,9,12,2,6,8,,0.605,
20200913,POC-248,10,10,2,6,9,,0.6,
20200914,BK-7,1,4,1,7,NA,,0.61,
20200914,POC-238,2,5,1,7,1,,0.605,
20200914,POR-224,3,6,1,7,2,,0.605,
20200914,POR-216,4,1,1,7,3,,0.6,
20200914,POC-259,5,3,1,7,4,,0.6,
20200914,ACR-237,6,9,2,7,5,,0.605,
20200914,ACR-225,7,8,2,7,6,,0.61,
20200914,POR-260,8,4,2,7,7,,0.6,
20200914,POC-257,9,12,2,7,8,,0.605,
20200914,ACR-218,10,10,2,7,9,,0.59,
20200914,BK-8,1,4,1,8,NA,,0.615,
20200914,ACR-175,2,5,1,8,1,,0.61,
20200914,ACR-150,3,6,1,8,2,,0.615,
20200914,POC-207,4,1,1,8,3,,0.605,
20200914,POC-57,5,3,1,8,4,,0.6,
20200914,POC-45,6,9,2,8,5,,0.595,
20200914,POR-80,7,8,2,8,6,,0.6,
20200914,POC-254,8,4,2,8,7,,0.6,
20200914,POR-81,9,12,2,8,8,,0.59,
20200914,POR-76,10,10,2,8,9,,0.59,
20200915,BK-9,1,4,1,9,NA,,0.615,
20200915,POC-48,2,5,1,9,1,,0.59,
20200915,POC-52,3,6,1,9,2,,0.595,
20200915,POC-55,4,1,1,9,3,,0.595,
20200915,POC-40,5,3,1,9,4,,0.595,
20200915,POC-43,6,9,2,9,5,,0.59,
20200915,POC-44,7,8,2,9,6,,0.6,
20200915,POC-68,8,4,2,9,7,,0.6,
20200915,POC-53,9,12,2,9,8,,0.59,
20200915,POC-42,10,10,2,9,9,,0.6,
20200915,BK-10,1,4,1,10,NA,,0.615,
20200915,ACR-186,2,5,1,10,1,,0.605,
20200915,ACR-178,3,6,1,10,2,,0.6,
20200915,ACR-190,4,1,1,10,3,,0.61,
20200915,ACR-139,5,3,1,10,4,,0.605,
20200915,POR-75,6,9,2,10,5,,0.6,
20200915,POR-72,7,8,2,10,6,,0.605,
20200915,POR-83,8,4,2,10,7,,0.6,
20200915,POR-79,9,12,2,10,8,,0.595,
20200915,POC-47,10,10,2,10,9,,0.595,
20200916,POR-69,1,4,1,11,1,,0.595,
20200916,POR-73,2,5,1,11,2,,0.6,
20200916,ACR-173,3,6,1,11,3,,0.605,
20200916,BK-11,4,1,1,11,NA,,0.62,
20200916,POR-82,5,3,1,11,4,,0.6,
20200916,POR-74,6,9,2,11,5,,0.595,
20200916,POR-70,7,8,2,11,6,,0.59,
20200916,POR-71,8,4,2,11,7,,0.6,
20200916,ACR-140,9,12,2,11,8,,0.605,
20200916,ACR-143,10,10,2,11,9,,0.6,
