Run,Light_Level,Light_Value,Date,Start.time,Stop.time
1,1,0,20200909,09:25:00,09:36:00
1,2,20,20200909,09:45:00,09:55:00
1,3,74,20200909,09:57:00,10:07:00
1,4,105,20200909,10:09:00,10:19:00
1,5,160,20200909,10:21:00,10:31:00
1,6,241,20200909,10:33:00,10:43:00
1,7,504,20200909,10:45:00,10:56:00
1,8,723,20200909,10:58:00,11:08:00
1,9,868,20200909,11:10:00,11:20:00
1,10,1018,20200909,11:22:00,11:32:00
2,1,0,20200909,14:35:00,14:48:00
2,2,20,20200909,14:51:00,15:01:00
2,3,74,20200909,15:04:00,15:14:00
2,4,105,20200909,15:26:00,15:36:00
2,5,160,20200909,15:39:00,15:50:00
2,6,241,20200909,15:51:00,16:00:00
2,7,504,20200909,16:02:00,16:12:00
2,8,723,20200909,16:14:00,16:25:00
2,9,868,20200909,16:27:00,16:39:00
2,10,1018,20200909,16:41:00,16:51:00
3,1,0,20200912,08:54:00,09:04:00
3,2,20,20200912,09:06:00,09:17:00
3,3,74,20200912,09:19:00,09:29:00
3,4,105,20200912,09:31:00,09:41:00
3,5,160,20200912,09:47:00,09:57:00
3,6,241,20200912,09:59:00,10:09:00
3,7,504,20200912,10:11:00,10:21:00
3,8,723,20200912,10:23:00,10:39:00
3,9,868,20200912,10:41:00,10:51:00
3,10,1018,20200912,10:53:00,11:05:00
4,1,0,20200912,13:52:00,14:03:00
4,2,20,20200912,14:05:00,14:15:00
4,3,74,20200912,14:17:00,14:28:00
4,4,105,20200912,14:29:00,14:43:00
4,5,160,20200912,14:44:00,14:56:00
4,6,241,20200912,14:58:00,15:08:00
4,7,504,20200912,15:10:00,15:20:00
4,8,723,20200912,15:22:00,15:32:00
4,9,868,20200912,15:35:00,15:46:00
4,10,1018,20200912,15:50:00,16:00:00
5,1,0,20200913,09:02:00,09:12:00
5,2,20,20200913,09:14:00,09:24:00
5,3,74,20200913,09:26:00,09:37:00
5,4,105,20200913,09:39:00,09:49:00
5,5,160,20200913,09:52:00,10:02:00
5,6,241,20200913,10:04:00,10:14:00
5,7,504,20200913,10:27:00,10:38:00
5,8,723,20200913,10:40:00,10:50:00
5,9,868,20200913,10:59:00,11:09:00
5,10,1018,20200913,11:13:00,11:23:00
6,1,0,20200913,14:35:00,14:48:00
6,2,20,20200913,14:51:00,15:01:00
6,3,74,20200913,15:04:00,15:14:00
6,4,105,20200913,15:26:00,15:36:00
6,5,160,20200913,15:39:00,15:50:00
6,6,241,20200913,15:51:00,16:00:00
6,7,504,20200913,16:02:00,16:12:00
6,8,723,20200913,16:14:00,16:25:00
6,9,868,20200913,16:27:00,16:39:00
6,10,1018,20200913,16:41:00,16:51:00
7,1,0,20200914,08:44:00,08:54:00
7,2,20,20200914,08:56:00,09:07:00
7,3,74,20200914,09:09:00,09:19:00
7,4,105,20200914,09:21:00,09:31:00
7,5,160,20200914,09:33:00,09:45:00
7,6,241,20200914,09:48:00,10:00:00
7,7,504,20200914,10:02:00,10:12:00
7,8,723,20200914,10:14:00,10:24:00
7,9,868,20200914,10:27:00,10:37:00
7,10,1018,20200914,10:39:00,10:49:00
8,1,0,20200914,13:30:00,13:46:00
8,2,20,20200914,13:47:00,13:57:00
8,3,74,20200914,13:59:00,14:09:00
8,4,105,20200914,14:11:00,14:21:00
8,5,160,20200914,14:26:00,14:36:00
8,6,241,20200914,14:38:00,14:48:00
8,7,504,20200914,14:50:00,15:00:00
8,8,723,20200914,15:02:00,15:12:00
8,9,868,20200914,15:17:00,15:27:00
8,10,1018,20200914,15:30:00,15:40:00
9,1,0,20200915,08:54:00,09:04:00
9,2,20,20200915,09:06:00,09:16:00
9,3,74,20200915,09:18:00,09:28:00
9,4,105,20200915,09:30:00,09:40:00
9,5,160,20200915,09:42:00,09:52:00
9,6,241,20200915,09:54:00,10:04:00
9,7,504,20200915,10:06:00,10:16:00
9,8,723,20200915,10:18:00,10:31:00
9,9,868,20200915,10:33:00,10:43:00
9,10,1018,20200915,10:45:00,10:55:00
10,1,0,20200915,13:31:00,13:48:00
10,2,20,20200915,13:50:00,14:00:00
10,3,74,20200915,14:02:00,14:17:00
10,4,105,20200915,14:19:00,14:29:00
10,5,160,20200915,14:31:00,14:41:00
10,6,241,20200915,14:43:00,14:56:00
10,7,504,20200915,14:58:00,15:08:00
10,8,723,20200915,15:10:00,15:20:00
10,9,868,20200915,15:22:00,15:32:00
10,10,1018,20200915,15:34:00,15:44:00
11,1,0,20200916,08:35:00,08:50:00
11,2,20,20200916,08:51:00,09:01:00
11,3,74,20200916,09:03:00,09:13:00
11,4,105,20200916,09:15:00,09:25:00
11,5,160,20200916,09:27:00,09:37:00
11,6,241,20200916,09:40:00,09:50:00
11,7,504,20200916,09:52:00,10:02:00
11,8,723,20200916,10:04:00,10:14:00
11,9,868,20200916,10:16:00,10:26:00
11,10,1018,20200916,10:28:00,10:38:00
